"ACCOUNT_ID","COA_ID","ACCOUNT_TYPE","IS_ENABLED","IS_PARENT","START_DATE","END_DATE","DESCRIPTION","SEGMENT1","SEGMENT2","SEGMENT3","SEGMENT4","SEGMENT5","SEGMENT6","SEGMENT7","SEGMENT8","SEGMENT9","SEGMENT10","ATTRIBUTE1","ATTRIBUTE2","ATTRIBUTE3","ATTRIBUTE4","ATTRIBUTE5","ATTRIBUTE6","ATTRIBUTE7","ATTRIBUTE8","ATTRIBUTE9","ATTRIBUTE10","REFERENCE1","REFERENCE2","REFERENCE3","REFERENCE4"
13555,101,"A","Y","N",,,"","01","000","1620","0000","000","","","","","","","","","","","","","","","","","","N",""
20013,101,"A","Y","N",,,"","01","120","1620","0000","000","","","","","","","","","","","","","","","","","","N",""
15478,101,"A","Y","N",,,"","01","540","1630","0000","000","","","","","","","","","","","","","","","","","","N",""
14675,101,"A","Y","N",,,"","01","740","1630","0000","000","","","","","","","","","","","","","","","","","","N",""
15468,101,"A","Y","N",,,"","01","110","1640","0000","000","","","","","","","","","","","","","","","","","","N",""
14676,101,"A","Y","N",,,"","01","740","1640","0000","000","","","","","","","","","","","","","","","","","","N",""
13557,101,"A","Y","N",,,"","01","000","1640","0000","000","","","","","","","","","","","","","","","","","","N",""
20014,101,"A","Y","N",,,"","01","470","1640","0000","000","","","","","","","","","","","","","","","","","","N",""
246794,101,"E","Y","Y",,,"","T","585","5000","T","000","","","","","","","","","","","","","","","","","","",""
246795,101,"E","Y","Y",,,"","T","730","5000","T","000","","","","","","","","","","","","","","","","","","",""
246796,101,"E","Y","Y",,,"","T","815","5000","T","000","","","","","","","","","","","","","","","","","","",""
246797,101,"E","Y","Y",,,"","T","421","7000","T","000","","","","","","","","","","","","","","","","","","",""
246798,101,"E","Y","Y",,,"","T","422","7000","T","000","","","","","","","","","","","","","","","","","","",""
246799,101,"E","Y","Y",,,"","T","490","6000","T","000","","","","","","","","","","","","","","","","","","",""
246800,101,"E","Y","Y",,,"","T","450","5000","T","140","","","","","","","","","","","","","","","","","","",""
246801,101,"E","Y","Y",,,"","T","470","5000","T","120","","","","","","","","","","","","","","","","","","",""
246802,101,"E","Y","Y",,,"","T","420","6000","T","000","","","","","","","","","","","","","","","","","","",""
246803,101,"E","Y","Y",,,"","T","530","6000","T","000","","","","","","","","","","","","","","","","","","",""
246804,101,"E","Y","Y",,,"","T","420","6000","T","110","","","","","","","","","","","","","","","","","","",""
246805,101,"E","Y","Y",,,"","T","110","7000","T","120","","","","","","","","","","","","","","","","","","",""
246806,101,"E","Y","Y",,,"","T","402","7000","T","110","","","","","","","","","","","","","","","","","","",""
246807,101,"E","Y","Y",,,"","T","404","7000","T","110","","","","","","","","","","","","","","","","","","",""
246808,101,"E","Y","Y",,,"","T","450","7000","T","110","","","","","","","","","","","","","","","","","","",""
246809,101,"E","Y","Y",,,"","T","410","7000","T","130","","","","","","","","","","","","","","","","","","",""
246810,101,"E","Y","Y",,,"","T","750","5000","T","120","","","","","","","","","","","","","","","","","","",""
246811,101,"E","Y","Y",,,"","T","521","7000","T","000","","","","","","","","","","","","","","","","","","",""
246812,101,"E","Y","Y",,,"","T","520","7000","T","150","","","","","","","","","","","","","","","","","","",""
246813,101,"E","Y","Y",,,"","T","530","7000","T","270","","","","","","","","","","","","","","","","","","",""
246814,101,"E","Y","Y",,,"","T","710","5000","T","230","","","","","","","","","","","","","","","","","","",""
246815,101,"E","Y","Y",,,"","T","720","5000","T","210","","","","","","","","","","","","","","","","","","",""
246816,101,"E","Y","Y",,,"","T","720","5000","T","230","","","","","","","","","","","","","","","","","","",""
246817,101,"E","Y","Y",,,"","T","730","5000","T","230","","","","","","","","","","","","","","","","","","",""
246818,101,"E","Y","Y",,,"","T","600","6000","T","000","","","","","","","","","","","","","","","","","","",""
246819,101,"E","Y","Y",,,"","T","590","6000","T","000","","","","","","","","","","","","","","","","","","",""
246820,101,"E","Y","Y",,,"","T","840","6000","T","000","","","","","","","","","","","","","","","","","","",""
246821,101,"E","Y","Y",,,"","T","120","5000","T","210","","","","","","","","","","","","","","","","","","",""
246822,101,"E","Y","Y",,,"","T","460","5000","T","240","","","","","","","","","","","","","","","","","","",""
246823,101,"E","Y","Y",,,"","T","000","5000","T","200","","","","","","","","","","","","","","","","","","",""
246824,101,"E","Y","Y",,,"","T","404","5000","T","230","","","","","","","","","","","","","","","","","","",""
246825,101,"E","Y","Y",,,"","T","530","5000","T","000","","","","","","","","","","","","","","","","","","",""
246826,101,"E","Y","Y",,,"","T","402","7000","T","000","","","","","","","","","","","","","","","","","","",""
246827,101,"E","Y","Y",,,"","T","140","7000","T","000","","","","","","","","","","","","","","","","","","",""
246828,101,"E","Y","Y",,,"","T","410","6000","T","000","","","","","","","","","","","","","","","","","","",""
246829,101,"E","Y","Y",,,"","T","430","5000","T","000","","","","","","","","","","","","","","","","","","",""
246830,101,"E","Y","Y",,,"","T","130","6000","T","130","","","","","","","","","","","","","","","","","","",""
246831,101,"E","Y","Y",,,"","T","130","7000","T","140","","","","","","","","","","","","","","","","","","",""
246832,101,"E","Y","Y",,,"","T","420","7000","T","120","","","","","","","","","","","","","","","","","","",""
246833,101,"E","Y","Y",,,"","T","510","7000","T","110","","","","","","","","","","","","","","","","","","",""
246834,101,"E","Y","Y",,,"","T","140","6000","T","140","","","","","","","","","","","","","","","","","","",""
246835,101,"E","Y","Y",,,"","T","460","6000","T","140","","","","","","","","","","","","","","","","","","",""
246836,101,"E","Y","Y",,,"","T","470","7000","T","140","","","","","","","","","","","","","","","","","","",""
246837,101,"E","Y","Y",,,"","T","740","6000","T","000","","","","","","","","","","","","","","","","","","",""
246838,101,"E","Y","Y",,,"","T","420","7000","T","130","","","","","","","","","","","","","","","","","","",""
246870,101,"E","Y","Y",,,"","T","460","5000","T","230","","","","","","","","","","","","","","","","","","",""
246871,101,"E","Y","Y",,,"","T","404","5000","T","240","","","","","","","","","","","","","","","","","","",""
246872,101,"E","Y","Y",,,"","T","410","5000","T","240","","","","","","","","","","","","","","","","","","",""
246839,101,"E","Y","Y",,,"","T","430","7000","T","120","","","","","","","","","","","","","","","","","","",""
246840,101,"E","Y","Y",,,"","T","404","5000","T","120","","","","","","","","","","","","","","","","","","",""
246841,101,"E","Y","Y",,,"","T","000","5000","T","000","","","","","","","","","","","","","","","","","","",""
246842,101,"E","Y","Y",,,"","T","740","5000","T","000","","","","","","","","","","","","","","","","","","",""
246843,101,"E","Y","Y",,,"","T","515","7000","T","000","","","","","","","","","","","","","","","","","","",""
246844,101,"E","Y","Y",,,"","T","515","5000","T","000","","","","","","","","","","","","","","","","","","",""
246845,101,"E","Y","Y",,,"","T","510","6000","T","000","","","","","","","","","","","","","","","","","","",""
246846,101,"E","Y","Y",,,"","T","110","6000","T","120","","","","","","","","","","","","","","","","","","",""
246847,101,"E","Y","Y",,,"","T","420","6000","T","120","","","","","","","","","","","","","","","","","","",""
246848,101,"E","Y","Y",,,"","T","430","6000","T","120","","","","","","","","","","","","","","","","","","",""
246849,101,"E","Y","Y",,,"","T","404","7000","T","120","","","","","","","","","","","","","","","","","","",""
246850,101,"E","Y","Y",,,"","T","450","7000","T","140","","","","","","","","","","","","","","","","","","",""
246851,101,"E","Y","Y",,,"","T","470","7000","T","120","","","","","","","","","","","","","","","","","","",""
246852,101,"E","Y","Y",,,"","T","508","7000","T","000","","","","","","","","","","","","","","","","","","",""
246853,101,"E","Y","Y",,,"","T","423","6000","T","000","","","","","","","","","","","","","","","","","","",""
246854,101,"E","Y","Y",,,"","T","520","5000","T","140","","","","","","","","","","","","","","","","","","",""
246855,101,"E","Y","Y",,,"","T","510","7000","T","140","","","","","","","","","","","","","","","","","","",""
246856,101,"E","Y","Y",,,"","T","575","7000","T","000","","","","","","","","","","","","","","","","","","",""
246857,101,"E","Y","Y",,,"","T","720","7000","T","130","","","","","","","","","","","","","","","","","","",""
246858,101,"E","Y","Y",,,"","T","510","5000","T","150","","","","","","","","","","","","","","","","","","",""
246859,101,"E","Y","Y",,,"","T","530","7000","T","260","","","","","","","","","","","","","","","","","","",""
246860,101,"E","Y","Y",,,"","T","540","5000","T","280","","","","","","","","","","","","","","","","","","",""
246861,101,"E","Y","Y",,,"","T","540","7000","T","260","","","","","","","","","","","","","","","","","","",""
246862,101,"E","Y","Y",,,"","T","560","5000","T","230","","","","","","","","","","","","","","","","","","",""
246863,101,"E","Y","Y",,,"","T","580","5000","T","230","","","","","","","","","","","","","","","","","","",""
246864,101,"E","Y","Y",,,"","T","710","5000","T","240","","","","","","","","","","","","","","","","","","",""
246865,101,"E","Y","Y",,,"","T","740","5000","T","230","","","","","","","","","","","","","","","","","","",""
246866,101,"E","Y","Y",,,"","T","750","5000","T","210","","","","","","","","","","","","","","","","","","",""
246867,101,"E","Y","Y",,,"","T","830","5000","T","210","","","","","","","","","","","","","","","","","","",""
246868,101,"E","Y","Y",,,"","T","535","6000","T","000","","","","","","","","","","","","","","","","","","",""
246869,101,"E","Y","Y",,,"","T","460","5000","T","210","","","","","","","","","","","","","","","","","","",""
248718,101,"R","Y","Y",,,"","03","422","4000","T","T","","","","","","","","","","","","","","","","","","",""
248719,101,"R","Y","Y",,,"","95","402","4000","T","T","","","","","","","","","","","","","","","","","","",""
248720,101,"R","Y","Y",,,"","01","700","4000","T","T","","","","","","","","","","","","","","","","","","",""
248721,101,"R","Y","Y",,,"","83","535","4000","T","T","","","","","","","","","","","","","","","","","","",""
248722,101,"R","Y","Y",,,"","83","710","4000","T","T","","","","","","","","","","","","","","","","","","",""
248723,101,"R","Y","Y",,,"","83","810","4000","T","T","","","","","","","","","","","","","","","","","","",""
248724,101,"R","Y","Y",,,"","01","402","4000","T","T","","","","","","","","","","","","","","","","","","",""
248725,101,"R","Y","Y",,,"","01","460","4000","T","T","","","","","","","","","","","","","","","","","","",""
248726,101,"R","Y","Y",,,"","03","404","4000","T","T","","","","","","","","","","","","","","","","","","",""
248727,101,"R","Y","Y",,,"","03","460","4000","T","T","","","","","","","","","","","","","","","","","","",""
248728,101,"R","Y","Y",,,"","01","514","4000","T","T","","","","","","","","","","","","","","","","","","",""
248729,101,"R","Y","Y",,,"","01","522","4000","T","T","","","","","","","","","","","","","","","","","","",""
248730,101,"R","Y","Y",,,"","03","423","4000","T","T","","","","","","","","","","","","","","","","","","",""
248731,101,"R","Y","Y",,,"","95","430","4000","T","T","","","","","","","","","","","","","","","","","","",""
248732,101,"R","Y","Y",,,"","70","420","4000","T","T","","","","","","","","","","","","","","","","","","",""
248733,101,"R","Y","Y",,,"","70","585","4000","T","T","","","","","","","","","","","","","","","","","","",""
248734,101,"R","Y","Y",,,"","01","555","4000","T","T","","","","","","","","","","","","","","","","","","",""
248735,101,"R","Y","Y",,,"","83","470","4000","T","T","","","","","","","","","","","","","","","","","","",""
248736,101,"R","Y","Y",,,"","83","540","4000","T","T","","","","","","","","","","","","","","","","","","",""
248737,101,"R","Y","Y",,,"","83","590","4000","T","T","","","","","","","","","","","","","","","","","","",""
248738,101,"R","Y","Y",,,"","01","110","4000","T","T","","","","","","","","","","","","","","","","","","",""
248739,101,"R","Y","Y",,,"","01","410","4000","T","T","","","","","","","","","","","","","","","","","","",""
248740,101,"R","Y","Y",,,"","01","130","4000","T","T","","","","","","","","","","","","","","","","","","",""
248741,101,"R","Y","Y",,,"","01","440","4000","T","T","","","","","","","","","","","","","","","","","","",""
248742,101,"R","Y","Y",,,"","01","535","4000","T","T","","","","","","","","","","","","","","","","","","",""
248743,101,"R","Y","Y",,,"","01","515","4000","T","T","","","","","","","","","","","","","","","","","","",""
248744,101,"R","Y","Y",,,"","01","422","4000","T","T","","","","","","","","","","","","","","","","","","",""
248745,101,"R","Y","Y",,,"","01","556","4000","T","T","","","","","","","","","","","","","","","","","","",""
248746,101,"R","Y","Y",,,"","82","410","4000","T","T","","","","","","","","","","","","","","","","","","",""
248747,101,"R","Y","Y",,,"","01","740","4000","T","T","","","","","","","","","","","","","","","","","","",""
248748,101,"R","Y","Y",,,"","01","470","4000","T","T","","","","","","","","","","","","","","","","","","",""
248749,101,"R","Y","Y",,,"","01","520","4000","T","T","","","","","","","","","","","","","","","","","","",""
248750,101,"R","Y","Y",,,"","01","510","4000","T","T","","","","","","","","","","","","","","","","","","",""
248751,101,"R","Y","Y",,,"","01","540","4000","T","T","","","","","","","","","","","","","","","","","","",""
248752,101,"R","Y","Y",,,"","01","509","4000","T","T","","","","","","","","","","","","","","","","","","",""
248753,101,"R","Y","Y",,,"","03","440","4000","T","T","","","","","","","","","","","","","","","","","","",""
248754,101,"R","Y","Y",,,"","01","421","4000","T","T","","","","","","","","","","","","","","","","","","",""
248755,101,"R","Y","Y",,,"","02","410","4000","T","T","","","","","","","","","","","","","","","","","","",""
248756,101,"R","Y","Y",,,"","83","130","4000","T","T","","","","","","","","","","","","","","","","","","",""
248757,101,"R","Y","Y",,,"","01","120","4000","T","T","","","","","","","","","","","","","","","","","","",""
248758,101,"R","Y","Y",,,"","03","420","4000","T","T","","","","","","","","","","","","","","","","","","",""
248759,101,"R","Y","Y",,,"","03","470","4000","T","T","","","","","","","","","","","","","","","","","","",""
248760,101,"R","Y","Y",,,"","01","600","4000","T","T","","","","","","","","","","","","","","","","","","",""
248761,101,"R","Y","Y",,,"","70","595","4000","T","T","","","","","","","","","","","","","","","","","","",""
248762,101,"R","Y","Y",,,"","01","530","4000","T","T","","","","","","","","","","","","","","","","","","",""
248763,101,"R","Y","Y",,,"","01","508","4000","T","T","","","","","","","","","","","","","","","","","","",""
248764,101,"R","Y","Y",,,"","01","423","4000","T","T","","","","","","","","","","","","","","","","","","",""
248765,101,"R","Y","Y",,,"","70","110","4000","T","T","","","","","","","","","","","","","","","","","","",""
248766,101,"R","Y","Y",,,"","83","120","4000","T","T","","","","","","","","","","","","","","","","","","",""
248767,101,"R","Y","Y",,,"","83","140","4000","T","T","","","","","","","","","","","","","","","","","","",""
248768,101,"R","Y","Y",,,"","83","580","4000","T","T","","","","","","","","","","","","","","","","","","",""
248769,101,"R","Y","Y",,,"","83","840","4000","T","T","","","","","","","","","","","","","","","","","","",""
248770,101,"R","Y","Y",,,"","82","404","4000","T","T","","","","","","","","","","","","","","","","","","",""
248772,101,"R","Y","Y",,,"","03","T","4000","T","T","","","","","","","","","","","","","","","","","","",""
248773,101,"R","Y","Y",,,"","95","T","4000","T","T","","","","","","","","","","","","","","","","","","",""
248774,101,"R","Y","Y",,,"","82","T","4000","T","T","","","","","","","","","","","","","","","","","","",""
248775,101,"R","Y","Y",,,"","81","T","4000","T","T","","","","","","","","","","","","","","","","","","",""
248776,101,"R","Y","Y",,,"","01","T","4000","T","T","","","","","","","","","","","","","","","","","","",""
248777,101,"R","Y","Y",,,"","70","T","4000","T","T","","","","","","","","","","","","","","","","","","",""
248778,101,"R","Y","Y",,,"","02","T","4000","T","T","","","","","","","","","","","","","","","","","","",""
248779,101,"R","Y","Y",,,"","83","T","4000","T","T","","","","","","","","","","","","","","","","","","",""
246658,101,"E","Y","Y",,,"","T","520","5000","T","150","","","","","","","","","","","","","","","","","","",""
246659,101,"E","Y","Y",,,"","T","520","5000","T","280","","","","","","","","","","","","","","","","","","",""
246660,101,"E","Y","Y",,,"","T","530","5000","T","270","","","","","","","","","","","","","","","","","","",""
246661,101,"E","Y","Y",,,"","T","555","5000","T","000","","","","","","","","","","","","","","","","","","",""
246662,101,"E","Y","Y",,,"","T","470","5000","T","240","","","","","","","","","","","","","","","","","","",""
246663,101,"E","Y","Y",,,"","T","501","5000","T","230","","","","","","","","","","","","","","","","","","",""
246664,101,"E","Y","Y",,,"","T","730","5000","T","210","","","","","","","","","","","","","","","","","","",""
246665,101,"E","Y","Y",,,"","T","850","5000","T","230","","","","","","","","","","","","","","","","","","",""
246666,101,"E","Y","Y",,,"","T","120","5000","T","230","","","","","","","","","","","","","","","","","","",""
246667,101,"E","Y","Y",,,"","T","422","5000","T","210","","","","","","","","","","","","","","","","","","",""
246668,101,"E","Y","Y",,,"","T","430","5000","T","240","","","","","","","","","","","","","","","","","","",""
246669,101,"E","Y","Y",,,"","T","404","5000","T","210","","","","","","","","","","","","","","","","","","",""
246670,101,"E","Y","Y",,,"","T","520","5000","T","000","","","","","","","","","","","","","","","","","","",""
246671,101,"E","Y","Y",,,"","T","550","5000","T","000","","","","","","","","","","","","","","","","","","",""
246672,101,"E","Y","Y",,,"","T","510","5000","T","000","","","","","","","","","","","","","","","","","","",""
246673,101,"E","Y","Y",,,"","T","550","7000","T","000","","","","","","","","","","","","","","","","","","",""
246674,101,"E","Y","Y",,,"","T","440","6000","T","000","","","","","","","","","","","","","","","","","","",""
246675,101,"E","Y","Y",,,"","T","480","5000","T","000","","","","","","","","","","","","","","","","","","",""
246676,101,"E","Y","Y",,,"","T","440","5000","T","000","","","","","","","","","","","","","","","","","","",""
246677,101,"E","Y","Y",,,"","T","120","6000","T","000","","","","","","","","","","","","","","","","","","",""
246678,101,"E","Y","Y",,,"","T","130","7000","T","110","","","","","","","","","","","","","","","","","","",""
246679,101,"E","Y","Y",,,"","T","140","6000","T","120","","","","","","","","","","","","","","","","","","",""
246680,101,"E","Y","Y",,,"","T","580","7000","T","130","","","","","","","","","","","","","","","","","","",""
246681,101,"E","Y","Y",,,"","T","120","7000","T","130","","","","","","","","","","","","","","","","","","",""
246682,101,"E","Y","Y",,,"","T","480","7000","T","110","","","","","","","","","","","","","","","","","","",""
246683,101,"E","Y","Y",,,"","T","430","6000","T","000","","","","","","","","","","","","","","","","","","",""
246684,101,"E","Y","Y",,,"","T","519","7000","T","000","","","","","","","","","","","","","","","","","","",""
246685,101,"E","Y","Y",,,"","T","514","5000","T","000","","","","","","","","","","","","","","","","","","",""
246686,101,"E","Y","Y",,,"","T","516","5000","T","000","","","","","","","","","","","","","","","","","","",""
246709,101,"E","Y","Y",,,"","T","585","7000","T","000","","","","","","","","","","","","","","","","","","",""
246710,101,"E","Y","Y",,,"","T","570","6000","T","000","","","","","","","","","","","","","","","","","","",""
246687,101,"E","Y","Y",,,"","T","580","5000","T","000","","","","","","","","","","","","","","","","","","",""
246688,101,"E","Y","Y",,,"","T","720","6000","T","000","","","","","","","","","","","","","","","","","","",""
246689,101,"E","Y","Y",,,"","T","720","7000","T","000","","","","","","","","","","","","","","","","","","",""
246690,101,"E","Y","Y",,,"","T","820","7000","T","000","","","","","","","","","","","","","","","","","","",""
246691,101,"E","Y","Y",,,"","T","760","5000","T","000","","","","","","","","","","","","","","","","","","",""
246692,101,"E","Y","Y",,,"","T","430","5000","T","140","","","","","","","","","","","","","","","","","","",""
246693,101,"E","Y","Y",,,"","T","470","5000","T","130","","","","","","","","","","","","","","","","","","",""
246694,101,"E","Y","Y",,,"","T","420","5000","T","120","","","","","","","","","","","","","","","","","","",""
246695,101,"E","Y","Y",,,"","T","460","5000","T","120","","","","","","","","","","","","","","","","","","",""
246696,101,"E","Y","Y",,,"","T","810","5000","T","000","","","","","","","","","","","","","","","","","","",""
246697,101,"E","Y","Y",,,"","T","402","6000","T","000","","","","","","","","","","","","","","","","","","",""
246698,101,"E","Y","Y",,,"","T","120","7000","T","120","","","","","","","","","","","","","","","","","","",""
246699,101,"E","Y","Y",,,"","T","510","7000","T","130","","","","","","","","","","","","","","","","","","",""
246700,101,"E","Y","Y",,,"","T","810","7000","T","120","","","","","","","","","","","","","","","","","","",""
246701,101,"E","Y","Y",,,"","T","450","7000","T","120","","","","","","","","","","","","","","","","","","",""
246702,101,"E","Y","Y",,,"","T","509","7000","T","000","","","","","","","","","","","","","","","","","","",""
246703,101,"E","Y","Y",,,"","T","423","7000","T","000","","","","","","","","","","","","","","","","","","",""
246704,101,"E","Y","Y",,,"","T","501","7000","T","000","","","","","","","","","","","","","","","","","","",""
246705,101,"E","Y","Y",,,"","T","520","5000","T","130","","","","","","","","","","","","","","","","","","",""
246706,101,"E","Y","Y",,,"","T","404","5000","T","000","","","","","","","","","","","","","","","","","","",""
246707,101,"E","Y","Y",,,"","T","423","5000","T","000","","","","","","","","","","","","","","","","","","",""
246708,101,"E","Y","Y",,,"","T","595","7000","T","000","","","","","","","","","","","","","","","","","","",""
246711,101,"E","Y","Y",,,"","T","810","5000","T","110","","","","","","","","","","","","","","","","","","",""
246712,101,"E","Y","Y",,,"","T","510","5000","T","260","","","","","","","","","","","","","","","","","","",""
246713,101,"E","Y","Y",,,"","T","530","5000","T","280","","","","","","","","","","","","","","","","","","",""
246714,101,"E","Y","Y",,,"","T","556","5000","T","000","","","","","","","","","","","","","","","","","","",""
246715,101,"E","Y","Y",,,"","T","535","5000","T","210","","","","","","","","","","","","","","","","","","",""
246716,101,"E","Y","Y",,,"","T","590","5000","T","230","","","","","","","","","","","","","","","","","","",""
246717,101,"E","Y","Y",,,"","T","750","5000","T","240","","","","","","","","","","","","","","","","","","",""
246718,101,"E","Y","Y",,,"","T","590","5000","T","000","","","","","","","","","","","","","","","","","","",""
246719,101,"E","Y","Y",,,"","T","840","5000","T","000","","","","","","","","","","","","","","","","","","",""
246720,101,"E","Y","Y",,,"","T","404","5000","T","110","","","","","","","","","","","","","","","","","","",""
246721,101,"E","Y","Y",,,"","T","404","5000","T","220","","","","","","","","","","","","","","","","","","",""
246722,101,"E","Y","Y",,,"","T","410","5000","T","110","","","","","","","","","","","","","","","","","","",""
246723,101,"E","Y","Y",,,"","T","410","5000","T","200","","","","","","","","","","","","","","","","","","",""
246724,101,"E","Y","Y",,,"","T","410","5000","T","230","","","","","","","","","","","","","","","","","","",""
246725,101,"E","Y","Y",,,"","T","730","7000","T","000","","","","","","","","","","","","","","","","","","",""
246726,101,"E","Y","Y",,,"","T","430","7000","T","000","","","","","","","","","","","","","","","","","","",""
246727,101,"E","Y","Y",,,"","T","130","7000","T","000","","","","","","","","","","","","","","","","","","",""
246728,101,"E","Y","Y",,,"","T","420","7000","T","000","","","","","","","","","","","","","","","","","","",""
246729,101,"E","Y","Y",,,"","T","530","7000","T","000","","","","","","","","","","","","","","","","","","",""
246730,101,"E","Y","Y",,,"","T","110","7000","T","000","","","","","","","","","","","","","","","","","","",""
246731,101,"E","Y","Y",,,"","T","130","6000","T","000","","","","","","","","","","","","","","","","","","",""
246732,101,"E","Y","Y",,,"","T","520","6000","T","000","","","","","","","","","","","","","","","","","","",""
246733,101,"E","Y","Y",,,"","T","140","5000","T","000","","","","","","","","","","","","","","","","","","",""
245778,101,"E","Y","Y",,,"","01","140","9100","T","T","","","","","","","","","","","","","","","","","","",""
245779,101,"E","Y","Y",,,"","03","430","9100","T","T","","","","","","","","","","","","","","","","","","",""
245780,101,"E","Y","Y",,,"","01","120","9100","T","T","","","","","","","","","","","","","","","","","","",""
245781,101,"E","Y","Y",,,"","03","120","9100","T","T","","","","","","","","","","","","","","","","","","",""
245782,101,"E","Y","Y",,,"","01","130","9100","T","T","","","","","","","","","","","","","","","","","","",""
245783,101,"E","Y","Y",,,"","02","130","9100","T","T","","","","","","","","","","","","","","","","","","",""
245784,101,"E","Y","Y",,,"","03","140","9100","T","T","","","","","","","","","","","","","","","","","","",""
245785,101,"E","Y","Y",,,"","01","404","9100","T","T","","","","","","","","","","","","","","","","","","",""
245786,101,"E","Y","Y",,,"","01","402","9100","T","T","","","","","","","","","","","","","","","","","","",""
245787,101,"E","Y","Y",,,"","02","110","9100","T","T","","","","","","","","","","","","","","","","","","",""
245788,101,"E","Y","Y",,,"","03","740","9100","T","T","","","","","","","","","","","","","","","","","","",""
245789,101,"E","Y","Y",,,"","03","420","9100","T","T","","","","","","","","","","","","","","","","","","",""
245790,101,"E","Y","Y",,,"","02","120","9100","T","T","","","","","","","","","","","","","","","","","","",""
245791,101,"E","Y","Y",,,"","02","140","9100","T","T","","","","","","","","","","","","","","","","","","",""
245792,101,"E","Y","Y",,,"","03","410","9100","T","T","","","","","","","","","","","","","","","","","","",""
245793,101,"E","Y","Y",,,"","02","402","9100","T","T","","","","","","","","","","","","","","","","","","",""
245794,101,"E","Y","Y",,,"","03","110","9100","T","T","","","","","","","","","","","","","","","","","","",""
245795,101,"E","Y","Y",,,"","01","110","9100","T","T","","","","","","","","","","","","","","","","","","",""
245796,101,"E","Y","Y",,,"","03","130","9100","T","T","","","","","","","","","","","","","","","","","","",""
245797,101,"E","Y","Y",,,"","01","850","9100","T","T","","","","","","","","","","","","","","","","","","",""
245798,101,"E","Y","Y",,,"","03","450","9100","T","T","","","","","","","","","","","","","","","","","","",""
245799,101,"E","Y","Y",,,"","03","460","9100","T","T","","","","","","","","","","","","","","","","","","",""
245800,101,"E","Y","Y",,,"","01","740","9100","T","T","","","","","","","","","","","","","","","","","","",""
245801,101,"E","Y","Y",,,"","03","000","9100","T","T","","","","","","","","","","","","","","","","","","",""
77891,101,"E","Y","N",,,"","01","740","7680","0000","000","","","","","","","","","","","","","","","","","","N",""
15473,101,"A","Y","N",,,"","01","404","1650","0000","000","","","","","","","","","","","","","","","","","","N",""
15475,101,"A","Y","N",,,"","01","420","1650","0000","000","","","","","","","","","","","","","","","","","","N",""
15437,101,"A","Y","N",,,"","01","460","1650","0000","000","","","","","","","","","","","","","","","","","","N",""
15439,101,"A","Y","N",,,"","01","470","1650","0000","000","","","","","","","","","","","","","","","","","","N",""
13529,101,"A","Y","N",,,"","01","000","1650","0000","000","","","","","","","","","","","","","","","","","","N",""
17303,101,"A","Y","N",,,"","01","402","1650","0000","000","","","","","","","","","","","","","","","","","","N",""
17304,101,"A","Y","N",,,"","01","450","1650","0000","000","","","","","","","","","","","","","","","","","","N",""
15472,101,"A","Y","N",,,"","01","830","1660","0000","000","","","","","","","","","","","","","","","","","","N",""
14673,101,"A","Y","N",,,"","01","740","1660","0000","000","","","","","","","","","","","","","","","","","","N",""
13530,101,"A","Y","N",,,"","01","000","1670","0000","000","","","","","","","","","","","","","","","","","","N",""
13531,101,"A","Y","N",,,"","01","000","1680","0000","000","","","","","","","","","","","","","","","","","","N",""
12850,101,"A","Y","N",,,"","01","000","1720","0000","000","","","","","","","","","","","","","","","","","","N",""
12852,101,"A","Y","N",,,"","01","000","1820","0000","000","","","","","","","","","","","","","","","","","","N",""
12853,101,"L","Y","N",,,"","01","000","2110","0000","000","","","","","","","","","","","","","","","","","","N",""
20264,101,"L","Y","N",,,"","03","000","2210","0000","130","","","","","","","","","","","","","","","","","","N",""
12855,101,"L","Y","N",,,"","01","000","2215","0000","000","","","","","","","","","","","","","","","","","","N",""
13402,101,"L","Y","N",,,"","01","000","2220","0000","000","","","","","","","","","","","","","","","","","","N",""
12856,101,"L","Y","N",,,"","01","000","2300","0000","000","","","","","","","","","","","","","","","","","","N",""
17208,101,"L","Y","N",,,"","01","000","2420","1400","000","","","","","","","","","","","","","","","","","","N",""
18168,101,"L","Y","N",,,"","01","000","2520","2101","000","","","","","","","","","","","","","","","","","","N",""
18170,101,"L","Y","N",,,"","01","000","2520","2103","000","","","","","","","","","","","","","","","","","","N",""
18171,101,"L","Y","N",,,"","01","000","2520","2104","000","","","","","","","","","","","","","","","","","","N",""
18173,101,"L","Y","N",,,"","01","000","2520","2106","000","","","","","","","","","","","","","","","","","","N",""
18174,101,"L","Y","N",,,"","01","000","2520","2107","000","","","","","","","","","","","","","","","","","","N",""
18176,101,"L","Y","N",,,"","01","000","2520","2109","000","","","","","","","","","","","","","","","","","","N",""
18177,101,"L","Y","N",,,"","01","000","2520","2110","000","","","","","","","","","","","","","","","","","","N",""
18179,101,"L","Y","N",,,"","01","000","2520","2112","000","","","","","","","","","","","","","","","","","","N",""
18180,101,"L","Y","N",,,"","01","000","2520","2113","000","","","","","","","","","","","","","","","","","","N",""
18182,101,"L","Y","N",,,"","01","000","2520","2115","000","","","","","","","","","","","","","","","","","","N",""
