RECORD_TYPE:PURCHASE_ORDER_RECEIPT_LINES,RECEIPT_LINE,RECEIPT_ID,RECEIPT_DATE,DEVICE,RCV_QTY,UOM,GEOGRAPHY_ID,PO_ID,PO_RELEASE_ID,PO_REVISION_NUM,PO_LINE_ID,PO_SHIPMENT_ID,P_ACCOUNTING_ID,DELIVER_TO_GEOGRAPHY_ID,DELIVER_TO_PERSON_ID,RECEIPT_LINE_NOTES,SUPPLIER_LOT_BATCH_REF,INITIAL_QTY,CORRECTED_QTY,CORRECTIONS,LAST_CORRECTION_DATE
PURCHASE_ORDER_RECEIPT_LINES,4347967,4245630,13-Feb-15,PC,975,TB,205,103186,121275,,163869,248863,255229,205,31242,,,975,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684268,2527352,27-Jul-13,PC,108,Ea,209,32837,92228,2,38291,192707,198014,209,57,,,108,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2802376,2642290,19-Sep-13,PC,4.6,WK,20795,82269,,0,105483,197223,202659,20795,31,,,4.6,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3647293,3515521,1-Oct-14,PC,54,Ea,20795,96932,,0,155624,230672,236694,20795,31,,,54,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684196,2527316,27-Jul-13,PC,160,Ea,207,49569,91701,0,60580,191746,197013,207,57,,,160,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684272,2527354,27-Jul-13,PC,373,Ea,209,32838,92229,1,38293,192710,198017,209,57,,,373,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3638351,3505534,20-Sep-14,PC,31,Ea,20795,96792,,0,155404,230394,236399,20795,25,,,31,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3782651,3659579,29-Oct-14,PC,30,HRS,20795,98096,,0,157414,233892,240036,20795,25,,,30,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3302983,3174103,27-Apr-14,PC,4.1,WK,20795,91684,,0,147500,218311,224170,20795,31,,,4.1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3892663,3770579,13-Nov-14,PC,50,Ea,,99397,,,158891,236773,242910,,,,,50,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5847870,5787013,19-Dec-15,PC,1,Ea,204,119070,,0,183959,287662,294471,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2668124,2511267,21-Jul-13,PC,28,Ea,20795,80327,,0,100713,192091,197381,20795,25,,,28,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5107399,5027911,5-Aug-15,PC,600,Ea,,112283,,,175646,268912,275361,,,,,600,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3066947,2936804,11-Jan-14,PC,178,HRS,20795,87292,,0,141227,209923,215504,20795,31,,,178,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3066941,2936804,11-Jan-14,PC,178,HRS,20795,87292,,0,141227,209923,215501,20795,31,,,178,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2705076,2544254,2-Aug-13,PC,1,Ea,204,80793,,0,101417,193253,198582,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5562602,5494959,30-Oct-15,PC,1000,Ea,209,115298,,0,179361,276827,283476,209,57,,,1000,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3066911,2936803,11-Jan-14,PC,36,Ea,20795,87289,,0,141224,209920,215487,20795,31,,,36,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3211814,3082908,28-Feb-14,PC,27,HRS,20795,89878,,0,144515,214260,219991,20795,25,,,27,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3786653,3662585,29-Oct-14,PC,50,Ea,,98216,,,157600,234318,240435,,,,,50,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3365409,3236176,22-May-14,PC,31,Ea,20795,92597,,0,148843,220172,226047,20795,25,,,31,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5702572,5639956,17-Nov-15,PC,4.6,WK,20795,118271,,0,182858,285119,291870,20795,31,,,4.6,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3067947,2937811,11-Jan-14,PC,3.9,WK,20795,87298,,,141235,209931,215544,20795,25,,,3.9,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3264011,3134117,10-Apr-14,PC,4.1,WK,20795,90903,,0,146398,216862,222707,20795,25,,,4.1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3194768,3063900,20-Feb-14,PC,27,Ea,20795,89496,,0,144048,213821,219514,20795,25,,,27,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684202,2527319,27-Jul-13,PC,10,Ea,207,60121,91703,0,74882,191750,197017,207,57,,,10,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3451175,3321317,26-Jun-14,PC,3.6,WK,20795,93901,,0,150772,223011,228930,20795,31,,,3.6,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4484647,4388778,2-Apr-15,PC,1600,Ea,209,105960,,0,167772,253895,260285,209,57,,,1600,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4208813,4102613,17-Jan-15,PC,2800,Ea,209,102666,,0,163224,245263,251517,209,57,,,2800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3194764,3063900,20-Feb-14,PC,27,Ea,20795,89496,,0,144048,213821,219512,20795,25,,,27,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2735200,2574320,10-Aug-13,PC,292,Ea,207,32984,93058,1,38530,194041,199408,207,57,,,292,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684282,2527359,27-Jul-13,PC,373,Ea,209,32839,92230,1,38305,192715,198022,209,57,,,373,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3677401,3548535,9-Oct-14,PC,198,HRS,20795,97339,,0,156357,231824,237908,20795,31,,,198,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2803406,2643292,19-Sep-13,PC,1,EA,204,8300,94267,,8365,197258,202696,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2659998,2503219,19-Jul-13,PC,339,Ea,209,32843,91328,2,38336,191104,196335,209,57,,,339,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684120,2527278,27-Jul-13,PC,350,Ea,209,32838,91705,1,38302,191765,197032,209,57,,,350,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4680999,4589842,16-May-15,PC,50,Ea,,108211,,,170577,259228,265697,,,,,50,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2908272,2760435,29-Sep-13,PC,25,Ea,,82746,,,128678,198124,203562,,,,,25,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4723005,4632843,23-May-15,PC,800,Ea,,107507,,,169629,257457,263902,,,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3115049,2986809,30-Jan-14,PC,100,Ea,,88188,,,142350,211634,217260,,,,,100,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4402533,4305730,10-Mar-15,PC,1300,Ea,209,104803,,0,166093,250578,256944,209,57,,,1300,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3107045,2978809,24-Jan-14,PC,20,HRS,20795,87964,,0,142094,211200,216826,20795,25,,,20,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3618167,3487491,10-Sep-14,PC,178,HRS,20795,96522,,0,154915,229635,235619,20795,31,,,178,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3309993,3182102,30-Apr-14,PC,25,HRS,20795,91682,,0,147498,218309,224157,20795,25,,,25,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4902339,4822890,3-Jul-15,PC,1400,Ea,209,110479,,0,173471,264787,271256,209,57,,,1400,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2915530,2766424,6-Nov-13,PC,1,EA,204,84629,,0,136058,204039,209460,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3190756,3059899,19-Feb-14,PC,3.8,WK,20795,89436,,0,143988,213732,219420,20795,31,,,3.8,0,0,
PURCHASE_ORDER_RECEIPT_LINES,6115898,6062969,1-Mar-16,PC,1400,Ea,,100793,,,160645,240072,246289,,,,,1400,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4016763,3901602,7-Dec-14,PC,6,Ea,207,32987,115935,1,38535,240279,246499,207,25,,,6,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5848600,5787136,23-Dec-15,PC,46,Ea,20795,119755,,0,184891,289551,296424,20795,25,,,46,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3928667,3806582,19-Nov-14,PC,3.9,WK,20795,99779,,0,159309,237588,243747,20795,31,,,3.9,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5878442,5814880,24-Feb-16,PC,65,Ea,,120578,,,187159,293339,300035,,,,,65,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5878393,5814866,23-Feb-16,PC,23,HRS,20795,120541,,0,187078,293226,299924,20795,25,,,23,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4619805,4528820,2-May-15,PC,1400,Ea,209,107504,,0,169623,257451,263896,209,57,,,1400,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5860593,5796662,23-Jan-16,PC,22,HRS,20795,120098,,0,185966,291345,298091,20795,25,,,22,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3395659,3265238,5-Jun-14,PC,144,HRS,20795,93056,,0,149527,221198,227091,20795,31,,,144,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684310,2527373,27-Jul-13,PC,7,Ea,209,32842,92233,3,38323,192733,198040,209,57,,,7,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4722991,4632842,3-Mar-15,PC,1400,Ea,,100745,,,160477,239979,246121,,,,,1400,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4011811,3896615,1-Sep-13,PC,2300,Ea,209,100746,,0,160484,239901,246128,209,57,,,2300,0,0,
PURCHASE_ORDER_RECEIPT_LINES,6192465,6144219,22-Jun-16,PC,800,Ea,,100763,,,160562,239989,246206,,,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3333127,3204138,9-May-14,PC,3.9,WK,20795,92097,,0,148081,219034,224914,20795,25,,,3.9,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3067971,2937812,11-Jan-14,PC,100,Ea,,87359,,,141292,210053,215659,,,,,100,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3545615,3416437,7-Aug-14,PC,178,HRS,20795,95281,,0,152994,226429,232392,20795,31,,,178,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3099225,2970819,22-Jan-14,PC,27,Ea,20795,87854,,0,141955,211060,216671,20795,25,,,27,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2660208,2503324,19-Jul-13,PC,298,Ea,209,32984,91713,1,38530,191820,197087,209,57,,,298,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3301973,3173101,26-Apr-14,PC,30,Ea,18168,63837,103950,,147493,218284,224124,,,,,30,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2980120,2830533,30-Nov-13,PC,27,HRS,20795,85590,,0,138647,206031,211539,20795,25,,,27,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3510494,3380404,17-Jul-14,PC,4,WK,20795,94677,,0,152114,225189,231105,20795,31,,,4,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3326065,3197114,4-May-14,PC,177,HRS,20795,91952,,0,147891,218842,224712,20795,31,,,177,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2660062,2503251,19-Jul-13,PC,175,Ea,207,32842,91308,3,38324,191003,196234,207,57,,,175,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4014751,3899599,7-Dec-14,PC,10,Ea,207,32984,115873,1,38531,240162,246379,207,25,,,10,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4011897,3896634,1-Dec-13,PC,1100,Ea,209,100751,,0,160530,239947,246174,209,57,,,1100,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684352,2527394,27-Jul-13,PC,63,Ea,209,32844,92235,1,38347,192761,198068,209,57,,,63,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3099229,2970819,22-Jan-14,PC,27,Ea,20795,87854,,0,141955,211060,216673,20795,25,,,27,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2638184,2481312,12-Jul-13,PC,1045,Ea,207,32838,91304,1,38294,190987,196218,207,57,,,1045,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2630948,2474192,11-Jul-13,PC,3.9,WK,20795,79665,,0,99873,190536,195779,20795,25,,,3.9,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4011975,3896661,1-Jul-14,PC,800,Ea,209,100787,,0,160630,240057,246274,209,57,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2809426,2649296,21-Sep-13,PC,41,Ea,20795,82375,,0,105621,197441,202886,20795,25,,,41,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2976104,2823532,28-Nov-13,PC,50,EA,204,85609,,,138666,206043,211562,204,25,,,50,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2659990,2503215,19-Jul-13,PC,104,Ea,209,32843,91328,2,38332,191096,196327,209,57,,,104,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3264009,3134117,10-Apr-14,PC,4.1,WK,20795,90903,,0,146398,216862,222706,20795,25,,,4.1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5847856,5787010,19-Dec-15,PC,1400,Ea,209,118614,,0,183245,286266,293055,209,57,,,1400,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684072,2527254,27-Jul-13,PC,182,Ea,209,32984,91331,1,38529,191121,196352,209,57,,,182,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4262949,4158626,25-Jan-15,MOBILE,1,Ea,2402,103329,,0,164035,246664,,,,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4722993,4632842,3-Mar-15,PC,800,Ea,,100745,,,160478,239980,246122,,,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2735078,2574259,10-Aug-13,PC,95,Ea,207,32986,91697,1,38534,191737,197004,207,57,,,95,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4013781,3898603,7-Dec-14,PC,10,Ea,207,32987,115895,1,38536,240249,246469,207,25,,,10,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3224041,3094922,16-Mar-14,PC,1,EA,204,90159,,0,145056,214901,220693,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684346,2527391,27-Jul-13,PC,872,Ea,209,32844,92235,1,38345,192757,198064,209,57,,,872,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4011971,3896660,1-Jun-14,PC,800,Ea,209,100782,,0,160616,240043,246260,209,57,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4722999,4632842,3-Mar-15,PC,500,Ea,,100745,,,160481,239898,246125,,,,,500,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2660162,2503301,19-Jul-13,PC,55,Ea,209,32839,91706,1,38308,191769,197036,209,57,,,55,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2660042,2503241,19-Jul-13,PC,236,Ea,207,32838,91304,1,38295,190990,196221,207,57,,,236,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4012739,3897596,7-Dec-14,PC,9,Ea,207,32984,115873,1,38531,240165,246382,207,25,,,9,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4011911,3896641,1-Jul-14,PC,1100,Ea,209,100786,,0,160628,240055,246272,209,57,,,1100,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3223991,3094921,16-Mar-14,PC,36,Ea,20795,90151,,0,144988,214830,220621,20795,31,,,36,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3878663,3756580,12-Nov-14,PC,177,HRS,20795,99318,,0,158806,236496,242616,20795,31,,,177,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2660124,2503282,19-Jul-13,PC,211,Ea,207,32840,91689,1,38311,191715,196982,207,57,,,211,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3451171,3321317,26-Jun-14,PC,3.6,WK,20795,93901,,0,150772,223011,228929,20795,31,,,3.6,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5107395,5027911,5-Aug-15,PC,2300,Ea,,112283,,,175644,268910,275359,,,,,2300,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4013741,3898596,7-Dec-14,PC,10,Ea,207,32987,115875,1,38536,240198,246415,207,25,,,10,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2918444,2769422,7-Nov-13,PC,1,Ea,204,84667,,0,136153,204187,209600,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684302,2527369,27-Jul-13,PC,108,Ea,209,32840,92231,1,38315,192728,198035,209,57,,,108,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2796316,2636275,31-Aug-13,PC,4.6,WK,20795,82046,,,105182,196841,202240,20795,31,,,4.6,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2638146,2481293,12-Jul-13,PC,204,Ea,209,32987,91334,1,38535,191129,196360,209,57,,,204,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3027467,2882637,18-Dec-13,PC,10,Ea,,86174,,,139569,207409,212932,,,,,10,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2685100,2529261,27-Jul-13,PC,415,Ea,207,49568,92223,,60568,192680,197987,207,57,,,415,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2660148,2503294,19-Jul-13,PC,106,Ea,207,32985,91696,1,38533,191735,197002,207,57,,,106,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2735202,2574321,10-Aug-13,PC,113,Ea,207,32984,93058,1,38531,194042,199409,207,57,,,113,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3134247,3006836,5-Feb-14,PC,175,HRS,20795,88553,,0,142783,212190,217858,20795,31,,,175,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5107413,5027915,5-Aug-15,PC,2800,Ea,,112279,,,175634,268900,275349,,,,,2800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5848942,5787242,2-Dec-15,PC,800,Ea,,118617,,,183251,286272,293061,,,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4014749,3899599,7-Dec-14,PC,8,Ea,207,32984,115873,1,38531,240157,246374,207,25,,,8,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2747254,2586273,24-Aug-13,PC,210,Ea,207,62979,93250,,79086,194780,200147,207,57,,,210,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2685068,2528250,27-Jul-13,PC,24,HRS,20795,80604,,0,101128,192606,197921,20795,25,,,24,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2905248,2754397,30-Oct-13,PC,21,HRS,20795,84315,,0,135557,203337,208734,20795,25,,,21,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4011955,3896656,1-Feb-14,PC,800,Ea,209,100762,,0,160560,239987,246204,209,57,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4011825,3896618,1-Feb-14,PC,800,Ea,209,100759,,0,160555,239982,246199,209,57,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2684296,2527366,27-Jul-13,PC,63,Ea,209,32840,92231,1,38314,192724,198031,209,57,,,63,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5858225,5795496,9-Jan-16,PC,4.4,WK,20795,120038,,0,185697,290954,297716,20795,25,,,4.4,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5858093,5795474,20-Jan-16,PC,1,EA,204,119922,,0,185330,290407,297268,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4262957,4158630,25-Jan-15,MOBILE,1,Ea,2402,103329,,0,164035,246664,,,,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3224395,3094946,19-Mar-14,PC,3.5,WK,20795,90184,,0,145243,215094,220888,20795,31,,,3.5,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2735092,2574266,10-Aug-13,PC,220,Ea,207,32840,92212,1,38314,192641,197948,207,57,,,220,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3066961,2936806,11-Jan-14,PC,29,Ea,20795,87294,,0,141229,209925,215511,20795,25,,,29,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3602253,3471478,4-Sep-14,PC,100,Ea,,96310,,,154581,228526,234506,,,,,100,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4918391,4837899,7-Jul-15,PC,1,Ea,204,110620,,0,173670,265177,271646,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5566586,5500957,2-Oct-15,PC,800,Ea,,115302,,,179368,276834,283483,,,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3627631,3495560,18-Sep-14,PC,3.9,WK,20795,96692,,0,155281,230175,236157,20795,31,,,3.9,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3252963,3123094,3-Apr-14,PC,189,HRS,20795,90698,,0,146084,216414,222265,20795,31,,,189,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2803410,2643294,19-Sep-13,PC,300,EA,207,82293,,,105519,197260,202698,207,57,,,300,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4148853,4040635,1-Nov-14,PC,1900,Ea,209,100808,,,160690,240117,246334,209,,,,1900,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3928661,3806580,19-Nov-14,PC,177,HRS,20795,99318,,0,158806,236496,242618,20795,31,,,177,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3510488,3380404,17-Jul-14,PC,4,WK,20795,94677,,0,152114,225189,231104,20795,31,,,4,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3378419,3249179,25-May-14,PC,19,HRS,20795,92738,,0,149044,220431,226318,20795,25,,,19,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2638206,2481323,12-Jul-13,PC,399,Ea,207,32985,91313,1,38533,191027,196258,207,57,,,399,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3159754,3030888,12-Feb-14,PC,1,Ea,204,88975,,0,143327,212895,218581,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3224381,3094944,19-Mar-14,PC,3.5,WK,20795,90150,,0,144987,214829,220616,20795,25,,,3.5,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2650980,2494199,17-Jul-13,PC,1,Ea,204,80116,,0,100495,191541,196788,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3524512,3394406,31-Jul-14,PC,28,HRS,20795,94863,,0,152365,225589,231551,20795,25,,,28,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5848966,5787246,10-Nov-15,PC,183,HRS,20795,117890,,,182477,283798,290547,20795,31,,,183,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4474623,4378775,27-Mar-15,PC,5,EA,204,105792,,,167528,253445,259835,204,25,,,5,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3252951,3123094,3-Apr-14,PC,189,HRS,20795,90698,,0,146084,216414,222273,20795,31,,,189,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2724160,2562263,8-Aug-13,PC,1,Ea,204,81059,,0,101764,193724,199066,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5848932,5787237,21-Dec-15,PC,130,Ea,209,32984,146479,1,38530,289737,296616,209,25,,,130,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3365391,3236176,22-May-14,PC,19,Ea,20795,92597,,0,148843,220172,226038,20795,25,,,19,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4148819,4040632,5-Dec-14,PC,800,Ea,209,102248,,0,162610,243905,250145,209,57,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2735144,2574292,10-Aug-13,PC,97,Ea,207,52142,92225,0,63926,192690,197997,207,57,,,97,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3977713,3858592,28-Nov-14,PC,19,HRS,20795,100242,,0,159856,238623,244820,20795,25,,,19,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3301961,3173101,26-Apr-14,PC,30,Ea,18168,63837,103950,,147494,218285,224125,,,,,30,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5356476,5283936,29-Sep-15,PC,1,Ea,204,113637,,,177593,272920,279449,204,,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3571579,3441437,13-Aug-14,PC,10,Ea,,95602,,,153464,227137,233097,,,,,10,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2790370,2629282,31-Aug-13,PC,300,Ea,207,49520,93062,,60515,194050,199417,207,57,,,300,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3309985,3182102,30-Apr-14,PC,21,HRS,20795,91682,,0,147498,218309,224153,20795,25,,,21,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5356472,5283934,29-Sep-15,PC,1,Ea,204,113639,,,177595,272922,279451,204,,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2980116,2830533,30-Nov-13,PC,22,HRS,20795,85590,,0,138647,206031,211537,20795,25,,,22,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5848962,5787243,3-Nov-15,PC,600,Ea,,117435,,,181931,282653,289322,,,,,600,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2823526,2664310,26-Sep-13,PC,4.6,WK,20795,82665,,0,128573,197915,203362,20795,31,,,4.6,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2890444,2739402,23-Oct-13,PC,38,Ea,20795,84146,,0,135415,203116,208512,20795,25,,,38,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3211794,3082908,28-Feb-14,PC,19,HRS,20795,89878,,0,144515,214260,219997,20795,25,,,19,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4013779,3898603,7-Dec-14,PC,9,Ea,207,32987,115895,1,38536,240252,246472,207,25,,,9,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2858732,2709340,9-Oct-13,PC,1,Ea,204,83604,,0,133263,201783,207168,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4011785,3896611,1-Oct-13,PC,1400,Ea,209,100729,,0,160497,239914,246141,209,57,,,1400,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2618948,2462189,7-Jul-13,PC,180,HRS,20795,79538,,0,99646,190289,195537,20795,31,,,180,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4199817,4090614,16-Jan-15,PC,1300,Ea,209,102638,,,163174,245144,251404,209,,,,1300,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4011927,3896649,18-Sep-13,PC,1,Ea,204,82240,,0,105430,197147,202577,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5696580,5633957,17-Nov-15,PC,4.6,WK,20795,118271,,0,182858,285119,291871,20795,31,,,4.6,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2735090,2574265,10-Aug-13,PC,255,Ea,207,32839,92211,1,38305,192637,197944,207,57,,,255,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4198809,4089612,16-Jan-15,PC,1,EA,204,102633,,0,163150,245136,251376,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3107091,2978811,24-Jan-14,PC,500,Ea,,88102,,,142243,211363,216989,,,,,500,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4262939,4158624,25-Jan-15,MOBILE,1,Ea,2402,103329,,0,164035,246664,,,,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3134273,3006836,5-Feb-14,PC,175,HRS,20795,88553,,0,142783,212190,217857,20795,31,,,175,0,0,
PURCHASE_ORDER_RECEIPT_LINES,6192481,6144220,22-Jun-16,PC,600,Ea,,100768,,,160580,240007,246224,,,,,600,0,0,
