"PO_ID","PO_NUMBER","LATEST_REVISION","CANCEL_FLAG","PERSON_ID","SUPPLIER_ID","SUPPLIER_SITE_ID","GEOGRAPHY_ID","CURRENCY_CODE","CURRENCY_RATE_TYPE","CURRENCY_EXCHANGE_DATE","CURRENCY_EXCHANGE_RATE","CREATION_DATE","ORIG_APPROVAL_SUBMIT_DATE","ORIG_APPROVED_DATE","LATEST_APPROVED_DATE","TRANSMISSION_METHOD","PAY_ON_CODE","CREATION_METHOD","PAY_TERMS","PAYMENT_TERMS_ID"
93094,"5653",0,"N",25,9,12,204,"USD","","","","06-JUN-2014","06-JUN-2014 02:06","06-JUN-2014 02:06","06-JUN-2014 02:06","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
92971,"5647",0,"N",57,21,1969,207,"USD","","01-JUN-2014","","01-JUN-2014","01-JUN-2014 06:19","01-JUN-2014 06:19","01-JUN-2014 06:19","MANUAL","","MANUAL","Immediate",10001
93116,"5654",0,"N",25,557,1233,204,"USD","","","","07-JUN-2014","07-JUN-2014 02:07","07-JUN-2014 02:07","07-JUN-2014 02:07","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
92819,"5645",0,"N",57,21,1969,207,"USD","","29-MAY-2014","","29-MAY-2014","29-MAY-2014 06:35","29-MAY-2014 06:35","29-MAY-2014 06:35","MANUAL","","MANUAL","Immediate",10001
93518,"5667",0,"N",31,578,1275,204,"USD","","18-JUN-2014","","18-JUN-2014","18-JUN-2014 02:03","18-JUN-2014 02:04","18-JUN-2014 02:04","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
93237,"5657",0,"N",31,147,2033,204,"USD","","11-JUN-2014","","11-JUN-2014","11-JUN-2014 02:03","11-JUN-2014 02:03","11-JUN-2014 02:03","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
92779,"5644",0,"N",57,21,1969,207,"USD","","25-MAY-2014","","25-MAY-2014","25-MAY-2014 06:43","25-MAY-2014 06:43","25-MAY-2014 06:43","MANUAL","","MANUAL","Immediate",10001
93239,"5659",0,"N",25,147,2033,204,"USD","","","","11-JUN-2014","11-JUN-2014 02:06","11-JUN-2014 02:06","11-JUN-2014 02:06","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
92528,"5637",0,"N",31,578,1275,204,"USD","","17-MAY-2014","","17-MAY-2014","17-MAY-2014 03:08","17-MAY-2014 03:08","17-MAY-2014 03:08","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
92319,"5635",0,"N",25,557,1233,204,"USD","","","","14-MAY-2014","14-MAY-2014 02:09","14-MAY-2014 02:09","14-MAY-2014 02:09","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
92593,"5639",0,"N",31,5,2034,204,"USD","","21-MAY-2014","","21-MAY-2014","21-MAY-2014 02:08","21-MAY-2014 02:08","21-MAY-2014 02:08","MANUAL","RECEIPT","WORKFLOW","15 Net (terms date + 15)",10013
92277,"5634",0,"N",57,21,41,1997,"USD","","10-MAY-2014","","10-MAY-2014","10-MAY-2014 15:03","10-MAY-2014 15:03","10-MAY-2014 15:03","B2B","RECEIPT","MANUAL","2/10 NET 30",10014
93476,"5665",0,"N",22417,16148,5823,2005,"USD","","","","15-JUN-2014","15-JUN-2014 14:34","15-JUN-2014 14:38","15-JUN-2014 14:38","EMAIL","RECEIPT","COPY_DOCUMENT","45 Net (terms date + 45)",10003
93563,"5669",0,"N",31,5,2034,204,"USD","","19-JUN-2014","","19-JUN-2014","19-JUN-2014 02:05","19-JUN-2014 02:05","19-JUN-2014 02:05","MANUAL","RECEIPT","WORKFLOW","15 Net (terms date + 15)",10013
93624,"5670",0,"N",57,21,1969,207,"USD","","19-JUN-2014","","19-JUN-2014","19-JUN-2014 10:52","19-JUN-2014 10:52","19-JUN-2014 10:52","MANUAL","","MANUAL","Immediate",10001
93665,"5671",0,"N",25,22,2035,204,"USD","","20-JUN-2014","","20-JUN-2014","20-JUN-2014 02:09","20-JUN-2014 02:09","20-JUN-2014 02:09","MANUAL","RECEIPT","WORKFLOW","4/10, 3/20, 2/30 Net  60",10009
93010,"5648",0,"N",31,578,1275,204,"USD","","04-JUN-2014","","04-JUN-2014","04-JUN-2014 02:04","04-JUN-2014 02:04","04-JUN-2014 02:04","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
94223,"5679",0,"N",31,415,1087,204,"USD","","06-JUL-2014","","06-JUL-2014","06-JUL-2014 02:05","06-JUL-2014 02:05","06-JUL-2014 02:05","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
94823,"5697",0,"N",31,5,2034,204,"USD","","26-JUL-2014","","26-JUL-2014","26-JUL-2014 12:04","26-JUL-2014 12:04","26-JUL-2014 12:04","MANUAL","RECEIPT","WORKFLOW","15 Net (terms date + 15)",10013
94677,"5693",0,"N",31,578,1275,204,"USD","","17-JUL-2014","","17-JUL-2014","17-JUL-2014 03:05","17-JUL-2014 03:06","17-JUL-2014 03:06","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
95096,"5704",0,"N",31,578,1275,204,"USD","","02-AUG-2014","","02-AUG-2014","02-AUG-2014 02:38","02-AUG-2014 02:38","02-AUG-2014 02:38","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
94325,"5681",0,"N",25,557,1233,204,"USD","","09-JUL-2014","","09-JUL-2014","09-JUL-2014 04:07","09-JUL-2014 04:07","09-JUL-2014 04:07","B2B","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
94326,"5682",0,"N",31,147,2033,204,"USD","","09-JUL-2014","","09-JUL-2014","09-JUL-2014 04:05","09-JUL-2014 04:05","09-JUL-2014 04:05","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
94327,"5683",0,"N",31,147,2033,204,"USD","","09-JUL-2014","","09-JUL-2014","09-JUL-2014 04:05","09-JUL-2014 04:05","09-JUL-2014 04:05","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
93880,"5673",0,"N",57,21,1969,207,"USD","","25-JUN-2014","","25-JUN-2014","25-JUN-2014 13:51","25-JUN-2014 13:52","25-JUN-2014 13:52","MANUAL","","MANUAL","Immediate",10001
94678,"5694",0,"N",25,9,12,204,"USD","","","","17-JUL-2014","17-JUL-2014 03:08","17-JUL-2014 03:08","17-JUL-2014 03:08","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
94694,"5695",0,"N",57,21,1969,207,"USD","","17-JUL-2014","","17-JUL-2014","17-JUL-2014 14:08","17-JUL-2014 14:08","17-JUL-2014 14:08","MANUAL","","MANUAL","Immediate",10001
93901,"5675",0,"N",31,578,1275,204,"USD","","26-JUN-2014","","26-JUN-2014","26-JUN-2014 02:05","26-JUN-2014 02:05","26-JUN-2014 02:05","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
94336,"5688",0,"N",57,21,1969,207,"USD","","09-JUL-2014","","09-JUL-2014","09-JUL-2014 06:40","09-JUL-2014 06:40","09-JUL-2014 06:40","MANUAL","","MANUAL","Immediate",10001
94083,"5677",0,"N",31,578,1275,204,"USD","","02-JUL-2014","","02-JUL-2014","02-JUL-2014 02:04","02-JUL-2014 02:04","02-JUL-2014 02:04","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
95046,"5703",0,"N",57,21,1969,207,"USD","","01-AUG-2014","","01-AUG-2014","01-AUG-2014 07:25","01-AUG-2014 07:25","01-AUG-2014 07:25","MANUAL","","MANUAL","Immediate",10001
94103,"5678",0,"N",57,21,1969,207,"USD","","02-JUL-2014","","02-JUL-2014","02-JUL-2014 08:38","02-JUL-2014 08:38","02-JUL-2014 08:38","MANUAL","","MANUAL","Immediate",10001
95875,"5732",0,"N",25,22,2035,204,"USD","","21-AUG-2014","","21-AUG-2014","21-AUG-2014 02:38","21-AUG-2014 02:38","21-AUG-2014 02:38","MANUAL","RECEIPT","WORKFLOW","4/10, 3/20, 2/30 Net  60",10009
95459,"5714",0,"N",25,557,1233,204,"USD","","","","09-AUG-2014","09-AUG-2014 11:39","09-AUG-2014 11:39","09-AUG-2014 11:39","B2B","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
95460,"5715",0,"N",25,558,1234,204,"USD","","","","09-AUG-2014","09-AUG-2014 11:40","09-AUG-2014 11:40","09-AUG-2014 11:40","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
95461,"5716",0,"N",25,1078,2651,204,"GBP","Corporate","09-AUG-2014","1.87265917602996254681647940074906367041","09-AUG-2014","09-AUG-2014 11:40","09-AUG-2014 11:40","09-AUG-2014 11:40","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
95462,"5717",0,"N",25,495,4950,204,"USD","","","","09-AUG-2014","09-AUG-2014 11:40","09-AUG-2014 11:40","09-AUG-2014 11:40","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
95463,"5718",0,"N",25,909,2013,207,"USD","","","","09-AUG-2014","09-AUG-2014 11:40","09-AUG-2014 11:40","09-AUG-2014 11:40","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
95465,"5720",0,"N",59,2041,4740,204,"USD","","","","09-AUG-2014","09-AUG-2014 11:52","09-AUG-2014 11:52","09-AUG-2014 11:52","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
95521,"5725",0,"N",25,9,12,204,"USD","","","","10-AUG-2014","10-AUG-2014 02:38","10-AUG-2014 02:38","10-AUG-2014 02:38","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
95826,"5730",0,"N",59,145,255,207,"USD","","","","17-AUG-2014","17-AUG-2014 11:12","17-AUG-2014 11:13","17-AUG-2014 11:13","MANUAL","RECEIPT","AWARD_SOURCING","45 Net (terms date + 45)",10003
96206,"5740",0,"N",57,21,1969,207,"USD","","29-AUG-2014","","29-AUG-2014","29-AUG-2014 14:16","29-AUG-2014 14:16","29-AUG-2014 14:16","MANUAL","","MANUAL","Immediate",10001
95359,"5711",0,"N",25,557,1233,204,"USD","","08-AUG-2014","","08-AUG-2014","08-AUG-2014 04:42","08-AUG-2014 04:42","08-AUG-2014 04:42","B2B","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
95808,"5729",0,"N",31,578,1275,204,"USD","","17-AUG-2014","","17-AUG-2014","17-AUG-2014 02:38","17-AUG-2014 02:38","17-AUG-2014 02:38","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
96310,"5742",0,"N",57,21,1969,207,"USD","","04-SEP-2014","","04-SEP-2014","04-SEP-2014 08:13","04-SEP-2014 08:13","04-SEP-2014 08:13","MANUAL","","MANUAL","Immediate",10001
96423,"5744",0,"N",25,557,1233,204,"USD","","","","07-SEP-2014","07-SEP-2014 02:43","07-SEP-2014 02:43","07-SEP-2014 02:43","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
96068,"5737",0,"N",31,3,2036,204,"USD","","24-AUG-2014","","24-AUG-2014","24-AUG-2014 02:39","24-AUG-2014 02:39","24-AUG-2014 02:39","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
96299,"5741",0,"N",31,578,1275,204,"USD","","04-SEP-2014","","04-SEP-2014","04-SEP-2014 03:37","04-SEP-2014 03:37","04-SEP-2014 03:37","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
96526,"5749",0,"N",25,147,2033,204,"USD","","","","10-SEP-2014","10-SEP-2014 02:42","10-SEP-2014 02:42","10-SEP-2014 02:42","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
96567,"5750",0,"N",57,21,41,1997,"USD","","10-SEP-2014","","10-SEP-2014","10-SEP-2014 07:31","10-SEP-2014 07:31","10-SEP-2014 07:31","B2B","RECEIPT","MANUAL","2/10 NET 30",10014
95725,"5728",0,"N",59,145,255,207,"USD","","","","15-AUG-2014","15-AUG-2014 14:52","15-AUG-2014 14:52","15-AUG-2014 14:52","NONE","RECEIPT","COPY_DOCUMENT","45 Net (terms date + 45)",10003
96933,"5761",0,"N",25,415,1087,204,"USD","","01-OCT-2014","","01-OCT-2014","01-OCT-2014 06:44","01-OCT-2014 06:44","01-OCT-2014 06:44","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
96729,"5756",0,"N",31,5,2034,204,"USD","","19-SEP-2014","","19-SEP-2014","19-SEP-2014 03:13","19-SEP-2014 03:13","19-SEP-2014 03:13","MANUAL","RECEIPT","WORKFLOW","15 Net (terms date + 15)",10013
97024,"5762",0,"N",31,578,1275,204,"USD","","02-OCT-2014","","02-OCT-2014","02-OCT-2014 08:09","02-OCT-2014 08:09","02-OCT-2014 08:09","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
96694,"5753",0,"N",25,9,12,204,"USD","","","","18-SEP-2014","18-SEP-2014 06:18","18-SEP-2014 06:18","18-SEP-2014 06:18","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
96695,"5754",0,"N",25,557,1233,204,"USD","","","","18-SEP-2014","18-SEP-2014 06:18","18-SEP-2014 06:18","18-SEP-2014 06:18","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
98075,"5780",0,"N",57,21,1969,207,"USD","","24-OCT-2014","","24-OCT-2014","24-OCT-2014 13:35","24-OCT-2014 13:35","24-OCT-2014 13:35","MANUAL","","MANUAL","Immediate",10001
98216,"5783",0,"N",57,21,41,1997,"USD","","29-OCT-2014","","29-OCT-2014","29-OCT-2014 09:46","29-OCT-2014 09:46","29-OCT-2014 09:46","B2B","RECEIPT","MANUAL","2/10 NET 30",10014
97294,"5766",0,"N",57,21,1969,207,"USD","","08-OCT-2014","","08-OCT-2014","08-OCT-2014 13:36","08-OCT-2014 13:36","08-OCT-2014 13:36","MANUAL","","MANUAL","Immediate",10001
97341,"5770",0,"N",25,9,12,204,"USD","","","","09-OCT-2014","09-OCT-2014 05:16","09-OCT-2014 05:16","09-OCT-2014 05:16","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
98097,"5782",0,"N",31,578,1275,204,"USD","","25-OCT-2014","","25-OCT-2014","25-OCT-2014 05:28","25-OCT-2014 05:28","25-OCT-2014 05:28","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
97810,"5778",0,"N",25,22,2035,204,"USD","","22-OCT-2014","","22-OCT-2014","22-OCT-2014 03:14","22-OCT-2014 03:14","22-OCT-2014 03:14","MANUAL","RECEIPT","WORKFLOW","4/10, 3/20, 2/30 Net  60",10009
100735,"5817",0,"N",57,11,15,209,"USD","","","","01-NOV-2013","07-DEC-2014 02:23","07-DEC-2014 02:23","07-DEC-2014 02:23","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100741,"5823",0,"N",57,21,41,209,"USD","","","","01-AUG-2013","07-DEC-2014 02:23","07-DEC-2014 02:23","07-DEC-2014 02:23","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
99322,"5797",0,"N",25,557,1233,204,"USD","","","","12-NOV-2014","12-NOV-2014 05:52","12-NOV-2014 05:52","12-NOV-2014 05:52","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100829,"5896",0,"N",25,557,1233,204,"USD","","10-DEC-2014","","10-DEC-2014","09-JAN-2015 06:19","09-JAN-2015 06:19","09-JAN-2015 06:19","B2B","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
100831,"5898",0,"N",31,415,1087,204,"USD","","11-DEC-2014","","11-DEC-2014","11-DEC-2014 07:37","11-DEC-2014 07:37","11-DEC-2014 07:37","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
100749,"5831",0,"N",57,1718,4081,209,"USD","","","","01-SEP-2013","07-DEC-2014 02:23","07-DEC-2014 02:23","07-DEC-2014 02:23","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100755,"5837",0,"N",57,11,15,209,"USD","","","","01-JAN-2014","07-DEC-2014 02:23","07-DEC-2014 02:23","07-DEC-2014 02:23","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100487,"5810",0,"N",57,21,1969,207,"USD","","03-DEC-2014","","03-DEC-2014","03-DEC-2014 07:12","03-DEC-2014 07:12","03-DEC-2014 07:12","MANUAL","","MANUAL","Immediate",10001
100764,"5846",0,"N",57,21,41,209,"USD","","","","01-MAR-2014","07-DEC-2014 02:23","07-DEC-2014 02:23","07-DEC-2014 02:23","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100771,"5853",0,"N",57,147,259,209,"USD","","","","01-APR-2014","07-DEC-2014 02:23","07-DEC-2014 02:23","07-DEC-2014 02:23","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
98817,"5786",0,"N",25,557,1233,204,"USD","","","","06-NOV-2014","06-NOV-2014 10:49","06-NOV-2014 10:49","06-NOV-2014 10:49","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100779,"5861",0,"N",57,21,41,209,"USD","","","","01-JUN-2014","07-DEC-2014 02:23","07-DEC-2014 02:23","07-DEC-2014 02:23","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100786,"5868",0,"N",57,147,259,209,"USD","","","","01-JUL-2014","07-DEC-2014 02:24","07-DEC-2014 02:24","07-DEC-2014 02:24","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100791,"5873",0,"N",57,147,259,209,"USD","","","","01-AUG-2014","07-DEC-2014 02:24","07-DEC-2014 02:24","07-DEC-2014 02:24","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100794,"5876",0,"N",57,21,41,209,"USD","","","","01-SEP-2014","07-DEC-2014 02:24","07-DEC-2014 02:24","07-DEC-2014 02:24","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100802,"5884",0,"N",57,1718,4081,209,"USD","","","","01-OCT-2014","07-DEC-2014 02:24","07-DEC-2014 02:24","07-DEC-2014 02:24","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100809,"5891",0,"N",57,21,41,209,"USD","","","","01-DEC-2014","07-DEC-2014 02:24","07-DEC-2014 02:24","07-DEC-2014 02:24","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
100813,"5895",0,"N",57,21,41,209,"USD","","","","01-DEC-2014","07-DEC-2014 02:24","07-DEC-2014 02:24","07-DEC-2014 02:24","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
99317,"5792",0,"N",31,415,1087,204,"USD","","12-NOV-2014","","12-NOV-2014","12-NOV-2014 05:45","12-NOV-2014 05:45","12-NOV-2014 05:45","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
99318,"5793",0,"N",31,415,1087,204,"USD","","12-NOV-2014","","12-NOV-2014","12-NOV-2014 05:46","12-NOV-2014 05:46","12-NOV-2014 05:46","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
99397,"5799",0,"N",57,21,41,1997,"USD","","13-NOV-2014","","13-NOV-2014","13-NOV-2014 13:14","13-NOV-2014 13:14","13-NOV-2014 13:14","B2B","RECEIPT","MANUAL","2/10 NET 30",10014
98457,"5784",0,"N",57,21,1969,207,"USD","","01-NOV-2014","","01-NOV-2014","01-NOV-2014 10:35","01-NOV-2014 10:35","01-NOV-2014 10:35","MANUAL","","MANUAL","Immediate",10001
99197,"5790",0,"N",31,147,2033,204,"USD","","09-NOV-2014","","09-NOV-2014","09-NOV-2014 07:10","09-NOV-2014 07:10","09-NOV-2014 07:10","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
100463,"5809",1,"Y",25,21,41,209,"USD","","03-DEC-2014","","03-DEC-2014","03-DEC-2014 05:00","03-DEC-2014 05:00","03-DEC-2014 05:06","B2B","RECEIPT","MANUAL","2/10 NET 30",10014
100732,"5814",0,"N",57,1718,4081,209,"USD","","","","01-OCT-2013","07-DEC-2014 02:24","07-DEC-2014 02:24","07-DEC-2014 02:24","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
103329,"5937",0,"N",57,1595,3778,2402,"USD","","25-JAN-2015","","25-JAN-2015","25-JAN-2015 07:23","25-JAN-2015 07:23","25-JAN-2015 07:23","MANUAL","","MANUAL","30 Net (terms date + 30)",10002
101595,"5901",0,"N",31,5,2034,204,"USD","","26-DEC-2014","","26-DEC-2014","26-DEC-2014 03:04","26-DEC-2014 03:04","26-DEC-2014 03:04","MANUAL","RECEIPT","WORKFLOW","15 Net (terms date + 15)",10013
102628,"5911",0,"N",25,147,2033,204,"USD","","","","16-JAN-2015","16-JAN-2015 03:46","16-JAN-2015 03:46","16-JAN-2015 03:46","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
102636,"5919",0,"N",57,21,41,209,"USD","","","","16-JAN-2015","16-JAN-2015 04:05","16-JAN-2015 04:07","16-JAN-2015 04:07","B2B","RECEIPT","API","45 Net (terms date + 45)",10003
102638,"5921",0,"N",57,147,259,209,"USD","","","","16-JAN-2015","16-JAN-2015 04:04","16-JAN-2015 04:07","16-JAN-2015 04:07","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
102246,"5907",0,"N",57,11,15,209,"USD","","","","05-DEC-2014","09-JAN-2015 06:20","09-JAN-2015 06:20","09-JAN-2015 06:20","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
101985,"5905",0,"N",57,21,1969,207,"USD","","04-JAN-2015","","04-JAN-2015","04-JAN-2015 09:45","04-JAN-2015 09:45","04-JAN-2015 09:45","MANUAL","","MANUAL","Immediate",10001
102669,"5927",0,"N",57,1718,4081,209,"USD","","","","16-JAN-2015","16-JAN-2015 11:19","16-JAN-2015 11:23","16-JAN-2015 11:23","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
102806,"5931",0,"N",57,21,1969,207,"USD","","18-JAN-2015","","18-JAN-2015","18-JAN-2015 07:33","18-JAN-2015 07:33","18-JAN-2015 07:33","MANUAL","","MANUAL","Immediate",10001
103591,"5942",0,"N",57,21,41,209,"USD","","","","04-FEB-2015","13-FEB-2015 04:39","13-FEB-2015 04:40","13-FEB-2015 04:40","B2B","RECEIPT","API","45 Net (terms date + 45)",10003
103595,"5946",0,"N",57,21,41,209,"USD","","","","04-FEB-2015","13-FEB-2015 04:36","13-FEB-2015 04:41","13-FEB-2015 04:41","B2B","RECEIPT","API","45 Net (terms date + 45)",10003
103490,"5938",0,"N",59,537,1193,204,"USD","","","","30-JAN-2015","30-JAN-2015 11:05","30-JAN-2015 11:05","30-JAN-2015 11:05","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
105963,"5976",0,"N",57,1718,4081,209,"USD","","","","02-APR-2015","02-APR-2015 03:26","02-APR-2015 03:26","02-APR-2015 03:26","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
106641,"5985",0,"N",25,557,1233,204,"USD","","","","15-APR-2015","15-APR-2015 03:28","15-APR-2015 03:28","15-APR-2015 03:28","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
106310,"5982",0,"N",25,147,2033,204,"USD","","","","09-APR-2015","09-APR-2015 03:28","09-APR-2015 03:28","09-APR-2015 03:28","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
107505,"5989",0,"N",57,147,259,209,"USD","","","","02-MAY-2015","02-MAY-2015 05:27","02-MAY-2015 05:27","02-MAY-2015 05:27","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
105039,"5968",0,"N",25,147,2033,204,"USD","","","","10-MAR-2015","10-MAR-2015 03:26","10-MAR-2015 03:26","10-MAR-2015 03:26","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
105372,"5971",0,"N",25,557,1233,204,"USD","","","","17-MAR-2015","17-MAR-2015 03:27","17-MAR-2015 03:27","17-MAR-2015 03:27","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
104801,"5961",0,"N",57,21,41,209,"USD","","","","04-MAR-2015","07-MAR-2015 06:18","07-MAR-2015 06:18","07-MAR-2015 06:18","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
104805,"5965",0,"N",57,21,41,209,"USD","","","","04-MAR-2015","07-MAR-2015 06:26","07-MAR-2015 06:26","07-MAR-2015 06:26","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
105792,"5972",0,"N",59,537,1193,204,"USD","","","","27-MAR-2015","27-MAR-2015 10:23","27-MAR-2015 10:24","27-MAR-2015 10:24","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
106591,"5984",0,"N",25,557,1233,204,"USD","","","","14-APR-2015","14-APR-2015 03:33","14-APR-2015 03:33","14-APR-2015 03:33","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
104650,"5953",1,"Y",22417,14147,5801,2005,"USD","","26-FEB-2015","","26-FEB-2015","26-FEB-2015 12:02","26-FEB-2015 12:02","27-FEB-2015 09:49","MANUAL","RECEIPT","WORKFLOW","45 Net (terms date + 45)",10003
104957,"5967",0,"N",25,557,1233,204,"USD","","","","07-MAR-2015","07-MAR-2015 03:33","07-MAR-2015 03:33","07-MAR-2015 03:33","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
105137,"5969",0,"N",25,9,12,204,"USD","","","","11-MAR-2015","11-MAR-2015 03:26","11-MAR-2015 03:26","11-MAR-2015 03:26","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
108129,"5998",0,"N",25,557,1233,204,"USD","","","","15-MAY-2015","15-MAY-2015 04:26","15-MAY-2015 04:26","15-MAY-2015 04:26","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
109134,"6008",0,"N",25,9,12,204,"USD","","","","06-JUN-2015","06-JUN-2015 05:28","06-JUN-2015 05:28","06-JUN-2015 05:28","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
108791,"6002",0,"N",57,21,41,209,"USD","","","","02-JUN-2015","02-JUN-2015 03:37","02-JUN-2015 03:37","02-JUN-2015 03:37","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
108792,"6003",0,"N",57,11,15,209,"USD","","","","02-JUN-2015","02-JUN-2015 03:37","02-JUN-2015 03:37","02-JUN-2015 03:37","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
108793,"6004",0,"N",57,147,259,209,"USD","","","","02-JUN-2015","02-JUN-2015 03:37","02-JUN-2015 03:37","02-JUN-2015 03:37","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
109316,"6011",0,"N",25,9,12,204,"USD","","","","11-JUN-2015","11-JUN-2015 03:29","11-JUN-2015 03:29","11-JUN-2015 03:29","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
109196,"6009",0,"N",25,557,1233,204,"USD","","","","09-JUN-2015","09-JUN-2015 03:36","09-JUN-2015 03:36","09-JUN-2015 03:36","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
110797,"6023",0,"N",25,9,12,204,"USD","","","","09-JUL-2015","09-JUL-2015 03:34","09-JUL-2015 03:34","09-JUL-2015 03:34","MANUAL","RECEIPT","API","30 Net (terms date + 30)",10002
112279,"6030",0,"N",57,21,41,209,"USD","","","","05-AUG-2015","13-AUG-2015 04:55","13-AUG-2015 04:56","13-AUG-2015 04:56","B2B","RECEIPT","API","45 Net (terms date + 45)",10003
112283,"6034",0,"N",57,21,41,209,"USD","","","","05-AUG-2015","13-AUG-2015 04:54","13-AUG-2015 04:57","13-AUG-2015 04:57","B2B","RECEIPT","API","45 Net (terms date + 45)",10003
110482,"6020",0,"N",57,21,41,209,"USD","","","","03-JUL-2015","03-JUL-2015 03:30","03-JUL-2015 03:30","03-JUL-2015 03:30","MANUAL","RECEIPT","API","45 Net (terms date + 45)",10003
