RECORD_TYPE:PURCHASE_ORDER_SHIPMENTS,PO_ID,LINE_ID,SHIPMENT_ID,CATEGORY_ID,CANCEL_FLAG,UOM,AMOUNT,QTY,GEOGRAPHY_ID,CONTRACT_ID,CONTRACT_LINE_ID,CONTRACT_PRICE_BREAK,ORIGINAL_DUE_DATE,LATEST_DUE_DATE,SHIPMENT_LINE
PURCHASE_ORDER_SHIPMENTS,86240,139680,207557,1,N,Each,35066,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,86017,139365,207165,1,N,Each,3080,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87143,140868,209346,1,N,EA,19,19,204,81215,101980,,11-Jan-07,11-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87102,140757,209215,36,N,EA,399.99,1,1737,83988,134335,,7-Feb-07,7-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,87205,141010,209528,1,N,Each,230,10,1996,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87205,141011,209529,1,N,Each,200,50,1996,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87205,141012,209530,1,N,Each,400,50,1996,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87205,141013,209531,1,N,Each,90,10,1996,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87205,141014,209532,1,N,Each,230,10,1997,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87128,140821,209282,1,N,Each,500,1,204,,,,7-Feb-07,7-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,87128,140822,209283,36,N,Each,30,1,204,,,,17-Jan-07,17-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87215,141034,209584,2662,N,Currency,1000,1,2005,38375,46141,,,,1
PURCHASE_ORDER_SHIPMENTS,87215,141035,209585,2662,N,Currency,200,1,2005,,,,30-Jan-07,30-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87289,141224,209920,21,N,Each,180000,72,20795,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87290,141225,209921,21,N,Each,78000,52,20795,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87291,141226,209922,1353,N,HRS,124800,312,20795,,,,3-Jan-07,3-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87292,141227,209923,1353,N,HRS,996800,2848,20795,,,,3-Jan-07,3-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87293,141228,209924,36,N,Each,24500,50,20795,,,,20-Dec-06,20-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,87294,141229,209925,36,N,Each,14500,290,20795,,,,21-Dec-06,21-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,87295,141230,209926,30,N,Each,55042,58,20795,,,,27-Dec-06,27-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,87296,141231,209927,1353,N,HRS,102150,227,20795,,,,27-Dec-06,27-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,87298,141235,209931,1354,N,Week,780000,31.2,20795,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87299,141236,209932,1,N,Each,488,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87300,141237,209933,1,N,Each,3016,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87297,141232,209928,1354,N,Week,533000,20.5,20795,,,,19-Dec-06,19-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,87297,141233,209929,1354,N,Week,319800,12.3,20795,,,,26-Dec-06,26-Dec-06,1
PURCHASE_ORDER_SHIPMENTS,87297,141234,209930,1354,N,Week,202800,7.8,20795,,,,2-Jan-07,2-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87212,141024,209546,36,N,Each,10,1,204,,,,13-Jan-07,13-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87212,141025,209547,36,N,Each,20,1,204,,,,13-Jan-07,13-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87212,141026,209548,36,N,Each,25,1,204,,,,13-Jan-07,13-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87212,141027,209549,36,N,Each,878,1,204,,,,13-Jan-07,13-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87205,141015,209533,1,N,Each,200,50,1997,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87205,141016,209534,1,N,Each,400,50,1997,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87205,141017,209535,1,N,Each,90,10,1997,,,,9-Jan-07,9-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87210,141022,209540,36,N,Each,63.4,5,204,,,,13-Jan-07,13-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87211,141023,209541,36,N,EA,428,1,204,83988,134239,,13-Jan-07,13-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87341,141279,210031,2662,N,Hour,1200,1,204,38375,46140,,,,1
PURCHASE_ORDER_SHIPMENTS,87359,141292,210053,2757,N,Each,15000,100,207,,,,11-Jan-07,11-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87854,141955,211060,36,N,Each,27200,544,20795,,,,20-Jan-07,20-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87964,142094,211200,1353,N,HRS,191700,426,20795,,,,23-Jan-07,23-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88102,142240,211360,3097,N,Each,12500,500,209,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88102,142241,211361,3097,N,Each,10500,500,209,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88102,142242,211362,3097,N,Each,33000,500,209,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88102,142243,211363,3097,N,Each,20000,500,209,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88102,142244,211364,3097,N,Each,19500,500,209,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88103,142245,211365,3097,N,Each,12500,500,209,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88103,142246,211366,3097,N,Each,10500,500,209,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88103,142247,211367,3097,N,Each,20500,500,209,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88103,142248,211368,3097,N,Each,20000,500,209,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88103,142249,211369,3097,N,Each,19500,500,209,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88104,142250,211370,3097,N,Each,12500,500,207,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88104,142251,211371,3097,N,Each,10500,500,207,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88104,142252,211372,3097,N,Each,20500,500,207,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88104,142253,211373,3097,N,Each,20000,500,207,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88104,142254,211374,3097,N,Each,19500,500,207,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87539,141568,210554,1354,N,Week,1014000,39,20795,,,,17-Jan-07,17-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87748,141779,210864,1,N,Each,477,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87749,141780,210865,1,N,Each,2947,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87742,141773,210858,1,N,Each,35436,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87743,141774,210859,1,N,EA,809,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87744,141775,210860,1,N,Each,3009,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87745,141776,210861,1,N,Each,2490,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87746,141777,210862,1,N,Each,34263,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87747,141778,210863,1,N,EA,861,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,87882,141978,211080,32,N,Each,17850,3500,207,,,,22-Jan-07,22-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87981,142117,211237,2757,N,Each,15000,100,207,,,,23-Jan-07,23-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87741,141772,210857,36,N,Each,46060,94,20795,,,,19-Jan-07,19-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,87881,141977,211079,32,N,Each,3450,1000,207,,,,22-Jan-07,22-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88083,142221,211348,30,N,Each,104390,110,20795,,,,24-Jan-07,24-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88142,142300,211450,1354,N,Week,608400,23.4,20795,,,,25-Jan-07,25-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88291,142501,211870,1,N,Each,35303,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,88188,142350,211634,2757,N,Each,15000,100,207,,,,30-Jan-07,30-Jan-07,1
PURCHASE_ORDER_SHIPMENTS,88431,142641,212007,1354,N,Week,197600,7.6,20795,,,,2-Feb-07,2-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,88799,143131,212653,1,N,Each,34135,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,88553,142783,212190,1353,N,HRS,980000,2800,20795,,,,3-Feb-07,3-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,88554,142784,212191,1353,N,HRS,122400,306,20795,,,,3-Feb-07,3-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,88653,142903,212370,2757,N,Each,15000,100,207,,,,6-Feb-07,6-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,88633,142883,212345,1,N,Each,2481,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,88432,142642,212011,1,N,EA,806,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,88593,142843,212270,36,N,EA,15.95,5,204,81215,101977,,8-Feb-07,8-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,88555,142785,212195,1,N,Each,2998,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,88798,143130,212649,1354,N,Week,760000,30.4,20795,,,,8-Feb-07,8-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,88861,143197,212726,21,N,Each,180000,72,20795,,,,9-Feb-07,9-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,88862,143198,212727,21,N,Each,78000,52,20795,,,,9-Feb-07,9-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,88974,143326,212894,1,N,EA,858,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,88975,143327,212895,1,N,Each,476,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,89115,143509,213160,1,N,Each,2936,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,89054,143426,213034,2757,N,Each,15000,100,207,,,,13-Feb-07,13-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,89436,143988,213732,1354,N,Week,988000,38,20795,,,,17-Feb-07,17-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,89437,143989,213733,36,N,Each,45080,92,20795,,,,17-Feb-07,17-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,89438,143990,213737,2757,N,Each,15000,100,207,,,,19-Feb-07,19-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,89496,144048,213821,36,N,Each,26800,536,20795,,,,20-Feb-07,20-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,89878,144515,214260,1353,N,HRS,188100,418,20795,,,,23-Feb-07,23-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,89777,144414,214114,1,N,Each,20000,5,204,,,,22-Feb-07,22-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,89880,144517,214267,30,N,Each,102492,108,20795,,,,24-Feb-07,24-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,89881,144518,214268,1354,N,Week,592800,22.8,20795,,,,24-Feb-07,24-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,89990,144689,214508,1,N,Each,35386,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90065,144762,214578,1,N,Each,53612.55,75,207,,,,14-Mar-07,14-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90067,144764,214580,1,N,Each,55042.218,77,207,,,,14-Mar-07,14-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90066,144763,214579,1,N,Each,54327.384,76,207,,,,15-Mar-07,15-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,89985,144682,214498,1353,N,HRS,884800,2528,20795,,,,2-Mar-07,2-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,89988,144687,214503,1354,N,Week,182000,7,20795,,,,2-Mar-07,2-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,89989,144688,214504,1353,N,HRS,110400,276,20795,,,,2-Mar-07,2-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90025,144722,214538,1,N,Each,252.5,10,1996,,,,6-Mar-07,6-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90025,144723,214539,1,N,Each,262.5,50,1996,,,,6-Mar-07,6-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90025,144724,214540,1,N,Each,512.5,50,1996,,,,6-Mar-07,6-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90025,144725,214541,1,N,Each,205,20,1996,,,,6-Mar-07,6-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90025,144726,214542,1,N,Each,252.5,10,1997,,,,6-Mar-07,6-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90025,144727,214543,1,N,Each,262.5,50,1997,,,,6-Mar-07,6-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90025,144728,214544,1,N,Each,512.5,50,1997,,,,6-Mar-07,6-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90025,144729,214545,1,N,Each,205,20,1997,,,,6-Mar-07,6-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90151,144988,214830,21,N,Each,180000,72,20795,,,,9-Mar-07,9-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90152,144989,214831,21,N,Each,78000,52,20795,,,,9-Mar-07,9-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,89964,144601,214397,2757,N,Each,15000,100,207,,,,28-Feb-07,28-Feb-07,1
PURCHASE_ORDER_SHIPMENTS,90045,144742,214558,2757,N,Each,15000,100,207,,,,6-Mar-07,6-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90150,144987,214829,1354,N,Week,700000,28,20795,,,,8-Mar-07,8-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90162,145059,214904,1,N,Each,34215,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90163,145060,214905,1,N,EA,860,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90164,145061,214906,1,N,Each,477,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90165,145062,214907,1,N,Each,2943,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90159,145056,214901,1,N,EA,808,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90160,145057,214902,1,N,Each,3005,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90161,145058,214903,1,N,Each,2487,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90183,145242,215093,36,N,Each,41160,84,20795,,,,17-Mar-07,17-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90184,145243,215094,1354,N,Week,910000,35,20795,,,,17-Mar-07,17-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90315,145476,215567,36,N,Each,24200,484,20795,,,,20-Mar-07,20-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90395,145576,215738,1353,N,HRS,168300,374,20795,,,,22-Mar-07,22-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90669,146044,216368,2757,N,Each,15000,100,207,,,,2-Apr-07,2-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,90758,146144,216586,1,N,Each,3135,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90535,145736,215898,30,N,Each,91104,96,20795,,,,24-Mar-07,24-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90536,145737,215899,1354,N,Week,546000,21,20795,,,,24-Mar-07,24-Mar-07,1
PURCHASE_ORDER_SHIPMENTS,90700,146086,216419,1,N,EA,843,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90658,145944,216257,1354,N,Week,213200,8.2,20795,,,,1-Apr-07,1-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,90718,146104,216485,1,N,Each,36915,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90698,146084,216414,1353,N,HRS,1058400,3024,20795,,,,3-Apr-07,3-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,90699,146085,216415,1353,N,HRS,132800,332,20795,,,,3-Apr-07,3-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,90978,146504,216977,21,N,Each,190000,76,20795,,,,10-Apr-07,10-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,90979,146505,216978,21,N,Each,81000,54,20795,,,,10-Apr-07,10-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,90903,146398,216862,1354,N,Week,820000,32.8,20795,,,,7-Apr-07,7-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,90904,146399,216866,1,N,Each,2594,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,90905,146400,216867,1,N,Each,35693,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,91260,146998,217559,3116,N,Each,2400,100,2005,,,,,,3
PURCHASE_ORDER_SHIPMENTS,91261,147009,217560,36,N,Each,49000,100,20795,,,,17-Apr-07,17-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91262,147010,217561,1354,N,Week,1066000,41,20795,,,,17-Apr-07,17-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91242,146844,217425,1,N,EA,897,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,91243,146845,217426,1,N,Each,3070,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,91158,146724,217275,1,N,Each,497,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,91381,147149,217800,1,Y,Each,26,1,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91381,147150,217801,1,Y,Each,300,50,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91381,147151,217802,1,Y,Each,550,50,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91381,147152,217803,1,Y,Each,220,20,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91381,147153,217804,1,Y,Each,260,10,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91381,147154,217805,1,Y,Each,550,50,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91381,147155,217806,1,Y,Each,300,50,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91381,147156,217807,1,Y,Each,220,20,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91198,146764,217317,2757,N,Each,15000,100,207,,,,13-Apr-07,13-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91260,146998,217557,3116,N,Each,270,10,2005,,,,,,1
PURCHASE_ORDER_SHIPMENTS,91260,146998,217558,3116,N,Each,1275,50,2005,,,,,,2
PURCHASE_ORDER_SHIPMENTS,91401,147169,217880,2757,N,Each,15000,100,207,,,,19-Apr-07,19-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91382,147157,217809,1,N,Each,260,10,1996,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91382,147158,217810,1,N,Each,300,50,1996,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91382,147159,217811,1,N,Each,550,50,1996,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91382,147160,217812,1,N,Each,220,20,1996,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91382,147161,217813,1,N,Each,260,10,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91382,147162,217814,1,N,Each,300,50,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91382,147163,217815,1,N,Each,550,50,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91382,147164,217816,1,N,Each,220,20,1997,,,,18-Apr-07,18-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91601,147416,218187,2757,N,Each,15000,100,207,,,,23-Apr-07,23-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91683,147499,218310,30,N,Each,110084,116,20795,,,,24-Apr-07,24-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91684,147500,218311,1354,N,Week,639600,24.6,20795,,,,25-Apr-07,25-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91682,147498,218309,1353,N,HRS,204300,454,20795,,,,26-Apr-07,26-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91461,147229,217964,36,N,Each,29000,580,20795,,,,20-Apr-07,20-Apr-07,1
PURCHASE_ORDER_SHIPMENTS,91790,147677,218611,1,N,Each,35044,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,92076,148060,219014,2757,N,Each,15000,100,207,,,,7-May-07,7-May-07,1
PURCHASE_ORDER_SHIPMENTS,91952,147891,218842,1353,N,HRS,991200,2832,20795,,,,4-May-07,4-May-07,1
PURCHASE_ORDER_SHIPMENTS,91953,147892,218843,1353,N,HRS,124000,310,20795,,,,4-May-07,4-May-07,1
PURCHASE_ORDER_SHIPMENTS,92277,148361,219378,1,N,Each,250,10,1996,,,,10-May-07,10-May-07,1
PURCHASE_ORDER_SHIPMENTS,92277,148362,219379,1,N,Each,200,20,1996,,,,10-May-07,10-May-07,1
PURCHASE_ORDER_SHIPMENTS,92277,148363,219380,1,N,Each,250,50,1996,,,,10-May-07,10-May-07,1
PURCHASE_ORDER_SHIPMENTS,92277,148364,219381,1,N,Each,500,50,1996,,,,10-May-07,10-May-07,1
PURCHASE_ORDER_SHIPMENTS,92277,148365,219382,1,N,Each,250,10,1997,,,,10-May-07,10-May-07,1
PURCHASE_ORDER_SHIPMENTS,92277,148366,219383,1,N,Each,200,20,1997,,,,10-May-07,10-May-07,1
PURCHASE_ORDER_SHIPMENTS,92277,148367,219384,1,N,Each,250,50,1997,,,,10-May-07,10-May-07,1
PURCHASE_ORDER_SHIPMENTS,92277,148368,219385,1,N,Each,500,50,1997,,,,10-May-07,10-May-07,1
PURCHASE_ORDER_SHIPMENTS,91954,147893,218847,1,N,Each,2976,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,92097,148081,219034,1354,N,Week,682500,27.3,20795,,,,8-May-07,8-May-07,1
PURCHASE_ORDER_SHIPMENTS,92098,148082,219038,1,N,Each,33884,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,92016,147960,218917,1,N,EA,800,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,92017,147961,218918,1,N,Each,2463,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,91803,147699,218630,2757,N,Each,15000,100,207,,,,1-May-07,1-May-07,1
PURCHASE_ORDER_SHIPMENTS,92137,148121,219074,21,N,Each,180000,72,20795,,,,9-May-07,9-May-07,1
PURCHASE_ORDER_SHIPMENTS,92138,148122,219075,21,N,Each,78000,52,20795,,,,9-May-07,9-May-07,1
PURCHASE_ORDER_SHIPMENTS,91848,147753,218678,1354,N,Week,101400,3.9,20795,,,,2-May-07,2-May-07,1
PURCHASE_ORDER_SHIPMENTS,92262,148336,219350,1,N,EA,852,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,92319,148433,219597,1,N,Each,2914,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,92405,148628,219811,1,N,Each,472,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,92528,148772,220004,1354,N,Week,507000,19.5,20795,,,,17-May-07,17-May-07,1
PURCHASE_ORDER_SHIPMENTS,92593,148837,220154,36,N,Each,46060,94,20795,,,,19-May-07,19-May-07,1
PURCHASE_ORDER_SHIPMENTS,92548,148785,220037,2757,N,Each,15000,100,207,,,,17-May-07,17-May-07,1
PURCHASE_ORDER_SHIPMENTS,92597,148843,220172,36,N,Each,27100,542,20795,,,,22-May-07,22-May-07,1
PURCHASE_ORDER_SHIPMENTS,92819,149168,220636,2757,N,Each,15000,100,207,,,,29-May-07,29-May-07,1
PURCHASE_ORDER_SHIPMENTS,92971,149382,220967,2757,N,Each,15000,100,207,,,,1-Jun-07,1-Jun-07,1
PURCHASE_ORDER_SHIPMENTS,92738,149044,220431,1353,N,HRS,94500,210,20795,,,,24-May-07,24-May-07,1
PURCHASE_ORDER_SHIPMENTS,92759,149068,220530,1354,N,Week,304200,11.7,20795,,,,25-May-07,25-May-07,1
PURCHASE_ORDER_SHIPMENTS,92779,149088,220545,2757,N,Each,15000,100,207,,,,25-May-07,25-May-07,1
PURCHASE_ORDER_SHIPMENTS,92739,149045,220432,30,N,Each,102492,108,20795,,,,24-May-07,24-May-07,1
PURCHASE_ORDER_SHIPMENTS,92949,149344,220931,1,N,Each,37211,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,93350,150023,222033,1,N,Each,260,10,1997,,,,13-Jun-07,13-Jun-07,1
PURCHASE_ORDER_SHIPMENTS,93350,150024,222034,1,N,Each,300,50,1997,,,,13-Jun-07,13-Jun-07,1
PURCHASE_ORDER_SHIPMENTS,93350,150025,222035,1,N,Each,550,50,1997,,,,13-Jun-07,13-Jun-07,1
PURCHASE_ORDER_SHIPMENTS,93350,150026,222036,1,N,Each,220,20,1997,,,,13-Jun-07,13-Jun-07,1
PURCHASE_ORDER_SHIPMENTS,93057,149528,221210,1,N,Each,3160,1,204,,,,,,1
PURCHASE_ORDER_SHIPMENTS,93476,150210,222316,14833,N,Currency,50000,1,2005,,,,13-Aug-07,13-Aug-07,13
PURCHASE_ORDER_SHIPMENTS,93476,150210,222317,14833,N,Currency,50000,1,2005,,,,13-Aug-07,13-Aug-07,14
PURCHASE_ORDER_SHIPMENTS,93476,150210,222318,14833,N,Currency,50000,1,2005,,,,24-Sep-07,24-Sep-07,15
PURCHASE_ORDER_SHIPMENTS,93476,150210,222303,14833,N,Currency,50000,1,2005,,,,,,0
PURCHASE_ORDER_SHIPMENTS,93476,150210,222304,14833,N,Currency,20000,1,2005,,,,15-Jun-07,15-Jun-07,1
PURCHASE_ORDER_SHIPMENTS,93476,150210,222305,14833,N,Currency,50000,1,2005,,,,15-Jun-07,15-Jun-07,2
PURCHASE_ORDER_SHIPMENTS,93476,150210,222306,14833,N,Currency,10000,1,2005,,,,15-Jun-07,15-Jun-07,3
PURCHASE_ORDER_SHIPMENTS,93476,150210,222307,14833,N,Currency,10000,1,2005,,,,15-Jun-07,15-Jun-07,4
PURCHASE_ORDER_SHIPMENTS,93476,150210,222308,14833,N,Currency,50000,1,2005,,,,16-Jul-07,16-Jul-07,5
