"INVOICE_ACCOUNTING_ID","INVOICE_ID","INVOICE_LINE_NUMBER","ACCOUNTING_LINE_NUMBER","CHARGE_DATE","COA_ACCOUNT_ID","LINE_TYPE","CURRENCY_AMOUNT","EXCHANGE_RATE_DATE","EXCHANGE_RATE","CURRENCY_RATE_TYPE","AMOUNT","CANCEL_FLAG","BASE_IPV","EXCHANGE_RATE_VARIANCE","CURRENCY_IPV","QUANTITY_VARIANCE","BASE_QUANTITY_VARIANCE","AMOUNT_VARIANCE","BASE_AMOUNT_VARIANCE","DESCRIPTION","MATCHED_PO_ACCOUNTING_ID","MATCHED_RECEIPT_LINE_ID","IS_REVERSED","PARENT_REVERSAL_ID","CORRECTED_INVOICE_DIST_ID","CHARGE_APPLICABLE_TO_DIST_ID","CORRECTED_QUANTITY","PROJECT_ID"
2131440,179247,1,19,"25-JUL-2014",13171,"ITEM",922.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131441,179247,1,20,"25-JUL-2014",13172,"ITEM",922.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131442,179247,1,21,"25-JUL-2014",82248,"ITEM",922.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131443,179247,1,22,"25-JUL-2014",99058,"ITEM",1384.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131444,179247,1,23,"25-JUL-2014",82246,"ITEM",922.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131445,179247,1,24,"25-JUL-2014",99056,"ITEM",692.1,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131446,179247,1,25,"25-JUL-2014",99057,"ITEM",692.1,,,"",,"N",,,,,,,,"",,,"N",,,,,
2122043,179244,2,1,"30-JUL-2014",13133,"ITEM",104000,,,"",104000,"N",,,,,,,,"",231543,,"N",,,,,
2122042,179244,1,1,"30-JUL-2014",13134,"ITEM",104000,,,"",104000,"N",,,,,,,,"",231542,,"N",,,,,
2122044,179244,3,1,"30-JUL-2014",13132,"ITEM",104000,,,"",104000,"N",,,,,,,,"",231544,,"N",,,,,
2131522,179066,1,1,"18-JUL-2014",13029,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131523,179066,1,2,"18-JUL-2014",13047,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131524,179066,1,3,"18-JUL-2014",13065,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131525,179066,1,4,"18-JUL-2014",13066,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131526,179066,1,5,"18-JUL-2014",13048,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131527,179066,1,6,"18-JUL-2014",13030,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131528,179066,1,7,"18-JUL-2014",13031,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131529,179066,1,8,"18-JUL-2014",13049,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131530,179066,1,9,"18-JUL-2014",13067,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131531,179066,1,10,"18-JUL-2014",13582,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131532,179066,1,11,"18-JUL-2014",13390,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131533,179066,1,12,"18-JUL-2014",13580,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131534,179066,1,13,"18-JUL-2014",82776,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131535,179066,1,14,"18-JUL-2014",82779,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131536,179066,1,15,"18-JUL-2014",82782,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131537,179066,1,16,"18-JUL-2014",13583,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131538,179066,1,17,"18-JUL-2014",13392,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131539,179066,1,18,"18-JUL-2014",13581,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131540,179066,1,19,"18-JUL-2014",13033,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131541,179066,1,20,"18-JUL-2014",13051,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131542,179066,1,21,"18-JUL-2014",13069,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131543,179066,1,22,"18-JUL-2014",13070,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131544,179066,1,23,"18-JUL-2014",13052,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131545,179066,1,24,"18-JUL-2014",13034,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131546,179066,1,25,"18-JUL-2014",13035,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131547,179066,1,26,"18-JUL-2014",13053,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131548,179066,1,27,"18-JUL-2014",13071,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131549,179066,1,28,"18-JUL-2014",13072,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131550,179066,1,29,"18-JUL-2014",13054,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131551,179066,1,30,"18-JUL-2014",13036,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131552,179066,1,31,"18-JUL-2014",13073,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131553,179066,1,32,"18-JUL-2014",13055,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131554,179066,1,33,"18-JUL-2014",13037,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131555,179066,1,34,"18-JUL-2014",13038,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131556,179066,1,35,"18-JUL-2014",13056,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131557,179066,1,36,"18-JUL-2014",13074,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131558,179066,1,37,"18-JUL-2014",13075,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131559,179066,1,38,"18-JUL-2014",13057,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131560,179066,1,39,"18-JUL-2014",13039,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131561,179066,1,40,"18-JUL-2014",13040,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131562,179066,1,41,"18-JUL-2014",13058,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131563,179066,1,42,"18-JUL-2014",13076,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131564,179066,1,43,"18-JUL-2014",13077,"ITEM",1452.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131565,179066,1,44,"18-JUL-2014",13059,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131566,179066,1,45,"18-JUL-2014",13041,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131567,179066,1,46,"18-JUL-2014",13042,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131568,179066,1,47,"18-JUL-2014",13060,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131569,179066,1,48,"18-JUL-2014",13078,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131570,179066,1,49,"18-JUL-2014",13079,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131571,179066,1,50,"18-JUL-2014",13061,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131572,179066,1,51,"18-JUL-2014",13043,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131573,179066,1,52,"18-JUL-2014",13044,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131574,179066,1,53,"18-JUL-2014",13062,"ITEM",484.3,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131575,179066,1,54,"18-JUL-2014",13080,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131576,179066,1,55,"18-JUL-2014",13081,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131577,179066,1,56,"18-JUL-2014",13063,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131578,179066,1,57,"18-JUL-2014",13045,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131579,179066,1,58,"18-JUL-2014",13046,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131580,179066,1,59,"18-JUL-2014",13064,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131581,179066,1,60,"18-JUL-2014",13082,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131582,179066,1,61,"18-JUL-2014",82777,"ITEM",484.3,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131583,179066,1,62,"18-JUL-2014",82780,"ITEM",484.3,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131584,179066,1,63,"18-JUL-2014",82783,"ITEM",484.3,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131585,179066,1,67,"18-JUL-2014",83331,"ITEM",484.3,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131586,179066,1,68,"18-JUL-2014",83332,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131587,179066,1,69,"18-JUL-2014",83333,"ITEM",484.3,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131588,179066,1,70,"18-JUL-2014",99041,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131589,179066,1,71,"18-JUL-2014",99042,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131590,179066,1,72,"18-JUL-2014",99043,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131591,179066,1,73,"18-JUL-2014",99044,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131592,179066,1,74,"18-JUL-2014",99045,"ITEM",242.15,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131593,179066,1,75,"18-JUL-2014",99046,"ITEM",484.3,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131594,179066,1,76,"18-JUL-2014",99047,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131595,179066,1,77,"18-JUL-2014",99048,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2131596,179066,1,78,"18-JUL-2014",99049,"ITEM",726.45,,,"",,"N",,,,,,,,"",,,"N",,,,,
2149362,180241,1,1,"09-AUG-2014",13799,"ITEM",797,,,"",1492.51,"N",,,,,,,,"",232815,,"N",,,,,
2149363,180241,2,1,"09-AUG-2014",13799,"ITEM",25,,,"",46.82,"N",,,,,,,,"",232814,,"N",,,,,
2149364,180241,3,1,"09-AUG-2014",13799,"ITEM",264,,,"",494.38,"N",,,,,,,,"",232813,,"N",,,,,
2177551,180923,1,1,"24-AUG-2014",13185,"ITEM",52195,,,"",52195,"N",,,,,,,,"",233911,,"N",,,,,
2163484,180598,1,1,"16-AUG-2014",12854,"RETAINAGE",200,,,"",200,"N",,,,,,,,"Tear Down Existing Conference Room",233248,,"N",,,,,
2163485,180598,2,1,"16-AUG-2014",12854,"RETAINAGE",400,,,"",400,"N",,,,,,,,"Days worked at site",233249,,"N",,,,,
2163486,180598,3,1,"16-AUG-2014",12854,"RETAINAGE",400,,,"",400,"N",,,,,,,,"Conference Room Remodel Complete",233250,,"N",,,,,
2207711,181022,1,1,"25-AUG-2014",12975,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207712,181022,1,2,"25-AUG-2014",12976,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207713,181022,1,3,"25-AUG-2014",12977,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207714,181022,1,4,"25-AUG-2014",13574,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207715,181022,1,5,"25-AUG-2014",13575,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207716,181022,1,6,"25-AUG-2014",12979,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207717,181022,1,7,"25-AUG-2014",12980,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207718,181022,1,8,"25-AUG-2014",12981,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207719,181022,1,9,"25-AUG-2014",12982,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207720,181022,1,10,"25-AUG-2014",12983,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207721,181022,1,11,"25-AUG-2014",12984,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207722,181022,1,12,"25-AUG-2014",12985,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207723,181022,1,13,"25-AUG-2014",12986,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207724,181022,1,14,"25-AUG-2014",12987,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207725,181022,1,15,"25-AUG-2014",12988,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207726,181022,1,16,"25-AUG-2014",12989,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207727,181022,1,17,"25-AUG-2014",12990,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207728,181022,1,18,"25-AUG-2014",12991,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207729,181022,1,19,"25-AUG-2014",12992,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207730,181022,1,20,"25-AUG-2014",83883,"ITEM",111.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207731,181022,1,21,"25-AUG-2014",83884,"ITEM",111.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207732,181022,1,22,"25-AUG-2014",89130,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207733,181022,1,23,"25-AUG-2014",83886,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207734,181022,1,24,"25-AUG-2014",83887,"ITEM",148.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207735,181022,1,25,"25-AUG-2014",99059,"ITEM",111.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207736,181022,1,26,"25-AUG-2014",20151,"ITEM",111.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207737,181023,1,1,"25-AUG-2014",13137,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207738,181023,1,2,"25-AUG-2014",13138,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207739,181023,1,3,"25-AUG-2014",13139,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207740,181023,1,4,"25-AUG-2014",13590,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207741,181023,1,5,"25-AUG-2014",82253,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207742,181023,1,6,"25-AUG-2014",13591,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207743,181023,1,7,"25-AUG-2014",13141,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207744,181023,1,8,"25-AUG-2014",82254,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207745,181023,1,9,"25-AUG-2014",13143,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207746,181023,1,10,"25-AUG-2014",13144,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207747,181023,1,11,"25-AUG-2014",13145,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207748,181023,1,12,"25-AUG-2014",13146,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207749,181023,1,13,"25-AUG-2014",13147,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207750,181023,1,14,"25-AUG-2014",13148,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207751,181023,1,15,"25-AUG-2014",13149,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207752,181023,1,16,"25-AUG-2014",13150,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207753,181023,1,17,"25-AUG-2014",13151,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207754,181023,1,18,"25-AUG-2014",13152,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207755,181023,1,19,"25-AUG-2014",13153,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207756,181023,1,20,"25-AUG-2014",13154,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207757,181023,1,22,"25-AUG-2014",82256,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207758,181023,1,23,"25-AUG-2014",13142,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207759,181023,1,24,"25-AUG-2014",99054,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207760,181023,1,25,"25-AUG-2014",13804,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2207761,181023,1,26,"25-AUG-2014",99055,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2169525,180720,1,1,"21-AUG-2014",13180,"ITEM",1000,,,"",1000,"N",,,,,,,,"",233651,,"N",,,,,
2169526,180720,2,1,"21-AUG-2014",13179,"ITEM",1150,,,"",1150,"N",,,,,,,,"",233652,,"N",,,,,
2169527,180720,3,1,"21-AUG-2014",83421,"ITEM",1350,,,"",1350,"N",,,,,,,,"",233653,,"N",,,,,
2169528,180720,4,1,"21-AUG-2014",82813,"ITEM",1350,,,"",1350,"N",,,,,,,,"",233654,,"N",,,,,
2169529,180720,5,1,"21-AUG-2014",82814,"ITEM",2150,,,"",2150,"N",,,,,,,,"",233655,,"N",,,,,
2169530,180720,6,1,"21-AUG-2014",13178,"ITEM",1550,,,"",1550,"N",,,,,,,,"",233656,,"N",,,,,
2169531,180720,7,1,"21-AUG-2014",13186,"ITEM",1750,,,"",1750,"N",,,,,,,,"",233657,,"N",,,,,
2169532,180720,8,1,"21-AUG-2014",13177,"ITEM",1750,,,"",1750,"N",,,,,,,,"",233658,,"N",,,,,
2169533,180720,9,1,"21-AUG-2014",13181,"ITEM",1550,,,"",1550,"N",,,,,,,,"",233659,,"N",,,,,
2187670,181208,1,1,"04-SEP-2014",13402,"ACCRUAL",15000,,,"",15000,"N",,,,,,,,"DDR400 DIMM Memory - 184 Pin",234506,3602253,"N",,,,,
2187671,181208,1,2,"04-SEP-2014",14915,"IPV",2000,,,"",2000,"N",,,,,,,,"DDR400 DIMM Memory - 184 Pin",234506,3602253,"N",,,,,
2208140,180726,1,1,"18-AUG-2014",13137,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208141,180726,1,2,"18-AUG-2014",13138,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208142,180726,1,3,"18-AUG-2014",13139,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208143,180726,1,4,"18-AUG-2014",13590,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208144,180726,1,5,"18-AUG-2014",82253,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208145,180726,1,6,"18-AUG-2014",13591,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208146,180726,1,7,"18-AUG-2014",13141,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208147,180726,1,8,"18-AUG-2014",82254,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208148,180726,1,9,"18-AUG-2014",13143,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208149,180726,1,10,"18-AUG-2014",13144,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208150,180726,1,11,"18-AUG-2014",13145,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208151,180726,1,12,"18-AUG-2014",13146,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208152,180726,1,13,"18-AUG-2014",13147,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208153,180726,1,14,"18-AUG-2014",13148,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208154,180726,1,15,"18-AUG-2014",13149,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208155,180726,1,16,"18-AUG-2014",13150,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208156,180726,1,17,"18-AUG-2014",13151,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208157,180726,1,18,"18-AUG-2014",13152,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208158,180726,1,19,"18-AUG-2014",13153,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208159,180726,1,20,"18-AUG-2014",13154,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208160,180726,1,22,"18-AUG-2014",82256,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208161,180726,1,23,"18-AUG-2014",13142,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208162,180726,1,24,"18-AUG-2014",99054,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208163,180726,1,25,"18-AUG-2014",13804,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2208164,180726,1,26,"18-AUG-2014",99055,"ITEM",2130,,,"",,"N",,,,,,,,"",,,"N",,,,,
2197904,181672,1,1,"10-SEP-2014",13528,"ITEM",841,,,"",841,"N",,,,,,,,"",235628,,"N",,,,,
2205389,181958,1,1,"11-SEP-2014",13155,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205390,181958,1,2,"11-SEP-2014",13156,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205391,181958,1,3,"11-SEP-2014",13157,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205392,181958,1,4,"11-SEP-2014",13593,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205393,181958,1,5,"11-SEP-2014",13592,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205394,181958,1,6,"11-SEP-2014",13159,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205395,181958,1,7,"11-SEP-2014",13160,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205396,181958,1,8,"11-SEP-2014",82247,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205397,181958,1,9,"11-SEP-2014",13161,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205398,181958,1,10,"11-SEP-2014",13162,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205399,181958,1,11,"11-SEP-2014",13163,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205400,181958,1,12,"11-SEP-2014",13164,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205401,181958,1,13,"11-SEP-2014",13165,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205402,181958,1,14,"11-SEP-2014",13166,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205403,181958,1,15,"11-SEP-2014",13167,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205404,181958,1,16,"11-SEP-2014",13168,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205405,181958,1,17,"11-SEP-2014",13169,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205406,181958,1,18,"11-SEP-2014",13170,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205407,181958,1,19,"11-SEP-2014",13171,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205408,181958,1,20,"11-SEP-2014",13172,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205409,181958,1,21,"11-SEP-2014",82248,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205410,181958,1,22,"11-SEP-2014",99058,"ITEM",1333.8,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205411,181958,1,23,"11-SEP-2014",82246,"ITEM",889.2,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205412,181958,1,24,"11-SEP-2014",99056,"ITEM",666.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2205413,181958,1,25,"11-SEP-2014",99057,"ITEM",666.9,,,"",,"N",,,,,,,,"",,,"N",,,,,
2217289,182277,1,1,"21-SEP-2014",13799,"ITEM",428,,,"",428,"N",,,,,,,,"",215086,,"N",,,,,
2261648,182690,1,5,"04-OCT-2014",13109,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261649,182690,1,6,"04-OCT-2014",13110,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261650,182690,1,7,"04-OCT-2014",13111,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261651,182690,1,8,"04-OCT-2014",13112,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261652,182690,1,9,"04-OCT-2014",82251,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261653,182690,1,10,"04-OCT-2014",99053,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261654,182690,1,12,"04-OCT-2014",13101,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261655,182690,1,13,"04-OCT-2014",13102,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261656,182690,1,14,"04-OCT-2014",13103,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261657,182690,1,15,"04-OCT-2014",13586,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261658,182690,1,16,"04-OCT-2014",82250,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261659,182690,1,17,"04-OCT-2014",13587,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261660,182690,1,18,"04-OCT-2014",13113,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
2261661,182690,1,19,"04-OCT-2014",13114,"ITEM",5217.6,,,"",,"N",,,,,,,,"",,,"N",,,,,
