"RECEIPT_ID","SUPPLIER_ID","SUPPLIER_ADDRESS_ID","SUPPLIER_SHIPMENT_NUMBER","RECEIPT_REFERENCE","SHIP_TO_GEOGRAPHY_ID","BILL_OF_LADING","WAYBILL","PACK_SLIP_REFERENCE","FREIGHT_CODE","SCHEDULED_RECEIPT_DATE","RECEIVED_BY_PERSON_ID","RECEIPT_DATE","RECEIPT_DATE_1","RECEIPT_NOTES"
2604280,147,628,"","7366",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604281,5,1597,"","7367",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604282,22,2236,"","7368",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604283,21,627,"","7369",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604284,22,2236,"","7370",,"","","","",08/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604285,21,627,"","7371",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604286,22,2236,"","7372",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604287,2,1866,"","7373",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604288,22,2236,"","7374",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604289,3,2235,"","7375",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604290,2,1866,"","7376",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604291,22,2236,"","7377",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604292,2,1866,"","7378",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604293,21,627,"","7379",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604294,2,1866,"","7380",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604295,21,627,"","7381",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604296,22,2236,"","7382",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604297,5,1597,"","7383",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604298,22,2236,"","7384",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604299,147,628,"","7385",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604300,3,2235,"","7386",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604301,22,2236,"","7387",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604302,2,1866,"","7388",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604303,22,2236,"","7389",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604304,5,1597,"","7390",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604305,22,2236,"","7391",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604306,21,627,"","7392",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604307,22,2236,"","7393",,"","","","",08/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604308,21,627,"","7394",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604309,22,2236,"","7395",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604310,2,1866,"","7396",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604311,22,2236,"","7397",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604312,3,2235,"","7398",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604313,2,1866,"","7399",,"","","","",05/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604314,147,628,"","7400",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604315,22,2236,"","7401",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604316,2,1866,"","7402",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604317,21,627,"","7403",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604318,2,1866,"","7404",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604319,21,627,"","7405",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604320,22,2236,"","7406",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604321,5,1597,"","7407",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604322,22,2236,"","7408",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604323,147,628,"","7409",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604324,3,2235,"","7410",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604325,22,2236,"","7411",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604326,2,1866,"","7412",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604327,22,2236,"","7413",,"","","","",31/AUG/06,4758,07/SEP/06,"07-SEP-2013",""
2604328,147,628,"","7414",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604329,22,2236,"","7415",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604330,5,1597,"","7416",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604331,21,627,"","7417",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604332,3,2235,"","7418",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604333,22,2236,"","7419",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604334,2,1866,"","7420",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604335,22,2236,"","7421",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604336,2,1866,"","7422",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604337,21,627,"","7423",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604338,22,2236,"","7424",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2604339,21,627,"","7425",,"","","","",07/SEP/06,4758,07/SEP/06,"07-SEP-2013",""
2605274,1,,"","9464",535,"","","","",07/SEP/06,2079,07/SEP/06,"07-SEP-2013",""
2605275,41,,"","9465",535,"","","","",07/SEP/06,5741,07/SEP/06,"07-SEP-2013",""
2605276,334,801,"","9466",535,"","","","",07/SEP/06,1602,07/SEP/06,"07-SEP-2013",""
2605277,1,2326,"","8236",,"","","","",07/SEP/06,384,07/SEP/06,"07-SEP-2013",""
2605278,334,2328,"","8237",,"","","","",07/SEP/06,384,07/SEP/06,"07-SEP-2013",""
2605279,478,2327,"","8238",,"","","","",07/SEP/06,384,07/SEP/06,"07-SEP-2013",""
2612281,22,2199,"","8323",,"","","","",07/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612282,21,,"","8324",,"","","","",07/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612283,22,2199,"","8325",,"","","","",07/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612284,3,1594,"","8326",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612285,2,,"","8327",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612286,21,,"","8328",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612287,22,2199,"","8329",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612288,3,1594,"","8330",,"","","","",13/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612289,22,2199,"","8331",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612290,21,,"","8332",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612291,22,2199,"","8333",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612292,2,,"","8334",,"","","","",13/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612293,21,,"","8335",,"","","","",13/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612294,22,2199,"","8336",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612295,3,1594,"","8337",,"","","","",13/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612296,22,2199,"","8338",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612297,3,1594,"","8339",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612298,22,2199,"","8340",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612299,21,,"","8341",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612300,2,,"","8342",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612301,21,,"","8343",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612302,22,2199,"","8344",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612303,21,,"","8345",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612304,22,2199,"","8346",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612305,2,,"","8347",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612306,22,2199,"","8348",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612307,3,1594,"","8349",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612308,22,2199,"","8350",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612309,21,,"","8351",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612310,2,,"","8352",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612311,22,2199,"","8353",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612312,2,,"","8354",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2605287,1226,3819,"","570",2100,"","","","",07/SEP/06,4149,07/SEP/06,"07-SEP-2013",""
2606274,2,,"","8306",,"","","","",11/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606275,22,2199,"","8307",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606276,3,1594,"","8308",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606277,22,2199,"","8309",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606278,21,,"","8310",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606279,2,,"","8311",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606280,21,,"","8312",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606281,2,,"","8313",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606282,22,2199,"","8314",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606283,3,1594,"","8315",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606284,21,,"","8316",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2606285,2,391,"","8317",,"","","","",07/SEP/06,1783,07/SEP/06,"07-SEP-2013",""
2609274,22,2236,"","7431",,"","","","",12/SEP/06,4758,08/SEP/06,"08-SEP-2013",""
2609280,22,415,"","9467",535,"","","","",08/SEP/06,1313,08/SEP/06,"08-SEP-2013",""
2609281,21,,"","9468",535,"","","","",12/SEP/06,1313,08/SEP/06,"08-SEP-2013",""
2609282,2,,"","9469",535,"","","","",12/SEP/06,1313,08/SEP/06,"08-SEP-2013",""
2609283,22,415,"","9470",535,"","","","",12/SEP/06,1313,08/SEP/06,"08-SEP-2013",""
2609284,2,,"","9471",535,"","","","",12/SEP/06,1313,08/SEP/06,"08-SEP-2013",""
2609285,22,415,"","9472",535,"","","","",12/SEP/06,1313,08/SEP/06,"08-SEP-2013",""
2609286,21,,"","9473",535,"","","","",12/SEP/06,1313,08/SEP/06,"08-SEP-2013",""
2609287,22,415,"","9474",535,"","","","",12/SEP/06,1313,08/SEP/06,"08-SEP-2013",""
2612313,21,,"","8355",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612314,22,2199,"","8356",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612315,21,,"","8357",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2612316,22,2199,"","8358",,"","","","",11/SEP/06,1783,11/SEP/06,"11-SEP-2013",""
2613276,1,,"","8359",,"","","","",11/SEP/06,1314,11/SEP/06,"11-SEP-2013",""
2613277,334,,"","8360",,"","","","",11/SEP/06,1314,11/SEP/06,"11-SEP-2013",""
2613278,478,2462,"","8361",,"","","","",11/SEP/06,1314,11/SEP/06,"11-SEP-2013",""
2613279,537,1521,"","8362",,"","","","",11/SEP/06,1314,11/SEP/06,"11-SEP-2013",""
2614277,334,2342,"","7433",,"","","","",11/SEP/06,4758,11/SEP/06,"11-SEP-2013",""
2616274,537,1193,"","8057",,"","","","",,25,11/SEP/06,"11-SEP-2013",""
2619274,21,,"","9490",535,"","","","",14/SEP/06,1313,12/SEP/06,"12-SEP-2013",""
2619275,2,416,"","9491",535,"","","","",14/SEP/06,1313,12/SEP/06,"12-SEP-2013",""
2621274,478,2343,"","7434",,"","","","",12/SEP/06,4758,12/SEP/06,"12-SEP-2013",""
2622281,334,2328,"","8263",,"","","","",12/SEP/06,384,12/SEP/06,"12-SEP-2013",""
2623274,209,3820,"","574",2100,"","","","",12/SEP/06,4151,12/SEP/06,"12-SEP-2013",""
2623276,1355,3219,"","30277",839,"","","","",12/SEP/06,10417,12/SEP/06,"12-SEP-2013",""
2625275,41,,"","8382",,"","","","",19/SEP/06,1783,13/SEP/06,"13-SEP-2013",""
2625276,22,2199,"","8383",,"","","","",14/SEP/06,1783,13/SEP/06,"13-SEP-2013",""
2599278,21,,"","10446",532,"","","","",25/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599279,2,,"","10447",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599280,22,,"","10448",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599281,21,,"","10449",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599282,22,,"","10450",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599283,2,,"","10451",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599284,22,,"","10452",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599285,3,,"","10453",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599286,22,,"","10454",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599287,5,,"","10455",532,"","","","",28/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599288,21,,"","10456",532,"","","","",28/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599289,22,,"","10457",532,"","","","",28/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599290,2,,"","10458",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599291,22,,"","10459",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599292,21,,"","10460",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599293,2,,"","10461",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599294,22,,"","10462",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599295,147,,"","10463",532,"","","","",28/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599296,22,,"","10464",532,"","","","",28/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599297,147,,"","10465",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599298,5,,"","10466",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599299,22,,"","10467",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599300,21,,"","10468",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599301,22,,"","10469",532,"","","","",06/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599302,21,,"","10470",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599303,22,,"","10471",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599304,2,,"","10472",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599305,22,,"","10473",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599306,3,,"","10474",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599307,2,,"","10475",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599308,22,,"","10476",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599309,147,,"","10477",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599310,5,,"","10478",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599311,22,,"","10479",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599312,21,,"","10480",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599313,22,,"","10481",532,"","","","",06/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599314,21,,"","10482",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599315,22,,"","10483",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599316,2,,"","10484",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599317,22,,"","10485",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599318,3,,"","10486",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599319,2,,"","10487",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599320,22,,"","10488",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599321,147,,"","10489",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599322,5,,"","10490",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599323,22,,"","10491",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599324,21,,"","10492",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599325,22,,"","10493",532,"","","","",06/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599326,21,,"","10494",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599327,22,,"","10495",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599328,2,,"","10496",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599329,22,,"","10497",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599330,3,,"","10498",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599331,2,,"","10499",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599332,22,,"","10500",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599333,2,,"","10501",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599334,22,,"","10502",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599335,2,,"","10503",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599336,22,,"","10504",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599337,147,,"","10505",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599338,5,,"","10506",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599339,22,,"","10507",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599340,21,,"","10508",532,"","","","",29/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599341,22,,"","10509",532,"","","","",06/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599342,21,,"","10510",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599343,22,,"","10511",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599344,2,,"","10512",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599345,22,,"","10513",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599346,3,,"","10514",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599347,22,,"","10515",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599348,147,,"","10516",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599349,22,,"","10517",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599350,3,,"","10518",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599351,2,,"","10519",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599352,5,,"","10520",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599353,22,,"","10521",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599354,21,,"","10522",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599355,22,,"","10523",532,"","","","",07/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599356,21,,"","10524",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599357,22,,"","10525",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599358,2,,"","10526",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599359,22,,"","10527",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599360,147,,"","10528",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599361,5,,"","10529",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599362,22,,"","10530",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599363,21,,"","10531",532,"","","","",30/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599364,22,,"","10532",532,"","","","",07/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599365,21,,"","10533",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599366,22,,"","10534",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599367,2,,"","10535",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599368,22,,"","10536",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599369,3,,"","10537",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599370,2,,"","10538",532,"","","","",01/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599371,22,,"","10539",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599372,2,,"","10540",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599373,147,,"","10541",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599374,5,,"","10542",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599375,22,,"","10543",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599376,21,,"","10544",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599377,22,,"","10545",532,"","","","",08/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599378,21,,"","10546",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599379,22,,"","10547",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599380,2,,"","10548",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599381,22,,"","10549",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599382,3,,"","10550",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599383,147,,"","10551",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599384,5,,"","10552",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599385,22,,"","10553",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599386,21,,"","10554",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599387,22,,"","10555",532,"","","","",08/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599388,21,,"","10556",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599389,22,,"","10557",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599390,2,,"","10558",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599391,22,,"","10559",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599392,3,,"","10560",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599393,2,,"","10561",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599394,22,,"","10562",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599395,3,,"","10563",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599396,147,,"","10564",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599397,5,,"","10565",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599398,22,,"","10566",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599399,21,,"","10567",532,"","","","",31/AUG/06,1715,31/AUG/06,"31-AUG-2013",""
2599400,22,,"","10568",532,"","","","",08/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599401,21,,"","10569",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599402,22,,"","10570",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599403,2,,"","10571",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599404,22,,"","10572",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599405,2,,"","10573",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2599406,22,2221,"","10574",532,"","","","",05/SEP/06,1715,31/AUG/06,"31-AUG-2013",""
2600274,1,2326,"","8190",,"","","","",31/AUG/06,384,31/AUG/06,"31-AUG-2013",""
2600275,478,2327,"","8191",,"","","","",31/AUG/06,384,31/AUG/06,"31-AUG-2013",""
2601274,22,2228,"","8208",,"","","","",31/AUG/06,384,31/AUG/06,"31-AUG-2013",""
2601275,147,2229,"","8209",,"","","","",31/AUG/06,384,31/AUG/06,"31-AUG-2013",""
2601276,5,2231,"","8210",,"","","","",31/AUG/06,384,31/AUG/06,"31-AUG-2013",""
2601277,22,2228,"","8211",,"","","","",31/AUG/06,384,31/AUG/06,"31-AUG-2013",""
2601278,21,,"","8212",,"","","","",31/AUG/06,384,31/AUG/06,"31-AUG-2013",""
