"CONTRACT_ID","CONTRACT_LINE_ID","LINE_TYPE","CONTRACT_LINE_NUM","ITEM_ID","CATEGORY_ID","CONTRACT_LINE_DESCRIPTION","UOM","QTY_LIMIT","UNIT_PRICE","SUPPLIER_ITEM_REF","CANCEL_FLAG"
81314,102871,"Goods",554,,36,"Smart Shipper Mailers, Jewel Case Size","PACK","",3.49,"AVE18498","N"
81314,102872,"Goods",555,,36,"Premium 5-1/4 inch Disk Mailer, One Disk Capacity","EA","",1.25,"AVE18275","N"
81314,102873,"Goods",556,,36,"Disk Pocket Mailers, 5-7/8 inch x 6 inch","PACK","",5.5,"AVE18502","N"
81314,102874,"Goods",557,,36,"Premium 3-1/2 inch Disk Mailer, One Disk Capacity","EA","",0.99,"AVE18274","N"
81314,102875,"Goods",558,,36,"Office Decor Magazine and Literature File Sleeve, 1-1/2 inch Capacity, Contemporary/Green","EA","",14.98,"AVE71463","N"
81314,102876,"Goods",559,,36,"Magazine/Catalog Organizer for Inserting Magazine or Catalog into Three-Ring Binder, Clear","PACK","",3.35,"BAU39000","N"
81314,102877,"Goods",560,,36,"Office Decor Magazine and Literature File Sleeve, 1-1/2 inch Capacity, Granite/Charcoal","EA","",14.98,"AVE71461","N"
81314,102878,"Goods",561,,36,"Office Decor Magazine and Literature File Sleeve, 1-1/2 inch Capacity, Traditional/Deep Burgundy","EA","",14.98,"AVE71466","N"
81314,102879,"Goods",562,,36,"Office Decor Magazine and Literature File Sleeve, 1-1/2 inch Capacity, Traditional/Navy Blue","EA","",14.98,"AVE71468","N"
81314,102880,"Goods",563,,36,"Image 1500 Series Desk Accessories, Covered Card File, Ebony","EA","",21.65,"ELD15241","N"
81314,102881,"Goods",564,,36,"Brother Tape Cartridge for P-Touch Labeler, 1/2 inch Tape Assortment Pack","PACK","",61.99,"BRT05180","N"
81314,102882,"Goods",565,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape Assortment Pack, Black on Red, Yellow, Blue, Green","EA","",19.99,"BRT05085","N"
81314,102883,"Goods",566,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape, Red/Clear","PACK","",35.99,"BRT05033","N"
81314,102884,"Goods",567,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape, Gold/Black","PACK","",40.99,"BRT05038","N"
81314,102885,"Goods",568,,36,"Brother Tape Cartridge for P-Touch Labeler, 1/2 inch Tape Assortment Pack, Black/Yellow Fluorescent","EA","",25.99,"BRT05183","N"
81314,102886,"Goods",569,,36,"Brother Tape Cartridge for P-Touch Labelers, 3/8 inch Tape, White/Black","PACK","",35.99,"BRT05061","N"
81314,102887,"Goods",570,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape, Blue/Clear","PACK","",35.99,"BRT05034","N"
81314,102888,"Goods",571,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape Assortment Pack, White on Red, Orange, Blue","EA","",19.99,"BRT05088","N"
81314,102889,"Goods",572,,36,"Brother Lettering Tape Cartridge, 3/8 inch, White/Black","EA","",18.99,"BRT05231","N"
81314,102890,"Goods",573,,36,"Brother Lettering Tape Cartridge, 1/2 inch, Black/Yellow","EA","",17.99,"BRT05222","N"
81314,102891,"Goods",574,,36,"Brother Lettering Tape Cartridge, 3/8 inch, Black/Clear","EA","",14.99,"BRT05227","N"
81314,102892,"Goods",575,,36,"Brother Lettering Tape Cartridge, 1/4 inch, Black/Clear","EA","",12.99,"BRT05232","N"
81314,102893,"Goods",576,,36,"Brother Lettering Tape Cartridge, 1/2 inch, White/Black","EA","",20.99,"BRT05226","N"
81314,102894,"Goods",577,,36,"Brother Lettering Tape Cartridge, 1/4 inch, White/Black","EA","",17.99,"BRT05234","N"
81314,102895,"Goods",578,,36,"Brother Lettering Tape, 1/2 inch, White/Black","EA","",40.95,"BRT05139","N"
81314,102896,"Goods",579,,36,"P-Touch Tape Cartridge, Black/Fluores Orange, 1/2 inch","EA","",25.99,"BRT05182","N"
81314,102897,"Goods",580,,36,"Tape Cartridge, Black on Clear, 3/8 inch","EA","",35.99,"BRT05149","N"
81314,102898,"Goods",581,,36,"Tape Cartridge, Black/Clear, 3/8 inch","EA","",35.99,"BRT05077","N"
81314,102899,"Goods",582,,36,"Tape Cartridge, Red on White, 1 inch","EA","",23.99,"BRT05209","N"
81314,102900,"Goods",583,,36,"Metallic Lettering Tape, Black/White, 1/2 inch","EA","",9.99,"BRT05373","N"
81314,102901,"Goods",584,,36,"Brother Lettering Security Tape Cartridge for PT530 and PT550, 1-1/2 inch, Black/White","EA","",27.99,"BRT05439","N"
81314,102902,"Goods",585,,36,"Brother Lettering Tape Cartridge, 1/2 inch, Black/White","EA","",17.99,"BRT05216","N"
81314,102903,"Goods",586,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape, Red/White","PACK","",35.99,"BRT05036","N"
81314,102904,"Goods",587,,36,"Brother Lettering Tape Cartridge, 1/2 inch, Black/Clear","EA","",16.99,"BRT05214","N"
81314,102905,"Goods",588,,36,"Brother Lettering Security Tape Cartridge for PT530 and PT550, 1-1/2 inch, Black/Clear","EA","",27.99,"BRT05440","N"
81314,102906,"Goods",589,,36,"Brother Lettering Tape Cartridge for use with the PT-30, PT-35, PT-8000, PTPC, 3/8 inch, Black/White, 50 feet Roll","EA","",35.99,"BRT05150","N"
81314,102907,"Goods",590,,36,"Brother Lettering Tape Cartridge, for use with the PT-30, PT-35, PT-8000, PTPC, 1/2 inch, Black/White, 50 feet Roll","EA","",35.99,"BRT05135","N"
81314,102908,"Goods",591,,36,"Brother Lettering Tape Cartridge, 3/4 inch, Black/Yellow","EA","",20.99,"BRT05207","N"
81314,102909,"Goods",592,,36,"Brother Tape Cartridge for P-Touch Labelers, 3/8 inch Tape, Black/White","EA","",19.99,"BRT05090","N"
81314,102910,"Goods",593,,36,"Brother Lettering Tape Cartridge, 3/8 inch, Black/White","EA","",16.99,"BRT05228","N"
81314,102911,"Goods",594,,36,"Brother Lettering Tape Cartridge, 1 inch, Black/Clear","EA","",23.99,"BRT05293","N"
81314,102912,"Goods",595,,36,"Brother Lettering Tape Cartridge, 3/4 inch, Black/Clear","EA","",20.99,"BRT05204","N"
81314,102913,"Goods",596,,36,"Brother Lettering Tape Cartridge, for use with the PT-30, PT-35, PT-8000, PTPC, 1 inch, Red/White, 50 feet Roll","EA","",40.99,"BRT05116","N"
81314,102914,"Goods",597,,36,"Metallic Lettering Tape, 1/2 inch, Black/Gold","EA","",9.99,"BRT05316","N"
81314,102915,"Goods",598,,36,"Brother Tape Cartridge for P-Touch Labelers, 3/8 inch Tapes, Black Matte/Clear","PACK","",35.99,"BRT05062","N"
81314,102916,"Goods",599,,36,"Brother Lettering Tape Cartridge, for use with the PT-30, PT-35, PT-8000, PTPC, 1 inch, Black/Yellow, 50 feet Roll","EA","",40.99,"BRT05122","N"
81314,102917,"Goods",600,,36,"Brother Lettering Tape Cartridge, for use with the PT-30, PT-35, PT-8000, PTPC, 1 inch, Gold/Black, 50 feet Roll","EA","",45.99,"BRT05131","N"
81314,102918,"Goods",601,,36,"Brother Lettering Tape Cartridge, for use with the PT-30, PT-35, PT-8000, PTPC, 1 inch, Black/Red, 50 feet Roll","EA","",40.99,"BRT05120","N"
81314,102919,"Goods",602,,36,"Brother Lettering Tape Cartridge, 1 inch, Black/Yellow","EA","",23.99,"BRT05296","N"
81314,102920,"Goods",603,,36,"Brother Lettering Tape Cartridge, for use with the PT-30, PT-35, PT-8000, PTPC, 1 inch, Black/Clear, 50 feet Roll","EA","",40.99,"BRT05112","N"
81314,102921,"Goods",604,,36,"Brother Lettering Tape Cartridge, for use with the PT-30, PT-35, PT-8000, PTPC, 1 inch, Black/Blue, 50 feet Roll","EA","",40.99,"BRT05121","N"
81314,102922,"Goods",605,,36,"Brother Lettering Tape Cartridge, 3/4 inch, White/Black","EA","",23.99,"BRT05212","N"
81314,102923,"Goods",606,,36,"Brother Lettering Tape Cartridge, 1 inch, Black/White","EA","",23.99,"BRT05294","N"
81314,102924,"Goods",607,,36,"Brother Lettering Tape Cartridge, 3/4 inch, Red/White","EA","",20.99,"BRT05298","N"
81314,102925,"Goods",608,,36,"Brother Lettering Tape Cartridge, 1/4 inch, Black/White","EA","",14.99,"BRT05233","N"
81314,102926,"Goods",609,,36,"Brother Lettering Tape Cartridge for PT-30, PT-35, PT-8000, PTPC, 1 inch, Black/Hot Orange, 50 feet Roll","EA","",60.99,"BRT05127","N"
81314,102927,"Goods",610,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape Assortment Pack, Red, Blue on White, Gold/Black","PACK","",51.99,"BRT05027","N"
81314,102928,"Goods",611,,36,"Brother Lettering Tape Cartridge for PT-30, PT-35, PT-8000, PTPC, 1/2 inch, Black/Clear, 50 feet Roll","EA","",35.99,"BRT05132","N"
81314,102929,"Goods",612,,36,"Brother Lettering Tape Cartridge for PT-30, PT-35, PT-8000, PTPC, 3/4 inch, Black/Clear, 50 feet Roll","EA","",40.99,"BRT05129","N"
81314,102930,"Goods",613,,36,"Brother Lettering Tape Cartridge for PT-30, PT-35, PT-8000, PTPC, 1/4 inch, Black/White, 50 feet Roll","EA","",30.99,"BRT05153","N"
81314,102931,"Goods",614,,36,"Brother Lettering Tape Cartridge for PT-30, PT-35, PT-8000, PTPC, 1 inch, Black/White, 50 feet Roll","EA","",40.99,"BRT05115","N"
81314,102932,"Goods",615,,36,"Brother Lettering Tape Cartridge for PT-30, PT-35, PT-8000, PTPC, 1 inch, Blue/White, 50 feet Roll","EA","",40.99,"BRT05117","N"
81314,102933,"Goods",616,,36,"Brother Lettering Tape Cartridge for PT-30, PT-35, PT-8000, PTPC, 3/4 inch, Black/White, 50 feet Roll","EA","",40.99,"BRT05130","N"
81314,102934,"Goods",617,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape, Black/Clear","PACK","",35.99,"BRT05024","N"
81314,102935,"Goods",618,,36,"Metallic Lettering Tape, 3/8 inch, Black/Silver","EA","",8.99,"BRT05322","N"
81314,102936,"Goods",619,,36,"Brother Lettering Tape Cartridge for PT-30, PT-35, PT-8000, PTPC, 1/2 inch, Black/Yellow, 50 feet Roll","EA","",35.99,"BRT05142","N"
81314,102937,"Goods",620,,36,"Brother Lettering Tape Cartridge, 3/4 inch, Black/Red","EA","",20.99,"BRT05282","N"
81314,102938,"Goods",621,,36,"Metallic Lettering Tape, 1/2 inch, Black/Silver","EA","",9.99,"BRT05317","N"
81314,102939,"Goods",622,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape, Black/White","PACK","",35.99,"BRT05025","N"
81314,102940,"Goods",623,,36,"Brother Lettering Tape Cartridge for PT-30, PT-35, PT-8000, PTPC, 1 inch, White/Black, 50 feet Roll","EA","",45.99,"BRT05119","N"
81314,102941,"Goods",624,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape, Black/Green Fluorescent","EA","",25.99,"BRT05184","N"
81314,102942,"Goods",625,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape, Black/Yellow","EA","",19.99,"BRT05087","N"
81314,102943,"Goods",626,,36,"Postage Meter Label","PACK","",6.17,"AVE05288","N"
81314,102944,"Goods",627,,36,"Brother Tape Cartridge for P-Touch Labelers, 3/8 inch Tape, White/Clear","EA","",20.99,"BRT05089","N"
81314,102945,"Goods",628,,36,"Brother Tape Cartridge for P-Touch Labelers, 1/2 inch Tape, Blue/White","PACK","",35.99,"BRT05037","N"
81314,102946,"Goods",629,,36,"Brother Lettering Tape Cartridge, 3/4 inch, Black/White","EA","",20.99,"BRT05206","N"
81314,102947,"Goods",630,,36,"Brother Lettering Tape Cartridge, 3/4 inch, Gold/Black","EA","",24.99,"BRT05211","N"
81314,102948,"Goods",631,,36,"Round Key Tag, Assorted Colors","PACK","",6.99,"AVE11026","N"
81314,102949,"Goods",632,,36,"Round Key Tag, White","PACK","",6.99,"AVE11025","N"
81314,102950,"Goods",633,,36,"Tag, Rim, Metal, White, 1-1/4 inch","EA","",5.69,"AVE11030","N"
81314,102951,"Goods",634,,36,"The Folder File Organizer, 5 Compartment, Smoke","EA","",10.29,"ELD16423","N"
81314,102952,"Goods",635,,36,"Poly View File Folders, Clear","PACK","",9.99,"AVE72611","N"
81314,102953,"Goods",636,,36,"Poly View File Folders, Blue","PACK","",9.99,"AVE72610","N"
81314,102954,"Goods",637,,36,"Poly View File Folders, Red","PACK","",9.99,"AVE72612","N"
81314,102955,"Goods",638,,36,"Project Folder, Letter Size, Assorted","BX","",8,"CLI62130","N"
81314,102956,"Goods",639,,36,"Project Folder, Letter Size, Clear","BX","",7.5,"CLI62127","N"
81314,102957,"Goods",640,,36,"Recycled Pressboard Folder, 2 Dividers, Blue","EA","",4.94,"ACC15026","N"
81314,102958,"Goods",641,,36,"Pencil Lead and Eraser Refill, 5 Erasers for 0.5 mm","PACK","",2,"CRO00016","N"
81314,102959,"Goods",642,,36,"Cross Eraser Refill for 0.9 mm Mechanical Pencil","EA","",2,"CRO00014","N"
81314,102960,"Goods",643,,36,"Case, Poly, Expanding, 26 Pockets, Letter, Black","EA","",17.99,"BSP33645","N"
81314,102961,"Goods",644,,36,"Document Wallet, Elastic-Closure, Letter, Blue","EA","",3.75,"BSP34962","N"
81314,102962,"Goods",645,,36,"Document Wallet, Elastic-Closure, Letter, Black","EA","",3.75,"BSP34965","N"
81314,102963,"Goods",646,,36,"Document Wallet, Elastic-Closure, Letter, Red","EA","",3.75,"BSP34960","N"
81314,102964,"Goods",647,,36,"Document Wallet, Elastic-Closure, Letter, Clear","EA","",3.75,"BSP34964","N"
81314,102965,"Goods",648,,36,"Palmolive Automatic Dishwashing Gel, 65 ounces","EA","",5.62,"CPM47602","N"
81314,102966,"Goods",649,,36,"Palmolive Ultra Dish Liquid, 28 ounces","EA","",4.54,"CPM46128","N"
81314,102967,"Goods",650,,36,"Palmolive Ultra Dishwashing Liquid and Antibacterial Hand Soap, 28 ounces","EA","",4.54,"CPM47928","N"
81314,102968,"Goods",651,,36,"Huskee Jani-Carrier, Gray","EA","",8.4,"CMC00957","N"
81314,102969,"Goods",652,,36,"Utility Bucket, 10 Quart, Gray","EA","",6.8,"CMC00767","N"
81314,102970,"Goods",653,,36,"Huskee Divided Plastic Pail, 16 Quarts, Gray","EA","",16.8,"CMC01390","N"
81314,102971,"Goods",654,,36,"Smoothline Bucket Combo, Yellow","EA","",53,"CMC03486","N"
81314,102972,"Goods",655,,36,"Computation Notebook, 75 Numbered Sets, 4 inch x 4 inch Quad Ruled, 11-3/4 inch x 9-1/4 inch","EA","",15.25,"AVE43648","N"
81314,102973,"Goods",656,,36,"Computation/Engineering Pad, 5 Squares per Inch, 8-1/2 inch x 11 inch","POUND","",3.35,"AVE42381","N"
81314,102974,"Goods",657,,36,"Computation/Engineering Pad, 5 Squares per Inch, 8-1/2 inch x 11 inch","POUND","",5.79,"AVE42382","N"
81314,102975,"Goods",658,,36,"Computation/Engineering Pad, 5 Squares per Inch, 8-1/2 inch x 11 inch","POUND","",10.39,"AVE42389","N"
81314,102976,"Goods",659,,36,"Side-Punched Analysis Pad, 4 Columns, 11 inch x 8-1/2 inch","POUND","",5.79,"AVE45604","N"
81314,102977,"Goods",660,,36,"Side-Punched Analysis Pad, 5 Columns, 11 inch x 8-1/2 inch","POUND","",5.79,"AVE45605","N"
81314,102978,"Goods",661,,36,"Side-Punched Analysis Pad, 6 Columns, 11 inch x 8-1/2 inch","POUND","",5.79,"AVE45606","N"
81314,102979,"Goods",662,,36,"Side-Punched Analysis Pad, 7 Columns, 11 inch x 8-1/2 inch","POUND","",5.79,"AVE45607","N"
81314,102980,"Goods",663,,36,"Side-Punched Analysis Pad, 8 Columns, 11 inch x 8-1/2 inch","POUND","",5.79,"AVE45608","N"
81314,102981,"Goods",664,,36,"Side-Punched Analysis Pad, 13 Columns, 11 inch x 16-3/8 inch","POUND","",12.59,"AVE45613","N"
81314,102982,"Goods",665,,36,"Eye-Ease Top Punched Analysis Pad, 7 Columns, 8-1/2 inch x 14 inch","POUND","",7.25,"AVE45807","N"
81314,102983,"Goods",666,,36,"Side-Punched Analysis Pad, 3 Columns, 11 inch x 8-1/2 inch","POUND","",5.79,"AVE45603","N"
81314,102984,"Goods",667,,36,"Laser Rotary Cards, 2-1/6 inch x 4 inch","BX","",26.71,"AVE05385","N"
81314,102985,"Goods",668,,36,"Laser Rotary Cards, 3 inch x 5 inch, Packed 150 per Box","BX","",26.71,"AVE05386","N"
81314,102986,"Goods",669,,36,"Laminated Rotary Cards, 8-1/2 inch x 11 inch","BX","",18.99,"AVE05364","N"
81314,102987,"Goods",670,,36,"Note Holder, Aluminum, 2 foot","EA","",16.95,"AVT02000","N"
81314,102988,"Goods",671,,36,"Note Holder, Aluminum, 3 foot","EA","",24.95,"AVT02005","N"
81314,102989,"Goods",672,,36,"Personal Size Grip-A-Strip Display Rail, Satin, 9 inch","EA","",7.95,"AVT01500","N"
81314,102990,"Goods",673,,36,"Personal Size Display Rail, Satin Finish, 12 inch","EA","",9.95,"AVT01025","N"
81314,102991,"Goods",674,,36,"Personal Size Grip-A-Strip Display Rail, 48 inch, Satin","EA","",29.95,"AVT02010","N"
81314,102992,"Goods",675,,36,"Personal Size Grip-A-Strip Display Rail, 96 inch, Satin","EA","",54.95,"AVT02015","N"
81314,102993,"Goods",676,,36,"Business Card, Inkjet, White, 2 x 3-1/2","EA","",45.21,"AVE08471","N"
81314,102994,"Goods",677,,36,"Folding Table, Walnut/Brown, 30 inch x 96 inch","EA","",132,"BVS16822","N"
81314,102995,"Goods",678,,36,"Folding Table, Walnut/Brown, 36 inch x 72 inch","EA","",139,"BVS18020","N"
81314,102996,"Goods",679,,36,"Folding Table, Walnut/Brown, 30 inch x 60 inch","EA","",108,"BVS17174","N"
81314,102997,"Goods",680,,36,"Folding Table, Light Gray/Light Gray, 30 inch x 96 inch","EA","",132,"BVS47126","N"
81314,102998,"Goods",681,,36,"Folding Table, Light Gray/Light Gray, 30 inch x 72 inch","EA","",112,"BVS47125","N"
81314,102999,"Goods",682,,36,"Folding Table, Light Gray/Light Gray, 30 inch x 60 inch","EA","",108,"BVS47124","N"
81314,103000,"Goods",683,,36,"Folding Table, Walnut/Brown, 36 inch x 26 inch","EA","",125,"BVS17084","N"
81314,103001,"Goods",684,,36,"Folding Table, Walnut/Brown, 24 inch x 48 inch","EA","",108,"BVS16821","N"
81314,103002,"Goods",685,,36,"Folding Table, Walnut/Brown, 36 inch x 96 inch","EA","",168,"BVS16823","N"
81314,103003,"Goods",686,,36,"DEC Laser 3200 Printer Photoreceptor","EA","",319.99,"DEC10011","N"
81314,103004,"Goods",687,,36,"Ribbon for Time Clock, ACP175 and ATT310","EA","",15.63,"ACP04775","N"
81314,103005,"Goods",688,,36,"Acroprint Model 175TR Time Recorder","EA","",399,"ACP04175","N"
81314,103006,"Goods",689,,36,"Electric Print Time Recorder, Day of Week, 0 to 23 Hours, Decimal Hundredths of Hours","EA","",385,"ACP15030","N"
81314,103007,"Goods",690,,36,"Electric Print Time Recorder","EA","",385,"ACP15010","N"
81314,103008,"Goods",691,,36,"Electric Print Time Recorder, Month, Date, Hour and Minutes","EA","",390,"ACP15050","N"
81314,103009,"Goods",692,,36,"Time Q Plus Badge Time and Attendance System","EA","",795,"ACP50555","N"
81314,103010,"Goods",693,,36,"ETC Heavy-Duty Electric Time Stamp with Digital Display","EA","",499,"ACP31110","N"
81314,103011,"Goods",694,,36,"ETC Heavy-Duty Electric Time Stamp without Digital Display","EA","",435.76,"ACP32220","N"
81314,103012,"Goods",695,,36,"Time Recorder, ATT 310 Totalizing","EA","",599,"ACP03100","N"
81314,103013,"Goods",696,,36,"Manual Time Recorder MD12 HeightM","EA","",320,"ACP12050","N"
81314,103014,"Goods",697,,36,"Manual Time Recorder","EA","",315,"ACP12010","N"
81314,103015,"Goods",698,,36,"Digital LN03 Printer Toner Kit, 6000 Pages","Kit","",65,"DEC10152","N"
81314,103016,"Goods",699,,36,"Magnetic Tape, 1/2 inch x 10 feet","ROLL","",5.95,"BAU66010","N"
81314,103017,"Goods",700,,36,"Magnetic Tape, 1 inch x 100 feet","ROLL","",94.95,"BAU66100","N"
81314,103018,"Goods",701,,36,"Fastener, 2 Piece, Complete, 3-1/2 inch, 4-1/4CC","EA","",14.49,"ACC70424","N"
81314,103019,"Goods",702,,36,"Fastener, 2 Piece, Complete, 3-1/2 inch, 2.75CC","EA","",11.39,"ACC70324","N"
81314,103020,"Goods",703,,36,"Verse Different Height Panel Connector, Gray","EA","",17,"BPI01145","N"
81314,103021,"Goods",704,,36,"Verse Different Height 2 Panel Connector, Gray","EA","",22,"BPI00168","N"
81314,103022,"Goods",705,,36,"Pressboard Wirebound Notebook, 3 Hole Punched, Wide Ruled, Five Subject","EA","",4.49,"AVE31983","N"
81314,103023,"Goods",706,,36,"Porta Desk Top-Opening Wirebound Notebook, Letter, College","EA","",5.09,"AVE31186","N"
81314,103024,"Goods",707,,36,"AC Adapter for P-Touch Labeler","EA","",24.99,"BRT05425","N"
81314,103025,"Goods",708,,36,"AC Adapter for P-Touch Labeler","EA","",24.95,"BRT05168","N"
81314,103026,"Goods",709,,36,"Windex Glass Cleaner Aerosol Can, 20 ounce","EA","",4,"DRA90129","N"
81314,103027,"Goods",710,,36,"Windex Glass Cleaner, 1 gallon Refill","EA","",12.27,"DRA90940","N"
81314,103028,"Goods",711,,36,"Windex Glass Cleaner, 32 ounce Non-Aerosol Trigger Bottle","EA","",5.21,"DRA90135","N"
81314,103029,"Goods",712,,36,"Cold Pack","EA","",2.75,"ACM51013","N"
81314,103030,"Goods",713,,36,"Stop-Step 4-Step Ladder with Right Handrail, 27 inch Top Step, 23-3/4 inch x 33-1/2 inch x 40-3/4 inch","EA","",643,"CRA14122","N"
81314,103031,"Goods",714,,36,"Folding Platform Ladder, 19 inch x 29 inch x 32-3/4 inch","EA","",268,"CRA11302","N"
81314,103032,"Goods",715,,36,"Top Punched Analysis Pad, 6 Columns, 8-1/2 inch x 14 inch","EA","",7.25,"AVE45806","N"
81314,103033,"Goods",716,,36,"Verse Panel Wall Mount Bracket, Gray","EA","",21,"BPI00080","N"
81314,103034,"Goods",717,,36,"Verse Panel to Worksurface Support Bracket","EA","",14,"BPI00138","N"
81314,103035,"Goods",718,,36,"Jumbo Ballpoint and Selectip Refill, Fine, Blue","EA","",4,"CRO01609","N"
81314,103036,"Goods",719,,36,"Ball Pen Refill, Medium Point, Black","EA","",2.75,"CRO08513","N"
81314,103037,"Goods",720,,36,"Cross Ball Pen Refill, Medium Point, Blue","EA","",2.75,"CRO08511","N"
81314,103038,"Goods",721,,36,"Cross Ball Pen Refill, Fine Point, Black","EA","",2.75,"CRO08514","N"
81314,103039,"Goods",722,,36,"Cross Ball Pen Refill, Fine Point, Blue","EA","",2.75,"CRO08512","N"
81314,103040,"Goods",723,,36,"Cross Selectip Porous Point Pen Refill, Fine, Black","EA","",2.8,"CRO08444","N"
81314,103041,"Goods",724,,36,"Cross Selectip Porous Point Pen Refill, Medium, Black","EA","",2.8,"CRO08443","N"
81314,103042,"Goods",725,,36,"Selectip Rollerball Pen Refill, Fine Point, Black","EA","",3.3,"CRO08523","N"
81314,103043,"Goods",726,,36,"Selectip Rollerball Pen Refill, Fine Point, Blue","EA","",3.3,"CRO08521","N"
81314,103044,"Goods",727,,36,"Jumbo Ballpoint and Selectip Refill, Fine, Black","EA","",4,"CRO01607","N"
81314,103045,"Goods",728,,36,"Jumbo Ballpoint and Selectip Refill, Medium, Blue","EA","",4,"CRO01608","N"
81314,103046,"Goods",729,,36,"Jumbo Ballpoint and Selectip Refill, Medium, Black","EA","",4,"CRO01606","N"
81314,103047,"Goods",730,,36,"Document Marker Refill, Yellow","EA","",3,"CRO01059","N"
81314,103048,"Goods",731,,36,"Selectip Porous Point Pen Refill, Fine, Blue","EA","",2.8,"CRO08442","N"
81314,103049,"Goods",732,,36,"Industrial Support Belt, Small, 28 inch to 32 inch, Black","EA","",42.95,"CHE00191","N"
81314,103050,"Goods",733,,36,"Industrial Support Belt, Medium, 33 inch to 38 inch, Black","EA","",42.95,"CHE00192","N"
81314,103051,"Goods",734,,36,"Industrial Support Belt, Large, 39 inch to 44 inch, Black","EA","",42.95,"CHE00193","N"
81314,103052,"Goods",735,,36,"Industrial Support Belt, X Large, 45 inch to 49 inch, Black","EA","",42.95,"CHE00194","N"
81314,103053,"Goods",736,,36,"Gray Cloth Index Tab Strips, 6 inch x 7/8 inch","PACK","",4.05,"AVE59108","N"
81314,103054,"Goods",737,,36,"Gray Cloth Index Tabs, Round","PACK","",2.93,"AVE59112","N"
81314,103055,"Goods",738,,36,"Gray Cloth Index Tabs, 7/16 inch x 13/16 inch","PACK","",2.93,"AVE59105","N"
81314,103056,"Goods",739,,36,"White Paper Index Tabs, Round","PACK","",2.83,"AVE59102","N"
81314,103057,"Goods",740,,36,"Laserable Self-Adhesive Index Tabs, 1-1/2 inch, Clear","PACK","",5.35,"AVE16230","N"
81314,103058,"Goods",741,,36,"Tabbing Strips, 1/2 inch, Clear","BX","",2.13,"AVE16101","N"
81314,103059,"Goods",742,,36,"Tabbing Strips, 1/3 inch, Clear","BX","",2.13,"AVE16120","N"
81314,103060,"Goods",743,,36,"Laserable Self-Adhesive Index Tabs, 2 inch, Clear","PACK","",6.75,"AVE16241","N"
81314,103061,"Goods",744,,36,"Laserable Self-Adhesive Index Tabs, 1 inch, Clear","PACK","",3.83,"AVE16221","N"
81314,103062,"Goods",745,,36,"Gray Cloth Index Tabs, 1 inch x 13/16 inch","PACK","",3.63,"AVE59106","N"
81314,103063,"Goods",746,,36,"Avery Swiftabs, 1-1/2 inch Write-On/Type-On Adhesive Plastic Tabs, Red","PACK","",2.95,"AVE22207","N"
81314,103064,"Goods",747,,36,"Avery Swiftabs, 1-1/2 inch Write-On/Type-On Adhesive Plastic Tabs, Blue","PACK","",2.95,"AVE22208","N"
81314,103065,"Goods",748,,36,"Avery Swiftabs, 1-1/2 inch Write-On/Type-On Adhesive Plastic Tabs, White","PACK","",2.95,"AVE22211","N"
81314,103066,"Goods",749,,36,"Fine Line Pen, Green, Point 88","EA","",0.95,"AVE48705","N"
81314,103067,"Goods",750,,36,"Fine Line Pen, Lilac, Point 88","EA","",0.95,"AVE48716","N"
81314,103068,"Goods",751,,36,"Fine Line Pen, Pink, Point 88","EA","",0.95,"AVE48714","N"
81314,103069,"Goods",752,,36,"Sensor Cushion Tip Pen, Fine, Black","EA","",1.39,"AVE49298","N"
81314,103070,"Goods",753,,36,"Sensor Cushion Tip Pen, Fine, Red","EA","",1.39,"AVE49297","N"
81314,103071,"Goods",754,,36,"Sensor Cushion Tip Pen, Fine, Blue","EA","",1.39,"AVE49296","N"
81314,103072,"Goods",755,,36,"Chisel Tip Dry Erase Marker, Green","EA","",2.19,"AVE29895","N"
81314,103073,"Goods",756,,36,"Chisel Tip Dry Erase Marker, Purple","EA","",2.19,"AVE29894","N"
81314,103074,"Goods",757,,36,"Chisel Tip Dry Erase Marker, Black","EA","",2.19,"AVE29898","N"
81314,103075,"Goods",758,,36,"Chisel Tip Dry Erase 4-Color Marker Set","SET","",8.89,"AVE29849","N"
81314,103076,"Goods",759,,36,"Dry Erase Marker, Chisel Point, Green","EA","",1.65,"AVE24405","N"
81314,103077,"Goods",760,,36,"Marks-A-Lot Whiteboard Marker","SET","",5.44,"AVE24459","N"
81314,103078,"Goods",761,,36,"Marks-A-Lot Whiteboard Marker, Green","EA","",1.36,"AVE24455","N"
81314,103079,"Goods",762,,36,"Marks-A-Lot Whiteboard Marker, Blue","EA","",1.36,"AVE24456","N"
