RECORD_TYPE:INVOICE_PAYMENTS,PAYMENT_ID,INVOICE_ID,PAY_METHOD,PAYMENT_TYPE,PAYMENT_DATE,DISCOUNT_LOST,DISCOUNT_TAKEN,BASE_AMOUNT,CURRENCY_CODE,CURRENCY_AMOUNT,EXCHANGE_RATE,CURRENCY_RATE_TYPE,EXCHANGE_RATE_DATE,PAYMENT_REF,PAYMENT_BATCH_REF,BANK_ACCOUNT_ID,BANK_ACCOUNT_NAME,PAYMENT_STATUS,CLEARING_DATE,DOCUMENT_TYPE,REMIT_TO_SUPPLIER_ID
INVOICE_PAYMENTS,147730,190215,AUTO,EFT,30-Nov-14,0,0,22180,USD,22180,,Corporate,30-Nov-07,5833,071130eft-204,10010,BofA-204,RECONCILED,30-Nov-14,,9
INVOICE_PAYMENTS,148167,190870,AUTO,CHECK,4-Dec-14,0,0,105130,USD,339190,,Corporate,4-Dec-07,6165,071204chk-204,14006,Operating Account,RECONCILED,4-Dec-14,,209
INVOICE_PAYMENTS,148058,191355,AUTO,CHECK,7-Nov-13,0,0,396165,USD,396165,,Corporate,7-Nov-06,6136,061107chk-204,14006,Operating Account,RECONCILED,7-Nov-13,,147
INVOICE_PAYMENTS,150996,191464,AUTO,CHECK,29-Jan-15,0,0,111300,USD,333850,,Corporate,29-Jan-08,6237,080129chk-204,14006,Operating Account,RECONCILED,29-Jan-15,,415
INVOICE_PAYMENTS,148083,191361,AUTO,CHECK,3-Jul-14,0,0,396165,USD,396165,,Corporate,3-Jul-07,6145,070703chk-204,14006,Operating Account,RECONCILED,3-Jul-14,,147
INVOICE_PAYMENTS,148131,191364,AUTO,CHECK,9-Oct-14,0,0,396165,USD,396165,,Corporate,9-Oct-07,6158,071009chk-204,14006,Operating Account,RECONCILED,9-Oct-14,,147
INVOICE_PAYMENTS,148056,191316,AUTO,EFT,5-Oct-13,0,0,873,USD,873,,Corporate,5-Oct-06,5933,061005eft-204,14006,Operating Account,RECONCILED,5-Oct-13,,9
INVOICE_PAYMENTS,148066,191317,AUTO,EFT,7-Dec-13,0,0,798720,USD,798720,,Corporate,7-Dec-06,5941,061207eft-204,14006,Operating Account,RECONCILED,7-Dec-13,,11
INVOICE_PAYMENTS,149752,193370,AUTO,CHECK,8-Jan-15,0,0,20580,USD,20580,,Corporate,8-Jan-08,6184,080108chk-204,14006,Operating Account,RECONCILED,8-Jan-15,,5
INVOICE_PAYMENTS,149760,193377,AUTO,CHECK,8-Jan-15,0,0,105130,USD,315390,,Corporate,8-Jan-08,6191,080108chk-204,14006,Operating Account,RECONCILED,8-Jan-15,,209
INVOICE_PAYMENTS,149761,193378,AUTO,CHECK,8-Jan-15,0,0,105130,USD,315390,,Corporate,8-Jan-08,6191,080108chk-204,14006,Operating Account,RECONCILED,8-Jan-15,,209
INVOICE_PAYMENTS,149762,193379,AUTO,CHECK,8-Jan-15,0,0,105130,USD,315390,,Corporate,8-Jan-08,6191,080108chk-204,14006,Operating Account,RECONCILED,8-Jan-15,,209
INVOICE_PAYMENTS,150975,193391,AUTO,CHECK,29-Jan-15,0,0,81500,USD,117311.5,,Corporate,29-Jan-08,6222,080129chk-204,14006,Operating Account,RECONCILED,29-Jan-15,,21
INVOICE_PAYMENTS,149748,194059,AUTO,CHECK,8-Jan-15,0,0,18500,USD,471160,,Corporate,8-Jan-08,6182,080108chk-204,14006,Operating Account,RECONCILED,8-Jan-15,,21
INVOICE_PAYMENTS,170503,194851,AUTO,CHECK,17-Feb-16,0,0,166950,USD,941160,,Corporate,17-Feb-09,6746,090217chk-204,14006,Operating Account,NEGOTIABLE,,,415
INVOICE_PAYMENTS,150689,196224,AUTO,EFT,24-Jan-15,0,0,27374.56,USD,27374.56,,Corporate,24-Jan-08,6561,080124eft-204,14006,Operating Account,RECONCILED,24-Jan-15,,9
INVOICE_PAYMENTS,150310,195553,AUTO,EFT,17-Jan-15,0,0,27374.56,USD,54749.12,,Corporate,17-Jan-08,6486,080117eft-204,14006,Operating Account,RECONCILED,17-Jan-15,,9
INVOICE_PAYMENTS,150311,195554,AUTO,EFT,17-Jan-15,0,0,27374.56,USD,54749.12,,Corporate,17-Jan-08,6486,080117eft-204,14006,Operating Account,RECONCILED,17-Jan-15,,9
INVOICE_PAYMENTS,170496,195558,AUTO,CHECK,17-Feb-16,0,0,65262.76,USD,526366.1,,Corporate,17-Feb-09,6745,090217chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,155649,196549,AUTO,CHECK,3-Jun-15,0,0,50000,USD,50000,,Corporate,3-Jun-08,6361,080603chk-204,14006,Operating Account,RECONCILED,3-Jun-15,,803
INVOICE_PAYMENTS,150988,196527,AUTO,CHECK,29-Jan-15,0,0,57461.6,USD,57461.6,,Corporate,29-Jan-08,6233,080129chk-204,14006,Operating Account,RECONCILED,29-Jan-15,,4
INVOICE_PAYMENTS,170499,198061,AUTO,CHECK,17-Feb-16,0,0,66684.1,USD,526366.1,,Corporate,17-Feb-09,6745,090217chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,170483,198467,AUTO,CHECK,17-Feb-16,0,0,58720.2,USD,452835.6,,Corporate,17-Feb-09,6743,090217chk-204,14006,Operating Account,NEGOTIABLE,,,4
INVOICE_PAYMENTS,170528,200333,AUTO,CHECK,17-Feb-16,34.58,0,1848.31,USD,3664.55,,Corporate,17-Feb-09,6752,090217chk-204,14006,Operating Account,NEGOTIABLE,,,1178
INVOICE_PAYMENTS,154206,200881,AUTO,EFT,1-May-15,0,0,534.9,USD,3836.56,,Corporate,1-May-08,7456,080501eft-204,14006,Operating Account,RECONCILED,1-May-15,,557
INVOICE_PAYMENTS,154396,202422,AUTO,CHECK,6-May-15,0,0,104623.03,USD,221122.65,,Corporate,6-May-08,6323,080506chk-204,14006,Operating Account,RECONCILED,6-May-15,,21
INVOICE_PAYMENTS,155143,202556,AUTO,CHECK,20-May-15,0,0,503309.63,USD,503309.63,,Corporate,20-May-08,6353,080520chk-204,14006,Operating Account,RECONCILED,20-May-15,,147
INVOICE_PAYMENTS,152532,202991,AUTO,CHECK,8-Apr-15,0,0,4735.67,USD,4735.67,,Corporate,8-Apr-08,6272,080408chk-204,14006,Operating Account,RECONCILED,8-Apr-15,,22
INVOICE_PAYMENTS,154409,202992,AUTO,CHECK,6-May-15,0,0,68843.26,USD,130720.82,,Corporate,6-May-08,6331,080506chk-204,14006,Operating Account,RECONCILED,6-May-15,,6
INVOICE_PAYMENTS,154404,204955,AUTO,CHECK,6-May-15,0,0,60618.96,USD,120174.62,,Corporate,6-May-08,6328,080506chk-204,14006,Operating Account,RECONCILED,6-May-15,,4
INVOICE_PAYMENTS,156388,205658,AUTO,CHECK,17-Jun-15,0,0,39314.98,USD,39314.98,,Corporate,17-Jun-08,6385,080617chk-204,14006,Operating Account,RECONCILED,17-Jun-15,,147
INVOICE_PAYMENTS,155903,205908,AUTO,EFT,5-Jun-15,0,0,898.38,USD,56331.04,,Corporate,5-Jun-08,7945,080605eft-204,14006,Operating Account,RECONCILED,5-Jun-15,,9
INVOICE_PAYMENTS,154967,206454,AUTO,EFT,15-May-15,0,0,28372.76,USD,29379.64,,Corporate,15-May-08,7674,080515eft-204,14006,Operating Account,RECONCILED,15-May-15,,9
INVOICE_PAYMENTS,157390,206753,AUTO,EFT,3-Jul-15,0,0,3269.1,USD,3798.58,,Corporate,3-Jul-08,8320,080703eft-204,14006,Operating Account,RECONCILED,3-Jul-15,,557
INVOICE_PAYMENTS,158776,208043,AUTO,CHECK,22-Jul-15,0,0,503309.63,USD,503309.63,,Corporate,22-Jul-08,6448,080722chk-204,14006,Operating Account,RECONCILED,22-Jul-15,,147
INVOICE_PAYMENTS,157169,207850,AUTO,CHECK,1-Jul-15,0,0,67638.9,USD,67638.9,,Corporate,1-Jul-08,6399,080701chk-204,14006,Operating Account,RECONCILED,1-Jul-15,,6
INVOICE_PAYMENTS,155668,208285,ONE-OFF,CHECK,3-Jun-15,34.58,0,1848.31,USD,1848.31,,Corporate,,6367,Quick Payment: ID=76429,,BofA-204,RECONCILED,3-Jun-15,,1178
INVOICE_PAYMENTS,159314,208733,AUTO,CHECK,29-Jul-15,0,0,40365.26,USD,40365.26,,Corporate,29-Jul-08,6457,080729chk-204,14006,Operating Account,RECONCILED,29-Jul-15,,147
INVOICE_PAYMENTS,156043,208740,AUTO,CHECK,10-Jun-15,0,0,142786,USD,142786,,Corporate,10-Jun-08,6375,080610chk-204,14006,Operating Account,RECONCILED,10-Jun-15,,209
INVOICE_PAYMENTS,157168,211285,AUTO,CHECK,1-Jul-15,0,0,59024,USD,59024,,Corporate,1-Jul-08,6398,080701chk-204,14006,Operating Account,RECONCILED,1-Jul-15,,4
INVOICE_PAYMENTS,170267,212998,AUTO,CHECK,12-Aug-15,0,0,67031.3,USD,67031.3,,Corporate,12-Aug-08,10005,080812chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,158775,214078,AUTO,CHECK,22-Jul-15,0,0,59024,USD,59024,,Corporate,22-Jul-08,6447,080722chk-204,14006,Operating Account,RECONCILED,22-Jul-15,,4
INVOICE_PAYMENTS,159031,214462,AUTO,EFT,24-Jul-15,0,0,28112.36,USD,28112.36,,Corporate,24-Jul-08,8721,080724eft-204,14006,Operating Account,RECONCILED,24-Jul-15,,9
INVOICE_PAYMENTS,170265,215831,AUTO,CHECK,12-Aug-15,0,0,151042.86,USD,151042.86,,Corporate,12-Aug-08,10003,080812chk-204,14006,Operating Account,NEGOTIABLE,,,209
INVOICE_PAYMENTS,159717,215493,AUTO,EFT,7-Aug-15,0,0,28622.3,USD,28622.3,,Corporate,7-Aug-08,8917,080807eft-204,14006,Operating Account,RECONCILED,7-Aug-15,,9
INVOICE_PAYMENTS,163114,216203,AUTO,EFT,2-Oct-15,0,0,2831.86,USD,9603.34,,Corporate,2-Oct-08,9589,081002eft-204,14006,Operating Account,RECONCILED,2-Oct-15,,557
INVOICE_PAYMENTS,161955,216208,AUTO,CHECK,16-Sep-15,0,0,115355.79,USD,115355.79,,Corporate,16-Sep-08,6505,080916chk-204,14006,Operating Account,RECONCILED,16-Sep-15,,21
INVOICE_PAYMENTS,160709,216639,AUTO,EFT,28-Aug-15,0,0,28622.3,USD,58222.18,,Corporate,28-Aug-08,9141,080828eft-204,14006,Operating Account,RECONCILED,28-Aug-15,,9
INVOICE_PAYMENTS,160907,217691,AUTO,CHECK,2-Sep-15,0,0,151444.3,USD,151444.3,,Corporate,2-Sep-08,6488,080902chk-204,14006,Operating Account,RECONCILED,2-Sep-15,,209
INVOICE_PAYMENTS,161316,218504,AUTO,CHECK,9-Sep-15,0,0,151444.3,USD,151444.3,,Corporate,9-Sep-08,6498,080909chk-204,14006,Operating Account,RECONCILED,9-Sep-15,,209
INVOICE_PAYMENTS,161956,219703,AUTO,CHECK,16-Sep-15,0,0,151444.3,USD,151444.3,,Corporate,16-Sep-08,6506,080916chk-204,14006,Operating Account,RECONCILED,16-Sep-15,,209
INVOICE_PAYMENTS,162574,220972,AUTO,EFT,25-Sep-15,0,0,28698.26,USD,28698.26,,Corporate,25-Sep-08,9495,080925eft-204,14006,Operating Account,RECONCILED,25-Sep-15,,9
INVOICE_PAYMENTS,165036,225886,AUTO,CHECK,28-Oct-15,0,0,17251.54,USD,153907.7,,Corporate,28-Oct-08,6562,081028chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,165059,225897,AUTO,CHECK,28-Oct-15,0,0,55991,USD,476398,,Corporate,28-Oct-08,6568,081028chk-204,14006,Operating Account,NEGOTIABLE,,,3
INVOICE_PAYMENTS,165038,225906,AUTO,CHECK,28-Oct-15,0,0,17685.56,USD,153907.7,,Corporate,28-Oct-08,6562,081028chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,165064,225946,AUTO,CHECK,28-Oct-15,0,0,61685,USD,476398,,Corporate,28-Oct-08,6568,081028chk-204,14006,Operating Account,NEGOTIABLE,,,3
INVOICE_PAYMENTS,165043,225955,AUTO,CHECK,28-Oct-15,0,0,17577.04,USD,153907.7,,Corporate,28-Oct-08,6562,081028chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,167817,226992,AUTO,CHECK,16-Dec-15,0,0,64532,USD,64532,,Corporate,16-Dec-08,6620,081216chk-204,14006,Operating Account,NEGOTIABLE,,,3
INVOICE_PAYMENTS,167825,227432,AUTO,CHECK,16-Dec-15,0,0,128898.02,USD,128898.02,,Corporate,16-Dec-08,6625,081216chk-204,14006,Operating Account,NEGOTIABLE,,,415
INVOICE_PAYMENTS,165946,228095,ONE-OFF,CHECK,7-Nov-15,46.78,0,2500.4,USD,2500.4,,Corporate,,6582,Quick Payment: ID=83178,,BofA-204,RECONCILED,7-Nov-15,,1178
INVOICE_PAYMENTS,167814,229635,AUTO,CHECK,16-Dec-15,0,0,114350.93,USD,228701.86,,Corporate,16-Dec-08,6618,081216chk-204,14006,Operating Account,NEGOTIABLE,,,21
INVOICE_PAYMENTS,168607,229634,AUTO,CHECK,30-Dec-15,0,0,79367.76,USD,396838.8,,Corporate,30-Dec-08,6656,081230chk-204,14006,Operating Account,NEGOTIABLE,,,415
INVOICE_PAYMENTS,167041,230764,AUTO,CHECK,2-Dec-15,0,156,4075.52,USD,16720.06,,Corporate,2-Dec-08,6603,081202chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,168603,231075,AUTO,CHECK,30-Dec-15,0,0,67628.06,USD,67628.06,,Corporate,30-Dec-08,6655,081230chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,167042,230956,AUTO,CHECK,2-Dec-15,0,46,1201.76,USD,16720.06,,Corporate,2-Dec-08,6603,081202chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,168796,231727,AUTO,CHECK,6-Jan-16,0,0,105692.03,USD,105692.03,,Corporate,6-Jan-09,6662,090106chk-204,14006,Operating Account,NEGOTIABLE,,,21
INVOICE_PAYMENTS,169485,233267,AUTO,CHECK,27-Jan-16,0,0,147017.5,USD,147017.5,,Corporate,27-Jan-09,6697,090127chk-204,14006,Operating Account,NEGOTIABLE,,,147
INVOICE_PAYMENTS,168032,234093,AUTO,EFT,18-Dec-15,0,0,26224.46,USD,26224.46,,Corporate,18-Dec-08,10656,081218eft-204,14006,Operating Account,NEGOTIABLE,,,9
INVOICE_PAYMENTS,168793,234404,AUTO,CHECK,6-Jan-16,0,142,3709.76,USD,15466.02,,Corporate,6-Jan-09,6661,090106chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,168795,234551,AUTO,CHECK,6-Jan-16,0,60,1567.5,USD,15466.02,,Corporate,6-Jan-09,6661,090106chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,169974,234567,AUTO,CHECK,10-Feb-16,0,0,25165.48,USD,161446.24,,Corporate,10-Feb-09,6737,090210chk-204,14006,Operating Account,NEGOTIABLE,,,147
INVOICE_PAYMENTS,170501,235243,AUTO,CHECK,17-Feb-16,0,0,76384,USD,941160,,Corporate,17-Feb-09,6746,090217chk-204,14006,Operating Account,NEGOTIABLE,,,415
INVOICE_PAYMENTS,169268,235244,AUTO,CHECK,20-Jan-16,0,0,144467.76,USD,144467.76,,Corporate,20-Jan-09,6687,090120chk-204,14006,Operating Account,NEGOTIABLE,,,209
INVOICE_PAYMENTS,169373,235245,AUTO,EFT,22-Jan-16,0,0,27374.56,USD,29291.76,,Corporate,22-Jan-09,11207,090122eft-204,14006,Operating Account,NEGOTIABLE,,,9
INVOICE_PAYMENTS,169977,235391,AUTO,CHECK,10-Feb-16,0,0,113274,USD,113274,,Corporate,10-Feb-09,6739,090210chk-204,14006,Operating Account,NEGOTIABLE,,,415
INVOICE_PAYMENTS,171067,235569,AUTO,CHECK,3-Mar-16,0,0,65262.76,USD,65262.76,,Corporate,3-Mar-09,6770,090303chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,171440,235568,AUTO,CHECK,10-Mar-16,0,0,58838,USD,58838,,Corporate,10-Mar-09,6791,090310chk-204,14006,Operating Account,NEGOTIABLE,,,3
INVOICE_PAYMENTS,171727,236389,AUTO,CHECK,17-Mar-16,0,0,66684.1,USD,66684.1,,Corporate,17-Mar-09,6804,090317chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,171062,236726,AUTO,CHECK,3-Mar-16,0,100,2612.5,USD,16615.54,,Corporate,3-Mar-09,6767,090303chk-204,14006,Operating Account,NEGOTIABLE,,,22
INVOICE_PAYMENTS,172883,236924,AUTO,CHECK,31-Mar-16,0,0,66684.1,USD,66684.1,,Corporate,31-Mar-09,6825,090331chk-204,14006,Operating Account,NEGOTIABLE,,,6
INVOICE_PAYMENTS,170954,236833,AUTO,EFT,26-Feb-16,0,0,27971.3,USD,27971.3,,Corporate,26-Feb-09,11753,090226eft-204,14006,Operating Account,NEGOTIABLE,,,9
INVOICE_PAYMENTS,138475,177200,ONE-OFF,CHECK,15-Jun-14,0,0,50000,USD,50000,,Corporate,,5882,Quick Payment: ID=67301,,BofA-204,RECONCILED,15-Jun-14,,16148
INVOICE_PAYMENTS,125265,152927,AUTO,EFT,5-Jul-13,0,0,22510,USD,23360,,,5-Jul-06,9629,060705eft,10001,BofA,RECONCILED,5-Jul-13,,9
INVOICE_PAYMENTS,127863,153134,AUTO,CHECK,25-Aug-13,0,0,566800,USD,566800,,Corporate,25-Aug-06,5317,060825chk-204,10010,BofA-204,RECONCILED,25-Aug-13,CHECK PAY,415
INVOICE_PAYMENTS,127865,153396,AUTO,CHECK,25-Aug-13,0,0,34669,USD,166169,,Corporate,25-Aug-06,5315,060825chk-204,10010,BofA-204,RECONCILED,25-Aug-13,CHECK PAY,147
INVOICE_PAYMENTS,126180,153976,AUTO,CHECK,14-Jul-13,0,0,4941.75,USD,1768601.77,,,14-Jul-06,5202,060714chk,10001,BofA,RECONCILED,14-Jul-13,,21
INVOICE_PAYMENTS,126183,153938,AUTO,CHECK,14-Jul-13,0,0,2016.62,USD,1768601.77,,,14-Jul-06,5202,060714chk,10001,BofA,RECONCILED,14-Jul-13,,21
INVOICE_PAYMENTS,127681,154118,AUTO,CHECK,18-Aug-13,0,0,53660,USD,160980,,Corporate,18-Aug-06,5301,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,6
INVOICE_PAYMENTS,126518,153848,AUTO,CHECK,21-Jul-13,0,13.27,318.43,USD,151206.57,,,21-Jul-06,5243,060721chk,10001,BofA,RECONCILED,21-Jul-13,,22
INVOICE_PAYMENTS,127150,153851,AUTO,CHECK,4-Aug-13,0,1.33,65.32,USD,108057.11,,,4-Aug-06,5258,060804chk,10001,BofA,RECONCILED,4-Aug-13,,5
INVOICE_PAYMENTS,127938,153895,AUTO,CHECK,1-Sep-13,0,0,58935.8,USD,649711.33,,Corporate,1-Sep-06,5329,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,126149,153868,AUTO,CHECK,14-Jul-13,0,0,7200,USD,1768601.77,,,14-Jul-06,5202,060714chk,10001,BofA,RECONCILED,14-Jul-13,,21
INVOICE_PAYMENTS,127911,153884,AUTO,EFT,1-Sep-13,0,0.45,22.05,USD,832239.58,,Corporate,1-Sep-06,129,060901eft-204,10010,BofA-204,RECONCILED,1-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,126565,153897,AUTO,CHECK,21-Jul-13,0,80.51,1932.23,USD,151206.57,,,21-Jul-06,5243,060721chk,10001,BofA,RECONCILED,21-Jul-13,,22
INVOICE_PAYMENTS,127212,153932,AUTO,CHECK,4-Aug-13,0,273.84,13417.92,USD,108057.11,,,4-Aug-06,5258,060804chk,10001,BofA,RECONCILED,4-Aug-13,,5
INVOICE_PAYMENTS,127948,153937,AUTO,CHECK,1-Sep-13,0,0,599250,USD,2182065.15,,Corporate,1-Sep-06,5318,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,1718
INVOICE_PAYMENTS,126140,153836,AUTO,CHECK,14-Jul-13,0,0,2170.7,USD,1768601.77,,,14-Jul-06,5202,060714chk,10001,BofA,RECONCILED,14-Jul-13,,21
INVOICE_PAYMENTS,127169,153853,AUTO,CHECK,4-Aug-13,0,417.93,20478.67,USD,108057.11,,,4-Aug-06,5258,060804chk,10001,BofA,RECONCILED,4-Aug-13,,5
INVOICE_PAYMENTS,126568,153900,AUTO,CHECK,21-Jul-13,0,243.36,5840.68,USD,151206.57,,,21-Jul-06,5243,060721chk,10001,BofA,RECONCILED,21-Jul-13,,22
INVOICE_PAYMENTS,127951,153959,AUTO,CHECK,1-Sep-13,0,0,17859.05,USD,649711.33,,Corporate,1-Sep-06,5329,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,127953,153968,AUTO,CHECK,1-Sep-13,0,0,682125,USD,2182065.15,,Corporate,1-Sep-06,5318,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,1718
INVOICE_PAYMENTS,127954,153977,AUTO,CHECK,1-Sep-13,0,0,9562.5,USD,2182065.15,,Corporate,1-Sep-06,5318,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,1718
INVOICE_PAYMENTS,127947,153936,AUTO,CHECK,1-Sep-13,0,0,425737.8,USD,2182065.15,,Corporate,1-Sep-06,5318,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,1718
INVOICE_PAYMENTS,126584,154354,AUTO,CHECK,21-Jul-13,0,0,8793.66,USD,788577.86,,,21-Jul-06,5235,060721chk,10001,BofA,RECONCILED,21-Jul-13,,21
INVOICE_PAYMENTS,126613,154360,AUTO,CHECK,21-Jul-13,0,0,5317.7,USD,788577.86,,,21-Jul-06,5235,060721chk,10001,BofA,RECONCILED,21-Jul-13,,21
INVOICE_PAYMENTS,128029,154392,AUTO,CHECK,8-Sep-13,0,0,411.25,USD,108164.22,,Corporate,8-Sep-06,5332,060908chk-204,10010,BofA-204,RECONCILED,8-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,126596,154416,AUTO,CHECK,21-Jul-13,0,0,118768.3,USD,788577.86,,,21-Jul-06,5235,060721chk,10001,BofA,RECONCILED,21-Jul-13,,21
INVOICE_PAYMENTS,128010,154425,AUTO,EFT,8-Sep-13,0,178.63,8752.82,USD,224493.74,,Corporate,8-Sep-06,143,060908eft-204,10010,BofA-204,RECONCILED,8-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,128013,154460,AUTO,EFT,8-Sep-13,0,58.18,2851.02,USD,224493.74,,Corporate,8-Sep-06,143,060908eft-204,10010,BofA-204,RECONCILED,8-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,127722,154433,AUTO,CHECK,18-Aug-13,0,23.54,564.96,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,128042,154453,AUTO,CHECK,8-Sep-13,0,0,237912.3,USD,1105775.85,,Corporate,8-Sep-06,5336,060908chk-204,10010,BofA-204,RECONCILED,8-Sep-13,CHECK PAY,1718
INVOICE_PAYMENTS,128022,154368,AUTO,CHECK,8-Sep-13,0,0,170.9,USD,108164.22,,Corporate,8-Sep-06,5332,060908chk-204,10010,BofA-204,RECONCILED,8-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,128024,154370,AUTO,CHECK,8-Sep-13,0,0,256.4,USD,108164.22,,Corporate,8-Sep-06,5332,060908chk-204,10010,BofA-204,RECONCILED,8-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,127686,154333,AUTO,CHECK,18-Aug-13,0,174.25,8538.25,USD,80386.43,,Corporate,18-Aug-06,5285,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,5
INVOICE_PAYMENTS,127688,154340,AUTO,CHECK,18-Aug-13,0,88.9,2133.58,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,127711,154388,AUTO,CHECK,18-Aug-13,0,121.02,5930.02,USD,80386.43,,Corporate,18-Aug-06,5285,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,5
INVOICE_PAYMENTS,127978,155131,AUTO,CHECK,1-Sep-13,0,3.69,180.99,USD,433903.86,,Corporate,1-Sep-06,5323,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,5
INVOICE_PAYMENTS,127980,155133,AUTO,CHECK,1-Sep-13,0,83.07,4070.61,USD,433903.86,,Corporate,1-Sep-06,5323,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,5
INVOICE_PAYMENTS,127172,155152,AUTO,CHECK,4-Aug-13,0,0,2780.5,USD,3726.7,,,4-Aug-06,5248,060804chk,10001,BofA,RECONCILED,4-Aug-13,,21
INVOICE_PAYMENTS,128077,155156,AUTO,EFT,15-Sep-13,0,1.25,61,USD,684902.18,,Corporate,15-Sep-06,153,060915eft-204,10010,BofA-204,RECONCILED,15-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,127740,154902,AUTO,CHECK,18-Aug-13,0,0,47250,USD,94120,,Corporate,18-Aug-06,5294,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,4
INVOICE_PAYMENTS,128079,154993,AUTO,CHECK,15-Sep-13,0,0,78872.85,USD,527799.98,,Corporate,15-Sep-06,5354,060915chk-204,10010,BofA-204,RECONCILED,15-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,127752,155008,AUTO,CHECK,18-Aug-13,0,0,22610.96,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,127199,155029,AUTO,CHECK,4-Aug-13,0,4024.45,96586.91,USD,456163.27,,,4-Aug-06,5253,060804chk,10001,BofA,RECONCILED,4-Aug-13,,22
INVOICE_PAYMENTS,127744,154989,AUTO,CHECK,18-Aug-13,0,0,15675,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,127968,155070,AUTO,CHECK,1-Sep-13,0,0.09,4.21,USD,433903.86,,Corporate,1-Sep-06,5323,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,5
INVOICE_PAYMENTS,127769,155077,AUTO,CHECK,18-Aug-13,0,0,1471.75,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,127757,155013,AUTO,CHECK,18-Aug-13,0,0,9079,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,127194,155030,AUTO,CHECK,4-Aug-13,0,745.39,17889.25,USD,456163.27,,,4-Aug-06,5253,060804chk,10001,BofA,RECONCILED,4-Aug-13,,22
INVOICE_PAYMENTS,127191,155031,AUTO,CHECK,4-Aug-13,0,894.32,21463.76,USD,456163.27,,,4-Aug-06,5253,060804chk,10001,BofA,RECONCILED,4-Aug-13,,22
INVOICE_PAYMENTS,127960,155038,AUTO,CHECK,1-Sep-13,0,2086.87,102256.65,USD,433903.86,,Corporate,1-Sep-06,5323,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,5
