RECORD_TYPE:PURCHASE_ORDER_RECEIPTS,RECEIPT_ID,SUPPLIER_ID,SUPPLIER_ADDRESS_ID,SUPPLIER_SHIPMENT_NUMBER,RECEIPT_REFERENCE,SHIP_TO_GEOGRAPHY_ID,BILL_OF_LADING,WAYBILL,PACK_SLIP_REFERENCE,FREIGHT_CODE,SCHEDULED_RECEIPT_DATE,RECEIVED_BY_PERSON_ID,RECEIPT_DATE,RECEIPT_DATE_1,RECEIPT_NOTES
PURCHASE_ORDER_RECEIPTS,3134117,557,1233,,8229,,,,,,7-Apr-07,25,10-Apr-07,10-Apr-14,
PURCHASE_ORDER_RECEIPTS,3134118,147,2033,,8230,,,,,,10-Apr-07,31,10-Apr-07,10-Apr-14,
PURCHASE_ORDER_RECEIPTS,3136095,22,2228,,9452,,,,,,13-Apr-07,384,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3136096,147,2229,,9453,,,,,,11-Apr-07,384,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124093,22,2199,,8800,,,,,,2-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124094,3,1594,,8801,,,,,,5-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124095,22,2199,,8802,,,,,,5-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124096,2,391,,8803,,,,,,5-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124098,2,,,8804,,,,,,6-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124099,22,2199,,8805,,,,,,6-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124100,2,,,8806,,,,,,6-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124101,22,2199,,8807,,,,,,6-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124102,3,1594,,8808,,,,,,6-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124103,2,,,8809,,,,,,4-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124104,22,2199,,8810,,,,,,4-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124105,3,1594,,8811,,,,,,4-Apr-07,1783,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3126094,21,627,,8352,,,,,,5-Apr-07,4758,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3126095,22,2236,,8353,,,,,,5-Apr-07,4758,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3126096,21,627,,8354,,,,,,5-Apr-07,4758,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3126097,147,628,,8355,,,,,,5-Apr-07,4758,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3127093,557,1233,,8226,,,,,,5-Apr-07,25,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3128095,22,,,11192,532,,,,,6-Apr-07,1715,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3128096,2,2222,,11193,532,,,,,10-Apr-07,1715,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3129101,22,2236,,8364,,,,,,6-Apr-07,4758,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130093,622,5129,,20597,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130094,557,5133,,20598,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130095,600,5107,,20599,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130096,6134,5300,,20600,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130097,7132,5319,,20601,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130098,7129,5315,,20602,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130099,6130,5295,,20603,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130100,6131,5296,,20604,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130101,7134,5323,,20605,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130102,6131,5296,,20606,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130103,6134,5300,,20607,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130104,6128,5293,,20608,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130105,7131,5318,,20609,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130106,7136,5325,,20610,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130111,660,5131,,20615,,,,,,,7878,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3136097,22,2228,,9454,,,,,,13-Apr-07,384,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3136098,21,,,9455,,,,,,11-Apr-07,384,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3136099,2,2233,,9456,,,,,,13-Apr-07,384,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3136100,22,,,11210,532,,,,,18-Apr-07,1715,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3136101,2,,,11211,532,,,,,13-Apr-07,1715,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3136102,22,,,11212,532,,,,,13-Apr-07,1715,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3107091,415,1087,,8218,,,,,,22-Mar-07,25,23-Mar-07,23-Mar-14,
PURCHASE_ORDER_RECEIPTS,3112093,537,1548,,4429,,,,,,27-Mar-07,1850,27-Mar-07,27-Mar-14,
PURCHASE_ORDER_RECEIPTS,3112095,22,2236,,8293,,,,,,27-Mar-07,4758,27-Mar-07,27-Mar-14,
PURCHASE_ORDER_RECEIPTS,3112096,537,1604,,8294,,,,,,27-Mar-07,4758,27-Mar-07,27-Mar-14,
PURCHASE_ORDER_RECEIPTS,3130114,147,411,,10078,535,,,,,9-Apr-07,1313,9-Apr-07,9-Apr-14,
PURCHASE_ORDER_RECEIPTS,3122093,209,,,79,23685,,,,,3-Apr-07,27627,3-Apr-07,3-Apr-14,
PURCHASE_ORDER_RECEIPTS,3122094,209,6569,,82,23684,,,,,3-Apr-07,27627,3-Apr-07,3-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130115,22,2228,,9435,,,,,,11-Apr-07,384,9-Apr-07,9-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130116,3,2227,,9436,,,,,,11-Apr-07,384,9-Apr-07,9-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130117,21,,,9437,,,,,,9-Apr-07,384,9-Apr-07,9-Apr-14,
PURCHASE_ORDER_RECEIPTS,3130118,2,2233,,9438,,,,,,11-Apr-07,384,9-Apr-07,9-Apr-14,
PURCHASE_ORDER_RECEIPTS,3134102,2,,,11206,532,,,,,10-Apr-07,1715,10-Apr-07,10-Apr-14,
PURCHASE_ORDER_RECEIPTS,3134103,21,2220,,11207,532,,,,,10-Apr-07,1715,10-Apr-07,10-Apr-14,
PURCHASE_ORDER_RECEIPTS,3136103,2,,,11213,532,,,,,13-Apr-07,1715,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3136104,21,2220,,11214,532,,,,,11-Apr-07,1715,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3139093,478,6574,,84,23705,,,,,11-Apr-07,27649,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3139094,478,6594,,85,23704,,,,,11-Apr-07,27646,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141110,22,2228,,9471,,,,,,12-Apr-07,384,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141111,3,2227,,9472,,,,,,12-Apr-07,384,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141112,21,2232,,9473,,,,,,12-Apr-07,384,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141113,2,,,11225,532,,,,,12-Apr-07,1715,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141114,21,2220,,11226,532,,,,,12-Apr-07,1715,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141115,334,801,,10086,535,,,,,12-Apr-07,1603,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141116,334,2328,,9474,,,,,,12-Apr-07,384,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141117,478,2327,,9475,,,,,,12-Apr-07,384,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3142094,2,2677,,4821,695,,,,,16-Apr-07,1851,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3142095,22,2236,,8379,,,,,,12-Apr-07,4758,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3142096,3,2235,,8380,,,,,,12-Apr-07,4758,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3142097,22,2236,,8381,,,,,,12-Apr-07,4758,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3143097,334,942,,8833,,,,,,12-Apr-07,1314,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144093,3,355,,10087,535,,,,,17-Apr-07,1313,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144094,22,2228,,9476,,,,,,17-Apr-07,384,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144095,3,2227,,9477,,,,,,17-Apr-07,384,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144096,21,2232,,9478,,,,,,13-Apr-07,384,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144097,2,,,11227,532,,,,,17-Apr-07,1715,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144098,21,2220,,11228,532,,,,,13-Apr-07,1715,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144099,22,2228,,9479,,,,,,13-Apr-07,384,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144100,3,2227,,9480,,,,,,13-Apr-07,384,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144101,21,,,9481,,,,,,13-Apr-07,384,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144102,22,2228,,9482,,,,,,13-Apr-07,384,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3116093,22,2698,,4432,,,,,,29-Mar-07,1850,29-Mar-07,29-Mar-14,
PURCHASE_ORDER_RECEIPTS,3123093,578,1275,,8222,,,,,,1-Apr-07,31,3-Apr-07,3-Apr-14,
PURCHASE_ORDER_RECEIPTS,3123094,415,1087,,8223,,,,,,3-Apr-07,31,3-Apr-07,3-Apr-14,
PURCHASE_ORDER_RECEIPTS,3123095,9,12,,8224,,,,,,3-Apr-07,25,3-Apr-07,3-Apr-14,
PURCHASE_ORDER_RECEIPTS,3123108,22,415,,10062,535,,,,,4-Apr-07,1313,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3123109,2,,,10063,535,,,,,4-Apr-07,1313,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3123111,22,415,,10064,535,,,,,4-Apr-07,1313,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3124097,147,2033,,8225,,,,,,4-Apr-07,25,4-Apr-07,4-Apr-14,
PURCHASE_ORDER_RECEIPTS,3127094,21,,,8812,,,,,,5-Apr-07,1783,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3127095,22,2199,,8813,,,,,,5-Apr-07,1783,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3127096,21,,,8814,,,,,,9-Apr-07,1783,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3127097,22,2199,,8815,,,,,,5-Apr-07,1783,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3127098,3,1594,,8816,,,,,,9-Apr-07,1783,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3127099,21,,,8817,,,,,,5-Apr-07,1783,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3127100,22,2199,,8818,,,,,,5-Apr-07,1783,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3128103,22,,,11194,532,,,,,6-Apr-07,1715,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3128104,3,2225,,11195,532,,,,,6-Apr-07,1715,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3129111,478,6574,,83,23705,,,,,6-Apr-07,27650,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3132095,22,2199,,8824,,,,,,9-Apr-07,1783,9-Apr-07,9-Apr-14,
PURCHASE_ORDER_RECEIPTS,3143093,22,2199,,8829,,,,,,12-Apr-07,1783,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3143094,3,1594,,8830,,,,,,16-Apr-07,1783,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3143095,21,,,8831,,,,,,12-Apr-07,1783,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3143096,2,391,,8832,,,,,,12-Apr-07,1783,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144103,21,,,11229,532,,,,,13-Apr-07,1715,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144104,22,,,11230,532,,,,,13-Apr-07,1715,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144105,3,2225,,11231,532,,,,,13-Apr-07,1715,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144106,1,,,10088,535,,,,,13-Apr-07,2079,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144107,21,2040,,10089,535,,,,,13-Apr-07,5741,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3144108,147,2226,,11232,532,,,,,13-Apr-07,1715,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3145093,2,2695,,4447,,,,,,17-Apr-07,1850,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3145094,22,2236,,8382,,,,,,13-Apr-07,4758,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3145095,21,627,,8383,,,,,,13-Apr-07,4758,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3145096,2,1866,,8384,,,,,,17-Apr-07,4758,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3145097,3,2235,,8385,,,,,,17-Apr-07,4758,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3145098,22,2236,,8386,,,,,,17-Apr-07,4758,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3145099,21,627,,8387,,,,,,17-Apr-07,4758,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3145100,22,2236,,8388,,,,,,13-Apr-07,4758,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3146093,557,1233,,8231,,,,,,13-Apr-07,25,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3146099,1,2502,,8839,,,,,,13-Apr-07,1314,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3147093,21,1969,,23600,,,,,,,57,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3108093,147,2229,,9398,,,,,,26-Mar-07,384,26-Mar-07,26-Mar-14,
PURCHASE_ORDER_RECEIPTS,3108094,22,2228,,9399,,,,,,28-Mar-07,384,26-Mar-07,26-Mar-14,
PURCHASE_ORDER_RECEIPTS,3108095,21,2232,,9400,,,,,,26-Mar-07,384,26-Mar-07,26-Mar-14,
PURCHASE_ORDER_RECEIPTS,3108096,2,2222,,11140,532,,,,,28-Mar-07,1715,26-Mar-07,26-Mar-14,
PURCHASE_ORDER_RECEIPTS,3108098,1,2326,,9402,,,,,,26-Mar-07,384,26-Mar-07,26-Mar-14,
PURCHASE_ORDER_RECEIPTS,3108099,478,2327,,9403,,,,,,26-Mar-07,384,26-Mar-07,26-Mar-14,
PURCHASE_ORDER_RECEIPTS,3110093,22,2199,,8798,,,,,,27-Mar-07,1783,27-Mar-07,27-Mar-14,
PURCHASE_ORDER_RECEIPTS,3110094,3,1594,,8799,,,,,,29-Mar-07,1783,27-Mar-07,27-Mar-14,
PURCHASE_ORDER_RECEIPTS,3114093,21,627,,8295,,,,,,28-Mar-07,4758,28-Mar-07,28-Mar-14,
PURCHASE_ORDER_RECEIPTS,3114094,147,628,,8296,,,,,,28-Mar-07,4758,28-Mar-07,28-Mar-14,
PURCHASE_ORDER_RECEIPTS,3114095,22,2236,,8297,,,,,,28-Mar-07,4758,28-Mar-07,28-Mar-14,
PURCHASE_ORDER_RECEIPTS,3115098,147,411,,10047,535,,,,,29-Mar-07,1313,29-Mar-07,29-Mar-14,
PURCHASE_ORDER_RECEIPTS,3125108,21,2040,,10073,535,,,,,5-Apr-07,1313,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3126093,22,2236,,8351,,,,,,9-Apr-07,4758,5-Apr-07,5-Apr-14,
PURCHASE_ORDER_RECEIPTS,3128097,22,2228,,9429,,,,,,6-Apr-07,384,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3128098,3,2227,,9430,,,,,,6-Apr-07,384,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3128099,22,2228,,9431,,,,,,6-Apr-07,384,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3128100,2,2233,,9432,,,,,,6-Apr-07,384,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3128101,21,,,9433,,,,,,6-Apr-07,384,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3128102,2,2233,,9434,,,,,,6-Apr-07,384,6-Apr-07,6-Apr-14,
PURCHASE_ORDER_RECEIPTS,3131103,1,1007,,4818,695,,,,,9-Apr-07,1874,9-Apr-07,9-Apr-14,
PURCHASE_ORDER_RECEIPTS,3131104,478,2686,,4819,695,,,,,9-Apr-07,1875,9-Apr-07,9-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141094,21,,,10082,535,,,,,12-Apr-07,1313,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141095,22,415,,10083,535,,,,,12-Apr-07,1313,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141098,21,,,10084,535,,,,,16-Apr-07,1313,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3141100,2,416,,10085,535,,,,,16-Apr-07,1313,12-Apr-07,12-Apr-14,
PURCHASE_ORDER_RECEIPTS,3148095,21,,,9483,,,,,,23-Apr-07,384,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3148096,22,2228,,9484,,,,,,18-Apr-07,384,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3148099,3,2227,,9485,,,,,,18-Apr-07,384,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3148101,21,,,9486,,,,,,23-Apr-07,384,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3148103,5,2231,,9487,,,,,,16-Apr-07,384,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3148104,22,2228,,9488,,,,,,23-Apr-07,384,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3149093,478,1887,,10091,535,,,,,16-Apr-07,1602,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3150093,21,627,,8390,,,,,,18-Apr-07,4758,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3150094,5,1597,,8391,,,,,,16-Apr-07,4758,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3150095,21,627,,8392,,,,,,18-Apr-07,4758,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3150098,2,1866,,8393,,,,,,16-Apr-07,4758,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3150099,478,2343,,8394,,,,,,16-Apr-07,4758,16-Apr-07,16-Apr-14,
PURCHASE_ORDER_RECEIPTS,3152095,22,2199,,8846,,,,,,17-Apr-07,1783,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3153094,21,2696,,4450,,,,,,17-Apr-07,4821,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3114096,1,1008,,4430,,,,,,28-Mar-07,4611,28-Mar-07,28-Mar-14,
PURCHASE_ORDER_RECEIPTS,3114097,334,2754,,4431,,,,,,28-Mar-07,4821,28-Mar-07,28-Mar-14,
PURCHASE_ORDER_RECEIPTS,3118093,2,1866,,8301,,,,,,3-Apr-07,4758,30-Mar-07,30-Mar-14,
PURCHASE_ORDER_RECEIPTS,3118094,22,2236,,8302,,,,,,3-Apr-07,4758,30-Mar-07,30-Mar-14,
PURCHASE_ORDER_RECEIPTS,3138093,41,,,8827,,,,,,18-Apr-07,1783,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3138094,22,2199,,8828,,,,,,11-Apr-07,1783,11-Apr-07,11-Apr-14,
PURCHASE_ORDER_RECEIPTS,3145102,21,2675,,4822,695,,,,,13-Apr-07,1851,13-Apr-07,13-Apr-14,
PURCHASE_ORDER_RECEIPTS,3153095,478,2753,,4451,,,,,,17-Apr-07,1850,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3153098,3,355,,10092,535,,,,,17-Apr-07,1313,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3153099,22,,,11241,532,,,,,17-Apr-07,1715,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3153100,3,,,11242,532,,,,,17-Apr-07,1715,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3153101,2,,,11243,532,,,,,17-Apr-07,1715,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3153102,21,,,11244,532,,,,,17-Apr-07,1715,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3153103,5,2224,,11245,532,,,,,17-Apr-07,1715,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3153109,1,2326,,9493,,,,,,17-Apr-07,384,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3153111,334,2328,,9494,,,,,,17-Apr-07,384,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3154093,2,2677,,4827,695,,,,,17-Apr-07,1851,17-Apr-07,17-Apr-14,
PURCHASE_ORDER_RECEIPTS,3155105,22,415,,10094,535,,,,,18-Apr-07,1313,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3155106,3,355,,10095,535,,,,,20-Apr-07,1313,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3155107,2,,,10096,535,,,,,20-Apr-07,1313,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3155108,21,2040,,10097,535,,,,,18-Apr-07,1313,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3157093,147,2694,,4452,,,,,,18-Apr-07,1850,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3157094,22,2236,,8397,,,,,,20-Apr-07,4758,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3158093,21,2675,,4829,695,,,,,25-Apr-07,1851,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3158094,22,2673,,4830,695,,,,,18-Apr-07,1851,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3158095,2,2677,,4831,695,,,,,20-Apr-07,1851,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3158099,703,6595,,87,23704,,,,,18-Apr-07,27645,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3158100,703,,,83,23685,,,,,18-Apr-07,27626,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3158101,703,6644,,86,23684,,,,,18-Apr-07,27626,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3159093,21,41,,5036,,,,,,,57,18-Apr-07,18-Apr-14,
PURCHASE_ORDER_RECEIPTS,3160093,21,,,10098,535,,,,,19-Apr-07,1313,19-Apr-07,19-Apr-14,
PURCHASE_ORDER_RECEIPTS,3160094,22,2228,,9502,,,,,,19-Apr-07,384,19-Apr-07,19-Apr-14,
PURCHASE_ORDER_RECEIPTS,3160095,22,415,,10099,535,,,,,19-Apr-07,1313,19-Apr-07,19-Apr-14,
PURCHASE_ORDER_RECEIPTS,3160096,3,2227,,9503,,,,,,19-Apr-07,384,19-Apr-07,19-Apr-14,
PURCHASE_ORDER_RECEIPTS,3160097,22,,,11253,532,,,,,19-Apr-07,1715,19-Apr-07,19-Apr-14,
PURCHASE_ORDER_RECEIPTS,3160098,3,2225,,11254,532,,,,,19-Apr-07,1715,19-Apr-07,19-Apr-14,
PURCHASE_ORDER_RECEIPTS,3161093,22,2236,,8400,,,,,,19-Apr-07,4758,19-Apr-07,19-Apr-14,
PURCHASE_ORDER_RECEIPTS,3161094,3,2235,,8401,,,,,,23-Apr-07,4758,19-Apr-07,19-Apr-14,
PURCHASE_ORDER_RECEIPTS,3161095,22,2236,,8402,,,,,,23-Apr-07,4758,19-Apr-07,19-Apr-14,
PURCHASE_ORDER_RECEIPTS,3161096,5,1597,,8403,,,,,,19-Apr-07,4758,19-Apr-07,19-Apr-14,
PURCHASE_ORDER_RECEIPTS,3116094,22,2236,,8298,,,,,,2-Apr-07,4758,29-Mar-07,29-Mar-14,
PURCHASE_ORDER_RECEIPTS,3116095,3,2235,,8299,,,,,,2-Apr-07,4758,29-Mar-07,29-Mar-14,
PURCHASE_ORDER_RECEIPTS,3116096,147,628,,8300,,,,,,29-Mar-07,4758,29-Mar-07,29-Mar-14,
PURCHASE_ORDER_RECEIPTS,3117107,7128,5314,,20590,,,,,,,7878,29-Mar-07,29-Mar-14,
PURCHASE_ORDER_RECEIPTS,3117108,6134,5300,,20591,,,,,,,7878,29-Mar-07,29-Mar-14,
PURCHASE_ORDER_RECEIPTS,3117109,7134,5323,,20592,,,,,,,7878,29-Mar-07,29-Mar-14,
