RECORD_TYPE:PURCHASE_ORDERS,PO_BLANKET_ID,PO_RELEASE_ID,PO_NUMBER,LATEST_REVISION,CANCEL_FLAG,PERSON_ID,SUPPLIER_ID,SUPPLIER_SITE_ID,GEOGRAPHY_ID,CURRENCY_CODE,CURRENCY_RATE_TYPE,CURRENCY_EXCHANGE_DATE,CURRENCY_EXCHANGE_RATE,CREATION_DATE,ORIG_APPROVAL_SUBMIT_DATE,ORIG_APPROVED_DATE,LATEST_APPROVED_DATE,TRANSMISSION_METHOD,PAY_ON_CODE,CREATION_METHOD,PAY_TERMS
PURCHASE_ORDERS,32843,44370,4431-96,0,N,57,22,42,207,USD,,16-Jan-11,,4-May-11,4/05/11 6:53,4/05/11 6:53,4/05/11 6:53,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,44371,4432-88,0,N,57,5,6,207,USD,,16-Jan-11,,4-May-11,4/05/11 6:53,4/05/11 6:53,4/05/11 6:53,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,44372,4433-75,0,N,57,5,6,207,USD,,16-Jan-11,,4-May-11,4/05/11 6:53,4/05/11 6:53,4/05/11 6:53,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,44808,4427-95,0,N,57,11,15,207,USD,,16-Jan-11,,12-May-11,12/05/11 6:05,12/05/11 6:05,12/05/11 6:05,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,44809,4428-96,0,N,57,147,259,207,USD,,,,12-May-11,12/05/11 6:05,12/05/11 6:05,12/05/11 6:05,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,44810,4429-77,0,N,57,147,259,207,USD,,,,12-May-11,12/05/11 6:05,12/05/11 6:05,12/05/11 6:05,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,44812,4431-100,0,N,57,22,42,207,USD,,16-Jan-11,,12-May-11,12/05/11 6:05,12/05/11 6:05,12/05/11 6:05,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,44813,4432-93,0,N,57,5,6,207,USD,,16-Jan-11,,12-May-11,12/05/11 6:05,12/05/11 6:05,12/05/11 6:05,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,44814,4433-78,0,N,57,5,6,207,USD,,16-Jan-11,,12-May-11,12/05/11 6:05,12/05/11 6:05,12/05/11 6:05,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,44815,4443-54,0,N,57,21,41,207,USD,,22-Jan-11,,12-May-11,12/05/11 6:05,12/05/11 6:05,12/05/11 6:05,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32839,44822,4427-96,0,N,57,11,15,207,USD,,16-Jan-11,,12-May-11,12/05/11 6:08,12/05/11 6:08,12/05/11 6:08,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,44823,4428-97,0,N,57,147,259,207,USD,,,,12-May-11,12/05/11 6:08,12/05/11 6:08,12/05/11 6:08,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,44824,4429-78,0,N,57,147,259,207,USD,,,,12-May-11,12/05/11 6:08,12/05/11 6:08,12/05/11 6:08,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,44826,4431-101,0,N,57,22,42,207,USD,,16-Jan-11,,12-May-11,12/05/11 6:08,12/05/11 6:08,12/05/11 6:08,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,44827,4432-94,0,N,57,5,6,207,USD,,16-Jan-11,,12-May-11,12/05/11 6:08,12/05/11 6:08,12/05/11 6:08,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,44828,4433-79,0,N,57,5,6,207,USD,,16-Jan-11,,12-May-11,12/05/11 6:08,12/05/11 6:08,12/05/11 6:08,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,44829,4443-55,0,N,57,21,41,207,USD,,22-Jan-11,,12-May-11,12/05/11 6:08,12/05/11 6:08,12/05/11 6:08,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32839,43967,4427-83,0,N,57,11,15,207,USD,,16-Jan-11,,23-Apr-11,23/04/11 5:36,23/04/11 5:36,23/04/11 5:36,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32841,43968,4429-67,0,N,57,147,259,207,USD,,,,23-Apr-11,23/04/11 5:36,23/04/11 5:36,23/04/11 5:36,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,43969,4431-88,0,N,57,22,42,207,USD,,16-Jan-11,,23-Apr-11,23/04/11 5:36,23/04/11 5:36,23/04/11 5:36,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32845,43970,4433-68,0,N,57,5,6,207,USD,,16-Jan-11,,23-Apr-11,23/04/11 5:36,23/04/11 5:36,23/04/11 5:36,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,45016,4427-99,0,N,57,11,15,207,USD,,16-Jan-11,,14-May-11,14/05/11 13:22,14/05/11 13:22,14/05/11 13:22,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,45017,4428-99,0,N,57,147,259,207,USD,,,,14-May-11,14/05/11 13:22,14/05/11 13:22,14/05/11 13:22,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,45018,4429-80,0,N,57,147,259,207,USD,,,,14-May-11,14/05/11 13:22,14/05/11 13:22,14/05/11 13:22,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,45019,4431-105,0,N,57,22,42,207,USD,,16-Jan-11,,14-May-11,14/05/11 13:22,14/05/11 13:22,14/05/11 13:22,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32845,45020,4433-82,0,N,57,5,6,207,USD,,16-Jan-11,,14-May-11,14/05/11 13:22,14/05/11 13:22,14/05/11 13:22,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,45021,4443-56,0,N,57,21,41,207,USD,,22-Jan-11,,14-May-11,14/05/11 13:22,14/05/11 13:22,14/05/11 13:22,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32839,45008,4427-98,0,N,57,11,15,207,USD,,16-Jan-11,,14-May-11,14/05/11 13:21,14/05/11 13:21,14/05/11 13:21,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,45009,4428-98,0,N,57,147,259,207,USD,,,,14-May-11,14/05/11 13:21,14/05/11 13:21,14/05/11 13:21,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,45010,4429-79,0,N,57,147,259,207,USD,,,,14-May-11,14/05/11 13:21,14/05/11 13:21,14/05/11 13:21,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,45011,4431-104,0,N,57,22,42,207,USD,,16-Jan-11,,14-May-11,14/05/11 13:21,14/05/11 13:21,14/05/11 13:21,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,45012,4432-95,0,N,57,5,6,207,USD,,16-Jan-11,,14-May-11,14/05/11 13:21,14/05/11 13:21,14/05/11 13:21,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,45013,4433-81,0,N,57,5,6,207,USD,,16-Jan-11,,14-May-11,14/05/11 13:21,14/05/11 13:21,14/05/11 13:21,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,45088,4427-100,0,N,57,11,15,207,USD,,16-Jan-11,,18-May-11,18/05/11 6:30,18/05/11 6:30,18/05/11 6:30,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,45089,4428-100,0,N,57,147,259,207,USD,,,,18-May-11,18/05/11 6:30,18/05/11 6:30,18/05/11 6:30,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,45090,4429-81,0,N,57,147,259,207,USD,,,,18-May-11,18/05/11 6:30,18/05/11 6:30,18/05/11 6:30,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,45092,4431-106,0,N,57,22,42,207,USD,,16-Jan-11,,18-May-11,18/05/11 6:30,18/05/11 6:30,18/05/11 6:30,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,45093,4432-96,0,N,57,5,6,207,USD,,16-Jan-11,,18-May-11,18/05/11 6:30,18/05/11 6:30,18/05/11 6:30,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,45094,4433-83,0,N,57,5,6,207,USD,,16-Jan-11,,18-May-11,18/05/11 6:30,18/05/11 6:30,18/05/11 6:30,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,45095,4443-57,0,N,57,21,41,207,USD,,22-Jan-11,,18-May-11,18/05/11 6:30,18/05/11 6:30,18/05/11 6:30,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32840,45100,4428-101,0,N,57,147,259,207,USD,,,,18-May-11,18/05/11 6:33,18/05/11 6:33,18/05/11 6:33,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32844,45102,4432-97,0,N,57,5,6,207,USD,,16-Jan-11,,18-May-11,18/05/11 6:33,18/05/11 6:33,18/05/11 6:33,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,45103,4443-58,0,N,57,21,41,207,USD,,22-Jan-11,,18-May-11,18/05/11 6:33,18/05/11 6:33,18/05/11 6:33,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32839,44931,4427-97,0,N,57,11,15,207,USD,,16-Jan-11,,13-May-11,13/05/11 6:22,13/05/11 6:22,13/05/11 6:22,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32843,44932,4431-103,0,N,57,22,42,207,USD,,16-Jan-11,,13-May-11,13/05/11 6:22,13/05/11 6:22,13/05/11 6:22,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32843,45158,4431-107,0,N,57,22,42,207,USD,,16-Jan-11,,19-May-11,19/05/11 5:41,19/05/11 5:41,19/05/11 5:41,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,45159,4432-98,0,N,57,5,6,207,USD,,16-Jan-11,,19-May-11,19/05/11 5:41,19/05/11 5:41,19/05/11 5:41,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,45160,4433-84,0,N,57,5,6,207,USD,,16-Jan-11,,19-May-11,19/05/11 5:41,19/05/11 5:41,19/05/11 5:41,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,45163,4427-101,0,N,57,11,15,207,USD,,16-Jan-11,,19-May-11,19/05/11 5:43,19/05/11 5:43,19/05/11 5:43,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32841,45164,4429-82,0,N,57,147,259,207,USD,,,,19-May-11,19/05/11 5:43,19/05/11 5:43,19/05/11 5:43,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,45166,4431-108,0,N,57,22,42,207,USD,,16-Jan-11,,19-May-11,19/05/11 5:43,19/05/11 5:43,19/05/11 5:43,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32845,45167,4433-85,0,N,57,5,6,207,USD,,16-Jan-11,,19-May-11,19/05/11 5:43,19/05/11 5:43,19/05/11 5:43,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,45168,4443-59,0,N,57,21,41,207,USD,,22-Jan-11,,19-May-11,19/05/11 5:43,19/05/11 5:43,19/05/11 5:43,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32840,44141,4428-84,0,N,57,147,259,207,USD,,,,27-Apr-11,27/04/11 7:59,27/04/11 7:59,27/04/11 7:59,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32844,44143,4432-82,0,N,57,5,6,207,USD,,16-Jan-11,,27-Apr-11,27/04/11 7:59,27/04/11 7:59,27/04/11 7:59,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32843,44927,4431-102,0,N,57,22,42,207,USD,,16-Jan-11,,13-May-11,13/05/11 6:19,13/05/11 6:19,13/05/11 6:19,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32845,44928,4433-80,0,N,57,5,6,207,USD,,16-Jan-11,,13-May-11,13/05/11 6:19,13/05/11 6:19,13/05/11 6:19,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32843,45309,4431-110,0,N,57,22,42,207,USD,,16-Jan-11,,21-May-11,21/05/11 6:38,21/05/11 6:38,21/05/11 6:38,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32845,45310,4433-86,0,N,57,5,6,207,USD,,16-Jan-11,,21-May-11,21/05/11 6:38,21/05/11 6:38,21/05/11 6:38,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,45370,4427-105,0,N,57,11,15,207,USD,,16-Jan-11,,24-May-11,24/05/11 6:09,24/05/11 6:09,24/05/11 6:09,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,45371,4428-107,0,N,57,147,259,207,USD,,,,24-May-11,24/05/11 6:09,24/05/11 6:09,24/05/11 6:09,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,45372,4429-85,0,N,57,147,259,207,USD,,,,24-May-11,24/05/11 6:09,24/05/11 6:09,24/05/11 6:09,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32840,43961,4428-81,0,N,57,147,259,207,USD,,,,23-Apr-11,23/04/11 5:33,23/04/11 5:33,23/04/11 5:33,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32844,43963,4432-79,0,N,57,5,6,207,USD,,16-Jan-11,,23-Apr-11,23/04/11 5:33,23/04/11 5:33,23/04/11 5:33,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,44062,4427-84,0,N,57,11,15,207,USD,,16-Jan-11,,26-Apr-11,26/04/11 7:11,26/04/11 7:11,26/04/11 7:11,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,44063,4428-82,0,N,57,147,259,207,USD,,,,26-Apr-11,26/04/11 7:11,26/04/11 7:11,26/04/11 7:11,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,44064,4429-68,0,N,57,147,259,207,USD,,,,26-Apr-11,26/04/11 7:11,26/04/11 7:11,26/04/11 7:11,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,44066,4431-89,0,N,57,22,42,207,USD,,16-Jan-11,,26-Apr-11,26/04/11 7:11,26/04/11 7:11,26/04/11 7:11,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,44067,4432-80,0,N,57,5,6,207,USD,,16-Jan-11,,26-Apr-11,26/04/11 7:11,26/04/11 7:11,26/04/11 7:11,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,44068,4433-69,0,N,57,5,6,207,USD,,16-Jan-11,,26-Apr-11,26/04/11 7:11,26/04/11 7:11,26/04/11 7:11,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,44069,4443-48,0,N,57,21,41,207,USD,,22-Jan-11,,26-Apr-11,26/04/11 7:11,26/04/11 7:11,26/04/11 7:11,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32839,44295,4427-88,0,N,57,11,15,207,USD,,16-Jan-11,,30-Apr-11,30/04/11 6:16,30/04/11 6:16,30/04/11 6:16,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,44296,4428-87,0,N,57,147,259,207,USD,,,,30-Apr-11,30/04/11 6:16,30/04/11 6:16,30/04/11 6:16,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,44297,4431-93,0,N,57,22,42,207,USD,,16-Jan-11,,30-Apr-11,30/04/11 6:16,30/04/11 6:16,30/04/11 6:16,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,44298,4432-85,0,N,57,5,6,207,USD,,16-Jan-11,,30-Apr-11,30/04/11 6:16,30/04/11 6:16,30/04/11 6:16,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,45357,4427-104,0,N,57,11,15,207,USD,,16-Jan-11,,24-May-11,24/05/11 6:06,24/05/11 6:06,24/05/11 6:06,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,45358,4428-106,0,N,57,147,259,207,USD,,,,24-May-11,24/05/11 6:06,24/05/11 6:06,24/05/11 6:06,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,45359,4429-84,0,N,57,147,259,207,USD,,,,24-May-11,24/05/11 6:06,24/05/11 6:06,24/05/11 6:06,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,45361,4431-111,0,N,57,22,42,207,USD,,16-Jan-11,,24-May-11,24/05/11 6:06,24/05/11 6:06,24/05/11 6:06,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,45362,4432-101,0,N,57,5,6,207,USD,,16-Jan-11,,24-May-11,24/05/11 6:06,24/05/11 6:06,24/05/11 6:06,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,45363,4433-87,0,N,57,5,6,207,USD,,16-Jan-11,,24-May-11,24/05/11 6:06,24/05/11 6:06,24/05/11 6:06,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,45364,4443-60,0,N,57,21,41,207,USD,,22-Jan-11,,24-May-11,24/05/11 6:06,24/05/11 6:06,24/05/11 6:06,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32843,45373,4431-112,0,N,57,22,42,207,USD,,16-Jan-11,,24-May-11,24/05/11 6:09,24/05/11 6:09,24/05/11 6:09,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,45374,4432-102,0,N,57,5,6,207,USD,,16-Jan-11,,24-May-11,24/05/11 6:09,24/05/11 6:09,24/05/11 6:09,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,45375,4433-88,0,N,57,5,6,207,USD,,16-Jan-11,,24-May-11,24/05/11 6:09,24/05/11 6:09,24/05/11 6:09,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,45376,4443-61,0,N,57,21,41,207,USD,,22-Jan-11,,24-May-11,24/05/11 6:09,24/05/11 6:09,24/05/11 6:09,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32839,44506,4427-93,0,N,57,11,15,207,USD,,16-Jan-11,,5-May-11,5/05/11 6:20,5/05/11 6:20,5/05/11 6:20,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,44507,4428-93,0,N,57,147,259,207,USD,,,,5-May-11,5/05/11 6:20,5/05/11 6:20,5/05/11 6:20,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,44508,4429-76,0,N,57,147,259,207,USD,,,,5-May-11,5/05/11 6:20,5/05/11 6:20,5/05/11 6:20,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,44509,4431-98,0,N,57,22,42,207,USD,,16-Jan-11,,5-May-11,5/05/11 6:20,5/05/11 6:20,5/05/11 6:20,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,44510,4432-90,0,N,57,5,6,207,USD,,16-Jan-11,,5-May-11,5/05/11 6:20,5/05/11 6:20,5/05/11 6:20,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,44511,4433-77,0,N,57,5,6,207,USD,,16-Jan-11,,5-May-11,5/05/11 6:20,5/05/11 6:20,5/05/11 6:20,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,45296,4427-102,0,N,57,11,15,207,USD,,16-Jan-11,,21-May-11,21/05/11 6:35,21/05/11 6:35,21/05/11 6:35,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,45297,4428-104,0,N,57,147,259,207,USD,,,,21-May-11,21/05/11 6:35,21/05/11 6:35,21/05/11 6:35,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,45299,4431-109,0,N,57,22,42,207,USD,,16-Jan-11,,21-May-11,21/05/11 6:35,21/05/11 6:35,21/05/11 6:35,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,45300,4432-100,0,N,57,5,6,207,USD,,16-Jan-11,,21-May-11,21/05/11 6:35,21/05/11 6:35,21/05/11 6:35,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,45305,4427-103,0,N,57,11,15,207,USD,,16-Jan-11,,21-May-11,21/05/11 6:38,21/05/11 6:38,21/05/11 6:38,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,45306,4428-105,0,N,57,147,259,207,USD,,,,21-May-11,21/05/11 6:38,21/05/11 6:38,21/05/11 6:38,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,45307,4429-83,0,N,57,147,259,207,USD,,,,21-May-11,21/05/11 6:38,21/05/11 6:38,21/05/11 6:38,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32840,44335,4428-89,0,N,57,147,259,207,USD,,,,3-May-11,3/05/11 7:20,3/05/11 7:20,3/05/11 7:20,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32844,44337,4432-86,0,N,57,5,6,207,USD,,16-Jan-11,,3-May-11,3/05/11 7:20,3/05/11 7:20,3/05/11 7:20,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,44338,4443-52,0,N,57,21,41,207,USD,,22-Jan-11,,3-May-11,3/05/11 7:20,3/05/11 7:20,3/05/11 7:20,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32984,44343,4443-53,0,N,57,21,41,207,USD,,22-Jan-11,,3-May-11,3/05/11 7:23,3/05/11 7:23,3/05/11 7:23,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32840,45191,4428-103,0,N,57,147,259,207,USD,,,,19-May-11,19/05/11 7:36,19/05/11 7:36,19/05/11 7:36,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32844,45193,4432-99,0,N,57,5,6,207,USD,,16-Jan-11,,19-May-11,19/05/11 7:36,19/05/11 7:36,19/05/11 7:36,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,43650,4427-78,0,N,57,11,15,207,USD,,16-Jan-11,,19-Apr-11,19/04/11 6:12,19/04/11 6:12,19/04/11 6:12,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32841,43651,4429-63,0,N,57,147,259,207,USD,,,,19-Apr-11,19/04/11 6:12,19/04/11 6:12,19/04/11 6:12,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,43653,4431-83,0,N,57,22,42,207,USD,,16-Jan-11,,19-Apr-11,19/04/11 6:12,19/04/11 6:12,19/04/11 6:12,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32845,43654,4433-64,0,N,57,5,6,207,USD,,16-Jan-11,,19-Apr-11,19/04/11 6:12,19/04/11 6:12,19/04/11 6:12,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32984,43655,4443-47,0,N,57,21,41,207,USD,,22-Jan-11,,19-Apr-11,19/04/11 6:12,19/04/11 6:12,19/04/11 6:12,MANUAL,RECEIPT,MANUAL,Immediate
PURCHASE_ORDERS,32839,44496,4427-92,0,N,57,11,15,207,USD,,16-Jan-11,,5-May-11,5/05/11 6:17,5/05/11 6:17,5/05/11 6:17,MANUAL,RECEIPT,MANUAL,2/10 Net 45
PURCHASE_ORDERS,32840,44497,4428-92,0,N,57,147,259,207,USD,,,,5-May-11,5/05/11 6:17,5/05/11 6:17,5/05/11 6:17,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32841,44498,4429-75,0,N,57,147,259,207,USD,,,,5-May-11,5/05/11 6:17,5/05/11 6:17,5/05/11 6:17,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32843,44500,4431-97,0,N,57,22,42,207,USD,,16-Jan-11,,5-May-11,5/05/11 6:17,5/05/11 6:17,5/05/11 6:17,MANUAL,RECEIPT,MANUAL,"4/10, 3/20, 2/30 Net  60"
PURCHASE_ORDERS,32844,44501,4432-89,0,N,57,5,6,207,USD,,16-Jan-11,,5-May-11,5/05/11 6:17,5/05/11 6:17,5/05/11 6:17,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32845,44502,4433-76,0,N,57,5,6,207,USD,,16-Jan-11,,5-May-11,5/05/11 6:17,5/05/11 6:17,5/05/11 6:17,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32840,45156,4428-102,0,N,57,147,259,207,USD,,,,19-May-11,19/05/11 5:41,19/05/11 5:41,19/05/11 5:41,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32840,43561,4428-74,0,N,57,147,259,207,USD,,,,16-Apr-11,16/04/11 6:10,16/04/11 6:10,16/04/11 6:10,MANUAL,RECEIPT,MANUAL,45 Net (terms date + 45)
PURCHASE_ORDERS,32844,43563,4432-72,0,N,57,5,6,207,USD,,16-Jan-11,,16-Apr-11,16/04/11 6:11,16/04/11 6:11,16/04/11 6:11,MANUAL,RECEIPT,MANUAL,2/10 NET 30
PURCHASE_ORDERS,32839,43568,4427-77,0,N,57,11,15,207,USD,,16-Jan-11,,16-Apr-11,16/04/11 6:13,16/04/11 6:13,16/04/11 6:13,MANUAL,RECEIPT,MANUAL,2/10 Net 45
