RECORD_TYPE:PURCHASE_ORDER_LINES,PO_ID,LINE_ID,LINE_TYPE,ITEM_ID,CATEGORY_ID,LINE_DESCRIPTION,CANCEL_FLAG,UOM,AMOUNT,QTY,CONTRACT_ID,CONTRACT_LINE_ID,CONTRACT_PRICE_BREAK,SUPPLIER_ITEM_NUMBER
PURCHASE_ORDER_LINES,95461,153240,Goods,,36,Delivery,N,Each,25,1,,,,"60,120,551,234"
PURCHASE_ORDER_LINES,95461,153241,Goods,,36,New !!!  Dell  OptiPlex  745 Small Factor,N,Each,797,1,,,,"601,205,571,075"
PURCHASE_ORDER_LINES,95462,153242,Goods,,36,BIC Wide Body Soft Feel Retractable Ballpoint Pens,N,Each,72,100,,,,328532
PURCHASE_ORDER_LINES,95463,153243,Goods,,36,MYOB PLUS / ACCOUNT EDGE ADDT LU LICENSE MAC/95+,N,Each,129.14,1,,,,155229
PURCHASE_ORDER_LINES,95465,153245,Fixed Price Services,,2658,"Visa, Business Travel Requirement",N,Currency,800,1,,,,
PURCHASE_ORDER_LINES,95521,153298,Goods,,1,Software,N,EA,873,1,,,,
PURCHASE_ORDER_LINES,95826,153715,Goods,8269,1,DVD Burner 8X,N,Each,20550,50,,,,
PURCHASE_ORDER_LINES,96206,154331,Goods,24308,2757,DDR400 DIMM Memory - 184 Pin,N,Each,15000,100,,,,
PURCHASE_ORDER_LINES,95359,153096,Goods,5728,1354,Weekly Warehousing,N,Week,390000,15.6,,,,
PURCHASE_ORDER_LINES,95808,153697,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,507000,19.5,,,,
PURCHASE_ORDER_LINES,96310,154581,Goods,24308,2757,DDR400 DIMM Memory - 184 Pin,N,Each,15000,100,,,,
PURCHASE_ORDER_LINES,96423,154719,Goods,,1,Toshiba Laptop,N,Each,2587,1,,,,
PURCHASE_ORDER_LINES,96068,154072,Goods,5734,30,"18"" LCD Flat Panel Monitor",N,Each,52195,55,,,,
PURCHASE_ORDER_LINES,96299,154500,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,101400,3.9,,,,
PURCHASE_ORDER_LINES,96526,154919,Goods,,1,Company Car,N,Each,35588,1,,,,
PURCHASE_ORDER_LINES,96567,154992,Goods,2370,1,Envoy Upgrade Board (Raw),N,Each,252.5,10,,,,
PURCHASE_ORDER_LINES,96567,154993,Goods,2376,1,Envoy Upgrade Software,N,Each,262.5,50,,,,
PURCHASE_ORDER_LINES,96567,154994,Goods,2378,1,Envoy Upgrade Manual,N,Each,512.5,50,,,,
PURCHASE_ORDER_LINES,96567,154995,Goods,2372,1,Envoy Upgrade Switch,N,Each,205,20,,,,
PURCHASE_ORDER_LINES,96567,154996,Goods,2370,1,Envoy Upgrade Board (Raw),N,Each,252.5,10,,,,
PURCHASE_ORDER_LINES,96567,154997,Goods,2376,1,Envoy Upgrade Software,N,Each,262.5,50,,,,
PURCHASE_ORDER_LINES,96567,154998,Goods,2378,1,Envoy Upgrade Manual,N,Each,512.5,50,,,,
PURCHASE_ORDER_LINES,96567,154999,Goods,2372,1,Envoy Upgrade Switch,N,Each,205,20,,,,
PURCHASE_ORDER_LINES,95725,153614,Fixed Price Services,,3117,Conference Room Remodel,N,Currency,10000,1,,,,
PURCHASE_ORDER_LINES,96933,155625,Goods,5560,1353,Legal Services,N,HRS,94500,210,,,,
PURCHASE_ORDER_LINES,96729,155321,Goods,73,36,Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset),N,Each,23030,47,,,,
PURCHASE_ORDER_LINES,97024,155884,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,111800,4.3,,,,
PURCHASE_ORDER_LINES,96694,155283,Goods,,1,Software,N,EA,895,1,,,,
PURCHASE_ORDER_LINES,96695,155284,Goods,,1,Toshiba Laptop,N,Each,3061,1,,,,
PURCHASE_ORDER_LINES,98075,157393,Goods,24308,2757,DDR400 DIMM Memory - 184 Pin,N,Each,15000,100,,,,
PURCHASE_ORDER_LINES,98216,157594,Goods,2370,1,Envoy Upgrade Board (Raw),N,Each,252.5,10,,,,
PURCHASE_ORDER_LINES,98216,157595,Goods,2376,1,Envoy Upgrade Software,N,Each,262.5,50,,,,
PURCHASE_ORDER_LINES,98216,157596,Goods,2378,1,Envoy Upgrade Manual,N,Each,512.5,50,,,,
PURCHASE_ORDER_LINES,98216,157597,Goods,2372,1,Envoy Upgrade Switch,N,Each,205,20,,,,
PURCHASE_ORDER_LINES,98216,157598,Goods,2370,1,Envoy Upgrade Board (Raw),N,Each,252.5,10,,,,
PURCHASE_ORDER_LINES,98216,157599,Goods,2376,1,Envoy Upgrade Software,N,Each,262.5,50,,,,
PURCHASE_ORDER_LINES,98216,157600,Goods,2378,1,Envoy Upgrade Manual,N,Each,512.5,50,,,,
PURCHASE_ORDER_LINES,98216,157601,Goods,2372,1,Envoy Upgrade Switch,N,Each,205,20,,,,
PURCHASE_ORDER_LINES,97294,156310,Goods,24308,2757,DDR400 DIMM Memory - 184 Pin,N,Each,15000,100,,,,
PURCHASE_ORDER_LINES,97341,156358,Goods,,1,Software,N,EA,839,1,,,,
PURCHASE_ORDER_LINES,98097,157415,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,335400,12.9,,,,
PURCHASE_ORDER_LINES,97810,157080,Goods,75,36,Paper - requires 2-way match office supply item,N,Each,15200,304,,,,
PURCHASE_ORDER_LINES,100735,160514,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100735,160515,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100741,160469,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100741,160470,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100741,160471,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,99322,158810,Goods,,1,Dell Monitor,N,Each,472,1,,,,
PURCHASE_ORDER_LINES,100829,160709,Goods,5728,1354,Weekly Warehousing,N,Week,350000,14,,,,
PURCHASE_ORDER_LINES,100831,160711,Goods,5552,1353,Public Relations Services,N,HRS,445200,1272,,,,
PURCHASE_ORDER_LINES,100749,160489,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100749,160490,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100755,160542,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100755,160543,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100487,160227,Goods,24308,2757,DDR400 DIMM Memory - 184 Pin,N,Each,15000,100,,,,
PURCHASE_ORDER_LINES,100764,160567,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100764,160568,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100764,160569,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100771,160586,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,98817,158265,Goods,,1,Toshiba Laptop,N,Each,2461,1,,,,
PURCHASE_ORDER_LINES,100779,160609,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100779,160610,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100779,160611,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100786,160628,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100791,160642,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100794,160651,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100794,160652,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100794,160653,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100802,160671,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100802,160672,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100809,160693,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100809,160694,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100809,160695,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100813,160701,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100813,160702,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100813,160703,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100813,160704,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100813,160705,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,100813,160706,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,99317,158805,Goods,5372,1353,Advertising Services,N,HRS,62000,155,,,,
PURCHASE_ORDER_LINES,99318,158806,Goods,5552,1353,Public Relations Services,N,HRS,495600,1416,,,,
PURCHASE_ORDER_LINES,99397,158885,Goods,2370,1,Envoy Upgrade Board (Raw),N,Each,242.5,10,,,,
PURCHASE_ORDER_LINES,99397,158886,Goods,2376,1,Envoy Upgrade Software,N,Each,212.5,50,,,,
PURCHASE_ORDER_LINES,99397,158887,Goods,2378,1,Envoy Upgrade Manual,N,Each,462.5,50,,,,
PURCHASE_ORDER_LINES,99397,158888,Goods,2372,1,Envoy Upgrade Switch,N,Each,185,20,,,,
PURCHASE_ORDER_LINES,99397,158889,Goods,2370,1,Envoy Upgrade Board (Raw),N,Each,242.5,10,,,,
PURCHASE_ORDER_LINES,99397,158890,Goods,2376,1,Envoy Upgrade Software,N,Each,212.5,50,,,,
PURCHASE_ORDER_LINES,99397,158891,Goods,2376,1,Envoy Upgrade Software,N,Each,212.5,50,,,,
PURCHASE_ORDER_LINES,99397,158892,Goods,2378,1,Envoy Upgrade Manual,N,Each,185,20,,,,
PURCHASE_ORDER_LINES,98457,157885,Goods,24308,2757,DDR400 DIMM Memory - 184 Pin,N,Each,15000,100,,,,
PURCHASE_ORDER_LINES,99197,158685,Goods,71,21,"Desk - Capitalizable, taxable item",N,Each,90000,36,,,,
PURCHASE_ORDER_LINES,100463,160137,Goods,11977,91,Deluxe Desktop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100732,160503,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100732,160504,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,103329,164035,Goods,4604,1,56 kv V.90 Fax Modem (Internal),N,Each,2328,48,,,,
PURCHASE_ORDER_LINES,101595,161776,Goods,73,36,Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset),N,Each,20580,42,,,,
PURCHASE_ORDER_LINES,102628,163145,Goods,,1,Company Car,N,Each,36641,1,,,,
PURCHASE_ORDER_LINES,102636,163169,Goods,12017,91,Gamepak1,N,Each,3360,1600,,,,
PURCHASE_ORDER_LINES,102636,163170,Goods,12025,91,Television Digital Capable,N,Each,868280,2800,,,,
PURCHASE_ORDER_LINES,102636,163171,Goods,12027,91,Television HD Ready,N,Each,988350,1000,,,,
PURCHASE_ORDER_LINES,102638,163174,Goods,12021,91,"Digital Camera, Deluxe",N,Each,468195,1300,,,,
PURCHASE_ORDER_LINES,102246,162607,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,102246,162608,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,101985,162284,Goods,24308,2757,DDR400 DIMM Memory - 184 Pin,N,Each,15000,100,,,,
PURCHASE_ORDER_LINES,102669,163229,Goods,12029,91,"Television 96""",N,Each,2086950,1000,,,,
PURCHASE_ORDER_LINES,102669,163230,Goods,12031,91,"Television 102""",N,Each,3346875,1050,,,,
PURCHASE_ORDER_LINES,102806,163409,Goods,24308,2757,DDR400 DIMM Memory - 184 Pin,N,Each,15000,100,,,,
PURCHASE_ORDER_LINES,103591,164477,Goods,12017,91,Gamepak1,N,Each,3360,1600,,,,
PURCHASE_ORDER_LINES,103591,164478,Goods,12025,91,Television Digital Capable,N,Each,868280,2800,,,,
PURCHASE_ORDER_LINES,103591,164479,Goods,12027,91,Television HD Ready,N,Each,988350,1000,,,,
PURCHASE_ORDER_LINES,103595,164485,Goods,11817,91,GameGirl,N,Each,79543,1700,,,,
PURCHASE_ORDER_LINES,103595,164486,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,103595,164487,Goods,11899,91,Deluxe Laptop,N,Each,1312695,1500,,,,
PURCHASE_ORDER_LINES,103595,164488,Goods,11923,91,Lite Desktop,N,Each,1279812,2300,,,,
PURCHASE_ORDER_LINES,103595,164489,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,103595,164490,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,103490,164175,Goods,,36,"Stop-Step 4-Step Ladder with Right Handrail, 27 inch Top Step, 23-3/4 inch x 33-1/2 inch x 40-3/4 inch",N,EA,643,1,83988,134646,,CRA14122
PURCHASE_ORDER_LINES,105963,167778,Goods,12029,91,"Television 96""",N,Each,2086950,1000,,,,
PURCHASE_ORDER_LINES,105963,167779,Goods,12031,91,"Television 102""",N,Each,3187500,1000,,,,
PURCHASE_ORDER_LINES,106641,168599,Goods,,1,Toshiba Laptop,N,Each,3174,1,,,,
PURCHASE_ORDER_LINES,106310,168215,Goods,,1,Company Car,N,Each,36907,1,,,,
PURCHASE_ORDER_LINES,107505,169625,Goods,12021,91,"Digital Camera, Deluxe",N,Each,468195,1300,,,,
PURCHASE_ORDER_LINES,105039,166501,Goods,,1,Company Car,N,Each,35379,1,,,,
PURCHASE_ORDER_LINES,105372,166979,Goods,,1,Toshiba Laptop,N,Each,3043,1,,,,
PURCHASE_ORDER_LINES,104801,166088,Goods,12017,91,Gamepak1,N,Each,3360,1600,,,,
PURCHASE_ORDER_LINES,104801,166089,Goods,12025,91,Television Digital Capable,N,Each,868280,2800,,,,
PURCHASE_ORDER_LINES,104801,166090,Goods,12027,91,Television HD Ready,N,Each,988350,1000,,,,
PURCHASE_ORDER_LINES,104805,166096,Goods,11817,91,GameGirl,N,Each,79543,1700,,,,
PURCHASE_ORDER_LINES,104805,166097,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,104805,166098,Goods,11899,91,Deluxe Laptop,N,Each,1312695,1500,,,,
PURCHASE_ORDER_LINES,104805,166099,Goods,11923,91,Lite Desktop,N,Each,1279812,2300,,,,
PURCHASE_ORDER_LINES,104805,166100,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,104805,166101,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,105792,167528,Goods,,36,"Stop-Step 3-Step Ladder, 27 cm Top Step, 21 cm x 26-3/4 cm x 31-3/4 cm",N,EA,2140,5,83988,134239,,CRA13002
PURCHASE_ORDER_LINES,106591,168556,Goods,,1,Dell Monitor,N,Each,514,1,,,,
PURCHASE_ORDER_LINES,104650,165855,Goods,59395,3116,Bathroom Sink,Y,Each,0,0,91260,146991,,
PURCHASE_ORDER_LINES,104957,166319,Goods,,1,Toshiba Laptop,N,Each,2571,1,,,,
PURCHASE_ORDER_LINES,105137,166619,Goods,,1,Software,N,EA,889,1,,,,
PURCHASE_ORDER_LINES,108129,170474,Goods,,1,Dell Monitor,N,Each,488,1,,,,
PURCHASE_ORDER_LINES,109134,171642,Goods,,1,Software,N,EA,879,1,,,,
PURCHASE_ORDER_LINES,108791,171241,Goods,12017,91,Gamepak1,N,Each,3360,1600,,,,
PURCHASE_ORDER_LINES,108791,171242,Goods,12025,91,Television Digital Capable,N,Each,868280,2800,,,,
PURCHASE_ORDER_LINES,108791,171243,Goods,12027,91,Television HD Ready,N,Each,988350,1000,,,,
PURCHASE_ORDER_LINES,108792,171244,Goods,12019,91,"Digital Camera, Standard",N,Each,350000,1400,,,,
PURCHASE_ORDER_LINES,108792,171245,Goods,12023,91,"Digital Camera, Professional",N,Each,581840,1400,,,,
PURCHASE_ORDER_LINES,108793,171246,Goods,12021,91,"Digital Camera, Deluxe",N,Each,468195,1300,,,,
PURCHASE_ORDER_LINES,109316,171909,Goods,,1,Software,N,EA,935,1,,,,
PURCHASE_ORDER_LINES,109196,171724,Goods,,1,Toshiba Laptop,N,Each,2704,1,,,,
PURCHASE_ORDER_LINES,110797,173887,Goods,,1,Software,N,EA,847,1,,,,
PURCHASE_ORDER_LINES,112279,175633,Goods,12017,91,Gamepak1,N,Each,3360,1600,,,,
PURCHASE_ORDER_LINES,112279,175634,Goods,12025,91,Television Digital Capable,N,Each,868280,2800,,,,
PURCHASE_ORDER_LINES,112279,175635,Goods,12027,91,Television HD Ready,N,Each,988350,1000,,,,
PURCHASE_ORDER_LINES,112283,175641,Goods,11817,91,GameGirl,N,Each,79543,1700,,,,
PURCHASE_ORDER_LINES,112283,175642,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,112283,175643,Goods,11899,91,Deluxe Laptop,N,Each,1312695,1500,,,,
PURCHASE_ORDER_LINES,112283,175644,Goods,11923,91,Lite Desktop,N,Each,1279812,2300,,,,
PURCHASE_ORDER_LINES,112283,175645,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,112283,175646,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,110482,173476,Goods,11817,91,GameGirl,N,Each,79543,1700,,,,
PURCHASE_ORDER_LINES,110482,173477,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,110482,173478,Goods,11899,91,Deluxe Laptop,N,Each,1312695,1500,,,,
PURCHASE_ORDER_LINES,110482,173479,Goods,11923,91,Lite Desktop,N,Each,1279812,2300,,,,
PURCHASE_ORDER_LINES,110482,173480,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,110482,173481,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,111335,174575,Goods,,1,Software,N,EA,901,1,,,,
PURCHASE_ORDER_LINES,110619,173669,Goods,,1,Company Car,N,Each,37075,1,,,,
PURCHASE_ORDER_LINES,110959,174089,Goods,,1,Dell Desktop,N,Each,3148,1,,,,
PURCHASE_ORDER_LINES,112339,175693,Goods,,1,Toshiba Laptop,N,Each,2610,1,,,,
PURCHASE_ORDER_LINES,115300,179364,Goods,12021,91,"Digital Camera, Deluxe",N,Each,468195,1300,,,,
PURCHASE_ORDER_LINES,113234,176913,Goods,12017,91,Gamepak1,N,Each,3360,1600,,,,
PURCHASE_ORDER_LINES,113234,176914,Goods,12025,91,Television Digital Capable,N,Each,868280,2800,,,,
PURCHASE_ORDER_LINES,113234,176915,Goods,12027,91,Television HD Ready,N,Each,988350,1000,,,,
PURCHASE_ORDER_LINES,113237,176919,Goods,12029,91,"Television 96""",N,Each,2086950,1000,,,,
PURCHASE_ORDER_LINES,113237,176920,Goods,12031,91,"Television 102""",N,Each,3187500,1000,,,,
PURCHASE_ORDER_LINES,113238,176921,Goods,11817,91,GameGirl,N,Each,79543,1700,,,,
PURCHASE_ORDER_LINES,113238,176922,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,113238,176923,Goods,11899,91,Deluxe Laptop,N,Each,1312695,1500,,,,
PURCHASE_ORDER_LINES,113238,176924,Goods,11923,91,Lite Desktop,N,Each,1279812,2300,,,,
PURCHASE_ORDER_LINES,113238,176925,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,113238,176926,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,114277,178293,Goods,,1,Software,N,EA,925,1,,,,
PURCHASE_ORDER_LINES,114397,178413,Goods,,1,Dell Monitor,N,Each,513,1,,,,
PURCHASE_ORDER_LINES,113638,177594,Goods,,1,Software,N,EA,869,1,,,,
PURCHASE_ORDER_LINES,117031,181398,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,374400,14.4,,,,
PURCHASE_ORDER_LINES,115687,179888,Goods,,1,Software,N,EA,867,1,,,,
PURCHASE_ORDER_LINES,117150,181557,Goods,,2758,Server,N,Each,42500,100,,,,
PURCHASE_ORDER_LINES,116549,180870,Rate Based Temp Labor,,2665,Temporary Clerk for Vision Corp,N,Hour,1200,1,38375,46148,,
PURCHASE_ORDER_LINES,116487,180828,Goods,5552,1353,Public Relations Services,N,HRS,618800,1768,,,,
PURCHASE_ORDER_LINES,116488,180829,Goods,5728,1354,Weekly Warehousing,N,Week,480000,19.2,,,,
PURCHASE_ORDER_LINES,116489,180830,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,124800,4.8,,,,
PURCHASE_ORDER_LINES,116489,180831,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,624000,24,,,,
PURCHASE_ORDER_LINES,118478,183094,Goods,75,36,Paper - requires 2-way match office supply item,N,Each,16000,320,,,,
PURCHASE_ORDER_LINES,117892,182479,Goods,5728,1354,Weekly Warehousing,N,Week,460000,18.4,,,,
PURCHASE_ORDER_LINES,115948,180229,Goods,,1,Software,N,EA,923,1,,,,
PURCHASE_ORDER_LINES,118270,182857,Goods,73,36,Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset),N,Each,26950,55,,,,
PURCHASE_ORDER_LINES,118510,183117,Goods,4818,30,LCD Display,N,Each,10000,2500,,,,
PURCHASE_ORDER_LINES,118510,183118,Goods,4820,1,LCD Display,N,Each,14000,3500,,,,
PURCHASE_ORDER_LINES,118616,183248,Goods,12029,91,"Television 96""",N,Each,2086950,1000,,,,
PURCHASE_ORDER_LINES,118616,183249,Goods,12031,91,"Television 102""",N,Each,3187500,1000,,,,
PURCHASE_ORDER_LINES,116367,180688,Goods,,1,Dell Monitor,N,Each,511,1,,,,
PURCHASE_ORDER_LINES,117311,181699,Goods,63476,31,Hard Drive - B series,N,Each,5000,100,,,,
PURCHASE_ORDER_LINES,117311,181700,Goods,63477,114,CD-ROM - A series,N,Each,3600,100,,,,
PURCHASE_ORDER_LINES,117311,181701,Goods,63478,114,CD-ROM - B series,N,Each,484,11,,,,
PURCHASE_ORDER_LINES,116890,181237,Goods,5734,30,"18"" LCD Flat Panel Monitor",N,Each,64532,68,,,,
PURCHASE_ORDER_LINES,117433,181923,Goods,12021,91,"Digital Camera, Deluxe",N,Each,468195,1300,,,,
PURCHASE_ORDER_LINES,119720,184769,Goods,73,36,Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset),N,Each,24990,51,,,,
PURCHASE_ORDER_LINES,119860,185145,Goods,,1,Company Car,N,Each,36641,1,,,,
PURCHASE_ORDER_LINES,118872,183561,Goods,5728,1354,Weekly Warehousing,N,Week,420000,16.8,,,,
PURCHASE_ORDER_LINES,118670,183319,Rate Based Temp Labor,,2665,Temporary Clerk for Vision Corp,N,Hour,120,1,38375,46148,,
PURCHASE_ORDER_LINES,119150,184059,Goods,206954,3124,Steel Washer,N,Each,1800,100,,,,
PURCHASE_ORDER_LINES,119150,184060,Goods,206955,3124,Rubber Washer,N,Each,1600,100,,,,
PURCHASE_ORDER_LINES,119150,184061,Goods,206959,3124,End Screw - Valve Stem,N,Each,2500,100,,,,
PURCHASE_ORDER_LINES,119150,184062,Goods,206950,3124,Nut - Large End Fastener - Valve,N,Each,1800,100,,,,
PURCHASE_ORDER_LINES,119150,184063,Goods,206951,3124,Nut - Small Stainless Fastener,N,Each,1800,100,,,,
PURCHASE_ORDER_LINES,119150,184064,Goods,206952,3124,Seal - Valve - Large End Seal,N,Each,1200,100,,,,
PURCHASE_ORDER_LINES,119150,184065,Goods,206953,3124,Seal - Rubber - Valve,N,Each,1000,100,,,,
PURCHASE_ORDER_LINES,119150,184066,Goods,206956,3124,End Cap - Valve Stem,N,Each,3200,100,,,,
PURCHASE_ORDER_LINES,119150,184067,Goods,206958,3124,Valve Stem,N,Each,8500,100,,,,
PURCHASE_ORDER_LINES,119150,184068,Goods,206957,3124,Valve Stem Assembly,N,Each,20000,100,,,,
PURCHASE_ORDER_LINES,119922,185330,Goods,,1,Software,N,EA,891,1,,,,
PURCHASE_ORDER_LINES,118870,183559,Goods,,1,Company Car,N,Each,37499,1,,,,
PURCHASE_ORDER_LINES,119252,184161,Goods,,1,Toshiba Laptop,N,Each,3118,1,,,,
PURCHASE_ORDER_LINES,120037,185696,Goods,5552,1353,Public Relations Services,N,HRS,565600,1616,,,,
PURCHASE_ORDER_LINES,119070,183959,Goods,,1,Company Car,N,Each,36258,1,,,,
PURCHASE_ORDER_LINES,119755,184891,Goods,75,36,Paper - requires 2-way match office supply item,N,Each,14800,296,,,,
PURCHASE_ORDER_LINES,120577,187154,Goods,208991,2758,GPS Flex Circuit,N,Each,2830.5,37,,,,
PURCHASE_ORDER_LINES,120577,187155,Goods,208992,2758,"3"" LCD Screen",N,Each,3281,34,,,,
PURCHASE_ORDER_LINES,120577,187156,Goods,208993,2758,GPS Case,N,Each,252.8,32,,,,
PURCHASE_ORDER_LINES,120442,186834,Goods,73,36,Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset),N,Each,26460,54,,,,
PURCHASE_ORDER_LINES,120245,186298,Goods,,1,Toshiba Laptop,N,Each,2565,1,,,,
PURCHASE_ORDER_LINES,120098,185966,Goods,5560,1353,Legal Services,N,HRS,108450,241,,,,
PURCHASE_ORDER_LINES,120089,185902,Goods,207959,2757,Techstar - Ultra Range Wirelsss Router,N,Each,3800,50,,,,
PURCHASE_ORDER_LINES,120237,186275,Goods,,1,Dell Desktop,N,Each,3100,1,,,,
PURCHASE_ORDER_LINES,120193,186137,Goods,,1,Software,N,EA,834,1,,,,
PURCHASE_ORDER_LINES,120352,186569,Goods,,1,Dell Monitor,N,Each,492,1,,,,
PURCHASE_ORDER_LINES,120039,185698,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,114400,4.4,,,,
PURCHASE_ORDER_LINES,120039,185699,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,572000,22,,,,
PURCHASE_ORDER_LINES,120122,186029,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,343200,13.2,,,,
PURCHASE_ORDER_LINES,120313,186526,Goods,,1,Software,N,EA,887,1,,,,
PURCHASE_ORDER_LINES,115298,179359,Goods,12017,91,Gamepak1,N,Each,3360,1600,,,,
PURCHASE_ORDER_LINES,115298,179360,Goods,12025,91,Television Digital Capable,N,Each,868280,2800,,,,
PURCHASE_ORDER_LINES,115298,179361,Goods,12027,91,Television HD Ready,N,Each,988350,1000,,,,
PURCHASE_ORDER_LINES,115299,179362,Goods,12019,91,"Digital Camera, Standard",N,Each,350000,1400,,,,
