"RECORD_TYPE:ITEMS","ITEM_ID","ITEM_CODE","DESCRIPTION","STOCKABLE","SELLABLE","UOM_CODE","UOM_NAME","TARGET_PRICE","ITEM_STATUS","RESTRICT_SUPPLIERS","ITEM_TYPE","CATEGORY_ID","FROM_ROWNUMBER"
"ITEMS",4838,"CM66336","Resistor SMT 1.0 kOhm 0604","Y","Y","Ea","Each",0.06,"Active","Y","Purchased item",1,228
"ITEMS",4840,"CM66339","Resistor SMT 1.5 kOhm 0605","Y","Y","Ea","Each",0.06,"Active","Y","Purchased item",1,229
"ITEMS",4875,"CM007007","Gab Jam","Y","Y","Ea","Each",0,"Active","N","Purchased item",1,230
"ITEMS",5252,"SMC1100","Raw Wafer","Y","Y","Ea","Each",15,"Active","N","Purchased item",1,231
"ITEMS",5372,"z7110","Advertising Services","N","N","HRS","HRS",400,"Active","N","Contracts - Consulting",1353,232
"ITEMS",5432,"SMC1200","Raw Wafer","Y","Y","Ea","Each",15,"Active","N","Purchased item",1,233
"ITEMS",5453,"CM080901","Sentinel Multi-Media Package","Y","Y","Ea","Each",0,"Active","N","Purchased item",1,234
"ITEMS",5552,"z7120","Public Relations Services","N","N","HRS","HRS",350,"Active","N","Contracts - Consulting",1353,235
"ITEMS",5554,"z7230","Warehousing Contracts","N","N","MTH","Month",10000,"Active","N","Contracts - Consulting",1354,236
"ITEMS",5556,"z7440","Cleaning and Grounds Maintenance","N","N","MTH","Month",3000,"Active","N","Contracts - Consulting",1354,237
"ITEMS",5560,"z7620","Legal Services","N","N","HRS","HRS",450,"Active","N","Contracts - Consulting",1353,238
"ITEMS",5610,"CM66421","LCD Panel","Y","Y","Ea","Each",4,"Active","Y","Purchased item",1,239
"ITEMS",5612,"CM66422","Case","Y","Y","Ea","Each",1.2,"Active","Y","Purchased item",1,240
"ITEMS",5614,"CM66423","Processor","Y","Y","Ea","Each",1.2,"Active","Y","Purchased item",1,241
"ITEMS",5616,"OP30000","Outside Processing for Testing","N","N","Ea","Each",0,"Active","N","Outside Processing Item",1,242
"ITEMS",5728,"z7235","Weekly Warehousing","N","N","WK","Week",25000,"Active","N","Contracts - Consulting",1354,243
"ITEMS",5730,"z7445","Cleaning and Maintenance - Weekly","N","N","WK","Week",26000,"Active","N","Contracts - Consulting",1354,244
"ITEMS",5732,"f13000","File Cabinets -  5 Drawer Lateral (Capitalizable)","N","N","Ea","Each",1500,"Active","N","Purchased item",21,245
"ITEMS",5734,"f71000","18"" LCD Flat Panel Monitor","N","N","Ea","Each",949,"Active","N","Purchased item",30,246
"ITEMS",5832,"SMC1400","Raw Wafer","Y","Y","Ea","Each",15,"Active","N","Purchased item",1,247
"ITEMS",6108,"75100007","Cartridge Carrier","Y","Y","Ea","Each",1,"Active","Y","Purchased item",1,248
"ITEMS",6110,"75100008","Ribbon Cable","Y","Y","Ea","Each",1,"Active","Y","Purchased item",1,249
"ITEMS",6112,"75100009","Label","Y","Y","Ea","Each",1,"Active","Y","Purchased item",1,250
"ITEMS",6114,"75100010","Retaining Spring","Y","Y","Ea","Each",1,"Active","Y","Purchased item",1,251
"ITEMS",6116,"75100012","Seal","Y","Y","Ea","Each",1,"Active","Y","Purchased item",1,252
"ITEMS",6118,"75100013","Electronic Contact Strip","Y","Y","Ea","Each",1,"Active","Y","Purchased item",500,253
"ITEMS",6120,"75100031","Polythene","Y","Y","LB","LB",1,"Active","Y","Purchased item",1,254
"ITEMS",6122,"75100032","Plastic for Cartridge","Y","Y","LB","LB",1,"Active","Y","Purchased item",1,255
"ITEMS",6124,"75100033","Raw Friction Roller","Y","Y","LB","LB",1,"Active","Y","Purchased item",1,256
"ITEMS",6126,"75100034","Steel for Gears","Y","Y","LB","LB",1,"Active","Y","Purchased item",1,257
"ITEMS",6128,"75100026","Motor Housing Casting","Y","Y","Ea","Each",1,"Active","Y","Purchased item",1,258
"ITEMS",6130,"75100027","Motor","Y","Y","Ea","Each",1,"Active","Y","Purchased item",1,259
"ITEMS",6132,"75100028","Sleeve","Y","Y","Ea","Each",1,"Active","Y","Purchased item",1,260
"ITEMS",6134,"75100030","Shaft Raw Casting","Y","Y","Ea","Each",1,"Active","Y","Purchased item",1,261
"ITEMS",6734,"FAB-OSP","Fab Sector Outside Processing","N","N","Ea","Each",25,"Active","N","Outside Processing Item",1,262
"ITEMS",6761,"AS66629","Envoy Ruggedized Laptop","Y","Y","Ea","Each",2935.834,"Active","N","Finished good",1,263
"ITEMS",6858,"CP20001","Trade Management Misc. Item","Y","Y","Ea","Each",1,"Active","N","Purchased item",1,264
"ITEMS",6870,"CP20002","Trade Management Misc. Item 2","Y","Y","Ea","Each",1,"Active","N","Purchased item",1,265
"ITEMS",7011,"HC77204","Cardio Respitory Monitor Respitrace 204","N","Y","Ea","Each",5000,"Active","N","Purchased item",1541,266
"ITEMS",7013,"HC66666","Holter Fetal Monitor","N","Y","Ea","Each",7600,"Active","N","Purchased item",1541,267
"ITEMS",7017,"HC99099","Pulse Oximeter Model 8500","N","Y","Ea","Each",2200,"Active","N","Purchased item",1541,268
"ITEMS",7115,"WD50200","23.5"" x 35.50"" Performance Tempered Insulated Glass (Double Glazed)","Y","Y","Ea","Each",2.25,"Active","N","Purchased item",1,269
"ITEMS",7117,"WD50201","23.5"" x 35.50"" Performance Tempered Insulated Glass with UV Filters (Double Glazed)","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,270
"ITEMS",7119,"WD50202","23.5"" x 35.50"" High Performance Tempered Insulated Glass with UV Filters (Triple Glazed)","Y","Y","Ea","Each",15.75,"Active","N","Purchased item",1,271
"ITEMS",7121,"WD50203","48.5"" x 69.50"" Performance Tempered Insulated Glass (Double Glazed)","Y","Y","Ea","Each",2.25,"Active","N","Purchased item",1,272
"ITEMS",7123,"WD50204","48.5"" x 69.50"" Performance Tempered Insulated Glass with UV Filters (Double Glazed)","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,273
"ITEMS",7125,"WD50205","48.5"" x 69.50"" High Performance Tempered Insulated Glass with UV Filters (Triple Glazed)","Y","Y","Ea","Each",15.75,"Active","N","Purchased item",1,274
"ITEMS",7127,"WD50206","48.5"" Dia Performance Tempered Insulated Glass (Double Glazed)","Y","Y","Ea","Each",2.25,"Active","N","Purchased item",1,275
"ITEMS",7129,"WD50207","48.5"" Dia Performance Tempered Insulated Glass with UV Filters (Double Glazed)","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,276
"ITEMS",7131,"WD50208","48.5"" Dia High Performance Tempered Insulated Glass with UV Filters (Triple Glazed)","Y","Y","Ea","Each",15.75,"Active","N","Purchased item",1,277
"ITEMS",7133,"WD50300","23.5"" x 36.25"" x 7/8"" 6 over 6 Special, White Cladding Muntin","Y","Y","Ea","Each",4.5,"Active","N","Purchased item",1,278
"ITEMS",7135,"WD50301","23.5"" x 36.25"" x 7/8"" 6 over 6 Special, Almond Cladding Muntin","Y","Y","Ea","Each",4.5,"Active","N","Purchased item",1,279
"ITEMS",7137,"WD50302","23.5"" x 36.25"" x 7/8"" 6 over 6 Special, Brick Red Cladding Muntin","Y","Y","Ea","Each",4.5,"Active","N","Purchased item",1,280
"ITEMS",7139,"WD50303","48.5"" x 69.50"" x 7/8"" 6 over 6 Special, White Cladding Muntin","Y","Y","Ea","Each",8.55,"Active","N","Purchased item",1,281
"ITEMS",7141,"WD50304","48.5"" x 69.50"" x 7/8"" 6 over 6 Special, Almond Cladding Muntin","Y","Y","Ea","Each",8.55,"Active","N","Purchased item",1,282
"ITEMS",7143,"WD50305","48.5"" x 69.50"" x 7/8"" 6 over 6 Special, Brick Red Cladding Muntin","Y","Y","Ea","Each",8.55,"Active","N","Purchased item",1,283
"ITEMS",7145,"WD50306","48.5"" Dia x 7/8"" 6 over 6 Special, White Cladding Muntin","Y","Y","Ea","Each",8.55,"Active","N","Purchased item",1,284
"ITEMS",7147,"WD50307","48.5"" Dia x 7/8"" 6 over 6 Special, Almond Cladding Muntin","Y","Y","Ea","Each",8.55,"Active","N","Purchased item",1,285
"ITEMS",7149,"WD50308","48.5"" Dia x 7/8"" 6 over 6 Special, Brick Red Cladding Muntin","Y","Y","Ea","Each",8.55,"Active","N","Purchased item",1,286
"ITEMS",7151,"WD50309","23.5"" x 36.25"" x 7/8"" 8 over 8 Special, White Cladding Muntin","Y","Y","Ea","Each",6.75,"Active","N","Purchased item",1,287
"ITEMS",7153,"WD50310","23.5"" x 36.25"" x 7/8"" 8 over 8 Special, Almond Cladding Muntin","Y","Y","Ea","Each",6.75,"Active","N","Purchased item",1,288
"ITEMS",7155,"WD50311","23.5"" x 36.25"" x 7/8"" 8 over 8 Special, Brick Red Cladding Muntin","Y","Y","Ea","Each",6.75,"Active","N","Purchased item",1,289
"ITEMS",7157,"WD50312","48.5"" x 69.50"" x 7/8"" 8 over 8 Special, White Cladding Muntin","Y","Y","Ea","Each",9.9,"Active","N","Purchased item",1,290
"ITEMS",7159,"WD50313","48.5"" x 69.50"" x 7/8"" 8 over 8 Special, Almond Cladding Muntin","Y","Y","Ea","Each",9.9,"Active","N","Purchased item",1,291
"ITEMS",7161,"WD50314","48.5"" x 69.50"" x 7/8"" 8 over 8 Special, Brick Red Cladding Muntin","Y","Y","Ea","Each",9.9,"Active","N","Purchased item",1,292
"ITEMS",7163,"WD50315","48.5"" Dia x 7/8"" 8 over 8 Special, White Cladding Muntin","Y","Y","Ea","Each",9.9,"Active","N","Purchased item",1,293
"ITEMS",7165,"WD50316","48.5"" Dia x 7/8"" 8 over 8 Special, Almond Cladding Muntin","Y","Y","Ea","Each",9.9,"Active","N","Purchased item",1,294
"ITEMS",7167,"WD50317","48.5"" Dia x 7/8"" 8 over 8 Special, Brick Red Cladding Muntin","Y","Y","Ea","Each",9.9,"Active","N","Purchased item",1,295
"ITEMS",7169,"WD50400","25"" Diameter, White Cladding, White Interior Curved Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,296
"ITEMS",7171,"WD50401","25"" Diameter, Almond Cladding, White Interior Curved Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,297
"ITEMS",7173,"WD50402","25"" Diameter, Brick Red Cladding, White Interior Curved Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,298
"ITEMS",7175,"WD50403","25"" Diameter, White Cladding, Prime Interior Curved Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,299
"ITEMS",7177,"WD50404","25"" Diameter, Almond Cladding, Prime Interior Curved Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,300
"ITEMS",7179,"WD50405","25"" Diameter, Brick Red Cladding, Prime Interior Curved Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,301
"ITEMS",7181,"WD50406","50"" Diameter, White Cladding, White Interior Curved Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,302
"ITEMS",7183,"WD50407","50"" Diameter, Almond Cladding, White Interior Curved Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,303
"ITEMS",7185,"WD50408","50"" Diameter, Brick Red Cladding, White Interior Curved Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,304
"ITEMS",7187,"WD50409","50"" Diameter, White Cladding, Prime Interior Curved Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,305
"ITEMS",7189,"WD50410","50"" Diameter, Almond Cladding, Prime Interior Curved Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,306
"ITEMS",7191,"WD50411","50"" Diameter, Brick Red Cladding, Prime Interior Curved Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,307
"ITEMS",7193,"WD50500","25"", White Cladding, White Interior Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,308
"ITEMS",7195,"WD50501","25"", Almond Cladding, White Interior Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,309
"ITEMS",7197,"WD50502","25"", Brick Red Cladding, White Interior Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,310
"ITEMS",7199,"WD50503","25"", White Cladding, Prime Interior Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,311
"ITEMS",7201,"WD50504","25"", Almond Cladding, Prime Interior Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,312
"ITEMS",7203,"WD50505","25"", Brick Red Cladding, Prime Interior Head Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,313
"ITEMS",7205,"WD50506","50"", White Cladding, White Interior Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,314
"ITEMS",7207,"WD50507","50"", Almond Cladding, White Interior Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,315
"ITEMS",7209,"WD50508","50"", Brick Red Cladding, White Interior Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,316
"ITEMS",7211,"WD50509","50"", White Cladding, Prime Interior Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,317
"ITEMS",7213,"WD50510","50"", Almond Cladding, Prime Interior Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,318
"ITEMS",7215,"WD50511","50"", Brick Red Cladding, Prime Interior Head Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,319
"ITEMS",7217,"WD50600","25"", White Cladding, White Interior Sill","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,320
"ITEMS",7219,"WD50601","25"", Almond Cladding, White Interior Sill","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,321
"ITEMS",7221,"WD50602","25"", Brick Red Cladding, White Interior Sill","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,322
"ITEMS",7223,"WD50603","25"", White Cladding, Prime Interior Sill","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,323
"ITEMS",7225,"WD50604","25"", Almond Cladding, Prime Interior Sill","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,324
"ITEMS",7227,"WD50605","25"", Brick Red Cladding, Prime Interior Sill","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,325
"ITEMS",7229,"WD50606","50"", White Cladding, White Interior Sill","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,326
"ITEMS",7231,"WD50607","50"", Almond Cladding, White Interior Sill","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,327
"ITEMS",7233,"WD50608","50"", Brick Red Cladding, White Interior Sill","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,328
"ITEMS",7235,"WD50609","50"", White Cladding, Prime Interior Sill","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,329
"ITEMS",7237,"WD50610","50"", Almond Cladding, Prime Interior Sill","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,330
"ITEMS",7239,"WD50611","50"", Brick Red Cladding, Prime Interior Sill","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,331
"ITEMS",7241,"WD50700","35"", White Cladding, White Interior Side Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,332
"ITEMS",7243,"WD50701","35"", Almond Cladding, White Interior Side Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,333
"ITEMS",7245,"WD50702","35"", Brick Red Cladding, White Interior Side Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,334
"ITEMS",7247,"WD50703","35"", White Cladding, Prime Interior Side Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,335
"ITEMS",7249,"WD50704","35"", Almond Cladding, Prime Interior Side Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,336
"ITEMS",7251,"WD50705","35"", Brick Red Cladding, Prime Interior Side Jamb","Y","Y","Ea","Each",20.25,"Active","N","Purchased item",1,337
"ITEMS",7271,"WD50706","71"", White Cladding, White Interior Side Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,338
"ITEMS",7273,"WD50707","71"", Almond Cladding, White Interior Side Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,339
"ITEMS",7275,"WD50708","71"", Brick Red Cladding, White Interior Side Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,340
"ITEMS",7277,"WD50709","71"", White Cladding, Prime Interior Side Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,341
"ITEMS",7279,"WD50710","71"", Almond Cladding, Prime Interior Side Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,342
"ITEMS",7281,"WD50711","71"", Brick Red Cladding, Prime Interior Side Jamb","Y","Y","Ea","Each",24.75,"Active","N","Purchased item",1,343
"ITEMS",7283,"WD50800","23"" Diameter, White Cladding, White Interior Curved Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,344
"ITEMS",7285,"WD50801","23"" Diameter, Almond Cladding, White Interior Curved Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,345
"ITEMS",7287,"WD50802","23"" Diameter, Brick Red Cladding, White Interior Curved Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,346
"ITEMS",7289,"WD50803","23"" Diameter, White Cladding, Prime Interior Curved Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,347
"ITEMS",7291,"WD50804","23"" Diameter, Almond Cladding, Prime Interior Curved Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,348
"ITEMS",7293,"WD50805","23"" Diameter, Brick Red Cladding, Prime Interior Curved Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,349
"ITEMS",7295,"WD50806","48"" Diameter, White Cladding, White Interior Curved Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,350
"ITEMS",7297,"WD50807","48"" Diameter, Almond Cladding, White Interior Curved Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,351
"ITEMS",7299,"WD50808","48"" Diameter, Brick Red Cladding, White Interior Curved Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,352
"ITEMS",7301,"WD50809","48"" Diameter, White Cladding, Prime Interior Curved Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,353
"ITEMS",7303,"WD50810","48"" Diameter, Almond Cladding, Prime Interior Curved Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,354
"ITEMS",7305,"WD50811","48"" Diameter, Brick Red Cladding, Prime Interior Curved Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,355
"ITEMS",7307,"WD50900","23"", White Cladding, White Interior Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,356
"ITEMS",7309,"WD50901","23"", Almond Cladding, White Interior Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,357
"ITEMS",7311,"WD50902","23"", Brick Red Cladding, White Interior Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,358
"ITEMS",7313,"WD50903","23"", White Cladding, Prime Interior Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,359
"ITEMS",7315,"WD50904","23"", Almond Cladding, Prime Interior Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,360
"ITEMS",7317,"WD50905","23"", Brick Red Cladding, Prime Interior Rail","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,361
"ITEMS",7319,"WD50906","48"", White Cladding, White Interior Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,362
"ITEMS",7321,"WD50907","48"", Almond Cladding, White Interior Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,363
"ITEMS",7323,"WD50908","48"", Brick Red Cladding, White Interior Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,364
"ITEMS",7325,"WD50909","48"", White Cladding, Prime Interior Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,365
"ITEMS",7327,"WD50910","48"", Almond Cladding, Prime Interior Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,366
"ITEMS",7329,"WD50911","48"", Brick Red Cladding, Prime Interior Rail","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,367
"ITEMS",7331,"WD51000","17.75"", White Cladding, White Interior Stile","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,368
"ITEMS",7333,"WD51001","17.75"", Almond Cladding, White Interior Stile","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,369
"ITEMS",7335,"WD51002","17.75"", Brick Red Cladding, White Interior Stile","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,370
"ITEMS",7337,"WD51003","17.75"", White Cladding, Prime Interior Stile","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,371
"ITEMS",7339,"WD51004","17.75"", Almond Cladding, Prime Interior Stile","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,372
"ITEMS",7341,"WD51005","17.75"", Brick Red Cladding, Prime Interior Stile","Y","Y","Ea","Each",9,"Active","N","Purchased item",1,373
"ITEMS",7343,"WD51006","35.75"", White Cladding, White Interior Stile","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,374
"ITEMS",7345,"WD51007","35.75"", Almond Cladding, White Interior Stile","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,375
"ITEMS",7347,"WD51008","35.75"", Brick Red Cladding, White Interior Stile","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,376
"ITEMS",7349,"WD51009","35.75"", White Cladding, Prime Interior Stile","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,377
"ITEMS",7351,"WD51010","35.75"", Almond Cladding, Prime Interior Stile","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,378
"ITEMS",7353,"WD51011","35.75"", Brick Red Cladding, Prime Interior Stile","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,379
"ITEMS",7355,"WD51100","71"" x 3/8"", White Interior Extension Jamb","Y","Y","Ea","Each",6.75,"Active","N","Purchased item",1,380
"ITEMS",7357,"WD51101","71"" x 3/8"", Prime Interior Extension Jamb","Y","Y","Ea","Each",6.75,"Active","N","Purchased item",1,381
"ITEMS",7359,"WD51102","25"" x 3/8"", White Interior Extension Jamb","Y","Y","Ea","Each",4.05,"Active","N","Purchased item",1,382
"ITEMS",7361,"WD51103","25"" x 3/8"", Prime Interior Extension Jamb","Y","Y","Ea","Each",4.05,"Active","N","Purchased item",1,383
"ITEMS",7363,"WD51104","50"" x 3/8"", White Interior Extension Jamb","Y","Y","Ea","Each",5.85,"Active","N","Purchased item",1,384
"ITEMS",7365,"WD51105","50"" x 3/8"", Prime Interior Extension Jamb","Y","Y","Ea","Each",5.85,"Active","N","Purchased item",1,385
"ITEMS",7367,"WD51106","71"" x 1-3/4"", White Interior Extension Jamb","Y","Y","Ea","Each",8.55,"Active","N","Purchased item",1,386
"ITEMS",7369,"WD51107","71"" x 1-3/4"", Prime Interior Extension Jamb","Y","Y","Ea","Each",8.55,"Active","N","Purchased item",1,387
"ITEMS",7371,"WD51108","25"" x 1-3/4"", White Interior Extension Jamb","Y","Y","Ea","Each",5.4,"Active","N","Purchased item",1,388
"ITEMS",7373,"WD51109","25"" x 1-3/4"", Prime Interior Extension Jamb","Y","Y","Ea","Each",5.4,"Active","N","Purchased item",1,389
"ITEMS",7375,"WD51110","50"" x 1-3/4"", White Interior Extension Jamb","Y","Y","Ea","Each",7.2,"Active","N","Purchased item",1,390
"ITEMS",7377,"WD51111","50"" x 1-3/4"", Prime Interior Extension Jamb","Y","Y","Ea","Each",7.2,"Active","N","Purchased item",1,391
"ITEMS",7379,"WD51200","50"" Dia x 3/8"", White Interior Curved Extension Jamb","Y","Y","Ea","Each",5.85,"Active","N","Purchased item",1,392
"ITEMS",7381,"WD51201","50"" Dia x 3/8"", Prime Interior Curved Extension Jamb","Y","Y","Ea","Each",5.85,"Active","N","Purchased item",1,393
"ITEMS",7383,"WD51202","25"" Dia x 3/8"", White Interior Curved Extension Jamb","Y","Y","Ea","Each",4.05,"Active","N","Purchased item",1,394
"ITEMS",7385,"WD51203","25"" Dia x 3/8"", Prime Interior Curved Extension Jamb","Y","Y","Ea","Each",4.05,"Active","N","Purchased item",1,395
"ITEMS",7387,"WD51204","50"" Dia x 1-3/4"", White Interior Curved Extension Jamb","Y","Y","Ea","Each",7.2,"Active","N","Purchased item",1,396
"ITEMS",7389,"WD51205","50"" Dia x 1-3/4"", Prime Interior Curved Extension Jamb","Y","Y","Ea","Each",7.2,"Active","N","Purchased item",1,397
"ITEMS",7391,"WD51206","25"" Dia x 1-3/4"", White Interior Curved Extension Jamb","Y","Y","Ea","Each",5.4,"Active","N","Purchased item",1,398
"ITEMS",7393,"WD51207","25"" Dia x 1-3/4"", Prime Interior Curved Extension Jamb","Y","Y","Ea","Each",5.4,"Active","N","Purchased item",1,399
"ITEMS",7395,"WD51300","Brass Hardware","Y","Y","Ea","Each",17.55,"Active","N","Purchased item",1,400
"ITEMS",7397,"WD51301","Gunmetal Hardware","Y","Y","Ea","Each",15.75,"Active","N","Purchased item",1,401
"ITEMS",7399,"WD51302","White Hardware","Y","Y","Ea","Each",11.25,"Active","N","Purchased item",1,402
"ITEMS",7953,"CM33767","Heavy Duty Power Supply","Y","Y","Ea","Each",32,"Active","N","Purchased item",1,403
"ITEMS",7975,"CM44312","Laptop Upgrade Board","Y","Y","Ea","Each",27.55,"Active","N","Purchased item",1,404
"ITEMS",7977,"CM44316","Processor","Y","Y","Ea","Each",92.3,"Active","N","Purchased item",1,405
"ITEMS",7979,"AS66201","Vision Pad - Platinum","Y","Y","Ea","Each",,"Active","N","Finished good",1,406
"ITEMS",7981,"AS66202","Vision Pad - Platinum Elite","Y","Y","Ea","Each",,"Active","N","Finished good",1,407
"ITEMS",7983,"SB66231","PCB Assy - Vision Pad Plantinum Elite","Y","Y","Ea","Each",25,"Active","N","Subassembly",1,408
"ITEMS",7987,"CM66224","LCD Display","Y","Y","Ea","Each",50.48,"Active","N","Purchased item",1,409
"ITEMS",7989,"CM66229","Plastic Case","Y","Y","Ea","Each",10,"Active","N","Purchased item",1,410
"ITEMS",7991,"CM66236","Resistor SMT 1.0 kOhm 0604","Y","Y","Ea","Each",0.06,"Active","N","Purchased item",1,411
"ITEMS",7993,"CM66237","PCB Main","Y","Y","Ea","Each",15,"Active","N","Purchased item",1,412
"ITEMS",7995,"CM66248","Micro 64k","Y","Y","Ea","Each",59.74,"Active","N","Purchased item",1,413
"ITEMS",7997,"CM66299","Capacitor SMT 1.5 kOhm","Y","Y","Ea","Each",0.06,"Active","N","Purchased item",1,414
"ITEMS",7999,"CM66298","Capacitor SMT 0.5 kOhm","Y","Y","Ea","Each",0.06,"Active","N","Purchased item",1,415
"ITEMS",8001,"CM66239","Resistor SMT 1.5 kOhm 0605","Y","Y","Ea","Each",0.06,"Active","N","Purchased item",1,416
"ITEMS",8003,"FS89109","Power / Recharging Unit","Y","Y","Ea","Each",26.34,"Active","N","Purchased item",1,417
"ITEMS",8025,"Motor - Electric Fork Lift","Electric Fork Lift Motor","Y","Y","Ea","Each",3567.34,"Active","N","Purchased item",1205,418
"ITEMS",8027,"Motor - Propane Fork Lift","Propane Fork Lift Motor","Y","Y","Ea","Each",2458.32,"Active","N","Purchased item",1205,419
"ITEMS",8029,"Battery - Electric Fork Lift","Power Battery For Electric Fork Lifts","Y","Y","Ea","Each",104,"Active","N","Purchased item",1205,420
"ITEMS",8031,"Battery - Propane Fork Lift","Battery (electrical systems) for Propane Fork Lifts","Y","Y","Ea","Each",52.5,"Active","N","Purchased item",1205,421
"ITEMS",8033,"Fuel Tank - Propane Fork Lift","Fuel Tanks for Propane Fork Lifts","Y","Y","Ea","Each",78.42,"Active","N","Purchased item",1205,422
