RECORD_TYPE:PURCHASE_ORDERS,PO_ID,PO_NUMBER,LATEST_REVISION,CANCEL_FLAG,PERSON_ID,SUPPLIER_ID,SUPPLIER_SITE_ID,GEOGRAPHY_ID,CURRENCY_CODE,CURRENCY_RATE_TYPE,CURRENCY_EXCHANGE_DATE,CURRENCY_EXCHANGE_RATE,CREATION_DATE,ORIG_APPROVAL_SUBMIT_DATE,ORIG_APPROVED_DATE,LATEST_APPROVED_DATE,TRANSMISSION_METHOD,PAY_ON_CODE,CREATION_METHOD,PAY_TERMS,PAYMENT_TERMS_ID
PURCHASE_ORDERS,92971,5647,0,N,57,21,1969,207,USD,,1-Jun-14,,1-Jun-14,1/06/14 6:19,1/06/14 6:19,1/06/14 6:19,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,93116,5654,0,N,25,557,1233,204,USD,,,,7-Jun-14,7/06/14 2:07,7/06/14 2:07,7/06/14 2:07,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,92819,5645,0,N,57,21,1969,207,USD,,29-May-14,,29-May-14,29/05/14 6:35,29/05/14 6:35,29/05/14 6:35,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,93518,5667,0,N,31,578,1275,204,USD,,18-Jun-14,,18-Jun-14,18/06/14 2:03,18/06/14 2:04,18/06/14 2:04,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,93237,5657,0,N,31,147,2033,204,USD,,11-Jun-14,,11-Jun-14,11/06/14 2:03,11/06/14 2:03,11/06/14 2:03,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,92779,5644,0,N,57,21,1969,207,USD,,25-May-14,,25-May-14,25/05/14 6:43,25/05/14 6:43,25/05/14 6:43,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,93239,5659,0,N,25,147,2033,204,USD,,,,11-Jun-14,11/06/14 2:06,11/06/14 2:06,11/06/14 2:06,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,92528,5637,0,N,31,578,1275,204,USD,,17-May-14,,17-May-14,17/05/14 3:08,17/05/14 3:08,17/05/14 3:08,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,92319,5635,0,N,25,557,1233,204,USD,,,,14-May-14,14/05/14 2:09,14/05/14 2:09,14/05/14 2:09,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,92593,5639,0,N,31,5,2034,204,USD,,21-May-14,,21-May-14,21/05/14 2:08,21/05/14 2:08,21/05/14 2:08,MANUAL,RECEIPT,WORKFLOW,15 Net (terms date + 15),10013
PURCHASE_ORDERS,92277,5634,0,N,57,21,41,1997,USD,,10-May-14,,10-May-14,10/05/14 15:03,10/05/14 15:03,10/05/14 15:03,B2B,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,93476,5665,0,N,22417,16148,5823,2005,USD,,,,15-Jun-14,15/06/14 14:34,15/06/14 14:38,15/06/14 14:38,EMAIL,RECEIPT,COPY_DOCUMENT,45 Net (terms date + 45),10003
PURCHASE_ORDERS,93563,5669,0,N,31,5,2034,204,USD,,19-Jun-14,,19-Jun-14,19/06/14 2:05,19/06/14 2:05,19/06/14 2:05,MANUAL,RECEIPT,WORKFLOW,15 Net (terms date + 15),10013
PURCHASE_ORDERS,93624,5670,0,N,57,21,1969,207,USD,,19-Jun-14,,19-Jun-14,19/06/14 10:52,19/06/14 10:52,19/06/14 10:52,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,93665,5671,0,N,25,22,2035,204,USD,,20-Jun-14,,20-Jun-14,20/06/14 2:09,20/06/14 2:09,20/06/14 2:09,MANUAL,RECEIPT,WORKFLOW,"4/10, 3/20, 2/30 Net  60",10009
PURCHASE_ORDERS,93010,5648,0,N,31,578,1275,204,USD,,4-Jun-14,,4-Jun-14,4/06/14 2:04,4/06/14 2:04,4/06/14 2:04,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,94223,5679,0,N,31,415,1087,204,USD,,6-Jul-14,,6-Jul-14,6/07/14 2:05,6/07/14 2:05,6/07/14 2:05,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,94823,5697,0,N,31,5,2034,204,USD,,26-Jul-14,,26-Jul-14,26/07/14 12:04,26/07/14 12:04,26/07/14 12:04,MANUAL,RECEIPT,WORKFLOW,15 Net (terms date + 15),10013
PURCHASE_ORDERS,94677,5693,0,N,31,578,1275,204,USD,,17-Jul-14,,17-Jul-14,17/07/14 3:05,17/07/14 3:06,17/07/14 3:06,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,95096,5704,0,N,31,578,1275,204,USD,,2-Aug-14,,2-Aug-14,2/08/14 2:38,2/08/14 2:38,2/08/14 2:38,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,94325,5681,0,N,25,557,1233,204,USD,,9-Jul-14,,9-Jul-14,9/07/14 4:07,9/07/14 4:07,9/07/14 4:07,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,94326,5682,0,N,31,147,2033,204,USD,,9-Jul-14,,9-Jul-14,9/07/14 4:05,9/07/14 4:05,9/07/14 4:05,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,94327,5683,0,N,31,147,2033,204,USD,,9-Jul-14,,9-Jul-14,9/07/14 4:05,9/07/14 4:05,9/07/14 4:05,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,93880,5673,0,N,57,21,1969,207,USD,,25-Jun-14,,25-Jun-14,25/06/14 13:51,25/06/14 13:52,25/06/14 13:52,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,94678,5694,0,N,25,9,12,204,USD,,,,17-Jul-14,17/07/14 3:08,17/07/14 3:08,17/07/14 3:08,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,94694,5695,0,N,57,21,1969,207,USD,,17-Jul-14,,17-Jul-14,17/07/14 14:08,17/07/14 14:08,17/07/14 14:08,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,93901,5675,0,N,31,578,1275,204,USD,,26-Jun-14,,26-Jun-14,26/06/14 2:05,26/06/14 2:05,26/06/14 2:05,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,94336,5688,0,N,57,21,1969,207,USD,,9-Jul-14,,9-Jul-14,9/07/14 6:40,9/07/14 6:40,9/07/14 6:40,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,94083,5677,0,N,31,578,1275,204,USD,,2-Jul-14,,2-Jul-14,2/07/14 2:04,2/07/14 2:04,2/07/14 2:04,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,95046,5703,0,N,57,21,1969,207,USD,,1-Aug-14,,1-Aug-14,1/08/14 7:25,1/08/14 7:25,1/08/14 7:25,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,94103,5678,0,N,57,21,1969,207,USD,,2-Jul-14,,2-Jul-14,2/07/14 8:38,2/07/14 8:38,2/07/14 8:38,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,95875,5732,0,N,25,22,2035,204,USD,,21-Aug-14,,21-Aug-14,21/08/14 2:38,21/08/14 2:38,21/08/14 2:38,MANUAL,RECEIPT,WORKFLOW,"4/10, 3/20, 2/30 Net  60",10009
PURCHASE_ORDERS,95459,5714,0,N,25,557,1233,204,USD,,,,9-Aug-14,9/08/14 11:39,9/08/14 11:39,9/08/14 11:39,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,95460,5715,0,N,25,558,1234,204,USD,,,,9-Aug-14,9/08/14 11:40,9/08/14 11:40,9/08/14 11:40,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,95461,5716,0,N,25,1078,2651,204,GBP,Corporate,9-Aug-14,1.872659176,9-Aug-14,9/08/14 11:40,9/08/14 11:40,9/08/14 11:40,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,95462,5717,0,N,25,495,4950,204,USD,,,,9-Aug-14,9/08/14 11:40,9/08/14 11:40,9/08/14 11:40,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,95463,5718,0,N,25,909,2013,207,USD,,,,9-Aug-14,9/08/14 11:40,9/08/14 11:40,9/08/14 11:40,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,95465,5720,0,N,59,2041,4740,204,USD,,,,9-Aug-14,9/08/14 11:52,9/08/14 11:52,9/08/14 11:52,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,95521,5725,0,N,25,9,12,204,USD,,,,10-Aug-14,10/08/14 2:38,10/08/14 2:38,10/08/14 2:38,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,95826,5730,0,N,59,145,255,207,USD,,,,17-Aug-14,17/08/14 11:12,17/08/14 11:13,17/08/14 11:13,MANUAL,RECEIPT,AWARD_SOURCING,45 Net (terms date + 45),10003
PURCHASE_ORDERS,96206,5740,0,N,57,21,1969,207,USD,,29-Aug-14,,29-Aug-14,29/08/14 14:16,29/08/14 14:16,29/08/14 14:16,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,95359,5711,0,N,25,557,1233,204,USD,,8-Aug-14,,8-Aug-14,8/08/14 4:42,8/08/14 4:42,8/08/14 4:42,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,95808,5729,0,N,31,578,1275,204,USD,,17-Aug-14,,17-Aug-14,17/08/14 2:38,17/08/14 2:38,17/08/14 2:38,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,96310,5742,0,N,57,21,1969,207,USD,,4-Sep-14,,4-Sep-14,4/09/14 8:13,4/09/14 8:13,4/09/14 8:13,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,96423,5744,0,N,25,557,1233,204,USD,,,,7-Sep-14,7/09/14 2:43,7/09/14 2:43,7/09/14 2:43,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,96068,5737,0,N,31,3,2036,204,USD,,24-Aug-14,,24-Aug-14,24/08/14 2:39,24/08/14 2:39,24/08/14 2:39,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,96299,5741,0,N,31,578,1275,204,USD,,4-Sep-14,,4-Sep-14,4/09/14 3:37,4/09/14 3:37,4/09/14 3:37,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,96526,5749,0,N,25,147,2033,204,USD,,,,10-Sep-14,10/09/14 2:42,10/09/14 2:42,10/09/14 2:42,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,96567,5750,0,N,57,21,41,1997,USD,,10-Sep-14,,10-Sep-14,10/09/14 7:31,10/09/14 7:31,10/09/14 7:31,B2B,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,95725,5728,0,N,59,145,255,207,USD,,,,15-Aug-14,15/08/14 14:52,15/08/14 14:52,15/08/14 14:52,NONE,RECEIPT,COPY_DOCUMENT,45 Net (terms date + 45),10003
PURCHASE_ORDERS,96933,5761,0,N,25,415,1087,204,USD,,1-Oct-14,,1-Oct-14,1/10/14 6:44,1/10/14 6:44,1/10/14 6:44,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,96729,5756,0,N,31,5,2034,204,USD,,19-Sep-14,,19-Sep-14,19/09/14 3:13,19/09/14 3:13,19/09/14 3:13,MANUAL,RECEIPT,WORKFLOW,15 Net (terms date + 15),10013
PURCHASE_ORDERS,97024,5762,0,N,31,578,1275,204,USD,,2-Oct-14,,2-Oct-14,2/10/14 8:09,2/10/14 8:09,2/10/14 8:09,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,96694,5753,0,N,25,9,12,204,USD,,,,18-Sep-14,18/09/14 6:18,18/09/14 6:18,18/09/14 6:18,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,96695,5754,0,N,25,557,1233,204,USD,,,,18-Sep-14,18/09/14 6:18,18/09/14 6:18,18/09/14 6:18,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,98075,5780,0,N,57,21,1969,207,USD,,24-Oct-14,,24-Oct-14,24/10/14 13:35,24/10/14 13:35,24/10/14 13:35,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,98216,5783,0,N,57,21,41,1997,USD,,29-Oct-14,,29-Oct-14,29/10/14 9:46,29/10/14 9:46,29/10/14 9:46,B2B,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,97294,5766,0,N,57,21,1969,207,USD,,8-Oct-14,,8-Oct-14,8/10/14 13:36,8/10/14 13:36,8/10/14 13:36,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,97341,5770,0,N,25,9,12,204,USD,,,,9-Oct-14,9/10/14 5:16,9/10/14 5:16,9/10/14 5:16,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,98097,5782,0,N,31,578,1275,204,USD,,25-Oct-14,,25-Oct-14,25/10/14 5:28,25/10/14 5:28,25/10/14 5:28,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,97810,5778,0,N,25,22,2035,204,USD,,22-Oct-14,,22-Oct-14,22/10/14 3:14,22/10/14 3:14,22/10/14 3:14,MANUAL,RECEIPT,WORKFLOW,"4/10, 3/20, 2/30 Net  60",10009
PURCHASE_ORDERS,100735,5817,0,N,57,11,15,209,USD,,,,1-Nov-13,7/12/14 2:23,7/12/14 2:23,7/12/14 2:23,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100741,5823,0,N,57,21,41,209,USD,,,,1-Aug-13,7/12/14 2:23,7/12/14 2:23,7/12/14 2:23,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,99322,5797,0,N,25,557,1233,204,USD,,,,12-Nov-14,12/11/14 5:52,12/11/14 5:52,12/11/14 5:52,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100829,5896,0,N,25,557,1233,204,USD,,10-Dec-14,,10-Dec-14,9/01/15 6:19,9/01/15 6:19,9/01/15 6:19,B2B,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100831,5898,0,N,31,415,1087,204,USD,,11-Dec-14,,11-Dec-14,11/12/14 7:37,11/12/14 7:37,11/12/14 7:37,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100749,5831,0,N,57,1718,4081,209,USD,,,,1-Sep-13,7/12/14 2:23,7/12/14 2:23,7/12/14 2:23,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100755,5837,0,N,57,11,15,209,USD,,,,1-Jan-14,7/12/14 2:23,7/12/14 2:23,7/12/14 2:23,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100487,5810,0,N,57,21,1969,207,USD,,3-Dec-14,,3-Dec-14,3/12/14 7:12,3/12/14 7:12,3/12/14 7:12,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,100764,5846,0,N,57,21,41,209,USD,,,,1-Mar-14,7/12/14 2:23,7/12/14 2:23,7/12/14 2:23,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100771,5853,0,N,57,147,259,209,USD,,,,1-Apr-14,7/12/14 2:23,7/12/14 2:23,7/12/14 2:23,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,98817,5786,0,N,25,557,1233,204,USD,,,,6-Nov-14,6/11/14 10:49,6/11/14 10:49,6/11/14 10:49,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100779,5861,0,N,57,21,41,209,USD,,,,1-Jun-14,7/12/14 2:23,7/12/14 2:23,7/12/14 2:23,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100786,5868,0,N,57,147,259,209,USD,,,,1-Jul-14,7/12/14 2:24,7/12/14 2:24,7/12/14 2:24,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100791,5873,0,N,57,147,259,209,USD,,,,1-Aug-14,7/12/14 2:24,7/12/14 2:24,7/12/14 2:24,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100794,5876,0,N,57,21,41,209,USD,,,,1-Sep-14,7/12/14 2:24,7/12/14 2:24,7/12/14 2:24,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100802,5884,0,N,57,1718,4081,209,USD,,,,1-Oct-14,7/12/14 2:24,7/12/14 2:24,7/12/14 2:24,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100809,5891,0,N,57,21,41,209,USD,,,,1-Dec-14,7/12/14 2:24,7/12/14 2:24,7/12/14 2:24,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100813,5895,0,N,57,21,41,209,USD,,,,1-Dec-14,7/12/14 2:24,7/12/14 2:24,7/12/14 2:24,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,99317,5792,0,N,31,415,1087,204,USD,,12-Nov-14,,12-Nov-14,12/11/14 5:45,12/11/14 5:45,12/11/14 5:45,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,99318,5793,0,N,31,415,1087,204,USD,,12-Nov-14,,12-Nov-14,12/11/14 5:46,12/11/14 5:46,12/11/14 5:46,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,99397,5799,0,N,57,21,41,1997,USD,,13-Nov-14,,13-Nov-14,13/11/14 13:14,13/11/14 13:14,13/11/14 13:14,B2B,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,98457,5784,0,N,57,21,1969,207,USD,,1-Nov-14,,1-Nov-14,1/11/14 10:35,1/11/14 10:35,1/11/14 10:35,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,99197,5790,0,N,31,147,2033,204,USD,,9-Nov-14,,9-Nov-14,9/11/14 7:10,9/11/14 7:10,9/11/14 7:10,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,100463,5809,1,Y,25,21,41,209,USD,,3-Dec-14,,3-Dec-14,3/12/14 5:00,3/12/14 5:00,3/12/14 5:06,B2B,RECEIPT,MANUAL,2/10 NET 30,10014
PURCHASE_ORDERS,100732,5814,0,N,57,1718,4081,209,USD,,,,1-Oct-13,7/12/14 2:24,7/12/14 2:24,7/12/14 2:24,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,103329,5937,0,N,57,1595,3778,2402,USD,,25-Jan-15,,25-Jan-15,25/01/15 7:23,25/01/15 7:23,25/01/15 7:23,MANUAL,,MANUAL,30 Net (terms date + 30),10002
PURCHASE_ORDERS,101595,5901,0,N,31,5,2034,204,USD,,26-Dec-14,,26-Dec-14,26/12/14 3:04,26/12/14 3:04,26/12/14 3:04,MANUAL,RECEIPT,WORKFLOW,15 Net (terms date + 15),10013
PURCHASE_ORDERS,102628,5911,0,N,25,147,2033,204,USD,,,,16-Jan-15,16/01/15 3:46,16/01/15 3:46,16/01/15 3:46,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,102636,5919,0,N,57,21,41,209,USD,,,,16-Jan-15,16/01/15 4:05,16/01/15 4:07,16/01/15 4:07,B2B,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,102638,5921,0,N,57,147,259,209,USD,,,,16-Jan-15,16/01/15 4:04,16/01/15 4:07,16/01/15 4:07,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,102246,5907,0,N,57,11,15,209,USD,,,,5-Dec-14,9/01/15 6:20,9/01/15 6:20,9/01/15 6:20,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,101985,5905,0,N,57,21,1969,207,USD,,4-Jan-15,,4-Jan-15,4/01/15 9:45,4/01/15 9:45,4/01/15 9:45,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,102669,5927,0,N,57,1718,4081,209,USD,,,,16-Jan-15,16/01/15 11:19,16/01/15 11:23,16/01/15 11:23,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,102806,5931,0,N,57,21,1969,207,USD,,18-Jan-15,,18-Jan-15,18/01/15 7:33,18/01/15 7:33,18/01/15 7:33,MANUAL,,MANUAL,Immediate,10001
PURCHASE_ORDERS,103591,5942,0,N,57,21,41,209,USD,,,,4-Feb-15,13/02/15 4:39,13/02/15 4:40,13/02/15 4:40,B2B,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,103595,5946,0,N,57,21,41,209,USD,,,,4-Feb-15,13/02/15 4:36,13/02/15 4:41,13/02/15 4:41,B2B,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,103490,5938,0,N,59,537,1193,204,USD,,,,30-Jan-15,30/01/15 11:05,30/01/15 11:05,30/01/15 11:05,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,105963,5976,0,N,57,1718,4081,209,USD,,,,2-Apr-15,2/04/15 3:26,2/04/15 3:26,2/04/15 3:26,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,106641,5985,0,N,25,557,1233,204,USD,,,,15-Apr-15,15/04/15 3:28,15/04/15 3:28,15/04/15 3:28,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,106310,5982,0,N,25,147,2033,204,USD,,,,9-Apr-15,9/04/15 3:28,9/04/15 3:28,9/04/15 3:28,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,107505,5989,0,N,57,147,259,209,USD,,,,2-May-15,2/05/15 5:27,2/05/15 5:27,2/05/15 5:27,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,105039,5968,0,N,25,147,2033,204,USD,,,,10-Mar-15,10/03/15 3:26,10/03/15 3:26,10/03/15 3:26,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,105372,5971,0,N,25,557,1233,204,USD,,,,17-Mar-15,17/03/15 3:27,17/03/15 3:27,17/03/15 3:27,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,104801,5961,0,N,57,21,41,209,USD,,,,4-Mar-15,7/03/15 6:18,7/03/15 6:18,7/03/15 6:18,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,104805,5965,0,N,57,21,41,209,USD,,,,4-Mar-15,7/03/15 6:26,7/03/15 6:26,7/03/15 6:26,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,105792,5972,0,N,59,537,1193,204,USD,,,,27-Mar-15,27/03/15 10:23,27/03/15 10:24,27/03/15 10:24,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,106591,5984,0,N,25,557,1233,204,USD,,,,14-Apr-15,14/04/15 3:33,14/04/15 3:33,14/04/15 3:33,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,104650,5953,1,Y,22417,14147,5801,2005,USD,,26-Feb-15,,26-Feb-15,26/02/15 12:02,26/02/15 12:02,27/02/15 9:49,MANUAL,RECEIPT,WORKFLOW,45 Net (terms date + 45),10003
PURCHASE_ORDERS,104957,5967,0,N,25,557,1233,204,USD,,,,7-Mar-15,7/03/15 3:33,7/03/15 3:33,7/03/15 3:33,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,105137,5969,0,N,25,9,12,204,USD,,,,11-Mar-15,11/03/15 3:26,11/03/15 3:26,11/03/15 3:26,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,108129,5998,0,N,25,557,1233,204,USD,,,,15-May-15,15/05/15 4:26,15/05/15 4:26,15/05/15 4:26,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,109134,6008,0,N,25,9,12,204,USD,,,,6-Jun-15,6/06/15 5:28,6/06/15 5:28,6/06/15 5:28,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,108791,6002,0,N,57,21,41,209,USD,,,,2-Jun-15,2/06/15 3:37,2/06/15 3:37,2/06/15 3:37,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,108792,6003,0,N,57,11,15,209,USD,,,,2-Jun-15,2/06/15 3:37,2/06/15 3:37,2/06/15 3:37,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,108793,6004,0,N,57,147,259,209,USD,,,,2-Jun-15,2/06/15 3:37,2/06/15 3:37,2/06/15 3:37,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,109316,6011,0,N,25,9,12,204,USD,,,,11-Jun-15,11/06/15 3:29,11/06/15 3:29,11/06/15 3:29,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,109196,6009,0,N,25,557,1233,204,USD,,,,9-Jun-15,9/06/15 3:36,9/06/15 3:36,9/06/15 3:36,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,110797,6023,0,N,25,9,12,204,USD,,,,9-Jul-15,9/07/15 3:34,9/07/15 3:34,9/07/15 3:34,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,112279,6030,0,N,57,21,41,209,USD,,,,5-Aug-15,13/08/15 4:55,13/08/15 4:56,13/08/15 4:56,B2B,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,112283,6034,0,N,57,21,41,209,USD,,,,5-Aug-15,13/08/15 4:54,13/08/15 4:57,13/08/15 4:57,B2B,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,110482,6020,0,N,57,21,41,209,USD,,,,3-Jul-15,3/07/15 3:30,3/07/15 3:30,3/07/15 3:30,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
PURCHASE_ORDERS,111335,6027,0,N,25,9,12,204,USD,,,,17-Jul-15,17/07/15 3:29,17/07/15 3:29,17/07/15 3:29,MANUAL,RECEIPT,API,30 Net (terms date + 30),10002
PURCHASE_ORDERS,110619,6021,0,N,25,147,2033,204,USD,,,,7-Jul-15,7/07/15 3:35,7/07/15 3:35,7/07/15 3:35,MANUAL,RECEIPT,API,45 Net (terms date + 45),10003
