"PO_ID","LINE_ID","LINE_TYPE","ITEM_ID","CATEGORY_ID","LINE_DESCRIPTION","CANCEL_FLAG","UOM","AMOUNT","QTY","CONTRACT_ID","CONTRACT_LINE_ID","CONTRACT_PRICE_BREAK","SUPPLIER_ITEM_NUMBER"
100794,160651,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100794,160652,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100794,160653,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100802,160671,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100802,160672,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100809,160693,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100809,160694,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100809,160695,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100813,160701,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100813,160702,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100813,160703,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100813,160704,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100813,160705,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100813,160706,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
99317,158805,"Goods",5372,1353,"Advertising Services","N","HRS",62000,155,,,,""
99318,158806,"Goods",5552,1353,"Public Relations Services","N","HRS",495600,1416,,,,""
99397,158885,"Goods",2370,1,"Envoy Upgrade Board (Raw)","N","Each",242.5,10,,,,""
99397,158886,"Goods",2376,1,"Envoy Upgrade Software","N","Each",212.5,50,,,,""
99397,158887,"Goods",2378,1,"Envoy Upgrade Manual","N","Each",462.5,50,,,,""
99397,158888,"Goods",2372,1,"Envoy Upgrade Switch","N","Each",185,20,,,,""
99397,158889,"Goods",2370,1,"Envoy Upgrade Board (Raw)","N","Each",242.5,10,,,,""
99397,158890,"Goods",2376,1,"Envoy Upgrade Software","N","Each",212.5,50,,,,""
99397,158891,"Goods",2376,1,"Envoy Upgrade Software","N","Each",212.5,50,,,,""
99397,158892,"Goods",2378,1,"Envoy Upgrade Manual","N","Each",185,20,,,,""
98457,157885,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
99197,158685,"Goods",71,21,"Desk - Capitalizable, taxable item","N","Each",90000,36,,,,""
100463,160137,"Goods",11977,91,"Deluxe Desktop","Y","Each",0,0,,,,""
100732,160503,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100732,160504,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
103329,164035,"Goods",4604,1,"56 kv V.90 Fax Modem (Internal)","N","Each",2328,48,,,,""
101595,161776,"Goods",73,36,"Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset)","N","Each",20580,42,,,,""
102628,163145,"Goods",,1,"Company Car","N","Each",36641,1,,,,""
102636,163169,"Goods",12017,91,"Gamepak1","N","Each",3360,1600,,,,""
102636,163170,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
102636,163171,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
102638,163174,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
102246,162607,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
102246,162608,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
101985,162284,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
102669,163229,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
102669,163230,"Goods",12031,91,"Television 102""","N","Each",3346875,1050,,,,""
102806,163409,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
103591,164477,"Goods",12017,91,"Gamepak1","N","Each",3360,1600,,,,""
103591,164478,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
103591,164479,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
103595,164485,"Goods",11817,91,"GameGirl","N","Each",79543,1700,,,,""
103595,164486,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
103595,164487,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
103595,164488,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
103595,164489,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
103595,164490,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
103490,164175,"Goods",,36,"Stop-Step 4-Step Ladder with Right Handrail, 27 inch Top Step, 23-3/4 inch x 33-1/2 inch x 40-3/4 inch","N","EA",643,1,83988,134646,,"CRA14122"
105963,167778,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
105963,167779,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
106641,168599,"Goods",,1,"Toshiba Laptop","N","Each",3174,1,,,,""
106310,168215,"Goods",,1,"Company Car","N","Each",36907,1,,,,""
107505,169625,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
105039,166501,"Goods",,1,"Company Car","N","Each",35379,1,,,,""
105372,166979,"Goods",,1,"Toshiba Laptop","N","Each",3043,1,,,,""
104801,166088,"Goods",12017,91,"Gamepak1","N","Each",3360,1600,,,,""
104801,166089,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
104801,166090,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
104805,166096,"Goods",11817,91,"GameGirl","N","Each",79543,1700,,,,""
104805,166097,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
104805,166098,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
104805,166099,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
104805,166100,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
104805,166101,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
105792,167528,"Goods",,36,"Stop-Step 3-Step Ladder, 27 cm Top Step, 21 cm x 26-3/4 cm x 31-3/4 cm","N","EA",2140,5,83988,134239,,"CRA13002"
106591,168556,"Goods",,1,"Dell Monitor","N","Each",514,1,,,,""
104650,165855,"Goods",59395,3116,"Bathroom Sink","Y","Each",0,0,91260,146991,,""
104957,166319,"Goods",,1,"Toshiba Laptop","N","Each",2571,1,,,,""
105137,166619,"Goods",,1,"Software","N","EA",889,1,,,,""
108129,170474,"Goods",,1,"Dell Monitor","N","Each",488,1,,,,""
109134,171642,"Goods",,1,"Software","N","EA",879,1,,,,""
108791,171241,"Goods",12017,91,"Gamepak1","N","Each",3360,1600,,,,""
108791,171242,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
108791,171243,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
108792,171244,"Goods",12019,91,"Digital Camera, Standard","N","Each",350000,1400,,,,""
108792,171245,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
108793,171246,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
109316,171909,"Goods",,1,"Software","N","EA",935,1,,,,""
109196,171724,"Goods",,1,"Toshiba Laptop","N","Each",2704,1,,,,""
110797,173887,"Goods",,1,"Software","N","EA",847,1,,,,""
112279,175633,"Goods",12017,91,"Gamepak1","N","Each",3360,1600,,,,""
112279,175634,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
112279,175635,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
112283,175641,"Goods",11817,91,"GameGirl","N","Each",79543,1700,,,,""
112283,175642,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
112283,175643,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
112283,175644,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
112283,175645,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
112283,175646,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
110482,173476,"Goods",11817,91,"GameGirl","N","Each",79543,1700,,,,""
110482,173477,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
110482,173478,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
110482,173479,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
110482,173480,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
110482,173481,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
111335,174575,"Goods",,1,"Software","N","EA",901,1,,,,""
110619,173669,"Goods",,1,"Company Car","N","Each",37075,1,,,,""
110959,174089,"Goods",,1,"Dell Desktop","N","Each",3148,1,,,,""
112339,175693,"Goods",,1,"Toshiba Laptop","N","Each",2610,1,,,,""
115300,179364,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
113234,176913,"Goods",12017,91,"Gamepak1","N","Each",3360,1600,,,,""
113234,176914,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
113234,176915,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
113237,176919,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
113237,176920,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
113238,176921,"Goods",11817,91,"GameGirl","N","Each",79543,1700,,,,""
113238,176922,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
113238,176923,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
113238,176924,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
113238,176925,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
113238,176926,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
114277,178293,"Goods",,1,"Software","N","EA",925,1,,,,""
114397,178413,"Goods",,1,"Dell Monitor","N","Each",513,1,,,,""
113638,177594,"Goods",,1,"Software","N","EA",869,1,,,,""
117031,181398,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",374400,14.4,,,,""
115687,179888,"Goods",,1,"Software","N","EA",867,1,,,,""
117150,181557,"Goods",,2758,"Server","N","Each",42500,100,,,,""
116549,180870,"Rate Based Temp Labor",,2665,"Temporary Clerk for Vision Corp","N","Hour",1200,1,38375,46148,,""
116487,180828,"Goods",5552,1353,"Public Relations Services","N","HRS",618800,1768,,,,""
116488,180829,"Goods",5728,1354,"Weekly Warehousing","N","Week",480000,19.2,,,,""
116489,180830,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",124800,4.8,,,,""
116489,180831,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",624000,24,,,,""
118478,183094,"Goods",75,36,"Paper - requires 2-way match office supply item","N","Each",16000,320,,,,""
117892,182479,"Goods",5728,1354,"Weekly Warehousing","N","Week",460000,18.4,,,,""
115948,180229,"Goods",,1,"Software","N","EA",923,1,,,,""
118270,182857,"Goods",73,36,"Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset)","N","Each",26950,55,,,,""
118510,183117,"Goods",4818,30,"LCD Display","N","Each",10000,2500,,,,""
118510,183118,"Goods",4820,1,"LCD Display","N","Each",14000,3500,,,,""
118616,183248,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
118616,183249,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
116367,180688,"Goods",,1,"Dell Monitor","N","Each",511,1,,,,""
117311,181699,"Goods",63476,31,"Hard Drive - B series","N","Each",5000,100,,,,""
117311,181700,"Goods",63477,114,"CD-ROM - A series","N","Each",3600,100,,,,""
117311,181701,"Goods",63478,114,"CD-ROM - B series","N","Each",484,11,,,,""
116890,181237,"Goods",5734,30,"18"" LCD Flat Panel Monitor","N","Each",64532,68,,,,""
117433,181923,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
119720,184769,"Goods",73,36,"Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset)","N","Each",24990,51,,,,""
119860,185145,"Goods",,1,"Company Car","N","Each",36641,1,,,,""
118872,183561,"Goods",5728,1354,"Weekly Warehousing","N","Week",420000,16.8,,,,""
118670,183319,"Rate Based Temp Labor",,2665,"Temporary Clerk for Vision Corp","N","Hour",120,1,38375,46148,,""
119150,184059,"Goods",206954,3124,"Steel Washer","N","Each",1800,100,,,,""
119150,184060,"Goods",206955,3124,"Rubber Washer","N","Each",1600,100,,,,""
119150,184061,"Goods",206959,3124,"End Screw - Valve Stem","N","Each",2500,100,,,,""
119150,184062,"Goods",206950,3124,"Nut - Large End Fastener - Valve","N","Each",1800,100,,,,""
119150,184063,"Goods",206951,3124,"Nut - Small Stainless Fastener","N","Each",1800,100,,,,""
119150,184064,"Goods",206952,3124,"Seal - Valve - Large End Seal","N","Each",1200,100,,,,""
119150,184065,"Goods",206953,3124,"Seal - Rubber - Valve","N","Each",1000,100,,,,""
119150,184066,"Goods",206956,3124,"End Cap - Valve Stem","N","Each",3200,100,,,,""
119150,184067,"Goods",206958,3124,"Valve Stem","N","Each",8500,100,,,,""
119150,184068,"Goods",206957,3124,"Valve Stem Assembly","N","Each",20000,100,,,,""
119922,185330,"Goods",,1,"Software","N","EA",891,1,,,,""
118870,183559,"Goods",,1,"Company Car","N","Each",37499,1,,,,""
119252,184161,"Goods",,1,"Toshiba Laptop","N","Each",3118,1,,,,""
120037,185696,"Goods",5552,1353,"Public Relations Services","N","HRS",565600,1616,,,,""
119070,183959,"Goods",,1,"Company Car","N","Each",36258,1,,,,""
119755,184891,"Goods",75,36,"Paper - requires 2-way match office supply item","N","Each",14800,296,,,,""
120577,187154,"Goods",208991,2758,"GPS Flex Circuit","N","Each",2830.5,37,,,,""
120577,187155,"Goods",208992,2758,"3"" LCD Screen","N","Each",3281,34,,,,""
120577,187156,"Goods",208993,2758,"GPS Case","N","Each",252.8,32,,,,""
120442,186834,"Goods",73,36,"Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset)","N","Each",26460,54,,,,""
120245,186298,"Goods",,1,"Toshiba Laptop","N","Each",2565,1,,,,""
120098,185966,"Goods",5560,1353,"Legal Services","N","HRS",108450,241,,,,""
120089,185902,"Goods",207959,2757,"Techstar - Ultra Range Wirelsss Router","N","Each",3800,50,,,,""
120237,186275,"Goods",,1,"Dell Desktop","N","Each",3100,1,,,,""
120193,186137,"Goods",,1,"Software","N","EA",834,1,,,,""
120352,186569,"Goods",,1,"Dell Monitor","N","Each",492,1,,,,""
120039,185698,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",114400,4.4,,,,""
120039,185699,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",572000,22,,,,""
120122,186029,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",343200,13.2,,,,""
120313,186526,"Goods",,1,"Software","N","EA",887,1,,,,""
115298,179359,"Goods",12017,91,"Gamepak1","N","Each",3360,1600,,,,""
115298,179360,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
115298,179361,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
115299,179362,"Goods",12019,91,"Digital Camera, Standard","N","Each",350000,1400,,,,""
115299,179363,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
115301,179365,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
115301,179366,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
115302,179367,"Goods",11817,91,"GameGirl","N","Each",79543,1700,,,,""
115302,179368,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
115302,179369,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
115302,179370,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
115302,179371,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
115302,179372,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
100746,160483,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100746,160484,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100746,160485,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100830,160710,"Goods",5372,1353,"Advertising Services","N","HRS",55600,139,,,,""
100747,160486,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100747,160487,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100748,160488,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100750,160491,"Goods",11817,91,"GameGirl","Y","Each",0,0,,,,""
100750,160492,"Goods",11865,91,"Standard Laptop","Y","Each",0,0,,,,""
100750,160493,"Goods",11899,91,"Deluxe Laptop","Y","Each",0,0,,,,""
100750,160494,"Goods",11923,91,"Lite Desktop","Y","Each",0,0,,,,""
100750,160495,"Goods",11947,91,"Standard Desktop","Y","Each",0,0,,,,""
100750,160496,"Goods",11977,91,"Deluxe Desktop","Y","Each",0,0,,,,""
100751,160530,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100752,160531,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100752,160532,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100753,160533,"Goods",11817,91,"GameGirl","Y","Each",0,0,,,,""
100753,160534,"Goods",11865,91,"Standard Laptop","Y","Each",0,0,,,,""
100753,160535,"Goods",11899,91,"Deluxe Laptop","Y","Each",0,0,,,,""
100753,160536,"Goods",11923,91,"Lite Desktop","Y","Each",0,0,,,,""
100753,160537,"Goods",11947,91,"Standard Desktop","Y","Each",0,0,,,,""
100753,160538,"Goods",11977,91,"Deluxe Desktop","Y","Each",0,0,,,,""
100754,160539,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100754,160540,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100754,160541,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100756,160544,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100757,160545,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100757,160546,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100758,160547,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100758,160548,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100758,160549,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100758,160550,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100758,160551,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100758,160552,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
100759,160553,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100759,160554,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100759,160555,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100760,160556,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100760,160557,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100761,160558,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100762,160559,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100762,160560,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100763,160561,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100763,160562,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100763,160563,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100763,160564,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100763,160565,"Goods",11947,91,"Standard Desktop","N","Each",0,0,,,,""
100763,160566,"Goods",11977,91,"Deluxe Desktop","N","Each",0,0,,,,""
107586,169723,"Goods",,1,"Software","N","EA",828,1,,,,""
107587,169724,"Goods",,1,"Dell Desktop","N","Each",3077,1,,,,""
85712,138810,"Goods",63477,114,"CD-ROM - A series","N","Each",3800,100,,,,""
85712,138811,"Goods",63478,114,"CD-ROM - B series","N","Each",4200,100,,,,""
86335,139773,"Goods",,1,"Software","N","EA",881,1,,,,""
84779,136330,"Goods",5728,1354,"Weekly Warehousing","N","Week",390000,15.6,,,,""
84835,136413,"Goods",71,21,"Desk - Capitalizable, taxable item","N","Each",90000,36,,,,""
84836,136414,"Goods",5732,21,"File Cabinets -  5 Drawer Lateral (Capitalizable)","N","Each",39000,26,,,,""
85124,137884,"Goods",,1,"Dell Monitor","N","Each",472,1,,,,""
85540,138588,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",304200,11.7,,,,""
115567,179708,"Goods",,1,"Toshiba Laptop","N","Each",2668,1,,,,""
112811,176351,"Goods",,1,"Dell Monitor","N","Each",500,1,,,,""
100765,160570,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100765,160571,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100766,160572,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100767,160573,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100767,160574,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100768,160575,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100768,160576,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100768,160577,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100768,160578,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100768,160579,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100768,160580,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
100769,160581,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100769,160582,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100769,160583,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100770,160584,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100770,160585,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100772,160587,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100772,160588,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100773,160589,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100773,160590,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100773,160591,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100773,160592,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100773,160593,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100773,160594,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
100774,160595,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100774,160596,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100774,160597,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100775,160598,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100775,160599,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100776,160600,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100777,160601,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100777,160602,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100778,160603,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100778,160604,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100778,160605,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100778,160606,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100778,160607,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100778,160608,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
100780,160612,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100780,160613,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100781,160614,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100782,160615,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100782,160616,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100783,160617,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100783,160618,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100783,160619,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100783,160620,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100783,160621,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100783,160622,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
100784,160623,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100784,160624,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100784,160625,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100785,160626,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100785,160627,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100787,160629,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100787,160630,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100788,160631,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100788,160632,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100788,160633,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100788,160634,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100788,160635,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100788,160636,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
98597,158025,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",101400,3.9,,,,""
100789,160637,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100789,160638,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100789,160639,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100790,160640,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100790,160641,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100792,160643,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100792,160644,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100793,160645,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100793,160646,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100793,160647,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100793,160648,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100793,160649,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100793,160650,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
100795,160654,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100795,160655,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
104799,166086,"Goods",,1,"Company Car","N","Each",36589,1,,,,""
104800,166087,"Goods",,1,"Software","N","EA",836,1,,,,""
104802,166091,"Goods",12019,91,"Digital Camera, Standard","N","Each",350000,1400,,,,""
