RECORD_TYPE:INVOICE_ACCOUNTING,INVOICE_ACCOUNTING_ID,INVOICE_ID,INVOICE_LINE_NUMBER,ACCOUNTING_LINE_NUMBER,CHARGE_DATE,COA_ACCOUNT_ID,LINE_TYPE,CURRENCY_AMOUNT,EXCHANGE_RATE_DATE,EXCHANGE_RATE,CURRENCY_RATE_TYPE,AMOUNT,CANCEL_FLAG,BASE_IPV,EXCHANGE_RATE_VARIANCE,CURRENCY_IPV,QUANTITY_VARIANCE,BASE_QUANTITY_VARIANCE,AMOUNT_VARIANCE,BASE_AMOUNT_VARIANCE,DESCRIPTION,MATCHED_PO_ACCOUNTING_ID,MATCHED_RECEIPT_LINE_ID,IS_REVERSED,PARENT_REVERSAL_ID,CORRECTED_INVOICE_DIST_ID,CHARGE_APPLICABLE_TO_DIST_ID,CORRECTED_QUANTITY,PROJECT_ID
INVOICE_ACCOUNTING,2756853,195560,1,24,14-Jan-15,13510,ITEM,4128.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2756854,195560,1,25,14-Jan-15,13088,ITEM,4128.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2756855,195560,1,26,14-Jan-15,99050,ITEM,4128.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2756856,195560,1,27,14-Jan-15,13509,ITEM,4128.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2756857,195560,1,28,14-Jan-15,99051,ITEM,4128.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2759313,195586,1,1,16-Jan-15,13402,ACCRUAL,468195,,,,468195,N,,,,,,,,,251404,,N,,,,,
INVOICE_ACCOUNTING,2807606,196527,1,1,23-Jan-15,13029,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807607,196527,1,2,23-Jan-15,13047,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807608,196527,1,3,23-Jan-15,13065,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807609,196527,1,4,23-Jan-15,13066,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807610,196527,1,5,23-Jan-15,13048,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807611,196527,1,6,23-Jan-15,13030,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807612,196527,1,7,23-Jan-15,13031,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807613,196527,1,8,23-Jan-15,13049,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807614,196527,1,9,23-Jan-15,13067,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807615,196527,1,10,23-Jan-15,13582,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807616,196527,1,11,23-Jan-15,13390,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807617,196527,1,12,23-Jan-15,13580,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807618,196527,1,13,23-Jan-15,82776,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807619,196527,1,14,23-Jan-15,82779,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807620,196527,1,15,23-Jan-15,82782,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807621,196527,1,16,23-Jan-15,13583,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807622,196527,1,17,23-Jan-15,13392,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807623,196527,1,18,23-Jan-15,13581,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807624,196527,1,19,23-Jan-15,13033,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807625,196527,1,20,23-Jan-15,13051,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807626,196527,1,21,23-Jan-15,13069,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807627,196527,1,22,23-Jan-15,13070,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807628,196527,1,23,23-Jan-15,13052,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807629,196527,1,24,23-Jan-15,13034,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807630,196527,1,25,23-Jan-15,13035,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807631,196527,1,26,23-Jan-15,13053,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807632,196527,1,27,23-Jan-15,13071,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807633,196527,1,28,23-Jan-15,13072,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807634,196527,1,29,23-Jan-15,13054,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807635,196527,1,30,23-Jan-15,13036,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807636,196527,1,31,23-Jan-15,13073,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807637,196527,1,32,23-Jan-15,13055,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807638,196527,1,33,23-Jan-15,13037,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807639,196527,1,34,23-Jan-15,13038,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807640,196527,1,35,23-Jan-15,13056,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807641,196527,1,36,23-Jan-15,13074,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807642,196527,1,37,23-Jan-15,13075,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807643,196527,1,38,23-Jan-15,13057,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807644,196527,1,39,23-Jan-15,13039,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807645,196527,1,40,23-Jan-15,13040,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807646,196527,1,41,23-Jan-15,13058,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807647,196527,1,42,23-Jan-15,13076,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807648,196527,1,43,23-Jan-15,13077,ITEM,1588.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807649,196527,1,44,23-Jan-15,13059,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807650,196527,1,45,23-Jan-15,13041,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807651,196527,1,46,23-Jan-15,13042,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807652,196527,1,47,23-Jan-15,13060,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807653,196527,1,48,23-Jan-15,13078,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807654,196527,1,49,23-Jan-15,13079,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807655,196527,1,50,23-Jan-15,13061,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807656,196527,1,51,23-Jan-15,13043,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807657,196527,1,52,23-Jan-15,13044,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807658,196527,1,53,23-Jan-15,13062,ITEM,529.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807659,196527,1,54,23-Jan-15,13080,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807660,196527,1,55,23-Jan-15,13081,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807661,196527,1,56,23-Jan-15,13063,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807662,196527,1,57,23-Jan-15,13045,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807663,196527,1,58,23-Jan-15,13046,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807664,196527,1,59,23-Jan-15,13064,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807665,196527,1,60,23-Jan-15,13082,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807666,196527,1,61,23-Jan-15,82777,ITEM,529.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807667,196527,1,62,23-Jan-15,82780,ITEM,529.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807668,196527,1,63,23-Jan-15,82783,ITEM,529.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807669,196527,1,67,23-Jan-15,83331,ITEM,529.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807670,196527,1,68,23-Jan-15,83332,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807671,196527,1,69,23-Jan-15,83333,ITEM,529.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807672,196527,1,70,23-Jan-15,99041,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807673,196527,1,71,23-Jan-15,99042,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807674,196527,1,72,23-Jan-15,99043,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807675,196527,1,73,23-Jan-15,99044,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807676,196527,1,74,23-Jan-15,99045,ITEM,264.8,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807677,196527,1,75,23-Jan-15,99046,ITEM,529.6,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807678,196527,1,76,23-Jan-15,99047,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807679,196527,1,77,23-Jan-15,99048,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2807680,196527,1,78,23-Jan-15,99049,ITEM,794.4,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2914772,198823,1,1,13-Feb-15,13528,ITEM,2565,,,,2565,N,,,,,,,,,254245,,N,,,,,
INVOICE_ACCOUNTING,3126219,204645,1,1,19-Apr-15,12975,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126220,204645,1,2,19-Apr-15,12976,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126221,204645,1,3,19-Apr-15,12977,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126222,204645,1,4,19-Apr-15,13574,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126223,204645,1,5,19-Apr-15,13575,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126224,204645,1,6,19-Apr-15,12979,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126225,204645,1,7,19-Apr-15,12980,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126226,204645,1,8,19-Apr-15,12981,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126227,204645,1,9,19-Apr-15,12982,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126228,204645,1,10,19-Apr-15,12983,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126229,204645,1,11,19-Apr-15,12984,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126230,204645,1,12,19-Apr-15,12985,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126231,204645,1,13,19-Apr-15,12986,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126232,204645,1,14,19-Apr-15,12987,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126233,204645,1,15,19-Apr-15,12988,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126234,204645,1,16,19-Apr-15,12989,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126235,204645,1,17,19-Apr-15,12990,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126236,204645,1,18,19-Apr-15,12991,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126237,204645,1,19,19-Apr-15,12992,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126238,204645,1,20,19-Apr-15,83883,ITEM,132.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126239,204645,1,21,19-Apr-15,83884,ITEM,132.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126240,204645,1,22,19-Apr-15,89130,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126241,204645,1,23,19-Apr-15,83886,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126242,204645,1,24,19-Apr-15,83887,ITEM,177.2,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126243,204645,1,25,19-Apr-15,99059,ITEM,132.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3126244,204645,1,26,19-Apr-15,20151,ITEM,132.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266973,207789,1,37,23-May-15,13075,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266974,207789,1,38,23-May-15,13057,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266975,207789,1,39,23-May-15,13039,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266976,207789,1,40,23-May-15,13040,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266977,207789,1,41,23-May-15,13058,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266978,207789,1,42,23-May-15,13076,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266979,207789,1,43,23-May-15,13077,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266980,207789,1,44,23-May-15,13059,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266981,207789,1,45,23-May-15,13041,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266982,207789,1,46,23-May-15,13042,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266983,207789,1,47,23-May-15,13060,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266984,207789,1,48,23-May-15,13078,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266985,207789,1,49,23-May-15,13079,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266986,207789,1,50,23-May-15,13061,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266987,207789,1,51,23-May-15,13043,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266988,207789,1,52,23-May-15,13044,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266989,207789,1,53,23-May-15,13062,ITEM,548.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266990,207789,1,54,23-May-15,13080,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266991,207789,1,55,23-May-15,13081,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266992,207789,1,56,23-May-15,13063,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266993,207789,1,57,23-May-15,13045,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266994,207789,1,58,23-May-15,13046,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266995,207789,1,59,23-May-15,13064,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266996,207789,1,60,23-May-15,13082,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266997,207789,1,61,23-May-15,82777,ITEM,548.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266998,207789,1,62,23-May-15,82780,ITEM,548.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266999,207789,1,63,23-May-15,82783,ITEM,548.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267000,207789,1,67,23-May-15,83331,ITEM,548.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267001,207789,1,68,23-May-15,83332,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267002,207789,1,69,23-May-15,83333,ITEM,548.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267003,207789,1,70,23-May-15,99041,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267004,207789,1,71,23-May-15,99042,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267005,207789,1,72,23-May-15,99043,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267006,207789,1,73,23-May-15,99044,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267007,207789,1,74,23-May-15,99045,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267008,207789,1,75,23-May-15,99046,ITEM,548.9,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267009,207789,1,76,23-May-15,99047,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267010,207789,1,77,23-May-15,99048,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3267011,207789,1,78,23-May-15,99049,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266937,207789,1,1,23-May-15,13029,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266938,207789,1,2,23-May-15,13047,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266939,207789,1,3,23-May-15,13065,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266940,207789,1,4,23-May-15,13066,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266941,207789,1,5,23-May-15,13048,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266942,207789,1,6,23-May-15,13030,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266943,207789,1,7,23-May-15,13031,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266944,207789,1,8,23-May-15,13049,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266945,207789,1,9,23-May-15,13067,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266946,207789,1,10,23-May-15,13582,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266947,207789,1,11,23-May-15,13390,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266948,207789,1,12,23-May-15,13580,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266949,207789,1,13,23-May-15,82776,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266950,207789,1,14,23-May-15,82779,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266951,207789,1,15,23-May-15,82782,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266952,207789,1,16,23-May-15,13583,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266953,207789,1,17,23-May-15,13392,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266954,207789,1,18,23-May-15,13581,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266955,207789,1,19,23-May-15,13033,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266956,207789,1,20,23-May-15,13051,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266957,207789,1,21,23-May-15,13069,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266958,207789,1,22,23-May-15,13070,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266959,207789,1,23,23-May-15,13052,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266960,207789,1,24,23-May-15,13034,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266961,207789,1,25,23-May-15,13035,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266962,207789,1,26,23-May-15,13053,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266963,207789,1,27,23-May-15,13071,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266964,207789,1,28,23-May-15,13072,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266965,207789,1,29,23-May-15,13054,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266966,207789,1,30,23-May-15,13036,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266967,207789,1,31,23-May-15,13073,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266968,207789,1,32,23-May-15,13055,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266969,207789,1,33,23-May-15,13037,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266970,207789,1,34,23-May-15,13038,ITEM,1646.7,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266971,207789,1,35,23-May-15,13056,ITEM,823.35,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,3266972,207789,1,36,23-May-15,13074,ITEM,274.45,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773306,195823,1,1,17-Jan-15,13105,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773307,195823,1,2,17-Jan-15,13106,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773308,195823,1,3,17-Jan-15,13107,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773309,195823,1,4,17-Jan-15,13108,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773310,195823,1,5,17-Jan-15,13109,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773311,195823,1,6,17-Jan-15,13110,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773312,195823,1,7,17-Jan-15,13111,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773313,195823,1,8,17-Jan-15,13112,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773314,195823,1,9,17-Jan-15,82251,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773315,195823,1,10,17-Jan-15,99053,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773316,195823,1,12,17-Jan-15,13101,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773317,195823,1,13,17-Jan-15,13102,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773318,195823,1,14,17-Jan-15,13103,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773319,195823,1,15,17-Jan-15,13586,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
INVOICE_ACCOUNTING,2773320,195823,1,16,17-Jan-15,82250,ITEM,5326,,,,,N,,,,,,,,,,,N,,,,,
