"PO_ACCOUNTING_LINE_ID","PO_SHIPMENT_ID","ACCOUNTING_LINE_NUM","COA_ID","CHARGE_ACCOUNT_ID","QTY","CHARGE_AMOUNT","REQUISITION_REF","DELIVER_TO_GEOGRAPHY_ID","DELIVER_TO_PERSON_ID","EXCHANGE_RATE_DATE","EXCHANGE_RATE","DESTINATION_TYPE","PROJECT_ID","EXPENDITURE_TYPE"
82743,80624,1,1,13401,25,52.5,66576,207,57,22/JAN/04,,"INVENTORY",,""
82305,80186,1,1,13401,95,14209.15,66259,209,57,16/JAN/04,,"INVENTORY",,""
83146,81027,1,1,13401,10,1495.7,66920,209,57,16/JAN/04,,"INVENTORY",,""
83147,81028,1,1,13401,9,1346.13,66923,209,57,16/JAN/04,,"INVENTORY",,""
83148,81029,1,1,13401,10,1655.5,66918,209,57,,,"INVENTORY",,""
83149,81030,1,1,13401,10,170.9,66934,209,57,,,"INVENTORY",,""
83150,81031,1,1,13401,9,2269.26,66921,209,57,,,"INVENTORY",,""
83151,81032,1,1,13401,9,153.81,66909,209,57,,,"INVENTORY",,""
83153,81034,1,1,13401,10,213.7,66930,209,57,16/JAN/04,,"INVENTORY",,""
83154,81035,1,1,13401,10,170.9,66933,209,57,16/JAN/04,,"INVENTORY",,""
83155,81036,1,1,13401,9,192.33,66926,209,57,16/JAN/04,,"INVENTORY",,""
83157,81038,1,1,13401,10,256.4,66932,209,57,16/JAN/04,,"INVENTORY",,""
83160,81041,1,1,13401,70,21707,66914,209,57,22/JAN/04,,"INVENTORY",,""
83161,81042,1,1,13401,25,24708.75,66915,209,57,22/JAN/04,,"INVENTORY",,""
82480,80361,1,1,13401,265,6794.6,66392,207,57,16/JAN/04,,"INVENTORY",,""
82747,80628,1,1,13401,110,12691.8,66605,209,57,16/JAN/04,,"INVENTORY",,""
82748,80629,1,1,13401,110,1879.9,66601,209,57,,,"INVENTORY",,""
82749,80630,1,1,13401,110,2820.4,66602,209,57,,,"INVENTORY",,""
82750,80631,1,1,13401,110,12691.8,66603,209,57,16/JAN/04,,"INVENTORY",,""
82751,80632,1,1,13401,110,2350.7,66608,209,57,16/JAN/04,,"INVENTORY",,""
82752,80633,1,1,13401,110,2820.4,66600,209,57,16/JAN/04,,"INVENTORY",,""
82753,80634,1,1,13401,110,13162.6,66604,209,57,16/JAN/04,,"INVENTORY",,""
82754,80635,1,1,13401,110,188.1,66607,209,57,16/JAN/04,,"INVENTORY",,""
82755,80636,1,1,13401,110,4230.6,66599,209,57,16/JAN/04,,"INVENTORY",,""
82756,80637,1,1,13401,1,988.35,66609,209,57,22/JAN/04,,"INVENTORY",,""
82276,80157,1,1,13401,61,26.23,66219,207,57,16/JAN/04,,"INVENTORY",,""
83256,81137,1,1,13401,260,38888.2,67052,207,57,16/JAN/04,,"INVENTORY",,""
83257,81138,1,1,13401,55,1175.35,67046,207,57,,,"INVENTORY",,""
83258,81139,1,1,13401,50,1068.5,67042,207,57,,,"INVENTORY",,""
83259,81140,1,1,13401,260,65556.4,67050,207,57,,,"INVENTORY",,""
83266,81147,1,1,13401,260,5556.2,67055,207,57,16/JAN/04,,"INVENTORY",,""
83267,81148,1,1,13401,55,63.25,67040,207,57,16/JAN/04,,"INVENTORY",,""
83268,81149,1,1,13401,50,57.5,67048,207,57,16/JAN/04,,"INVENTORY",,""
83269,81150,1,1,13401,260,444.6,67054,207,57,16/JAN/04,,"INVENTORY",,""
83055,80936,1,1,13401,60,9743.4,66882,209,57,16/JAN/04,,"INVENTORY",,""
83056,80937,1,1,13401,60,1025.4,66884,209,57,,,"INVENTORY",,""
83057,80938,1,1,13401,60,1538.4,66885,209,57,,,"INVENTORY",,""
83058,80939,1,1,13401,1,165.55,66886,209,57,,,"INVENTORY",,""
83059,80940,1,1,13401,1,17.09,66895,209,57,,,"INVENTORY",,""
83060,80941,1,1,13401,60,12080.4,66880,209,57,16/JAN/04,,"INVENTORY",,""
83062,80943,1,1,13401,60,1794.6,66879,209,57,16/JAN/04,,"INVENTORY",,""
83063,80944,1,1,13401,1,21.37,66891,209,57,16/JAN/04,,"INVENTORY",,""
83064,80945,1,1,13401,1,17.09,66894,209,57,16/JAN/04,,"INVENTORY",,""
83065,80946,1,1,13401,60,9538.2,66881,209,57,16/JAN/04,,"INVENTORY",,""
83066,80947,1,1,13401,60,102.6,66875,209,57,16/JAN/04,,"INVENTORY",,""
83067,80948,1,1,13401,60,2307.6,66878,209,57,16/JAN/04,,"INVENTORY",,""
83068,80949,1,1,13401,1,1.71,66890,209,57,16/JAN/04,,"INVENTORY",,""
83069,80950,1,1,13401,1,25.64,66893,209,57,16/JAN/04,,"INVENTORY",,""
83070,80951,1,1,13401,55,17055.5,66897,209,57,22/JAN/04,,"INVENTORY",,""
83071,80952,1,1,13401,20,19767,66898,209,57,22/JAN/04,,"INVENTORY",,""
83270,81151,1,1,13401,260,6666.4,67057,207,57,16/JAN/04,,"INVENTORY",,""
83271,81152,1,1,13401,75,157.5,67061,207,57,22/JAN/04,,"INVENTORY",,""
83272,81153,1,1,13401,425,892.5,67062,207,57,22/JAN/04,,"INVENTORY",,""
82468,80349,1,1,13401,219,3742.71,66414,207,57,,,"INVENTORY",,""
82330,80211,1,1,13401,280,86828,66285,209,57,22/JAN/04,,"INVENTORY",,""
82499,80380,1,1,13401,59,14876.26,66417,209,57,,,"INVENTORY",,""
83284,81165,1,1,13401,180,15384.6,67086,209,57,16/JAN/04,,"INVENTORY",,""
83285,81166,1,1,13401,5,106.85,67078,209,57,,,"INVENTORY",,""
83286,81167,1,1,13401,180,14414.4,67084,209,57,,,"INVENTORY",,""
83290,81171,1,1,13401,180,3846.6,67089,209,57,16/JAN/04,,"INVENTORY",,""
83291,81172,1,1,13401,180,3076.2,67074,209,57,16/JAN/04,,"INVENTORY",,""
83292,81173,1,1,13401,5,5.75,67082,209,57,16/JAN/04,,"INVENTORY",,""
83293,81174,1,1,13401,180,307.8,67088,209,57,16/JAN/04,,"INVENTORY",,""
83295,81176,1,1,13401,130,273,67077,209,57,22/JAN/04,,"INVENTORY",,""
83296,81177,1,1,13401,255,79075.5,67068,209,57,22/JAN/04,,"INVENTORY",,""
83297,81178,1,1,13401,85,84009.75,67069,209,57,22/JAN/04,,"INVENTORY",,""
82998,80879,1,1,13401,11,1645.27,66825,207,57,16/JAN/04,,"INVENTORY",,""
82999,80880,1,1,13401,46,264.96,66856,207,57,,,"INVENTORY",,""
83000,80881,1,1,13401,55,316.8,66857,207,57,,,"INVENTORY",,""
83001,80882,1,1,13401,53,1132.61,66868,207,57,,,"INVENTORY",,""
83002,80883,1,1,13401,113,2414.81,66869,207,57,,,"INVENTORY",,""
83003,80884,1,1,13401,113,2414.81,66870,207,57,,,"INVENTORY",,""
83004,80885,1,1,13401,36,769.32,66871,207,57,,,"INVENTORY",,""
83005,80886,1,1,13401,56,1196.72,66852,207,57,,,"INVENTORY",,""
83006,80887,1,1,13401,57,1218.09,66853,207,57,,,"INVENTORY",,""
83007,80888,1,1,13401,57,1218.09,66854,207,57,,,"INVENTORY",,""
83008,80889,1,1,13401,25,534.25,66802,207,57,,,"INVENTORY",,""
82886,80767,1,1,13401,75,432,66743,207,57,,,"INVENTORY",,""
82887,80768,1,1,13401,55,316.8,66744,207,57,,,"INVENTORY",,""
82888,80769,1,1,13401,5,106.85,66754,207,57,,,"INVENTORY",,""
82895,80776,1,1,13401,75,32.25,66742,207,57,16/JAN/04,,"INVENTORY",,""
82896,80777,1,1,13401,55,23.65,66751,207,57,16/JAN/04,,"INVENTORY",,""
82897,80778,1,1,13401,5,5.75,66758,207,57,16/JAN/04,,"INVENTORY",,""
83009,80890,1,1,13401,11,2773.54,66823,207,57,,,"INVENTORY",,""
83010,80891,1,1,13401,11,187.99,66832,207,57,,,"INVENTORY",,""
83032,80913,1,1,13401,11,235.07,66828,207,57,16/JAN/04,,"INVENTORY",,""
83033,80914,1,1,13401,46,19.78,66864,207,57,16/JAN/04,,"INVENTORY",,""
83034,80915,1,1,13401,55,23.65,66865,207,57,16/JAN/04,,"INVENTORY",,""
83035,80916,1,1,13401,53,60.95,66844,207,57,16/JAN/04,,"INVENTORY",,""
83036,80917,1,1,13401,113,129.95,66845,207,57,16/JAN/04,,"INVENTORY",,""
83037,80918,1,1,13401,113,129.95,66846,207,57,16/JAN/04,,"INVENTORY",,""
83038,80919,1,1,13401,36,41.4,66847,207,57,16/JAN/04,,"INVENTORY",,""
83039,80920,1,1,13401,56,64.4,66816,207,57,16/JAN/04,,"INVENTORY",,""
83040,80921,1,1,13401,57,65.55,66817,207,57,16/JAN/04,,"INVENTORY",,""
83041,80922,1,1,13401,57,65.55,66818,207,57,16/JAN/04,,"INVENTORY",,""
83042,80923,1,1,13401,25,28.75,66819,207,57,16/JAN/04,,"INVENTORY",,""
83044,80925,1,1,13401,11,282.04,66830,207,57,16/JAN/04,,"INVENTORY",,""
83096,80977,1,1,13401,55,316.8,66902,207,57,,,"INVENTORY",,""
83100,80981,1,1,13401,55,23.65,66907,207,57,16/JAN/04,,"INVENTORY",,""
82719,80600,1,1,13401,515,77028.55,66567,207,57,16/JAN/04,,"INVENTORY",,""
82721,80602,1,1,13401,75,432,66578,207,57,,,"INVENTORY",,""
82722,80603,1,1,13401,20,427.4,66584,207,57,,,"INVENTORY",,""
82725,80606,1,1,13401,515,85258.25,66565,207,57,,,"INVENTORY",,""
82726,80607,1,1,13401,515,8801.35,66574,207,57,,,"INVENTORY",,""
82731,80612,1,1,13401,150,30201,66590,207,57,16/JAN/04,,"INVENTORY",,""
82732,80613,1,1,13401,150,3205.5,66595,207,57,16/JAN/04,,"INVENTORY",,""
82733,80614,1,1,13401,150,4486.5,66562,207,57,16/JAN/04,,"INVENTORY",,""
82734,80615,1,1,13401,515,11005.55,66570,207,57,16/JAN/04,,"INVENTORY",,""
82735,80616,1,1,13401,515,8801.35,66573,207,57,16/JAN/04,,"INVENTORY",,""
82736,80617,1,1,13401,75,32.25,66582,207,57,16/JAN/04,,"INVENTORY",,""
82738,80619,1,1,13401,150,23845.5,66591,207,57,16/JAN/04,,"INVENTORY",,""
82739,80620,1,1,13401,150,256.5,66594,207,57,16/JAN/04,,"INVENTORY",,""
82740,80621,1,1,13401,150,5769,66577,207,57,16/JAN/04,,"INVENTORY",,""
82741,80622,1,1,13401,515,880.65,66569,207,57,16/JAN/04,,"INVENTORY",,""
82742,80623,1,1,13401,515,13204.6,66572,207,57,16/JAN/04,,"INVENTORY",,""
83873,81734,1,1,13401,135,15576.3,67555,209,57,16/JAN/04,,"INVENTORY",,""
83874,81735,1,1,13401,1,149.57,67566,209,57,16/JAN/04,,"INVENTORY",,""
83875,81736,1,1,13401,9,1346.13,67574,209,57,16/JAN/04,,"INVENTORY",,""
83876,81737,1,1,13401,2,299.14,67575,209,57,16/JAN/04,,"INVENTORY",,""
83877,81738,1,1,13401,135,2307.15,67562,209,57,,,"INVENTORY",,""
83878,81739,1,1,13401,135,3461.4,67563,209,57,,,"INVENTORY",,""
83880,81741,1,1,13401,1,17.09,67568,209,57,,,"INVENTORY",,""
83881,81742,1,1,13401,9,2269.26,67570,209,57,,,"INVENTORY",,""
83882,81743,1,1,13401,2,504.28,67571,209,57,,,"INVENTORY",,""
83883,81744,1,1,13401,9,153.81,67545,209,57,,,"INVENTORY",,""
83887,81748,1,1,13401,135,15576.3,67551,209,57,16/JAN/04,,"INVENTORY",,""
83888,81749,1,1,13401,135,2884.95,67558,209,57,16/JAN/04,,"INVENTORY",,""
83889,81750,1,1,13401,135,3461.4,67561,209,57,16/JAN/04,,"INVENTORY",,""
83890,81751,1,1,13401,1,21.37,67553,209,57,16/JAN/04,,"INVENTORY",,""
83892,81753,1,1,13401,9,192.33,67580,209,57,16/JAN/04,,"INVENTORY",,""
83893,81754,1,1,13401,2,42.74,67581,209,57,16/JAN/04,,"INVENTORY",,""
83894,81755,1,1,13401,135,16154.1,67554,209,57,16/JAN/04,,"INVENTORY",,""
83389,81270,1,1,13401,18,2692.26,67169,207,57,16/JAN/04,,"INVENTORY",,""
83390,81271,1,1,13401,5,28.8,67170,207,57,,,"INVENTORY",,""
83391,81272,1,1,13401,55,316.8,67171,207,57,,,"INVENTORY",,""
83392,81273,1,1,13401,175,1008,67172,207,57,,,"INVENTORY",,""
83399,81280,1,1,13401,7,209.37,67188,207,57,16/JAN/04,,"INVENTORY",,""
83400,81281,1,1,13401,5,2.15,67182,207,57,16/JAN/04,,"INVENTORY",,""
83401,81282,1,1,13401,55,23.65,67183,207,57,16/JAN/04,,"INVENTORY",,""
83402,81283,1,1,13401,175,75.25,67184,207,57,16/JAN/04,,"INVENTORY",,""
83406,81287,1,1,13401,200,1152,67194,209,57,,,"INVENTORY",,""
83410,81291,1,1,13401,200,86,67198,209,57,16/JAN/04,,"INVENTORY",,""
83411,81292,1,1,13401,25,52.5,67191,209,57,22/JAN/04,,"INVENTORY",,""
82720,80601,1,1,13401,150,24358.5,66592,207,57,16/JAN/04,,"INVENTORY",,""
83606,81474,1,1,13401,39,5833.23,67351,209,57,16/JAN/04,,"INVENTORY",,""
83607,81475,1,1,13401,32,4786.24,67327,209,57,16/JAN/04,,"INVENTORY",,""
83608,81476,1,1,13401,75,12179.25,67343,209,57,16/JAN/04,,"INVENTORY",,""
83609,81477,1,1,13401,75,1281.75,67347,209,57,,,"INVENTORY",,""
83610,81478,1,1,13401,75,1923,67348,209,57,,,"INVENTORY",,""
83611,81479,1,1,13401,39,6456.45,67349,209,57,,,"INVENTORY",,""
83612,81480,1,1,13401,39,666.51,67323,209,57,,,"INVENTORY",,""
83613,81481,1,1,13401,32,8068.48,67325,209,57,,,"INVENTORY",,""
83614,81482,1,1,13401,32,546.88,67334,209,57,,,"INVENTORY",,""
83616,81484,1,1,13401,75,15100.5,67341,209,57,16/JAN/04,,"INVENTORY",,""
83617,81485,1,1,13401,75,1602.75,67338,209,57,16/JAN/04,,"INVENTORY",,""
83619,81487,1,1,13401,39,833.43,67354,209,57,16/JAN/04,,"INVENTORY",,""
83620,81488,1,1,13401,39,666.51,67322,209,57,16/JAN/04,,"INVENTORY",,""
83621,81489,1,1,13401,32,683.84,67330,209,57,16/JAN/04,,"INVENTORY",,""
83622,81490,1,1,13401,75,11922.75,67342,209,57,16/JAN/04,,"INVENTORY",,""
83623,81491,1,1,13401,75,128.25,67345,209,57,16/JAN/04,,"INVENTORY",,""
83624,81492,1,1,13401,75,2884.5,67340,209,57,16/JAN/04,,"INVENTORY",,""
83625,81493,1,1,13401,39,66.69,67353,209,57,16/JAN/04,,"INVENTORY",,""
83626,81494,1,1,13401,39,999.96,67321,209,57,16/JAN/04,,"INVENTORY",,""
83627,81495,1,1,13401,32,54.72,67329,209,57,16/JAN/04,,"INVENTORY",,""
83629,81497,1,1,13401,2,4.2,67336,209,57,22/JAN/04,,"INVENTORY",,""
83570,81438,1,1,13401,107,12345.66,67300,207,57,16/JAN/04,,"INVENTORY",,""
83572,81440,1,1,13401,132,21435.48,67311,207,57,16/JAN/04,,"INVENTORY",,""
83573,81441,1,1,13401,107,1828.63,67306,207,57,,,"INVENTORY",,""
83574,81442,1,1,13401,107,2743.48,67308,207,57,,,"INVENTORY",,""
83575,81443,1,1,13401,132,2255.88,67318,207,57,,,"INVENTORY",,""
83576,81444,1,1,13401,132,3384.48,67319,207,57,,,"INVENTORY",,""
83577,81445,1,1,13401,580,46446.4,67320,207,57,,,"INVENTORY",,""
83578,81446,1,1,13401,580,9912.2,67295,207,57,,,"INVENTORY",,""
83579,81447,1,1,13401,107,12345.66,67298,207,57,16/JAN/04,,"INVENTORY",,""
83580,81448,1,1,13401,107,2286.59,67303,207,57,16/JAN/04,,"INVENTORY",,""
83581,81449,1,1,13401,107,2743.48,67297,207,57,16/JAN/04,,"INVENTORY",,""
83584,81452,1,1,13401,107,3200.37,67317,207,57,16/JAN/04,,"INVENTORY",,""
83585,81453,1,1,13401,580,12394.6,67291,207,57,16/JAN/04,,"INVENTORY",,""
83586,81454,1,1,13401,580,9912.2,67294,207,57,16/JAN/04,,"INVENTORY",,""
83587,81455,1,1,13401,107,12803.62,67299,207,57,16/JAN/04,,"INVENTORY",,""
83588,81456,1,1,13401,107,182.97,67302,207,57,16/JAN/04,,"INVENTORY",,""
83589,81457,1,1,13401,107,4115.22,67305,207,57,16/JAN/04,,"INVENTORY",,""
83590,81458,1,1,13401,132,20984.04,67310,207,57,16/JAN/04,,"INVENTORY",,""
83592,81460,1,1,13401,132,5076.72,67316,207,57,16/JAN/04,,"INVENTORY",,""
83593,81461,1,1,13401,580,991.8,67290,207,57,16/JAN/04,,"INVENTORY",,""
83594,81462,1,1,13401,580,14871.2,67293,207,57,16/JAN/04,,"INVENTORY",,""
83698,81559,1,1,13401,145,835.2,67422,207,57,,,"INVENTORY",,""
83701,81562,1,1,13401,145,62.35,67426,207,57,16/JAN/04,,"INVENTORY",,""
83159,81040,1,1,13401,9,230.76,66936,209,57,16/JAN/04,,"INVENTORY",,""
83831,81692,1,1,13401,102,587.52,67527,207,57,,,"INVENTORY",,""
83832,81693,1,1,13401,127,2713.99,67534,207,57,,,"INVENTORY",,""
83833,81694,1,1,13401,18,384.66,67533,207,57,,,"INVENTORY",,""
83834,81695,1,1,13401,213,4551.81,67526,207,57,,,"INVENTORY",,""
83835,81696,1,1,13401,17,363.29,67543,207,57,,,"INVENTORY",,""
83054,80935,1,1,13401,1,149.57,66888,209,57,16/JAN/04,,"INVENTORY",,""
83836,81697,1,1,13401,24,3973.2,67514,207,57,,,"INVENTORY",,""
83837,81698,1,1,13401,24,410.16,67523,207,57,,,"INVENTORY",,""
83848,81709,1,1,13401,24,512.88,67519,207,57,16/JAN/04,,"INVENTORY",,""
83849,81710,1,1,13401,24,410.16,67522,207,57,16/JAN/04,,"INVENTORY",,""
83851,81712,1,1,13401,127,146.05,67541,207,57,16/JAN/04,,"INVENTORY",,""
83852,81713,1,1,13401,18,20.7,67542,207,57,16/JAN/04,,"INVENTORY",,""
83853,81714,1,1,13401,213,244.95,67510,207,57,16/JAN/04,,"INVENTORY",,""
83854,81715,1,1,13401,17,19.55,67511,207,57,16/JAN/04,,"INVENTORY",,""
83855,81716,1,1,13401,24,41.04,67518,207,57,16/JAN/04,,"INVENTORY",,""
83856,81717,1,1,13401,24,615.36,67521,207,57,16/JAN/04,,"INVENTORY",,""
83158,81039,1,1,13401,9,15.39,66925,209,57,16/JAN/04,,"INVENTORY",,""
83895,81756,1,1,13401,135,230.85,67557,209,57,16/JAN/04,,"INVENTORY",,""
83896,81757,1,1,13401,135,5192.1,67560,209,57,16/JAN/04,,"INVENTORY",,""
83897,81758,1,1,13401,1,1.71,67552,209,57,16/JAN/04,,"INVENTORY",,""
83898,81759,1,1,13401,1,25.64,67549,209,57,16/JAN/04,,"INVENTORY",,""
83900,81761,1,1,13401,2,3.42,67579,209,57,16/JAN/04,,"INVENTORY",,""
83901,81762,1,1,13401,9,230.76,67584,209,57,16/JAN/04,,"INVENTORY",,""
83902,81763,1,1,13401,2,51.28,67585,209,57,16/JAN/04,,"INVENTORY",,""
82723,80604,1,1,13401,150,2563.5,66563,207,57,,,"INVENTORY",,""
84157,82018,1,1,13401,245,4187.05,67848,207,57,,,"INVENTORY",,""
84163,82024,1,1,13401,323,37267.74,67831,207,57,16/JAN/04,,"INVENTORY",,""
84165,82026,1,1,13401,323,8281.72,67839,207,57,16/JAN/04,,"INVENTORY",,""
84383,82244,1,1,13401,70,1495.9,68032,207,57,,,"INVENTORY",,""
84065,81926,1,1,13401,175,2990.75,67758,209,57,,,"INVENTORY",,""
84054,81915,1,1,13401,30,34.5,67740,207,57,16/JAN/04,,"INVENTORY",,""
84150,82011,1,1,13401,323,37267.74,67833,207,57,16/JAN/04,,"INVENTORY",,""
84151,82012,1,1,13401,245,36644.65,67841,207,57,16/JAN/04,,"INVENTORY",,""
84152,82013,1,1,13401,255,38140.35,67852,207,57,16/JAN/04,,"INVENTORY",,""
84153,82014,1,1,13401,160,921.6,67825,207,57,,,"INVENTORY",,""
84154,82015,1,1,13401,323,5520.07,67840,207,57,,,"INVENTORY",,""
84155,82016,1,1,13401,323,8281.72,67822,207,57,,,"INVENTORY",,""
84156,82017,1,1,13401,245,40559.75,67823,207,57,,,"INVENTORY",,""
84158,82019,1,1,13401,255,64295.7,67850,207,57,,,"INVENTORY",,""
84159,82020,1,1,13401,255,4357.95,67859,207,57,,,"INVENTORY",,""
84164,82025,1,1,13401,323,6902.51,67836,207,57,16/JAN/04,,"INVENTORY",,""
84167,82028,1,1,13401,245,4187.05,67847,207,57,16/JAN/04,,"INVENTORY",,""
84169,82030,1,1,13401,160,68.8,67829,207,57,16/JAN/04,,"INVENTORY",,""
84170,82031,1,1,13401,323,38650.18,67832,207,57,16/JAN/04,,"INVENTORY",,""
84171,82032,1,1,13401,323,552.33,67835,207,57,16/JAN/04,,"INVENTORY",,""
84172,82033,1,1,13401,323,12422.58,67838,207,57,16/JAN/04,,"INVENTORY",,""
84173,82034,1,1,13401,245,418.95,67843,207,57,16/JAN/04,,"INVENTORY",,""
84174,82035,1,1,13401,245,6281.8,67846,207,57,16/JAN/04,,"INVENTORY",,""
84175,82036,1,1,13401,255,436.05,67854,207,57,16/JAN/04,,"INVENTORY",,""
84176,82037,1,1,13401,255,6538.2,67857,207,57,16/JAN/04,,"INVENTORY",,""
83583,81451,1,1,13401,132,2820.84,67314,207,57,16/JAN/04,,"INVENTORY",,""
83287,81168,1,1,13401,180,3076.2,67075,209,57,,,"INVENTORY",,""
84380,82241,1,1,13401,107,12345.66,68006,207,57,16/JAN/04,,"INVENTORY",,""
84381,82242,1,1,13401,515,77028.55,67999,207,57,16/JAN/04,,"INVENTORY",,""
84382,82243,1,1,13401,48,1025.76,67982,207,57,,,"INVENTORY",,""
84384,82245,1,1,13401,85,1816.45,68033,207,57,,,"INVENTORY",,""
84385,82246,1,1,13401,27,576.99,68034,207,57,,,"INVENTORY",,""
84063,81924,1,1,13401,175,14957.25,67751,209,57,16/JAN/04,,"INVENTORY",,""
84064,81925,1,1,13401,175,14014,67749,209,57,,,"INVENTORY",,""
84066,81927,1,1,13401,175,3739.75,67754,209,57,16/JAN/04,,"INVENTORY",,""
84067,81928,1,1,13401,175,2990.75,67757,209,57,16/JAN/04,,"INVENTORY",,""
84068,81929,1,1,13401,175,299.25,67753,209,57,16/JAN/04,,"INVENTORY",,""
84069,81930,1,1,13401,175,4487,67756,209,57,16/JAN/04,,"INVENTORY",,""
84070,81931,1,1,13401,135,283.5,67760,209,57,22/JAN/04,,"INVENTORY",,""
84071,81932,1,1,13401,316,97991.6,67746,209,57,22/JAN/04,,"INVENTORY",,""
84190,82051,1,1,13401,1,149.57,67887,209,57,16/JAN/04,,"INVENTORY",,""
84191,82052,1,1,13401,2,299.14,67888,209,57,16/JAN/04,,"INVENTORY",,""
84192,82053,1,1,13401,55,8226.35,67889,209,57,16/JAN/04,,"INVENTORY",,""
84193,82054,1,1,13401,1,149.57,67893,209,57,16/JAN/04,,"INVENTORY",,""
84043,81904,1,1,13401,25,144,67723,207,57,,,"INVENTORY",,""
84044,81905,1,1,13401,8,170.96,67730,207,57,,,"INVENTORY",,""
84045,81906,1,1,13401,30,641.1,67736,207,57,,,"INVENTORY",,""
84052,81913,1,1,13401,25,10.75,67728,207,57,16/JAN/04,,"INVENTORY",,""
84053,81914,1,1,13401,8,9.2,67734,207,57,16/JAN/04,,"INVENTORY",,""
84055,81916,1,1,13401,285,598.5,67742,207,57,22/JAN/04,,"INVENTORY",,""
84194,82055,1,1,13401,50,7478.5,67894,209,57,16/JAN/04,,"INVENTORY",,""
84195,82056,1,1,13401,55,9105.25,67885,209,57,,,"INVENTORY",,""
84196,82057,1,1,13401,55,939.95,67880,209,57,,,"INVENTORY",,""
84197,82058,1,1,13401,1,252.14,67882,209,57,,,"INVENTORY",,""
84198,82059,1,1,13401,50,12607,67883,209,57,,,"INVENTORY",,""
84199,82060,1,1,13401,1,17.09,67872,209,57,,,"INVENTORY",,""
84200,82061,1,1,13401,50,854.5,67873,209,57,,,"INVENTORY",,""
84203,82064,1,1,13401,55,1175.35,67876,209,57,16/JAN/04,,"INVENTORY",,""
84204,82065,1,1,13401,55,939.95,67879,209,57,16/JAN/04,,"INVENTORY",,""
84205,82066,1,1,13401,1,21.37,67864,209,57,16/JAN/04,,"INVENTORY",,""
84206,82067,1,1,13401,50,1068.5,67865,209,57,16/JAN/04,,"INVENTORY",,""
84207,82068,1,1,13401,55,94.05,67891,209,57,16/JAN/04,,"INVENTORY",,""
84209,82070,1,1,13401,1,1.71,67862,209,57,16/JAN/04,,"INVENTORY",,""
84211,82072,1,1,13401,1,25.64,67868,209,57,16/JAN/04,,"INVENTORY",,""
84212,82073,1,1,13401,50,1282,67869,209,57,16/JAN/04,,"INVENTORY",,""
84072,81933,1,1,13401,113,111683.55,67747,209,57,22/JAN/04,,"INVENTORY",,""
84967,82824,1,1,13401,150,3846,68532,207,57,,,"INVENTORY",,""
84418,82279,1,1,13401,27,31.05,68050,207,57,16/JAN/04,,"INVENTORY",,""
84168,82029,1,1,13401,255,5449.35,67855,207,57,16/JAN/04,,"INVENTORY",,""
84210,82071,1,1,13401,50,85.5,67863,209,57,16/JAN/04,,"INVENTORY",,""
85055,82912,1,1,13401,3,89.73,68635,207,57,16/JAN/04,,"INVENTORY",,""
85056,82913,1,1,13401,45,19.35,68632,207,57,16/JAN/04,,"INVENTORY",,""
85060,82917,1,1,13401,17,2760.63,68643,209,57,16/JAN/04,,"INVENTORY",,""
85061,82918,1,1,13401,17,290.53,68637,209,57,,,"INVENTORY",,""
85062,82919,1,1,13401,17,435.88,68638,209,57,,,"INVENTORY",,""
85063,82920,1,1,13401,17,3422.78,68636,209,57,16/JAN/04,,"INVENTORY",,""
85065,82922,1,1,13401,17,508.47,68649,209,57,16/JAN/04,,"INVENTORY",,""
85066,82923,1,1,13401,17,2702.49,68642,209,57,16/JAN/04,,"INVENTORY",,""
85067,82924,1,1,13401,17,29.07,68645,209,57,16/JAN/04,,"INVENTORY",,""
85068,82925,1,1,13401,17,653.82,68648,209,57,16/JAN/04,,"INVENTORY",,""
85069,82926,1,1,13401,39,81.9,68639,209,57,22/JAN/04,,"INVENTORY",,""
84598,82455,1,1,13401,11,2214.74,68197,207,57,16/JAN/04,,"INVENTORY",,""
84599,82456,1,1,13401,11,235.07,68202,207,57,16/JAN/04,,"INVENTORY",,""
84505,82362,1,1,13401,94,541.44,68126,207,57,,,"INVENTORY",,""
84506,82363,1,1,13401,265,1526.4,68130,207,57,,,"INVENTORY",,""
84507,82364,1,1,13401,157,12572.56,68141,207,57,,,"INVENTORY",,""
84513,82370,1,1,13401,157,3355.09,68128,207,57,16/JAN/04,,"INVENTORY",,""
84514,82371,1,1,13401,157,2683.13,68122,207,57,16/JAN/04,,"INVENTORY",,""
84515,82372,1,1,13401,94,40.42,68137,207,57,16/JAN/04,,"INVENTORY",,""
84516,82373,1,1,13401,265,113.95,68138,207,57,16/JAN/04,,"INVENTORY",,""
84517,82374,1,1,13401,157,268.47,68127,207,57,16/JAN/04,,"INVENTORY",,""
84519,82376,1,1,13401,13,27.3,68125,207,57,22/JAN/04,,"INVENTORY",,""
84166,82027,1,1,13401,245,5235.65,67844,207,57,16/JAN/04,,"INVENTORY",,""
84820,82677,1,1,13401,115,13268.7,68409,209,57,16/JAN/04,,"INVENTORY",,""
84821,82678,1,1,13401,58,8675.06,68420,209,57,16/JAN/04,,"INVENTORY",,""
84822,82679,1,1,13401,115,1965.35,68416,209,57,,,"INVENTORY",,""
84823,82680,1,1,13401,115,2948.6,68417,209,57,,,"INVENTORY",,""
84825,82682,1,1,13401,58,991.22,68425,209,57,,,"INVENTORY",,""
