"INVOICE_ID","CREATION_DATE","SUPPLIER_ID","SUPPLIER_SITE_ID","INVOICE_NUMBER","CANCEL_FLAG","DESCRIPTION","DOCUMENT_TYPE","PAY_TERMS","PAYMENT_TERMS_ID","PAYMENT_DUE_DATE","INVOICE_DATE","CURRENCY_CODE","EXCHANGE_RATE_DATE","EXCHANGE_RATE","CURRENCY_RATE_TYPE","INVOICE_CURRENCY_AMOUNT","PAY_CURRENCY_CODE","INVOICE_AMOUNT","CREATION_METHOD","INVOICE_TYPE","INVOICE_SUB_TYPE","APPROVAL_REQUIRED","PAYMENT_TYPE","PAY_GROUP","INVOICE_RECEIVED_DATE"
154444,"19-JUL-2013",5,6,"ERS-11864-117880","N","Receipt Invoice automatically created on 19-JUL-06","","2/10 NET 30",10014,"19-JUL-2013","19-JUL-2013","USD",,,"",94.05,"USD",94.05,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
154454,"19-JUL-2013",1718,4081,"ERS-19-JUL-06-117890","N","Receipt Invoice automatically created on 19-JUL-06","","45 Net (terms date + 45)",10003,"19-JUL-2013","19-JUL-2013","USD",,,"",366562.5,"USD",366562.5,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
154447,"19-JUL-2013",5,6,"ERS-11867-117883","N","Receipt Invoice automatically created on 19-JUL-06","","2/10 NET 30",10014,"19-JUL-2013","19-JUL-2013","USD",,,"",256.4,"USD",256.4,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
154364,"19-JUL-2013",21,41,"ERS-23367-117800","N","Receipt Invoice automatically created on 19-JUL-06","","Immediate",10001,"19-JUL-2013","19-JUL-2013","USD",,,"",40341.84,"USD",40341.84,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
154351,"19-JUL-2013",21,41,"ERS-11831-117787","N","Receipt Invoice automatically created on 19-JUL-06","","Immediate",10001,"19-JUL-2013","19-JUL-2013","USD",,,"",2697.76,"USD",2697.76,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
154352,"19-JUL-2013",21,41,"ERS-11832-117788","N","Receipt Invoice automatically created on 19-JUL-06","","Immediate",10001,"19-JUL-2013","19-JUL-2013","USD",,,"",20000.24,"USD",20000.24,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
154365,"19-JUL-2013",21,41,"ERS-23368-117801","N","Receipt Invoice automatically created on 19-JUL-06","","Immediate",10001,"19-JUL-2013","19-JUL-2013","USD",,,"",6051.04,"USD",6051.04,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
154397,"19-JUL-2013",21,41,"ERS-23400-117833","N","Receipt Invoice automatically created on 19-JUL-06","","Immediate",10001,"19-JUL-2013","19-JUL-2013","USD",,,"",42.48,"USD",42.48,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
154382,"19-JUL-2013",22,42,"ERS-23385-117818","N","Receipt Invoice automatically created on 19-JUL-06","","4/10, 3/20, 2/30 Net  60",10009,"19-JUL-2013","19-JUL-2013","USD",,,"",5043.32,"USD",5043.32,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
155123,"27-JUL-2013",5,6,"ERS-11962-118569","N","Receipt Invoice automatically created on 27-JUL-06","","2/10 NET 30",10014,"27-JUL-2013","27-JUL-2013","USD",,,"",146.63,"USD",146.63,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155132,"27-JUL-2013",5,6,"ERS-11971-118578","N","Receipt Invoice automatically created on 27-JUL-06","","2/10 NET 30",10014,"27-JUL-2013","27-JUL-2013","USD",,,"",2422.98,"USD",2422.98,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155141,"27-JUL-2013",415,1087,"ERS-8045-118587","N","Receipt Invoice automatically created on 27-JUL-06","","45 Net (terms date + 45)",10003,"27-JUL-2013","27-JUL-2013","USD",,,"",98100,"USD",98100,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155157,"27-JUL-2013",21,41,"ERS-23484-118605","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",871.5,"USD",871.5,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
154899,"26-JUL-2013",578,1275,"ERS-8043-118332","N","Receipt Invoice automatically created on 26-JUL-06","","45 Net (terms date + 45)",10003,"26-JUL-2013","26-JUL-2013","USD",,,"",304200,"USD",304200,"ERS","STANDARD","ERS","N","EFT","SIZZLE","26-JUL-2013 00:00"
154996,"27-JUL-2013",147,259,"ERS-23435-118442","N","Receipt Invoice automatically created on 27-JUL-06","","45 Net (terms date + 45)",10003,"27-JUL-2013","27-JUL-2013","USD",,,"",115248,"USD",115248,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155028,"27-JUL-2013",22,42,"ERS-11900-118474","N","Receipt Invoice automatically created on 27-JUL-06","","4/10, 3/20, 2/30 Net  60",10009,"27-JUL-2013","27-JUL-2013","USD",,,"",209.72,"USD",209.72,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155054,"27-JUL-2013",21,41,"ERS-23453-118500","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",2537.5,"USD",2537.5,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
154988,"27-JUL-2013",21,41,"ERS-23431-118434","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",2565,"USD",2565,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155073,"27-JUL-2013",21,41,"ERS-23472-118519","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",115636.95,"USD",115636.95,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155076,"27-JUL-2013",1718,4081,"ERS-27-JUL-06-118522","N","Receipt Invoice automatically created on 27-JUL-06","","45 Net (terms date + 45)",10003,"27-JUL-2013","27-JUL-2013","USD",,,"",372937.5,"USD",372937.5,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
154995,"27-JUL-2013",11,15,"ERS-23434-118441","N","Receipt Invoice automatically created on 27-JUL-06","","2/10 Net 45",10007,"27-JUL-2013","27-JUL-2013","USD",,,"",67500,"USD",67500,"ERS","STANDARD","ERS","N","EFT","EDI","27-JUL-2013 00:00"
154998,"27-JUL-2013",21,41,"ERS-23437-118444","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",14267,"USD",14267,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155015,"27-JUL-2013",21,41,"ERS-11887-118461","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",8974,"USD",8974,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155027,"27-JUL-2013",22,42,"ERS-11899-118473","N","Receipt Invoice automatically created on 27-JUL-06","","4/10, 3/20, 2/30 Net  60",10009,"27-JUL-2013","27-JUL-2013","USD",,,"",1256.36,"USD",1256.36,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155031,"27-JUL-2013",22,42,"ERS-11903-118477","N","Receipt Invoice automatically created on 27-JUL-06","","4/10, 3/20, 2/30 Net  60",10009,"27-JUL-2013","27-JUL-2013","USD",,,"",22358.08,"USD",22358.08,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155033,"27-JUL-2013",22,42,"ERS-11905-118479","N","Receipt Invoice automatically created on 27-JUL-06","","4/10, 3/20, 2/30 Net  60",10009,"27-JUL-2013","27-JUL-2013","USD",,,"",5235.65,"USD",5235.65,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155060,"27-JUL-2013",147,259,"ERS-23459-118506","N","Receipt Invoice automatically created on 27-JUL-06","","45 Net (terms date + 45)",10003,"27-JUL-2013","27-JUL-2013","USD",,,"",1657.73,"USD",1657.73,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155084,"27-JUL-2013",21,41,"ERS-11923-118530","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",111799.12,"USD",111799.12,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155085,"27-JUL-2013",21,41,"ERS-11924-118531","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",1634.22,"USD",1634.22,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155089,"27-JUL-2013",21,41,"ERS-11928-118535","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",31880.31,"USD",31880.31,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155092,"27-JUL-2013",21,41,"ERS-11931-118538","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",9563.72,"USD",9563.72,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155096,"27-JUL-2013",11,15,"ERS-11935-118542","N","Receipt Invoice automatically created on 27-JUL-06","","2/10 Net 45",10007,"27-JUL-2013","27-JUL-2013","USD",,,"",10230.57,"USD",10230.57,"ERS","STANDARD","ERS","N","EFT","EDI","27-JUL-2013 00:00"
155065,"27-JUL-2013",22,42,"ERS-23464-118511","N","Receipt Invoice automatically created on 27-JUL-06","","4/10, 3/20, 2/30 Net  60",10009,"27-JUL-2013","27-JUL-2013","USD",,,"",21.4,"USD",21.4,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155066,"27-JUL-2013",22,42,"ERS-23465-118512","N","Receipt Invoice automatically created on 27-JUL-06","","4/10, 3/20, 2/30 Net  60",10009,"27-JUL-2013","27-JUL-2013","USD",,,"",19529.98,"USD",19529.98,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155767,"07-AUG-2013",6,7,"ATT080506","N","","","30 Net (terms date + 30)",10002,"05-AUG-2013","05-AUG-2013","USD",,,"",53230,"USD",53230,"EXTERNAL","STANDARD","EXTERNAL","N","CHECK","STANDARD",""
156059,"10-AUG-2013",147,2033,"ERS-8054-119385","N","Receipt Invoice automatically created on 10-AUG-06","","45 Net (terms date + 45)",10003,"10-AUG-2013","10-AUG-2013","USD",,,"",34724,"USD",34724,"ERS","STANDARD","ERS","N","CHECK","SIZZLE","10-AUG-2013 00:00"
156074,"10-AUG-2013",11,15,"ERS-23487-119400","N","Receipt Invoice automatically created on 10-AUG-06","","2/10 Net 45",10007,"10-AUG-2013","10-AUG-2013","USD",,,"",13750,"USD",13750,"ERS","STANDARD","ERS","N","EFT","EDI","10-AUG-2013 00:00"
156073,"10-AUG-2013",21,41,"ERS-23486-119399","N","Receipt Invoice automatically created on 10-AUG-06","","Immediate",10001,"10-AUG-2013","10-AUG-2013","USD",,,"",29.4,"USD",29.4,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
156082,"10-AUG-2013",21,41,"ERS-23492-119408","N","Receipt Invoice automatically created on 10-AUG-06","","Immediate",10001,"10-AUG-2013","10-AUG-2013","USD",,,"",43589.7,"USD",43589.7,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
156100,"10-AUG-2013",11,15,"ERS-23510-119426","N","Receipt Invoice automatically created on 10-AUG-06","","2/10 Net 45",10007,"10-AUG-2013","10-AUG-2013","USD",,,"",8312,"USD",8312,"ERS","STANDARD","ERS","N","EFT","EDI","10-AUG-2013 00:00"
156179,"10-AUG-2013",1718,4081,"ERS-10-AUG-06-119505","N","Receipt Invoice automatically created on 10-AUG-06","","45 Net (terms date + 45)",10003,"10-AUG-2013","10-AUG-2013","USD",,,"",164869.05,"USD",164869.05,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
156181,"10-AUG-2013",1718,4081,"ERS-10-AUG-06-119507","N","Receipt Invoice automatically created on 10-AUG-06","","45 Net (terms date + 45)",10003,"10-AUG-2013","10-AUG-2013","USD",,,"",44625,"USD",44625,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
156088,"10-AUG-2013",147,259,"ERS-23498-119414","N","Receipt Invoice automatically created on 10-AUG-06","","45 Net (terms date + 45)",10003,"10-AUG-2013","10-AUG-2013","USD",,,"",4357.95,"USD",4357.95,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
156094,"10-AUG-2013",5,6,"ERS-23504-119420","N","Receipt Invoice automatically created on 10-AUG-06","","2/10 NET 30",10014,"10-AUG-2013","10-AUG-2013","USD",,,"",376.2,"USD",376.2,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
156153,"10-AUG-2013",22,42,"ERS-12015-119479","N","Receipt Invoice automatically created on 10-AUG-06","","4/10, 3/20, 2/30 Net  60",10009,"10-AUG-2013","10-AUG-2013","USD",,,"",3051.16,"USD",3051.16,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
156160,"10-AUG-2013",5,6,"ERS-12022-119486","N","Receipt Invoice automatically created on 10-AUG-06","","2/10 NET 30",10014,"10-AUG-2013","10-AUG-2013","USD",,,"",1.71,"USD",1.71,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
156112,"10-AUG-2013",5,6,"ERS-23522-119438","N","Receipt Invoice automatically created on 10-AUG-06","","2/10 NET 30",10014,"10-AUG-2013","10-AUG-2013","USD",,,"",9350,"USD",9350,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
156085,"10-AUG-2013",147,259,"ERS-23495-119411","N","Receipt Invoice automatically created on 10-AUG-06","","45 Net (terms date + 45)",10003,"10-AUG-2013","10-AUG-2013","USD",,,"",3759.8,"USD",3759.8,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
156151,"10-AUG-2013",147,259,"ERS-12013-119477","N","Receipt Invoice automatically created on 10-AUG-06","","45 Net (terms date + 45)",10003,"10-AUG-2013","10-AUG-2013","USD",,,"",17.09,"USD",17.09,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
154422,"19-JUL-2013",21,41,"ERS-11842-117858","N","Receipt Invoice automatically created on 19-JUL-06","","Immediate",10001,"19-JUL-2013","19-JUL-2013","USD",,,"",3164.68,"USD",3164.68,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
155148,"27-JUL-2013",21,41,"ERS-23479-118594","N","Receipt Invoice automatically created on 27-JUL-06","","Immediate",10001,"27-JUL-2013","27-JUL-2013","USD",,,"",74.7,"USD",74.7,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155003,"27-JUL-2013",22,42,"ERS-23442-118449","N","Receipt Invoice automatically created on 27-JUL-06","","4/10, 3/20, 2/30 Net  60",10009,"27-JUL-2013","27-JUL-2013","USD",,,"",9399.5,"USD",9399.5,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
155094,"27-JUL-2013",11,15,"ERS-11933-118540","N","Receipt Invoice automatically created on 27-JUL-06","","2/10 Net 45",10007,"27-JUL-2013","27-JUL-2013","USD",,,"",100611.36,"USD",100611.36,"ERS","STANDARD","ERS","N","EFT","EDI","27-JUL-2013 00:00"
154413,"19-JUL-2013",5,6,"ERS-23416-117849","N","Receipt Invoice automatically created on 19-JUL-06","","2/10 NET 30",10014,"19-JUL-2013","19-JUL-2013","USD",,,"",68.8,"USD",68.8,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
156494,"25-AUG-2013",21,41,"ERS-12036-119753","N","Receipt Invoice automatically created on 25-AUG-06","","Immediate",10001,"24-AUG-2013","24-AUG-2013","USD",24/AUG/06,1,"",1197,"USD",1197,"ERS","STANDARD","ERS","N","","STANDARD","24-AUG-2013 00:00"
156285,"21-AUG-2013",4,4,"UPS081906","N","","","Immediate",10001,"19-AUG-2013","19-AUG-2013","USD",,,"",49213.5,"USD",49213.5,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
156289,"21-AUG-2013",6,7,"ATT081906","N","","","30 Net (terms date + 30)",10002,"19-AUG-2013","19-AUG-2013","USD",,,"",53230,"USD",53230,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
158045,"19-SEP-2013",11,15,"ERS-23549-120991","N","Receipt Invoice automatically created on 19-SEP-06","","2/10 Net 45",10007,"19-SEP-2013","19-SEP-2013","USD",19/SEP/06,1,"",95500,"USD",95500,"ERS","STANDARD","ERS","N","","EDI","19-SEP-2013 00:00"
157741,"14-SEP-2013",11,15,"ERS 4773 102","N","","","2/10 Net 45",10007,"31-AUG-2013","31-AUG-2013","USD",,,"",420,"USD",420,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","EDI",""
158413,"26-SEP-2013",537,1193,"ERS-8075-121323","N","Receipt Invoice automatically created on 22-SEP-06","","45 Net (terms date + 45)",10003,"22-SEP-2013","22-SEP-2013","USD",22/SEP/06,1,"",1799,"USD",1799,"ERS","STANDARD","ERS","N","","STANDARD","22-SEP-2013 00:00"
159445,"30-SEP-2013",3,2036,"ERS-8078-121908","N","Receipt Invoice automatically created on 30-SEP-06","","45 Net (terms date + 45)",10003,"30-SEP-2013","30-SEP-2013","USD",30/SEP/06,1,"",60736,"USD",60736,"ERS","STANDARD","ERS","N","","SIZZLE","30-SEP-2013 00:00"
160760,"11-OCT-2013",147,2033,"ERS-8096-122481","N","Receipt Invoice automatically created on 11-OCT-06","","45 Net (terms date + 45)",10003,"11-OCT-2013","11-OCT-2013","USD",11/OCT/06,1,"",35499,"USD",35499,"ERS","STANDARD","ERS","N","","SIZZLE","11-OCT-2013 00:00"
161054,"16-OCT-2013",557,1233,"ERS-8098-122661","N","Receipt Invoice automatically created on 16-OCT-06","","45 Net (terms date + 45)",10003,"16-OCT-2013","16-OCT-2013","USD",16/OCT/06,1,"",495,"USD",495,"ERS","STANDARD","ERS","N","","STANDARD","16-OCT-2013 00:00"
161053,"16-OCT-2013",9,12,"ERS-8097-122660","N","Receipt Invoice automatically created on 16-OCT-06","","30 Net (terms date + 30)",10002,"16-OCT-2013","16-OCT-2013","USD",16/OCT/06,1,"",892,"USD",892,"ERS","STANDARD","ERS","N","","STANDARD","16-OCT-2013 00:00"
161889,"26-OCT-2013",578,1275,"ERS-8104-123153","N","Receipt Invoice automatically created on 26-OCT-06","","45 Net (terms date + 45)",10003,"26-OCT-2013","26-OCT-2013","USD",26/OCT/06,1,"",327600,"USD",327600,"ERS","STANDARD","ERS","N","","SIZZLE","26-OCT-2013 00:00"
163157,"13-NOV-2013",9,12,"ERS-8121-123962","N","Receipt Invoice automatically created on 13-NOV-06","","30 Net (terms date + 30)",10002,"13-NOV-2013","13-NOV-2013","USD",13/NOV/06,1,"",851,"USD",851,"ERS","STANDARD","ERS","N","","STANDARD","13-NOV-2013 00:00"
163158,"13-NOV-2013",147,2033,"ERS-8122-123963","N","Receipt Invoice automatically created on 13-NOV-06","","45 Net (terms date + 45)",10003,"13-NOV-2013","13-NOV-2013","USD",13/NOV/06,1,"",33860,"USD",33860,"ERS","STANDARD","ERS","N","","SIZZLE","13-NOV-2013 00:00"
153863,"12-JUL-2013",21,41,"ERS-23304-117281","N","Receipt Invoice automatically created on 12-JUL-06","","Immediate",10001,"12-JUL-2013","12-JUL-2013","USD",,,"",27.9,"USD",27.9,"ERS","STANDARD","ERS","N","CHECK","STANDARD","12-JUL-2013 00:00"
154440,"19-JUL-2013",5,6,"ERS-11860-117876","N","Receipt Invoice automatically created on 19-JUL-06","","2/10 NET 30",10014,"19-JUL-2013","19-JUL-2013","USD",,,"",4692.12,"USD",4692.12,"ERS","STANDARD","ERS","N","CHECK","STANDARD","19-JUL-2013 00:00"
155004,"27-JUL-2013",5,6,"ERS-23443-118450","N","Receipt Invoice automatically created on 27-JUL-06","","2/10 NET 30",10014,"27-JUL-2013","27-JUL-2013","USD",,,"",940.5,"USD",940.5,"ERS","STANDARD","ERS","N","CHECK","STANDARD","27-JUL-2013 00:00"
165174,"27-NOV-2013",3,2036,"ERS-8136-124682","N","Receipt Invoice automatically created on 27-NOV-06","","45 Net (terms date + 45)",10003,"27-NOV-2013","27-NOV-2013","USD",27/NOV/06,1,"",51246,"USD",51246,"ERS","STANDARD","ERS","N","","SIZZLE","27-NOV-2013 00:00"
167238,"13-DEC-2013",4,4,"UPS112506","N","","","Immediate",10001,"25-NOV-2013","25-NOV-2013","USD",,,"",46540,"USD",46540,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
166851,"11-DEC-2013",557,1233,"ERS-8148-125462","N","Receipt Invoice automatically created on 11-DEC-06","","45 Net (terms date + 45)",10003,"11-DEC-2013","11-DEC-2013","USD",11/DEC/06,1,"",2549,"USD",2549,"ERS","STANDARD","ERS","N","","STANDARD","11-DEC-2013 00:00"
167200,"13-DEC-2013",4,4,"UPS101206","N","","","Immediate",10001,"12-OCT-2013","12-OCT-2013","USD",,,"",50660,"USD",50660,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167166,"13-DEC-2013",22,1971,"CSI091206","N","","","Immediate",10001,"12-SEP-2013","12-SEP-2013","USD",,,"",4330,"USD",4330,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167179,"13-DEC-2013",22,1971,"CMCSI0906","N","","","Immediate",10001,"23-SEP-2013","23-SEP-2013","USD",,,"",-362,"USD",-362,"EXTERNAL","CREDIT","EXTERNAL","N","","STANDARD",""
167184,"13-DEC-2013",22,1971,"CSI092606","N","","","Immediate",10001,"26-SEP-2013","26-SEP-2013","USD",,,"",4330,"USD",4330,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167167,"13-DEC-2013",209,330,"CMBMI0906","N","","","Immediate",10001,"07-SEP-2013","07-SEP-2013","USD",,,"",-1149,"USD",-1149,"EXTERNAL","CREDIT","EXTERNAL","N","","STANDARD",""
167170,"13-DEC-2013",209,330,"BMI091206","N","","","Immediate",10001,"12-SEP-2013","12-SEP-2013","USD",,,"",137500,"USD",137500,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167190,"13-DEC-2013",209,330,"BMI100506","N","","","Immediate",10001,"05-OCT-2013","05-OCT-2013","USD",,,"",127370,"USD",127370,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167192,"13-DEC-2013",9,12,"OSI100506","N","","","Immediate",10001,"05-OCT-2013","05-OCT-2013","USD",,,"",24130,"USD",24130,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167202,"13-DEC-2013",209,330,"BMI101906","N","","","Immediate",10001,"19-OCT-2013","19-OCT-2013","USD",,,"",127370,"USD",127370,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167216,"13-DEC-2013",21,1969,"CMAND1006","N","","","30 Net (terms date + 30)",10002,"27-OCT-2013","27-OCT-2013","USD",,,"",-8908,"USD",-8908,"EXTERNAL","CREDIT","EXTERNAL","N","","STANDARD",""
167228,"13-DEC-2013",6,7,"ATT111406","N","","","30 Net (terms date + 30)",10002,"14-NOV-2013","14-NOV-2013","USD",,,"",52850,"USD",52850,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167177,"13-DEC-2013",9,12,"CMOSI0906","N","","","Immediate",10001,"19-SEP-2013","19-SEP-2013","USD",,,"",-2177,"USD",-2177,"EXTERNAL","CREDIT","EXTERNAL","N","","STANDARD",""
167207,"13-DEC-2013",9,12,"CMOSI1006","N","","","Immediate",10001,"19-OCT-2013","19-OCT-2013","USD",,,"",-2177,"USD",-2177,"EXTERNAL","CREDIT","EXTERNAL","N","","STANDARD",""
167209,"13-DEC-2013",22,1971,"CMCSI1006","N","","","Immediate",10001,"23-OCT-2013","23-OCT-2013","USD",,,"",-362,"USD",-362,"EXTERNAL","CREDIT","EXTERNAL","N","","STANDARD",""
167218,"13-DEC-2013",22,1971,"CSI110406","N","","","Immediate",10001,"04-NOV-2013","04-NOV-2013","USD",,,"",3690,"USD",3690,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167249,"13-DEC-2013",209,330,"BMI121406","N","","","Immediate",10001,"11-DEC-2013","11-DEC-2013","USD",,,"",125030,"USD",125030,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167250,"13-DEC-2013",22,1971,"CSI121406","N","","","Immediate",10001,"11-DEC-2013","11-DEC-2013","USD",,,"",3940,"USD",3940,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167328,"14-DEC-2013",9,12,"ERS-8152-125702","N","Receipt Invoice automatically created on 14-DEC-06","","30 Net (terms date + 30)",10002,"14-DEC-2013","14-DEC-2013","USD",14/DEC/06,1,"",881,"USD",881,"ERS","STANDARD","ERS","N","","STANDARD","14-DEC-2013 00:00"
168277,"08-JAN-2014",557,1233,"ERS-8156-126536","N","Receipt Invoice automatically created on 08-JAN-07","","45 Net (terms date + 45)",10003,"08-JAN-2014","08-JAN-2014","USD",08/JAN/07,1,"",19,"USD",19,"ERS","STANDARD","ERS","N","","STANDARD","08-JAN-2014 00:00"
168557,"11-JAN-2014",209,330,"BMI122606","N","","","Immediate",10001,"26-DEC-2013","26-DEC-2013","USD",,,"",125030,"USD",125030,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
168298,"09-JAN-2014",21,41,"ERS-5034-126537","N","Receipt Invoice automatically created on 09-JAN-07","","2/10 NET 30",10014,"09-JAN-2014","09-JAN-2014","USD",09/JAN/07,1,"",920,"USD",920,"ERS","STANDARD","ERS","N","","STANDARD","09-JAN-2014 00:00"
168549,"11-JAN-2014",22,2035,"ERS-8165-126750","N","Receipt Invoice automatically created on 11-JAN-07","","4/10, 3/20, 2/30 Net  60",10009,"11-JAN-2014","11-JAN-2014","USD",11/JAN/07,1,"",14500,"USD",14500,"ERS","STANDARD","ERS","N","","STANDARD","11-JAN-2014 00:00"
168325,"10-JAN-2014",1555,3738,"ERS-2133-126550","N","Receipt Invoice automatically created on 10-JAN-07","","45 Net (terms date + 45)",10003,"10-JAN-2014","10-JAN-2014","USD",10/JAN/07,1,"",1200,"USD",1200,"ERS","STANDARD","ERS","N","","STANDARD","10-JAN-2014 00:00"
168630,"11-JAN-2014",21,1969,"11-JAN-2007","N","","","Immediate",10001,"11-JAN-2014","11-JAN-2014","USD",,,"",17500,"USD",17500,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
169144,"19-JAN-2014",147,2033,"ERS-8175-127312","N","Receipt Invoice automatically created on 19-JAN-07","","45 Net (terms date + 45)",10003,"19-JAN-2014","19-JAN-2014","USD",19/JAN/07,1,"",69699,"USD",69699,"ERS","STANDARD","ERS","N","","SIZZLE","19-JAN-2014 00:00"
