RECORD_TYPE:INVOICES,INVOICE_ID,CREATION_DATE,SUPPLIER_ID,SUPPLIER_SITE_ID,INVOICE_NUMBER,CANCEL_FLAG,DESCRIPTION,DOCUMENT_TYPE,PAY_TERMS,PAYMENT_TERMS_ID,PAYMENT_DUE_DATE,INVOICE_DATE,CURRENCY_CODE,EXCHANGE_RATE_DATE,EXCHANGE_RATE,CURRENCY_RATE_TYPE,INVOICE_CURRENCY_AMOUNT,PAY_CURRENCY_CODE,INVOICE_AMOUNT,CREATION_METHOD,INVOICE_TYPE,INVOICE_SUB_TYPE,APPROVAL_REQUIRED,PAYMENT_TYPE,PAY_GROUP,INVOICE_RECEIVED_DATE
INVOICES,234564,29-Dec-15,147,259,ERS-12278-183180,N,Receipt Invoice automatically created on 19-DEC-08,,45 Net (terms date + 45),10003,19-Dec-15,19-Dec-15,USD,19-Dec-08,1,,25165.48,USD,25165.48,ERS,STANDARD,ERS,N,,STANDARD,19/12/15 0:00
INVOICES,234565,29-Dec-15,147,259,ERS-12278-183181,N,Receipt Invoice automatically created on 20-DEC-08,,45 Net (terms date + 45),10003,20-Dec-15,20-Dec-15,USD,20-Dec-08,1,,20132.39,USD,20132.39,ERS,STANDARD,ERS,N,,STANDARD,20/12/15 0:00
INVOICES,234567,29-Dec-15,147,259,ERS-12278-183183,N,Receipt Invoice automatically created on 22-DEC-08,,45 Net (terms date + 45),10003,22-Dec-15,22-Dec-15,USD,22-Dec-08,1,,25165.48,USD,25165.48,ERS,STANDARD,ERS,N,,STANDARD,22/12/15 0:00
INVOICES,234570,29-Dec-15,21,41,ERS-12279-183186,N,Receipt Invoice automatically created on 20-DEC-08,,Immediate,10001,20-Dec-15,20-Dec-15,USD,20-Dec-08,1,,33999.24,USD,33999.24,ERS,STANDARD,ERS,N,,STANDARD,20/12/15 0:00
INVOICES,234582,29-Dec-15,11,15,ERS-12281-183198,N,Receipt Invoice automatically created on 22-DEC-08,,2/10 Net 45,10007,22-Dec-15,22-Dec-15,USD,22-Dec-08,1,,24572.35,USD,24572.35,ERS,STANDARD,ERS,N,,EDI,22/12/15 0:00
INVOICES,234584,29-Dec-15,21,41,ERS-12282-183200,N,Receipt Invoice automatically created on 19-DEC-08,,Immediate,10001,19-Dec-15,19-Dec-15,USD,19-Dec-08,1,,43336.48,USD,43336.48,ERS,STANDARD,ERS,N,,STANDARD,19/12/15 0:00
INVOICES,234946,12-Jan-16,22,1971,OPS200939094,N,,,Immediate,10001,12-Jan-16,12-Jan-16,USD,,,,4489.8,USD,4489.8,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,235061,14-Jan-16,21,1969,OPS200939096,N,,,30 Net (terms date + 30),10002,14-Jan-16,14-Jan-16,USD,,,,110342.18,USD,110342.18,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,235246,19-Jan-16,22,1971,OPS200939101,N,,,Immediate,10001,19-Jan-16,19-Jan-16,USD,,,,4489.8,USD,4489.8,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,235391,23-Jan-16,415,1087,ERS-8550-183854,N,Receipt Invoice automatically created on 26-DEC-08,,45 Net (terms date + 45),10003,26-Dec-15,26-Dec-15,USD,26-Dec-08,1,,113274,USD,113274,ERS,STANDARD,ERS,N,,STANDARD,26/12/15 0:00
INVOICES,235408,23-Jan-16,4,4,OPS200939105,N,,,Immediate,10001,23-Jan-16,23-Jan-16,USD,,,,57461.6,USD,57461.6,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,235287,20-Jan-16,5,2034,ERS-8541-183756,N,Receipt Invoice automatically created on 19-JAN-09,,15 Net (terms date + 15),10013,19-Jan-16,19-Jan-16,USD,19-Jan-09,1,,28177.46,USD,28177.46,ERS,STANDARD,ERS,N,,STANDARD,19/01/16 0:00
INVOICES,235324,21-Jan-16,22,2035,ERS-8546-183791,N,Receipt Invoice automatically created on 20-JAN-09,,"4/10, 3/20, 2/30 Net  60",10009,20-Jan-16,20-Jan-16,USD,20-Jan-09,1,,1898.76,USD,1898.76,ERS,STANDARD,ERS,N,,STANDARD,20/01/16 0:00
INVOICES,235578,28-Jan-16,21,1969,OPS200939110,N,,,30 Net (terms date + 30),10002,28-Jan-16,28-Jan-16,USD,,,,110342.18,USD,110342.18,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,236138,9-Feb-16,21,1969,OPS200939120,N,,,30 Net (terms date + 30),10002,7-Feb-16,7-Feb-16,USD,,,,112758.12,USD,112758.12,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,236219,10-Feb-16,9,12,ERS-8567-184424,N,Receipt Invoice automatically created on 10-FEB-09,,30 Net (terms date + 30),10002,10-Feb-16,10-Feb-16,USD,10-Feb-09,1,,962.4,USD,962.4,ERS,STANDARD,ERS,N,,STANDARD,10/02/16 0:00
INVOICES,236501,17-Feb-16,21,41,ERS-12288-184660,N,Receipt Invoice automatically created on 23-JAN-09,,2/10 NET 30,10014,23-Jan-16,23-Jan-16,USD,23-Jan-09,1,,4085,USD,4085,ERS,STANDARD,ERS,N,,STANDARD,23/01/16 0:00
INVOICES,236343,12-Feb-16,22,1971,OPS200939125,N,,,Immediate,10001,12-Feb-16,12-Feb-16,USD,,,,4586.01,USD,4586.01,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,236493,17-Feb-16,209,330,OPS200939130,N,,,Immediate,10001,17-Feb-16,17-Feb-16,USD,,,,147635.96,USD,147635.96,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,236789,24-Feb-16,11,15,ERS-5045-184913,N,Receipt Invoice automatically created on 24-FEB-09,,2/10 Net 45,10007,24-Feb-16,24-Feb-16,USD,24-Feb-09,1,,4988.75,USD,4988.75,ERS,STANDARD,ERS,N,,EDI,24/02/16 0:00
INVOICES,236831,25-Feb-16,415,1087,ERS-8580-184951,N,Receipt Invoice automatically created on 23-FEB-09,,45 Net (terms date + 45),10003,23-Feb-16,23-Feb-16,USD,23-Feb-09,1,,15624,USD,15624,ERS,STANDARD,ERS,N,,STANDARD,23/02/16 0:00
INVOICES,236835,25-Feb-16,578,1275,ERS-8583-184954,N,Receipt Invoice automatically created on 25-FEB-09,,45 Net (terms date + 45),10003,25-Feb-16,25-Feb-16,USD,25-Feb-09,1,,126945,USD,126945,ERS,STANDARD,ERS,N,,SIZZLE,25/02/16 0:00
INVOICES,153851,12-Jul-13,5,6,ERS-23292-117269,N,Receipt Invoice automatically created on 12-JUL-06,,2/10 NET 30,10014,12-Jul-13,12-Jul-13,USD,,,,66.65,USD,66.65,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153895,12-Jul-13,147,259,ERS-11756-117313,N,Receipt Invoice automatically created on 12-JUL-06,,45 Net (terms date + 45),10003,12-Jul-13,12-Jul-13,USD,,,,58935.8,USD,58935.8,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153901,12-Jul-13,5,6,ERS-11762-117319,N,Receipt Invoice automatically created on 12-JUL-06,,2/10 NET 30,10014,12-Jul-13,12-Jul-13,USD,,,,67.51,USD,67.51,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153926,12-Jul-13,5,6,ERS-11787-117344,N,Receipt Invoice automatically created on 12-JUL-06,,2/10 NET 30,10014,12-Jul-13,12-Jul-13,USD,,,,23050.65,USD,23050.65,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153849,12-Jul-13,22,42,ERS-23290-117267,N,Receipt Invoice automatically created on 12-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,12-Jul-13,12-Jul-13,USD,,,,17416.55,USD,17416.55,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153857,12-Jul-13,147,259,ERS-23298-117275,N,Receipt Invoice automatically created on 12-JUL-06,,45 Net (terms date + 45),10003,12-Jul-13,12-Jul-13,USD,,,,66267.6,USD,66267.6,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153910,12-Jul-13,147,259,ERS-11771-117328,N,Receipt Invoice automatically created on 12-JUL-06,,45 Net (terms date + 45),10003,12-Jul-13,12-Jul-13,USD,,,,2478.05,USD,2478.05,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153911,12-Jul-13,147,259,ERS-11772-117329,N,Receipt Invoice automatically created on 12-JUL-06,,45 Net (terms date + 45),10003,12-Jul-13,12-Jul-13,USD,,,,3717.8,USD,3717.8,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153915,12-Jul-13,147,259,ERS-11776-117333,N,Receipt Invoice automatically created on 12-JUL-06,,45 Net (terms date + 45),10003,12-Jul-13,12-Jul-13,USD,,,,9126.06,USD,9126.06,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153935,12-Jul-13,11,15,ERS-11796-117353,N,Receipt Invoice automatically created on 12-JUL-06,,2/10 Net 45,10007,12-Jul-13,12-Jul-13,USD,,,,148784.8,USD,148784.8,ERS,STANDARD,ERS,N,EFT,EDI,12/07/13 0:00
INVOICES,153836,12-Jul-13,21,41,ERS-11747-117254,N,Receipt Invoice automatically created on 12-JUL-06,,Immediate,10001,12-Jul-13,12-Jul-13,USD,,,,2170.7,USD,2170.7,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153952,12-Jul-13,11,15,ERS-11813-117370,N,Receipt Invoice automatically created on 12-JUL-06,,2/10 Net 45,10007,12-Jul-13,12-Jul-13,USD,,,,23546.55,USD,23546.55,ERS,STANDARD,ERS,N,EFT,EDI,12/07/13 0:00
INVOICES,153956,12-Jul-13,21,41,ERS-23330-117374,N,Receipt Invoice automatically created on 12-JUL-06,,Immediate,10001,12-Jul-13,12-Jul-13,USD,,,,26793.8,USD,26793.8,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,153968,12-Jul-13,1718,4081,ERS-12-JUL-06-117386,N,Receipt Invoice automatically created on 12-JUL-06,,45 Net (terms date + 45),10003,12-Jul-13,12-Jul-13,USD,,,,682125,USD,682125,ERS,STANDARD,ERS,N,CHECK,STANDARD,12/07/13 0:00
INVOICES,154356,19-Jul-13,21,41,ERS-11836-117792,N,Receipt Invoice automatically created on 19-JUL-06,,Immediate,10001,19-Jul-13,19-Jul-13,USD,,,,8691.96,USD,8691.96,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154425,19-Jul-13,11,15,ERS-11845-117861,N,Receipt Invoice automatically created on 19-JUL-06,,2/10 Net 45,10007,19-Jul-13,19-Jul-13,USD,,,,8931.45,USD,8931.45,ERS,STANDARD,ERS,N,EFT,EDI,19/07/13 0:00
INVOICES,154390,19-Jul-13,11,15,ERS-23393-117826,N,Receipt Invoice automatically created on 19-JUL-06,,2/10 Net 45,10007,19-Jul-13,19-Jul-13,USD,,,,24500,USD,24500,ERS,STANDARD,ERS,N,EFT,EDI,19/07/13 0:00
INVOICES,154403,19-Jul-13,21,41,ERS-23406-117839,N,Receipt Invoice automatically created on 19-JUL-06,,Immediate,10001,19-Jul-13,19-Jul-13,USD,,,,7705.72,USD,7705.72,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154405,19-Jul-13,147,259,ERS-23408-117841,N,Receipt Invoice automatically created on 19-JUL-06,,45 Net (terms date + 45),10003,19-Jul-13,19-Jul-13,USD,,,,1410.42,USD,1410.42,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154343,19-Jul-13,22,42,ERS-11823-117779,N,Receipt Invoice automatically created on 19-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,19-Jul-13,19-Jul-13,USD,,,,5793.51,USD,5793.51,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154346,19-Jul-13,5,6,ERS-11826-117782,N,Receipt Invoice automatically created on 19-JUL-06,,2/10 NET 30,10014,19-Jul-13,19-Jul-13,USD,,,,3999.84,USD,3999.84,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154308,19-Jul-13,6,7,ATT071906,N,,,30 Net (terms date + 30),10002,19-Jul-13,19-Jul-13,USD,,,,53660,USD,53660,EXTERNAL,STANDARD,EXTERNAL,N,CHECK,STANDARD,
INVOICES,154438,19-Jul-13,22,42,ERS-11858-117874,N,Receipt Invoice automatically created on 19-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,19-Jul-13,19-Jul-13,USD,,,,2303.07,USD,2303.07,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154450,19-Jul-13,11,15,ERS-11870-117886,N,Receipt Invoice automatically created on 19-JUL-06,,2/10 Net 45,10007,19-Jul-13,19-Jul-13,USD,,,,32832.4,USD,32832.4,ERS,STANDARD,ERS,N,EFT,EDI,19/07/13 0:00
INVOICES,154444,19-Jul-13,5,6,ERS-11864-117880,N,Receipt Invoice automatically created on 19-JUL-06,,2/10 NET 30,10014,19-Jul-13,19-Jul-13,USD,,,,94.05,USD,94.05,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154454,19-Jul-13,1718,4081,ERS-19-JUL-06-117890,N,Receipt Invoice automatically created on 19-JUL-06,,45 Net (terms date + 45),10003,19-Jul-13,19-Jul-13,USD,,,,366562.5,USD,366562.5,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154447,19-Jul-13,5,6,ERS-11867-117883,N,Receipt Invoice automatically created on 19-JUL-06,,2/10 NET 30,10014,19-Jul-13,19-Jul-13,USD,,,,256.4,USD,256.4,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154364,19-Jul-13,21,41,ERS-23367-117800,N,Receipt Invoice automatically created on 19-JUL-06,,Immediate,10001,19-Jul-13,19-Jul-13,USD,,,,40341.84,USD,40341.84,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154351,19-Jul-13,21,41,ERS-11831-117787,N,Receipt Invoice automatically created on 19-JUL-06,,Immediate,10001,19-Jul-13,19-Jul-13,USD,,,,2697.76,USD,2697.76,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154352,19-Jul-13,21,41,ERS-11832-117788,N,Receipt Invoice automatically created on 19-JUL-06,,Immediate,10001,19-Jul-13,19-Jul-13,USD,,,,20000.24,USD,20000.24,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154365,19-Jul-13,21,41,ERS-23368-117801,N,Receipt Invoice automatically created on 19-JUL-06,,Immediate,10001,19-Jul-13,19-Jul-13,USD,,,,6051.04,USD,6051.04,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154397,19-Jul-13,21,41,ERS-23400-117833,N,Receipt Invoice automatically created on 19-JUL-06,,Immediate,10001,19-Jul-13,19-Jul-13,USD,,,,42.48,USD,42.48,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,154382,19-Jul-13,22,42,ERS-23385-117818,N,Receipt Invoice automatically created on 19-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,19-Jul-13,19-Jul-13,USD,,,,5043.32,USD,5043.32,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,155123,27-Jul-13,5,6,ERS-11962-118569,N,Receipt Invoice automatically created on 27-JUL-06,,2/10 NET 30,10014,27-Jul-13,27-Jul-13,USD,,,,146.63,USD,146.63,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155132,27-Jul-13,5,6,ERS-11971-118578,N,Receipt Invoice automatically created on 27-JUL-06,,2/10 NET 30,10014,27-Jul-13,27-Jul-13,USD,,,,2422.98,USD,2422.98,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155141,27-Jul-13,415,1087,ERS-8045-118587,N,Receipt Invoice automatically created on 27-JUL-06,,45 Net (terms date + 45),10003,27-Jul-13,27-Jul-13,USD,,,,98100,USD,98100,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155157,27-Jul-13,21,41,ERS-23484-118605,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,871.5,USD,871.5,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,154899,26-Jul-13,578,1275,ERS-8043-118332,N,Receipt Invoice automatically created on 26-JUL-06,,45 Net (terms date + 45),10003,26-Jul-13,26-Jul-13,USD,,,,304200,USD,304200,ERS,STANDARD,ERS,N,EFT,SIZZLE,26/07/13 0:00
INVOICES,154996,27-Jul-13,147,259,ERS-23435-118442,N,Receipt Invoice automatically created on 27-JUL-06,,45 Net (terms date + 45),10003,27-Jul-13,27-Jul-13,USD,,,,115248,USD,115248,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155028,27-Jul-13,22,42,ERS-11900-118474,N,Receipt Invoice automatically created on 27-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,27-Jul-13,27-Jul-13,USD,,,,209.72,USD,209.72,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155054,27-Jul-13,21,41,ERS-23453-118500,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,2537.5,USD,2537.5,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,154988,27-Jul-13,21,41,ERS-23431-118434,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,2565,USD,2565,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155073,27-Jul-13,21,41,ERS-23472-118519,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,115636.95,USD,115636.95,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155076,27-Jul-13,1718,4081,ERS-27-JUL-06-118522,N,Receipt Invoice automatically created on 27-JUL-06,,45 Net (terms date + 45),10003,27-Jul-13,27-Jul-13,USD,,,,372937.5,USD,372937.5,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,154995,27-Jul-13,11,15,ERS-23434-118441,N,Receipt Invoice automatically created on 27-JUL-06,,2/10 Net 45,10007,27-Jul-13,27-Jul-13,USD,,,,67500,USD,67500,ERS,STANDARD,ERS,N,EFT,EDI,27/07/13 0:00
INVOICES,154998,27-Jul-13,21,41,ERS-23437-118444,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,14267,USD,14267,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155015,27-Jul-13,21,41,ERS-11887-118461,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,8974,USD,8974,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155027,27-Jul-13,22,42,ERS-11899-118473,N,Receipt Invoice automatically created on 27-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,27-Jul-13,27-Jul-13,USD,,,,1256.36,USD,1256.36,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155031,27-Jul-13,22,42,ERS-11903-118477,N,Receipt Invoice automatically created on 27-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,27-Jul-13,27-Jul-13,USD,,,,22358.08,USD,22358.08,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155033,27-Jul-13,22,42,ERS-11905-118479,N,Receipt Invoice automatically created on 27-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,27-Jul-13,27-Jul-13,USD,,,,5235.65,USD,5235.65,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155060,27-Jul-13,147,259,ERS-23459-118506,N,Receipt Invoice automatically created on 27-JUL-06,,45 Net (terms date + 45),10003,27-Jul-13,27-Jul-13,USD,,,,1657.73,USD,1657.73,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155084,27-Jul-13,21,41,ERS-11923-118530,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,111799.12,USD,111799.12,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155085,27-Jul-13,21,41,ERS-11924-118531,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,1634.22,USD,1634.22,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155089,27-Jul-13,21,41,ERS-11928-118535,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,31880.31,USD,31880.31,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155092,27-Jul-13,21,41,ERS-11931-118538,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,9563.72,USD,9563.72,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155096,27-Jul-13,11,15,ERS-11935-118542,N,Receipt Invoice automatically created on 27-JUL-06,,2/10 Net 45,10007,27-Jul-13,27-Jul-13,USD,,,,10230.57,USD,10230.57,ERS,STANDARD,ERS,N,EFT,EDI,27/07/13 0:00
INVOICES,155065,27-Jul-13,22,42,ERS-23464-118511,N,Receipt Invoice automatically created on 27-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,27-Jul-13,27-Jul-13,USD,,,,21.4,USD,21.4,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155066,27-Jul-13,22,42,ERS-23465-118512,N,Receipt Invoice automatically created on 27-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,27-Jul-13,27-Jul-13,USD,,,,19529.98,USD,19529.98,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155767,7-Aug-13,6,7,ATT080506,N,,,30 Net (terms date + 30),10002,5-Aug-13,5-Aug-13,USD,,,,53230,USD,53230,EXTERNAL,STANDARD,EXTERNAL,N,CHECK,STANDARD,
INVOICES,156059,10-Aug-13,147,2033,ERS-8054-119385,N,Receipt Invoice automatically created on 10-AUG-06,,45 Net (terms date + 45),10003,10-Aug-13,10-Aug-13,USD,,,,34724,USD,34724,ERS,STANDARD,ERS,N,CHECK,SIZZLE,10/08/13 0:00
INVOICES,156074,10-Aug-13,11,15,ERS-23487-119400,N,Receipt Invoice automatically created on 10-AUG-06,,2/10 Net 45,10007,10-Aug-13,10-Aug-13,USD,,,,13750,USD,13750,ERS,STANDARD,ERS,N,EFT,EDI,10/08/13 0:00
INVOICES,156073,10-Aug-13,21,41,ERS-23486-119399,N,Receipt Invoice automatically created on 10-AUG-06,,Immediate,10001,10-Aug-13,10-Aug-13,USD,,,,29.4,USD,29.4,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,156082,10-Aug-13,21,41,ERS-23492-119408,N,Receipt Invoice automatically created on 10-AUG-06,,Immediate,10001,10-Aug-13,10-Aug-13,USD,,,,43589.7,USD,43589.7,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,156100,10-Aug-13,11,15,ERS-23510-119426,N,Receipt Invoice automatically created on 10-AUG-06,,2/10 Net 45,10007,10-Aug-13,10-Aug-13,USD,,,,8312,USD,8312,ERS,STANDARD,ERS,N,EFT,EDI,10/08/13 0:00
INVOICES,156179,10-Aug-13,1718,4081,ERS-10-AUG-06-119505,N,Receipt Invoice automatically created on 10-AUG-06,,45 Net (terms date + 45),10003,10-Aug-13,10-Aug-13,USD,,,,164869.05,USD,164869.05,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,156181,10-Aug-13,1718,4081,ERS-10-AUG-06-119507,N,Receipt Invoice automatically created on 10-AUG-06,,45 Net (terms date + 45),10003,10-Aug-13,10-Aug-13,USD,,,,44625,USD,44625,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,156088,10-Aug-13,147,259,ERS-23498-119414,N,Receipt Invoice automatically created on 10-AUG-06,,45 Net (terms date + 45),10003,10-Aug-13,10-Aug-13,USD,,,,4357.95,USD,4357.95,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,156094,10-Aug-13,5,6,ERS-23504-119420,N,Receipt Invoice automatically created on 10-AUG-06,,2/10 NET 30,10014,10-Aug-13,10-Aug-13,USD,,,,376.2,USD,376.2,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,156153,10-Aug-13,22,42,ERS-12015-119479,N,Receipt Invoice automatically created on 10-AUG-06,,"4/10, 3/20, 2/30 Net  60",10009,10-Aug-13,10-Aug-13,USD,,,,3051.16,USD,3051.16,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,156160,10-Aug-13,5,6,ERS-12022-119486,N,Receipt Invoice automatically created on 10-AUG-06,,2/10 NET 30,10014,10-Aug-13,10-Aug-13,USD,,,,1.71,USD,1.71,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,156112,10-Aug-13,5,6,ERS-23522-119438,N,Receipt Invoice automatically created on 10-AUG-06,,2/10 NET 30,10014,10-Aug-13,10-Aug-13,USD,,,,9350,USD,9350,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,156085,10-Aug-13,147,259,ERS-23495-119411,N,Receipt Invoice automatically created on 10-AUG-06,,45 Net (terms date + 45),10003,10-Aug-13,10-Aug-13,USD,,,,3759.8,USD,3759.8,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,156151,10-Aug-13,147,259,ERS-12013-119477,N,Receipt Invoice automatically created on 10-AUG-06,,45 Net (terms date + 45),10003,10-Aug-13,10-Aug-13,USD,,,,17.09,USD,17.09,ERS,STANDARD,ERS,N,CHECK,STANDARD,10/08/13 0:00
INVOICES,154422,19-Jul-13,21,41,ERS-11842-117858,N,Receipt Invoice automatically created on 19-JUL-06,,Immediate,10001,19-Jul-13,19-Jul-13,USD,,,,3164.68,USD,3164.68,ERS,STANDARD,ERS,N,CHECK,STANDARD,19/07/13 0:00
INVOICES,155148,27-Jul-13,21,41,ERS-23479-118594,N,Receipt Invoice automatically created on 27-JUL-06,,Immediate,10001,27-Jul-13,27-Jul-13,USD,,,,74.7,USD,74.7,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
INVOICES,155003,27-Jul-13,22,42,ERS-23442-118449,N,Receipt Invoice automatically created on 27-JUL-06,,"4/10, 3/20, 2/30 Net  60",10009,27-Jul-13,27-Jul-13,USD,,,,9399.5,USD,9399.5,ERS,STANDARD,ERS,N,CHECK,STANDARD,27/07/13 0:00
