RECORD_TYPE:COA_ACCOUNTS,ACCOUNT_ID,COA_ID,ACCOUNT_TYPE,IS_ENABLED,IS_PARENT,START_DATE,END_DATE,DESCRIPTION,SEGMENT1,SEGMENT2,SEGMENT3,SEGMENT4,SEGMENT5,SEGMENT6,SEGMENT7,SEGMENT8,SEGMENT9,SEGMENT10,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,ATTRIBUTE6,ATTRIBUTE7,ATTRIBUTE8,ATTRIBUTE9,ATTRIBUTE10,REFERENCE1,REFERENCE2,REFERENCE3,REFERENCE4
COA_ACCOUNTS,245797,101,E,Y,Y,,,,1,850,9100,T,T,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,245798,101,E,Y,Y,,,,3,450,9100,T,T,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,245799,101,E,Y,Y,,,,3,460,9100,T,T,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,245800,101,E,Y,Y,,,,1,740,9100,T,T,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,245801,101,E,Y,Y,,,,3,0,9100,T,T,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,77891,101,E,Y,N,,,,1,740,7680,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15473,101,A,Y,N,,,,1,404,1650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15475,101,A,Y,N,,,,1,420,1650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15437,101,A,Y,N,,,,1,460,1650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15439,101,A,Y,N,,,,1,470,1650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13529,101,A,Y,N,,,,1,0,1650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,17303,101,A,Y,N,,,,1,402,1650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,17304,101,A,Y,N,,,,1,450,1650,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15472,101,A,Y,N,,,,1,830,1660,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14673,101,A,Y,N,,,,1,740,1660,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13530,101,A,Y,N,,,,1,0,1670,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13531,101,A,Y,N,,,,1,0,1680,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12850,101,A,Y,N,,,,1,0,1720,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12852,101,A,Y,N,,,,1,0,1820,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12853,101,L,Y,N,,,,1,0,2110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20264,101,L,Y,N,,,,3,0,2210,0,130,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12855,101,L,Y,N,,,,1,0,2215,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13402,101,L,Y,N,,,,1,0,2220,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12856,101,L,Y,N,,,,1,0,2300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,17208,101,L,Y,N,,,,1,0,2420,1400,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18168,101,L,Y,N,,,,1,0,2520,2101,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18170,101,L,Y,N,,,,1,0,2520,2103,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18171,101,L,Y,N,,,,1,0,2520,2104,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18173,101,L,Y,N,,,,1,0,2520,2106,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18174,101,L,Y,N,,,,1,0,2520,2107,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18176,101,L,Y,N,,,,1,0,2520,2109,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18177,101,L,Y,N,,,,1,0,2520,2110,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18179,101,L,Y,N,,,,1,0,2520,2112,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18180,101,L,Y,N,,,,1,0,2520,2113,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18182,101,L,Y,N,,,,1,0,2520,2115,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18183,101,L,Y,N,,,,1,0,2520,2116,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18185,101,L,Y,N,,,,1,0,2520,2117,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18186,101,L,Y,N,,,,1,0,2520,3101,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12860,101,L,Y,N,,,,1,0,2550,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12861,101,L,Y,N,,,,1,0,2555,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12863,101,L,Y,N,,,,1,0,2700,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12864,101,L,Y,N,,,,1,0,2800,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12828,101,L,Y,N,,,,1,0,2990,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12865,101,O,Y,N,,,,1,0,3100,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12827,101,O,Y,N,,,,1,0,3310,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12829,101,O,Y,N,,,,1,0,3500,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,19353,101,O,Y,N,,,,2,0,3500,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,19354,101,O,Y,N,,,,3,0,3500,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13389,101,R,Y,N,,,,1,402,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13391,101,R,Y,N,,,,1,404,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12868,101,R,Y,N,,,,1,120,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12869,101,R,Y,N,,,,1,130,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12871,101,R,Y,N,,,,1,410,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12872,101,R,Y,N,,,,1,420,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12874,101,R,Y,N,,,,1,440,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12875,101,R,Y,N,,,,1,450,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12877,101,R,Y,N,,,,1,470,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12878,101,R,Y,N,,,,1,480,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12880,101,R,Y,N,,,,1,520,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12881,101,R,Y,N,,,,1,530,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12883,101,R,Y,N,,,,1,550,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18194,101,R,Y,N,,,,1,535,4110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13535,101,R,Y,N,,,,1,404,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12887,101,R,Y,N,,,,1,130,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12888,101,R,Y,N,,,,1,140,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12890,101,R,Y,N,,,,1,420,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12891,101,R,Y,N,,,,1,430,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12893,101,R,Y,N,,,,1,450,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12894,101,R,Y,N,,,,1,460,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12896,101,R,Y,N,,,,1,480,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12897,101,R,Y,N,,,,1,510,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12899,101,R,Y,N,,,,1,530,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12900,101,R,Y,N,,,,1,540,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12902,101,R,Y,N,,,,1,560,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12885,101,R,Y,N,,,,1,110,4120,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13536,101,R,Y,N,,,,1,402,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12917,101,R,Y,N,,,,1,530,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12918,101,R,Y,N,,,,1,540,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12920,101,R,Y,N,,,,1,560,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12903,101,R,Y,N,,,,1,110,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12905,101,R,Y,N,,,,1,130,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12906,101,R,Y,N,,,,1,140,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12908,101,R,Y,N,,,,1,420,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12909,101,R,Y,N,,,,1,430,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12911,101,R,Y,N,,,,1,450,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12912,101,R,Y,N,,,,1,460,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12914,101,R,Y,N,,,,1,480,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12915,101,R,Y,N,,,,1,510,4130,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13538,101,R,Y,N,,,,1,402,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13539,101,R,Y,N,,,,1,404,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12921,101,R,Y,N,,,,1,110,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12922,101,R,Y,N,,,,1,120,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12924,101,R,Y,N,,,,1,140,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12925,101,R,Y,N,,,,1,410,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12927,101,R,Y,N,,,,1,430,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12929,101,R,Y,N,,,,1,450,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12930,101,R,Y,N,,,,1,460,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12932,101,R,Y,N,,,,1,480,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12933,101,R,Y,N,,,,1,510,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12935,101,R,Y,N,,,,1,530,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12936,101,R,Y,N,,,,1,540,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12938,101,R,Y,N,,,,1,560,4140,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16904,101,R,Y,N,,,,1,430,4150,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13395,101,R,Y,N,,,,1,420,4150,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18519,101,R,Y,N,,,,3,404,4150,0,120,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18521,101,R,Y,N,,,,3,410,4150,0,110,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18522,101,R,Y,N,,,,3,420,4150,0,120,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18524,101,R,Y,N,,,,3,430,4150,0,120,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18525,101,R,Y,N,,,,3,430,4150,0,130,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18527,101,R,Y,N,,,,3,450,4150,0,120,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18529,101,R,Y,N,,,,3,450,4150,0,140,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18530,101,R,Y,N,,,,3,460,4150,0,110,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20265,101,R,Y,N,,,,3,410,4150,0,130,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20267,101,R,Y,N,,,,3,450,4150,0,110,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20268,101,R,Y,N,,,,3,460,4150,0,130,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13396,101,R,Y,N,,,,1,420,4160,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,246734,101,E,Y,Y,,,,T,830,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246735,101,E,Y,Y,,,,T,535,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246736,101,E,Y,Y,,,,T,470,7000,T,110,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246739,101,E,Y,Y,,,,T,420,7000,T,140,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246740,101,E,Y,Y,,,,T,470,7000,T,130,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246741,101,E,Y,Y,,,,T,450,5000,T,120,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246742,101,E,Y,Y,,,,T,840,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246743,101,E,Y,Y,,,,T,730,7000,T,110,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246744,101,E,Y,Y,,,,T,850,6000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246745,101,E,Y,Y,,,,T,519,5000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246746,101,E,Y,Y,,,,T,815,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246747,101,E,Y,Y,,,,T,850,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246748,101,E,Y,Y,,,,T,710,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246749,101,E,Y,Y,,,,T,730,6000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246750,101,E,Y,Y,,,,T,410,5000,T,130,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246751,101,E,Y,Y,,,,T,410,5000,T,120,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246752,101,E,Y,Y,,,,T,500,5000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246737,101,E,Y,Y,,,,T,720,7000,T,140,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246738,101,E,Y,Y,,,,T,140,7000,T,110,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246753,101,E,Y,Y,,,,T,560,6000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246754,101,E,Y,Y,,,,T,430,7000,T,110,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246755,101,E,Y,Y,,,,T,530,7000,T,110,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246756,101,E,Y,Y,,,,T,560,7000,T,110,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246757,101,E,Y,Y,,,,T,740,7000,T,110,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246758,101,E,Y,Y,,,,T,520,7000,T,130,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246759,101,E,Y,Y,,,,T,750,7000,T,130,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246760,101,E,Y,Y,,,,T,430,7000,T,140,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246761,101,E,Y,Y,,,,T,522,5000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,246762,101,E,Y,Y,,,,T,710,5000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247024,101,E,Y,Y,,,,82,0,5000,T,200,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247025,101,E,Y,Y,,,,82,404,5000,T,110,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,13569,101,E,Y,N,,,,1,402,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13570,101,E,Y,N,,,,1,404,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12953,101,E,Y,N,,,,1,530,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12955,101,E,Y,N,,,,1,550,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12956,101,E,Y,N,,,,1,560,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12940,101,E,Y,N,,,,1,120,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12941,101,E,Y,N,,,,1,130,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12943,101,E,Y,N,,,,1,410,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,247026,101,E,Y,Y,,,,82,404,5000,T,200,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247027,101,E,Y,Y,,,,82,410,5000,T,130,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247028,101,E,Y,Y,,,,82,720,5000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247029,101,E,Y,Y,,,,82,535,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247030,101,E,Y,Y,,,,82,580,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247031,101,E,Y,Y,,,,1,740,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247032,101,E,Y,Y,,,,1,420,5000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247033,101,E,Y,Y,,,,1,510,5000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247034,101,E,Y,Y,,,,1,130,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247035,101,E,Y,Y,,,,1,480,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247036,101,E,Y,Y,,,,1,530,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,12944,101,E,Y,N,,,,1,420,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12946,101,E,Y,N,,,,1,440,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18192,101,E,Y,N,,,,1,535,5110,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18532,101,E,Y,N,,,,3,430,5110,1300,140,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20271,101,E,Y,N,,,,3,404,5110,1300,130,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20272,101,E,Y,N,,,,3,410,5110,1300,130,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20274,101,E,Y,N,,,,3,430,5110,1300,110,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20275,101,E,Y,N,,,,3,450,5110,1300,140,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20277,101,E,Y,N,,,,3,470,5110,1300,130,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20417,101,E,Y,N,,,,3,410,5110,1300,120,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20418,101,E,Y,N,,,,3,420,5110,1300,120,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20420,101,E,Y,N,,,,3,460,5110,1300,120,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20421,101,E,Y,N,,,,3,470,5110,1300,120,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,247037,101,E,Y,Y,,,,1,110,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247038,101,E,Y,Y,,,,1,130,6000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247039,101,E,Y,Y,,,,3,410,7000,T,110,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247040,101,E,Y,Y,,,,3,570,7000,T,130,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247041,101,E,Y,Y,,,,3,720,7000,T,140,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247042,101,E,Y,Y,,,,3,460,6000,T,140,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247043,101,E,Y,Y,,,,3,720,7000,T,110,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247044,101,E,Y,Y,,,,2,430,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,247045,101,E,Y,Y,,,,1,840,7000,T,0,,,,,,,,,,,,,,,,,,,
COA_ACCOUNTS,16318,101,E,Y,N,,,,1,560,5210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15319,101,E,Y,N,,,,1,540,5210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,14914,101,E,Y,N,,,,1,520,5210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13778,101,E,Y,N,,,,1,740,5210,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16319,101,E,Y,N,,,,1,560,5220,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15317,101,E,Y,N,,,,1,530,5220,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13781,101,E,Y,N,,,,1,740,5220,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13783,101,E,Y,N,,,,1,420,5220,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13517,101,E,Y,N,,,,1,510,5220,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18190,101,E,Y,N,,,,1,535,5220,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,17022,101,E,Y,N,,,,1,530,5250,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16881,101,E,Y,N,,,,1,540,5250,1100,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,17234,101,E,Y,N,,,,1,120,5250,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,17283,101,E,Y,N,,,,1,560,5260,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16317,101,E,Y,N,,,,1,560,5290,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15318,101,E,Y,N,,,,1,540,5290,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15321,101,E,Y,N,,,,1,520,5290,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13514,101,E,Y,N,,,,1,510,5290,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18188,101,E,Y,N,,,,1,535,5290,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,13572,101,E,Y,N,,,,1,402,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12957,101,E,Y,N,,,,1,110,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12959,101,E,Y,N,,,,1,130,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12960,101,E,Y,N,,,,1,140,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12962,101,E,Y,N,,,,1,420,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12963,101,E,Y,N,,,,1,430,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12965,101,E,Y,N,,,,1,450,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12966,101,E,Y,N,,,,1,460,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12968,101,E,Y,N,,,,1,480,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12969,101,E,Y,N,,,,1,510,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12971,101,E,Y,N,,,,1,530,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12972,101,E,Y,N,,,,1,540,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,12974,101,E,Y,N,,,,1,560,5300,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16882,101,E,Y,N,,,,1,530,5310,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16885,101,E,Y,N,,,,1,540,5310,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15341,101,E,Y,N,,,,1,520,5310,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,19455,101,E,Y,N,,,,1,530,5312,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,18193,101,E,Y,N,,,,1,535,5315,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,19457,101,E,Y,N,,,,1,530,5330,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,20474,101,E,Y,N,,,,1,520,5341,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16801,101,E,Y,N,,,,1,540,5360,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16295,101,E,Y,N,,,,1,530,5360,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15344,101,E,Y,N,,,,1,520,5360,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16886,101,E,Y,N,,,,1,540,5370,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15342,101,E,Y,N,,,,1,520,5380,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16959,101,E,Y,N,,,,1,560,5390,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,16880,101,E,Y,N,,,,1,530,5390,0,0,,,,,,,,,,,,,,,,,,N,
COA_ACCOUNTS,15345,101,E,Y,N,,,,1,520,5390,0,0,,,,,,,,,,,,,,,,,,N,
